time,SAADR,RIAR,MCL,RMER,CEPDR,AWCR,RMGL,AWCL,RIS,ASGR,M4,AIBL,URYDL,OLQVR,RIH,AVHL,IL1VL,SIBV?,AVJR,IL2R,I3,SMDDL,M3R,SMDDR,I1L,I6,AWAL,BAGL,ADLL,ASGL,AVEL,SAADL,SMDVR,I2R,RICL,AQR,SAAVL,AWBL,URYVL,AVL,I2L,ASEL,NSMR,AIZR,I1R,CEPDL,RMDL,URBL,AUAL,AVAL,OLQVL,IL2DR,M1,AVDL,OLQDR,FLPL,AVER,ADEL,AIY?,I5,RMDR,IL2DL,I4,RID,AIBR,AIM?,AINL,M3L,CEPVR,VB02,IL1L,RIVR,AIZL,AVK?,URXL,IL2L,IL1DL,RMDDR,AWBR,IL1DR,RIVL,URYDR,AVJL,OLQDL,AIM?,AVBL,AWAR,SIA?R,MCR,NSML,SMDVL,ADAL,SMBV?,AVAR,RMDDL,RIBL
1198707.6400278395,0.7508109223747267,1.3110424047313474,0.08883161335264607,0.11317735327682911,0.2613293480337306,0.24640479518415243,0.9955170477736054,1.6698617027932712,1.027154603429251,0.349960298808057,1.4721582716468353,0.8717471592050775,0.3805635663104617,0.1987849105687871,0.8199634296495603,1.4450068440985535,0.12365941889859555,1.0153453406207444,0.42374846193928084,0.20827596730681938,0.2960785809753805,0.33314835933864845,0.0865118655220899,0.23035263887630092,0.02404073318524885,0.7187807334800214,1.5308722997826132,2.7720539458217153,0.5749984366239341,0.5005292896995033,0.666367386511096,0.6388272467737286,0.31627091331776275,0.6137198503307612,0.49939948605346246,1.45704312702056,0.893095088614143,0.49301154082025384,0.5435010956387477,0.9330110880039212,0.7813843337215572,0.3489010613137667,0.18623618240662684,1.003343622646504,0.02742492018865117,0.46408461275847157,0.8111092088866866,0.6819672824643702,1.4386469593600673,1.5052562988979588,1.2861438921756794,0.03683792619032179,0.5285080852079951,0.2571544571833585,0.398373234225263,0.3651453981536859,0.42856516948177187,0.33427007098625333,0.1704293580397176,3.2533029001801634,0.5543312010522033,0.06403078724635325,0.3676970780848786,0.4099478611358165,0.6563848666639156,0.15709552482869313,1.027801382303789,0.09587774698968314,0.24042785843478467,0.3040350327352421,0.2750924049744907,0.3633559083318105,0.9482268722534097,2.2190390097010506,0.4706440570021174,0.2268136188472169,0.12848865644798807,0.5356256330343525,0.6400589675568411,0.1376196994379575,1.0014775748020042,0.438815917325747,0.24780425782651438,0.6171801911514428,0.4236811853282976,1.0398705903941925,0.6258745148214975,0.606461414503631,0.029113844892351096,0.29511271981357795,1.2091465945886624,1.6755650645219629,0.7179209479136577,1.5051673544504425,0.2897418438179738,1.5309774324833583
1198708.2150459003,0.795800330265761,1.4112401983891316,0.07800626236887175,0.14053138455846356,0.2787576728769976,0.23447990786938688,0.988157525105828,1.505541889665955,0.8094454796861701,0.3949067032424132,1.1634076844728873,0.7653140245997727,0.4003662429185756,0.2130754715289804,0.7669523274922684,1.537470367411593,0.1268523938074186,1.055000983366447,0.3600140382986162,0.20830243687511907,0.29496716900661824,0.36962865653211036,0.07951862868010498,0.20364526857100054,0.03207364087248026,0.6671715731797291,1.531066856693913,2.374345892786683,0.5790545729484442,0.4496188448776155,0.5769740794126167,0.606695075707314,0.3008812977085053,0.5591003218613271,0.46881504526674084,1.2721048766680625,0.88122522447508,0.44743124012687213,0.5034847846076999,0.905584101246446,0.6783505621064483,0.28002813846138114,0.20859417698278732,0.9646575957066582,0.02742840559221181,0.45588075410379597,0.7518811015542306,0.7718631017919895,1.4388297954522113,1.419542532778589,1.1135419989959634,0.05641524332034475,0.528575252731158,0.2351425267805966,0.4615021408461284,0.3497154350329224,0.39853575398231844,0.3404368131400114,0.17182859652268856,3.027451641544872,0.4280921404896748,0.06564682859094662,0.35147195838515666,0.39754292956579385,0.5276697704994986,0.14525304027307154,0.9865327307765861,0.08011632187504579,0.2404584141522891,0.3180968726099022,0.2481201222809475,0.5312435412665797,0.8408189689388367,1.959227054846081,0.5692810916871152,0.24571972646194598,0.16437033856297975,0.4665693096223106,0.7561107935921529,0.20724603908552647,1.017875028418135,0.37825077426212095,0.23783950199815182,0.6549526929010999,0.46459612146166257,1.002937659028351,0.404168907369634,0.7199659623739235,0.04668847723063013,0.27603788780596816,1.271393152723158,1.5494428611294684,0.6801171000286005,1.5561815170443147,0.2805028831226703,1.559881477807532
1198708.8150647448,0.789913783019754,1.331442864914382,0.07011717352741229,0.1250256322265773,0.25843677831010436,0.27596175493445707,1.0368316699325766,1.5286206701414689,0.8107126333289577,0.3632401504334287,1.109949109629631,0.8046910816816882,0.3606958777026674,0.22809060603913872,0.7959436592260117,1.5784081342640908,0.12057045397383452,1.0226562369452172,0.3645755921629634,0.20634482495209902,0.2949410025529451,0.3747816044111041,0.06787658715529572,0.2546242230979427,0.03491331637656371,0.5233383241538744,1.685425476744639,1.8096583128683223,0.6176769431131911,0.46860752231488134,0.5310344759796666,0.6433914363762553,0.3202523557653911,0.619690231715255,0.48198129133408724,1.246012833182708,0.8959453366434299,0.4938166750990404,0.5034993550029432,0.8127983981122344,0.6400154318710162,0.31520046353911735,0.19170549615482171,0.9989541986666679,0.027431891438728633,0.48555684983832703,0.8478080851292764,0.7501055498896456,1.4540333336148166,1.3756321663473268,1.1535248894891645,0.06486888209571975,0.538743040953565,0.24383190729870224,0.5915252983442859,0.3721295030147587,0.3930930880750385,0.3472148496790128,0.16491953812459428,2.88545275079045,0.40503998434038446,0.07973893077801934,0.3747299887101798,0.3927837029892398,0.4930729752871443,0.1482141000122353,0.9908326198157195,0.08635082348538926,0.2403571139706709,0.3316256115301591,0.2768459734773995,0.4773206439265509,0.8308972273413191,1.9533373414690662,0.5349022467692822,0.2426770454745788,0.18700960756184085,0.4076000409275367,0.8042758518019314,0.15898505368150814,0.9729377236588592,0.3515693593449542,0.2256896522913583,0.8471592134631861,0.41237121653235836,1.0892439556597011,0.37933505075681073,0.6241294088057315,0.035702317876599055,0.2759375371411324,1.1231322311030336,1.5076682894565567,0.7355810889496122,1.3148875394366093,0.2923028976813187,1.5217068194628038
1198709.4150839692,0.7835508719715604,1.3211536440914264,0.10173220729966066,0.1287229058728889,0.22139422891267146,0.2604442326301409,1.0173220729966066,1.4880690229781384,0.6961914909181598,0.3505837968312109,1.0848478113689588,0.7397034591005447,0.35361043327543584,0.2184370983349569,0.8560576851289965,1.585671302996508,0.11585119206142427,0.9859376870446614,0.3792068027094851,0.21082321639637802,0.3058799866092309,0.39573993789255174,0.08125860058060395,0.24238210464013113,0.03688208087354936,0.508892246060348,1.7221472962555984,1.7068016560309507,0.6181835479605506,0.46050166326357445,0.5369086793918425,0.6870645902750253,0.3118559725160907,0.6290510973908321,0.4514366698922442,1.1918581158095416,0.8555944993565844,0.4855452182841027,0.49519294286052323,0.8079249006102115,0.5390288595728289,0.3218939733144698,0.18441668216874657,1.029592405017399,0.02164010667925538,0.5352913184981827,0.8812358523386727,0.826089390066746,1.3525935204375985,1.3455638446862719,1.1743254550138118,0.08398821765437102,0.4855073619595834,0.2528835612525482,0.386945717050495,0.35979163164344274,0.3921571071791212,0.3234703697653088,0.16631877311819523,3.155496722883161,0.4042716446796217,0.0810964077650738,0.36602973234506286,0.36323824595442783,0.5177614886915787,0.1349121082436592,1.0392448338144373,0.08334215444164508,0.24024955822591537,0.3348568705244669,0.29967710852421314,0.5121562219830139,0.8212064045276001,1.8605639894844634,0.47809993552742763,0.23858311051299952,0.18145983789786288,0.44209660085999086,0.752394449820407,0.15516045542963058,0.8619766379824036,0.3153872625274583,0.24393420057335302,1.0048843242120782,0.39482564054884384,1.1944261890898962,0.4009369746161626,0.5851956831936499,0.05159276227339934,0.28127977124055215,1.005373453238283,1.5647541715813877,0.6935114059214186,1.300013502988662,0.2863234692762648,1.3450970164136258
1198710.0151026556,0.776652596030276,1.4828014869219721,0.08686973982129696,0.1391026031699413,0.2322500218581621,0.2441092191465368,0.9695240491412894,1.4472548759341166,0.6349134972547507,0.32632737724688615,1.0394107453059387,0.8229065728605236,0.37181862322892584,0.2065659017938477,0.8185150060666263,1.584598445908344,0.10914109122960163,0.9375853296199571,0.3869948935648004,0.21593193336586688,0.29248961883194696,0.3513332480827198,0.07502571625984261,0.25799659570986694,0.03350040112927446,0.5342679502825162,1.6915128915907474,1.954412567500773,0.5852700550825685,0.44048199267538257,0.5050420250600142,0.6254642240030489,0.3091091288221991,0.6263971400343166,0.47657704485294866,1.1111117328248359,0.8229065728605236,0.4711242182528005,0.4894701769075045,0.7436372464578517,0.632705937098007,0.3289456595300803,0.196650738507743,0.9680683073257619,0.030851104086199593,0.5443011512267887,0.8474195874470245,0.8642885956280543,1.3883887946995408,1.318741888248819,1.1696811951565316,0.06724379356267808,0.5988236774107963,0.2508300236068151,0.5337936379721182,0.3588189495596439,0.38203342057037987,0.32763284499438855,0.168774812848153,2.90183549640661,0.39389603707144294,0.07652441398174019,0.35808148197662565,0.34433945640743574,0.5297816080550592,0.15399796798185855,0.9899731757399252,0.08208982590768493,0.22858405741978333,0.30609765592696075,0.2736980591719233,0.44167895461200046,0.8273451040434214,1.6086344030519186,0.47429677191106856,0.23065456518626692,0.17691772824932098,0.4420221395029189,0.7534486568979235,0.17342155274537413,0.7781067540824178,0.43186386673173377,0.22888239654121875,0.9901435805289277,0.4355877483123228,1.1500319950274729,0.390890815312097,0.6037120339610886,0.03135375295085189,0.3088286387307701,0.8905616434480499,1.513615273601125,0.7322739196640751,1.3077758472189807,0.2964746287610166,1.303248760952856
1198710.640122157,0.7691497912373277,1.5682624250452275,0.06946944959749417,0.12044648718999397,0.2448412156925017,0.25417819938017056,0.9163837689551804,1.448372486891152,0.5914950450232923,0.31100230415831825,1.7688873901642936,0.9186067562655773,0.3612411379069697,0.19612839558080425,0.8813038105833829,1.5070182440290758,0.11357703664352221,0.9678536147696168,0.3564879650397727,0.20340154161428473,0.2911178581956167,0.29866393291521115,0.17072355147658155,0.26561848375512476,0.033236018398801144,0.916482146171386,1.4857498413915688,2.3097791651885733,0.6733661561862373,0.38980080051927285,0.5639575374863431,0.7121383665787178,0.3386635667877841,0.7239157723929353,0.4745116641998331,1.204315464201109,0.7421538229276852,0.4911611962770202,0.5200331546883509,0.778341384265802,0.7213809308812962,0.33517218981059044,0.181409305062452,1.0074937649959166,0.03221106579751711,0.47901805391556807,0.7861908442252998,0.7554104224328052,1.2828165408628185,1.3779988753984478,1.064796108591053,0.0736225145190835,0.7941076738472178,0.25723626111203274,0.6250815144567915,0.3520081375770791,0.4071130284348388,0.3362201067099501,0.1755246908325401,2.979467504959194,0.42052880557872424,0.07187323678079846,0.39295314619651284,0.3279625818114011,0.633320003428003,0.17116163641477367,0.9329849241898758,0.13692204420667398,0.22020100227353862,0.3135773766553556,0.2725955591348677,0.3973652516976666,0.8522238112594003,1.6507264451975994,0.4307384309712364,0.22577571119185605,0.16240007296256312,0.48312844492802764,0.7701306467648587,0.1796911320635012,0.7881009843850556,0.44389800844500515,0.24430441697355854,0.9590472687795656,0.3622335586155053,1.1133078172563937,0.3976118326791731,0.6458553677730671,0.04982636384923719,0.2500447615805572,0.7606132848152306,1.4009672335494658,0.7831887740929114,1.299668300587806,0.27303109260410496,1.2121494456384059
1198711.240141091,0.7832096837254641,1.5157445102725473,0.08190386470745692,0.10592977176257637,0.2618918667354941,0.2375875952357271,0.9125052039076077,1.459043846295018,0.5733637088171767,0.5502679648884068,1.5244028591725285,0.9572284709997128,0.36958516005595154,0.19485386062388202,0.8314070310412381,1.4731049264463871,0.10053866398313903,0.9282606215139855,0.45610989404824476,0.21045847436155599,0.2807153217240485,0.2502037019607791,0.13711799510545433,0.25461624278286665,0.03200835634821238,0.7322616028949458,1.4485168344169876,2.485259730151179,0.6930812750913554,0.7387731069555389,0.6146077771456103,0.7493060965918253,0.36233730069951026,0.6918646962574185,0.4866315335747815,1.2897250452574847,0.7722951955144639,0.4910884709582683,0.506140705681753,0.8595676970206797,0.641537748170662,0.340949697289375,0.18785408465202963,1.0394694254278838,0.03649364117717216,0.4463507509826316,0.7007220561353876,0.7204394598713529,1.2347558325079815,1.427388665896415,0.9314623577347464,0.06253045055550077,0.6990419887558323,0.259742942576902,0.47483440548812006,0.35094059195493466,0.4842723398192434,0.33276438599710934,0.16741635388282483,2.9401812037114587,0.42597934679361577,0.08031732338642064,0.37583551937161536,0.3033708033735915,0.660375900068956,0.1871728078207493,0.9558641834561774,0.12294250714178916,0.22072634470615712,0.285926559186298,0.24317397438250296,0.37952792465282226,0.8491078078504252,1.6107710275602494,0.38010408138598384,0.20175770193665182,0.15506188556352643,0.4444404157648467,0.7355544682776138,0.18636526440070816,0.742863766462491,0.41241712382399703,0.24710670712184266,0.8613124476548,0.3719863197264026,1.189700740622768,0.4285106517589382,0.6332905145659273,0.06386387206005129,0.21642594707707932,0.7306075212474308,1.4775178393942667,0.7687852293102653,1.4008394017527908,0.24360977003551823,1.1126079512724008
1198711.8560693527,0.7965749416786131,1.4672913147967392,0.09243401385098268,0.09017317009277388,0.2799058165910039,0.22102814240479174,0.9082152859707118,1.4701292131646932,0.5537205365020734,0.7579685723046882,1.3002511934616539,0.9964189116803384,0.37769996157037583,0.19371688209586715,0.7789605548015125,1.4411545932520526,0.08786863281531461,0.8902406340588714,0.5577622922429645,0.21870153037947815,0.2701352895003436,0.2019213618081627,0.10236061281463443,0.2454707630677035,0.030741678809316587,0.595603785553285,1.410391637158058,2.6669130076654213,0.71025372544414,1.0570162333614586,0.6674473875792227,0.7878378536302623,0.4036166078696197,0.6592869591295805,0.4978997524900821,1.3682829122526814,0.8016712046064473,0.49102301020613487,0.49253623178874706,0.9326779524197286,0.5581098317493468,0.34632552386804427,0.19383246003532345,1.0659322415451957,0.04115903058439767,0.40924451637187964,0.6362935491207866,0.6774993060668617,1.1818599005833033,1.4761452324605482,0.7563278416784148,0.05262130532558149,0.622987867647689,0.2621435223474393,0.34633062288930266,0.34993958151201265,0.560009810622245,0.32921447761471206,0.16074773993075764,2.9025106882864455,0.43171307856469365,0.08725369850861098,0.362414798454928,0.28098796655020913,0.6876112360081581,0.20214431509687247,0.9783383481109916,0.10495148309749448,0.22122426320550584,0.25472558765960335,0.2088349115474914,0.36248370515679224,0.8461077306536372,1.5513752225878863,0.3252780471644224,0.1768428523772408,0.14640214889720687,0.4122767095058034,0.7025918729582269,0.19381844771261433,0.7004788146936909,0.37370001406068953,0.2501083214579077,0.7696442093816261,0.3817951890542535,1.2695482492063714,0.4615567048630688,0.6219665760613812,0.07725869279709827,0.18406459725954447,0.6952348899953136,1.5404194748467592,0.7503872384655893,1.5067166034537156,0.21830533195487767,1.0061507309610844
1198712.440178598,0.9034472116316911,1.484645736311951,0.12108055413620601,0.08207901730754966,0.24477633812681285,0.21946086112510713,0.7756869998857953,1.3906001198644657,0.557284280017022,0.7890868050960339,1.2070054747399392,1.0027861323757403,0.3855949954799176,0.21682733079160585,0.7649396251794458,1.3995598422964923,0.08469817609047103,0.9000507935428501,0.6674721936681897,0.1535860259773875,0.27350014843440773,0.1806894423263382,0.0903447211631691,0.2942419817699544,0.04083377227713858,0.5048675594412391,1.272856738165538,2.855068615399179,0.6249409283467336,1.348428674077151,0.6936062042012426,0.8450153024216811,0.35851079826654403,0.626169713752859,0.4887501308827181,1.4190101105771462,0.9386880603123597,0.4754985324377321,0.490379660103265,1.0643174416230892,0.6453194368797793,0.31929058081762574,0.2105119716423358,1.035199929994646,0.046260851198008275,0.38269345693782086,0.6451241813769413,0.642451350493647,1.1405510047296008,1.5752061398555586,0.6577559999031583,0.09509970648754641,0.5402968618581682,0.2548184443063744,0.28006863560582423,0.32362288177851617,0.5173370904594878,0.2915506937934939,0.1560309756403229,2.9485231725070644,0.4465708650650944,0.0829251063816528,0.3517237236123377,0.259146700178564,0.7383263113334707,0.1870294227588413,1.041931820713921,0.10689642580374971,0.22494984408056912,0.27496219484442774,0.19130522351564572,0.37865066958092936,0.7766476029816292,1.334481186646811,0.2433083304811861,0.21153885930888378,0.13869552076222125,0.4313756956439606,0.5445435248191014,0.11128055425108511,0.7008949898067923,0.3706450099001809,0.23790776572967862,0.6843863187954807,0.3954385558899095,1.2562218371259704,0.46514113866186074,0.5708595018551894,0.08156120660563877,0.2531953968904102,0.625631725246159,1.280538221704049,0.7021842189414629,1.635309487720929,0.17833408646733567,0.9343342957900396
1198713.0401974039,0.9035620297644918,1.3873590220793377,0.1319360485939302,0.07986630078393266,0.19924701169165715,0.21993396262016027,0.8019781329270637,1.4793613624575503,0.48637685836421973,0.7716551641054419,1.598609744967947,1.024036967066424,0.3668461840843837,0.19106157457575157,0.7607497940570341,1.544950620840841,0.08130913068856643,0.8317989804691169,0.510075339383181,0.18440041423765138,0.3222341696509513,0.19166467298034676,0.11465137537797176,0.26112113704203205,0.037282899286398934,0.7755574088811887,1.4475432517655633,3.059144988664535,0.6530695858693851,1.3856865456462915,0.7140437226740581,0.7193406450552264,0.2830024470583125,0.5924996916488471,0.48092817713271335,1.530177814463351,1.0860695920679158,0.502926035434953,0.48350413699262157,1.244994233540442,0.6272148797677916,0.3323817466633667,0.19887011181419437,0.9532993892010693,0.03364326706569916,0.3926269539408295,0.6518683982268879,0.5613036851567298,1.0774693660371555,1.5432338122484588,0.6276793608404974,0.10039578108494353,0.8331545988737522,0.2474038891021823,0.32970212131445953,0.3299697514839612,0.5806395174087972,0.29675811761873017,0.16601209803527128,2.853353778203658,0.4138162237156706,0.08679536739117039,0.34212542874577845,0.2783626022503459,0.7390786505597906,0.13650937140326855,1.0715797625719385,0.09256001280514306,0.22814941251553417,0.2506525541181141,0.1766514530101366,0.4477109156490725,0.8332849830050314,2.1558672990872085,0.30973632898040443,0.23753434803087156,0.13830031067823853,0.4073200261160566,0.9380491301371823,0.12181126339828474,0.8055854241273782,0.32856801082345155,0.2197853585913629,0.6620814285645836,0.34225834460776206,1.329770534370384,0.3852924881637267,0.5403210127737413,0.06845166892155241,0.25181236895076,0.5878871940493022,1.592416250476035,0.7966097895066541,1.8231873845025746,0.19061445559415305,1.0017752938693278
