time,I2R,ADAL,OLQDR,I3,CEPVR,AVAR,AVDR,AUAL,ASGL,SIBV?,RMDVR,M3R,AIZL,RIH,IL1DL,URXL,MCL,AIBR,RMEL,AVJL,AIZR,AVER,I1R,RIAL,AWAL,I1L,FLPL,RMER,IL1L,CEPVL,ASEL,CEPDR,ADEL,AIBL,M5,RMED,RIVL,RICL,IL1R,URBR,IL2DR,OLLL,RIVR,RMDL,AIY?,IL2VR,OLQVL,AINL,AVJR,URADL,SMDDL,IL1VR,IL2VL,SAAVL,RMDDL,ASGR,SMDVR,NSMR,AVDL,OLQDL,OLLR,URXR,CEPDL,AWCR,M3L,AWAR,SMB?R,RMF?,I4,AVEL,SIBV?,URYVL,URYVR,URBL,RMDDR,AWBL,RIML,AWCL,I2L,M1,RID,IL2DL,AUAR,SAAD?,SMDVL,IL1VL
1288643.1500474056,0.4087692943568102,1.0333633122169654,0.5131417708241002,0.3419602604556517,0.331704141969833,1.1999590639782411,0.25498279570015453,0.6484198484611209,1.1735003665745747,0.7192434593383799,0.38706787838138335,0.09700655957382893,0.6021474151501692,0.7339283229078445,0.25302138957938414,0.2851462632920583,0.13094428987518353,0.996862987885756,0.09373876041139363,0.7995778073273088,0.4413808029218368,0.8676774489334799,0.05059551004083364,1.190568170876798,0.7219821302925479,0.08989024825374112,1.025508931456559,0.11571465008257012,0.269257139324473,0.30009513647787417,0.2584039303571369,0.35501254645332514,1.7442389673099647,0.997279151251793,0.717827566455075,1.4450499479990695,1.0772071689989364,0.5035910215078052,0.6916733566524471,0.3501109925575199,0.20156390000097213,1.0175240690949412,0.9065373914435783,0.8330408929117791,0.09234216891169933,0.05590944421641923,1.0661037431030784,0.3354786942363469,0.5862813691583187,0.25285793906931986,0.6060173629844449,0.2629248827793397,0.0999747464917747,2.0778326297435417,0.41065650254866987,1.0039947580693582,0.42334849610271535,0.20318941532356063,0.2750872084380513,0.7149185873754095,0.8622298667643269,0.29943703310840514,0.36086440161464367,0.28192531376144037,0.07247259750583421,0.5799135745450812,0.9942105345134222,1.0138082406670288,0.41921184635176717,0.9054908041467574,0.8545566267322321,0.8748227917930755,0.6900772595894511,0.2511421173399209,0.43732138120400865,0.24944543890413157,1.087229920682134,0.3597451943433533,0.7487857679536634,0.42720154758937046,0.4711859612381256,0.14084846664390688,0.5208457473424885,1.6477445919572165,0.5577502343348434,0.18635614995365896
1288643.7705213039,0.40878195816323637,1.0333953261503368,0.513157668123982,0.34197085449635783,0.33171441827263426,1.1999962391024868,0.2549906951505568,0.6484399367200904,1.1735367219997215,0.7192657417359769,0.3870798698708452,0.09700956486877028,0.6021660698740213,0.7339510602473176,0.2530292282647833,0.28515509721655147,0.13094834657210885,0.9968938710271422,0.09374166446884821,0.7996025785092797,0.4413944770434638,0.8677043298646197,0.05059707750628184,1.1906050550681038,0.7220044975350668,0.08989303308303039,1.0255407020586456,0.11571823496027386,0.2692654809987091,0.3001044335233476,0.25841193579540966,0.3550235448581202,1.744293004403621,0.9973100472860564,0.7178498049878475,1.4450947161190586,1.07724054122933,0.5036066229223497,0.6916947849192463,0.3501218391105722,0.20157014451651514,1.0175555923233806,0.9065654762684459,0.8330667007910854,0.09234502970229248,0.0559111763092861,1.0661367713457064,0.3354890874760118,0.5862995323468772,0.25286577269096877,0.6060361376005465,0.2629330282781971,0.0999778437421175,2.0778970016779614,0.410669224821423,1.0040258621553173,0.4233616115775797,0.20319571019809995,0.2750957307297353,0.7149407357870587,0.8622565789275893,0.299446309765621,0.3608755813118255,0.28193404789986365,0.07247484273060692,0.5799315404572799,0.9942413354809355,1.0138396487778882,0.41922483367186936,0.9055188565480085,0.8545831011760089,0.8748498940892739,0.6900986384086413,0.25114989780485153,0.4373349295634232,0.24945316680540933,1.0872636034206526,0.35975633936712775,0.7488089655816431,0.42721478243302996,0.47120055873330496,0.14085283017546762,0.5208618833140823,1.647795639623566,0.5577675136195138,0.1863619233281318
1288644.350085052,0.4087946223619914,1.03687942147388,0.5105195530336575,0.29834835596945336,0.3055669252145211,1.2288691566087586,0.2382824817470891,0.6211564455760785,0.9806801677091692,0.7802957002278011,0.3198305050352324,0.09602084393994961,0.5539136143592415,0.7726046135768102,0.23706900614559928,0.3156719523692897,0.12598524326594707,0.9564671131668298,0.10264825419843854,0.9721925255281235,0.4114840606670045,0.9265197275242463,0.050598645020290635,1.1906419404020943,0.7418304192306561,0.08481475002476098,1.0497622238234188,0.10127785632049337,0.27839497401852215,0.261904806789424,0.29530663278093605,0.37048923751126217,1.7250060385001473,0.9891300266373163,0.6677841832862406,1.1819583306402022,1.0693811554326793,0.5210048930092461,0.6758785370230435,0.3455595243865976,0.18857146088838525,1.0175871165284198,0.8910784230996494,0.8390657030580257,0.08942424730871538,0.10017309665086636,0.9411200048549051,0.3433885572163544,0.5907953158867637,0.2528736065553059,0.5823102240505977,0.21996972318484778,0.11228860245941832,2.332759020472697,0.3898643124321317,0.8029285865603755,0.5114100197438967,0.20320200526765655,0.26517451454578705,0.625526305141295,0.8570050499876519,0.3559243544898742,0.3412783989091573,0.35854179605415076,0.07656887155013145,0.5433267040176802,0.835491035612132,1.013871057861781,0.419237821394323,0.9821142024808694,0.8241090951603782,0.880347942592254,0.7283876171654367,0.28760899207114465,0.3796740823256079,0.2581860772812577,1.1452275313038194,0.3067928198225034,0.73719797259894,0.42722801768670926,0.4282536885210826,0.13188096341878328,0.5401240398082224,1.5169306654356822,0.629603673464231,0.16060303066937673
1288644.950103814,0.40254596676862064,1.1154093893329264,0.46538685298363164,0.31653600659829134,0.2939561169343036,1.2500947862813665,0.266018138878564,0.6027751836012405,0.7806804654828099,0.72147343726156,0.3111569633489086,0.0918659131491994,0.569299519000818,0.8335235018195005,0.2189786541120031,0.2629663055453491,0.138146758816765,0.9906404650946524,0.09561906552834161,0.6805115180614428,0.38635967789505726,1.0414327139075699,0.050600212582861515,1.1906788268788042,0.7617005278084696,0.08888535735510772,0.9997240281546034,0.10493172657054116,0.255745080669839,0.2889014196423115,0.3219367457870262,0.34184573921310796,1.705244479990795,0.9900965887946553,0.6138292112628934,1.1953836368330366,1.0721337112378488,0.5019601528936646,0.6164864805757199,0.34392711211467525,0.17212938398024732,0.9753998425547348,0.8717636092832942,0.7990837847795008,0.10744346924692959,0.10295887226966645,0.8479159725551797,0.34835708662669096,0.5789470033228102,0.25201718420074487,0.6159586668081035,0.21784584008767716,0.09930541383475806,2.082980037605205,0.43659104853249225,0.6221469266024795,0.5362756106476231,0.1997247296659695,0.27124883262055827,0.5972557006947471,0.8520987337893506,0.3118378678799523,0.3318559614706898,0.5548585989614638,0.06700381801333201,0.5684449413564017,0.8389241444195044,1.0773484136692126,0.41925080951914034,1.053672669426411,0.659053947672118,0.9543101162292269,0.7769418659310441,0.27203362443109436,0.34670610517348394,0.2852046323259458,1.2207550498640274,0.307245689348417,0.716044971123996,0.41306968421357093,0.39507644387905544,0.12893216309631553,0.49786033630397913,1.3841656725270945,0.5964805728633973,0.15006151423918995
1288645.5501227805,0.43186979789412083,1.0617796071232959,0.4173144259950806,0.3175818802477216,0.30397122823710493,1.3243244401765821,0.26797529141781845,0.5937400369848709,0.5731340470007308,0.711992745080919,0.2514964253046071,0.0881744687693432,0.6487530121098167,0.9018574771024975,0.19830171564918564,0.24385751519021479,0.11094939079744369,1.142383723451734,0.09170709972965342,0.4492889976837897,0.4080230319522548,1.082213983202048,0.050601780193996006,1.114185504648285,0.7816149672546299,0.08472555093468487,0.9704911743772598,0.09307538747718122,0.2479293475403297,0.28051583446717515,0.3299441279352168,0.2870946632735862,1.6770551921853367,1.073219595074711,0.5555139807920588,1.0422942181517245,0.9245380575907274,0.46702408969762343,0.5911697337944601,0.2845004343885839,0.15817784769095014,0.9355885512368242,0.8617296242304523,0.945771714318806,0.10320940476930253,0.08867546006916902,0.77464810664804,0.34741344629838816,0.5650767248545667,0.2264791635329811,0.6017263361836469,0.2057270673604721,0.0924578256645364,2.0746647061567502,0.5092544954445495,0.5256808710687265,0.4924045979802414,0.2022233052796903,0.27757952586223306,0.5722523023130374,0.7970259878901081,0.32210463065623385,0.34542752610430427,0.2806661967283604,0.06919831263242111,0.6427252338346746,0.8654191516524915,0.9937193744001253,0.4192637980463342,1.122567717605588,0.6356185859594571,0.9583172526773353,0.7450135109748294,0.2760651115360922,0.37208654293461346,0.31316438792848633,1.2821690735787392,0.2735445170394583,0.6304608929307992,0.4023649000638544,0.38124530496849596,0.11831361922975381,0.5922253940333787,1.2517558570103942,0.5456364367423051,0.1537210697474133
1288646.1365047696,0.47672870822334573,0.9577246384503689,0.3696652479766542,0.30934735728410195,0.3208410469707985,1.465629070554488,0.25718786477256544,0.5414449130739971,0.4982189601655892,0.7069537917068152,0.27551168211005106,0.09483641610169549,0.6123965882800068,0.8427358296653401,0.19574453777320808,0.22080619516432415,0.11907026890836617,1.044420983841575,0.08195139382546886,0.4518480860586815,0.4161963860920122,1.1810505631114414,0.05092310045898133,1.0241359425729717,0.7383692396489149,0.08327099950392775,0.9731040956521798,0.09047573849224583,0.23366539024296074,0.27553585828433236,0.2890252681194529,0.267191294060429,1.63252106191507,1.1076039138801819,0.50739667785285,0.9051940732999603,0.8746747159279199,0.5137424140823275,0.44053044898852095,0.23460437111594834,0.16765723560835452,0.9276021997924649,0.7656228941100333,0.884500961198358,0.09638395197361223,0.06661679960314221,0.7298407849635106,0.3396970303816094,0.549029556448223,0.20286120865242574,0.6233901788785055,0.21157011284656513,0.08771168729374405,2.05702325691858,0.8012032978622019,0.4941476417930449,0.6303995006176843,0.17939499400517767,0.29989533769451443,0.48367698089380745,0.7679155394982273,0.33121972190741406,0.3269110127243001,0.33287582051695114,0.06967573427879668,0.6603115740882887,0.7725121679769941,0.936217624964521,0.4192767869759169,1.2449817174959485,0.6153604569482511,0.9516685657591742,0.7040278541909718,0.26123804329860184,0.3763011566667596,0.3672882227508207,1.2862263867749548,0.2936334516035003,0.6743114686578847,0.3916620820823268,0.36662226945152343,0.08916949927092539,0.45081032856082,1.2732025165015,0.5408950367235495,0.17525218588090555
1288646.7501602038,0.39322097673678785,1.0745637538860326,0.3442907646994047,0.3032247578256203,0.3070396327811085,1.500067771138825,0.25485787837358337,0.5702142536124603,0.45142379520427267,0.6535464405817634,0.28987443797904233,0.0891577338692903,0.5903182853966189,0.7724982572108995,0.19867788164763817,0.20103013682054208,0.12723789130195393,0.9851065071008526,0.07262902964642666,0.3941879769746808,0.31333937272137746,1.250811419684496,0.06199378878388035,1.1445755199784655,0.8044629447900593,0.08956116252933234,0.9878908029475151,0.0884981072148298,0.22454686980709604,0.281130942703044,0.3045270514522465,0.28320691934951037,1.5590683943988195,1.0885542536464736,1.0252604234500982,1.0089837360325187,0.8704376769067003,0.43687611348871297,0.4206802781170852,0.2818083666613646,0.19348571900462416,0.8865257663833206,0.7613584390100657,0.9255095379684528,0.0893737745011594,0.08129087499847056,0.6756047279024833,0.34838946427915957,0.5825203933539691,0.21615982670047854,0.6342695431979432,0.21942573593719195,0.08804065884310892,2.2991242526069198,0.5980876180215343,0.45290630356290745,0.7535978111446198,0.19595005676487226,0.2908426517899578,0.4816484343659381,0.712262904748504,0.4267770937419704,0.3122167143892254,0.3036032679239225,0.0668560467277141,0.700520023476753,0.7637292170674814,0.8755027237335279,0.4552288999914352,1.567551208062993,0.6722292046505649,1.0628029212763002,0.7408206155520997,0.24241230987567866,0.3803980679396673,0.30534744182250995,1.4252296265965618,0.3266448826817815,0.6524804006499756,0.3786443388086655,0.3442907646994047,0.130702975487737,0.4711803169722671,1.1641212596466062,0.49993888124059394,0.19599924595474194
1288647.3501792029,0.3648894299910078,1.0442798907582265,0.3154583702343263,0.3044335735227845,0.2814002079797215,1.4939403041544375,0.2522898416369917,0.5343761525271479,0.7504005546125907,0.629850686980619,0.44672283016780784,0.07954415845043995,0.5705054216541259,0.759780561545248,0.1894464669070275,0.19776181283019315,0.11588259104708473,0.978507618488702,0.07058375182635836,0.43983532966870215,0.34861869026202486,1.2125520072946305,0.055228173643779126,1.125600831918886,0.7874685338163452,0.08214911334706256,0.9968727477213225,0.08449127017601392,0.21556450389058315,0.23028091369245116,0.36201756486039843,0.2838733930873675,1.5720384591732008,1.0674561586417828,1.0501507215097512,0.9420360280559891,0.8250118097569282,0.4665533883026107,0.37052419076419907,0.26346180056106283,0.17736740381752142,0.8796169942010259,0.7785405754105628,0.8943759443869808,0.08659374821098945,0.0707860840632285,0.6471449008579306,0.34696355540592466,0.5633288670542406,0.228427717037717,0.6056016240639216,0.18635881436323354,0.08239692364373545,2.539807045284349,0.5323172891451481,0.5903636725770899,0.8889090681976249,0.161030932413276,0.2893305774773318,0.46978017466021166,0.6959226560808733,0.3763097404918784,0.30989870038021555,0.33041830872457617,0.06892648208914494,0.67425696892396,0.7184208674253624,0.8368808252475302,0.4507737928774686,1.462294378135486,0.6103257844182404,1.0442193633200556,0.7175496858884394,0.2514093670218827,0.3449645692891624,0.2909007805541868,1.4990501745977518,0.3251735736654559,0.6154704864330396,0.3521735454860534,0.3239563463843553,0.12717440241924033,0.4719953341549517,1.1198196257970632,0.488581505886228,0.17543949725428748
1288647.9501980206,0.3374085968088565,1.0051130927336291,0.28905213124365803,0.3055181138819982,0.2568848877980472,1.4878265522575962,0.24918964303546337,0.5009585923243127,1.058405954540134,0.604566781544834,0.5831383164584135,0.07254586268492982,0.5490309957982737,0.7439453233986955,0.18096223224992924,0.19481276452149746,0.10670088438486595,0.9701312154865274,0.06845176226071062,0.4931143074798524,0.3864195293492734,1.1740086102626148,0.04997989364544159,1.1087556099796199,0.7682910356545032,0.075540449122029,1.0132170025206024,0.08045084006287884,0.20671525556876846,0.17169696595873288,0.4504522823635502,0.2844171845327539,1.589642771575556,1.0439613356804451,1.0788445722005944,0.865562356242498,0.7804407543578767,0.4969787822561951,0.3251836476491153,0.2456423237637202,0.16259182382455764,0.8732405781773879,0.7975788114637085,0.8609976125254984,0.08315328775561735,0.060700947561168186,0.6179079475292626,0.345507625627185,0.5351980867558357,0.23997509826512253,0.575700663756481,0.16074418946291494,0.07834735552167803,2.7813580075520075,0.46832668871953925,0.7541493105053951,1.0505933231740647,0.11871783961793098,0.28767732919255856,0.4578176078713529,0.6718774976719075,0.3398620761888323,0.30738752762851695,0.36212451002205476,0.07071107505927071,0.642435986818984,0.6682908034363708,0.7955696192485041,0.44666455474354566,1.370211248564477,0.5496759120160173,1.0286249579781601,0.6968221021052471,0.2587227561587852,0.30633242169844194,0.2783946335988829,1.5769179625724221,0.3237447819515529,0.5818044780228148,0.31998070928672945,0.3012730853219745,0.12383154384161356,0.47287398049178886,1.0639283802875235,0.47531405431923607,0.16006448977547127
1288648.5502170508,0.31074066763620906,1.0338248175262283,0.3122598807311535,0.3221474107322716,0.24683378894610608,1.6022139045948756,0.2535227371741256,0.5853486995007658,0.8088151545808304,0.5855932060586192,0.46224544017101216,0.06618264190335293,0.5728944718518134,0.7652214769515221,0.21542801769218511,0.2550422426222106,0.10726285069385763,1.0982862503572859,0.06864711857022965,0.5561130424138656,0.3565917364774781,1.2328144810449073,0.045789989530698766,1.0937008585589796,0.7456671331219948,0.0519979809201188,0.9730796756658031,0.06689320960576754,0.2220539220742955,0.22653944674811166,0.4371591553233568,0.2848697004237061,1.634415199904736,1.032435135803012,0.46957433708221885,0.7775671668285752,0.7656951779658093,0.49097875666186247,0.36969391547416797,0.23413947980030636,0.14320457480141063,0.8233731087578876,0.8049877379291043,0.705777583341888,0.09432414586798714,0.0496823741860218,0.5067099478533893,0.3159355376902117,0.49605821991590326,0.18671409872432723,0.49764493812775545,0.13195221976920443,0.08414716255177228,3.0649837436747256,0.3870338395606157,0.5853486995007658,0.45431475859945064,0.14845800349657107,0.26664200257914855,0.4386841483954286,0.6554685957951285,0.3123049463799818,0.3367211113421695,0.4361041635353388,0.06189894293571318,0.7011989629436258,0.7285455916533138,0.7512785709197272,0.4428625029117637,1.242301568691601,0.5645495071327183,1.0901825678453019,0.6268440070068534,0.21651928935615064,0.32468079809322187,0.2769866124103289,1.8097162818801908,0.3597520345851324,0.6227113824476234,0.35573677870212295,0.30248177945983146,0.13788213810462485,0.47382415053261007,1.0277861780531843,0.46094821687441717,0.13605043469122108
