time,URYDL,OLQDR,AWAL,CEPDL,I6,CEPVR,I2L,IL2DL,OLLL,AWCL,IL1R,M5,AUAR,AWBL,AVDL,RMF?,MCL,CEPVL,RIVL,AVJR,RIR,RIVR,IL2DR,CEPDR,URYVL,RICL,RICR,OLQVL,URBR,URXR,M4,RIBL,SMDDR,IL1VL,AIBL,AVDR,AVAL,FLPL,URXL,OLQVR,AUAL,I3,AWAR,RMDDL,AIZL,ASGL,ASIR,ASGR,RIH,IL1DR,AIBR,SAAVL,NSMR,RMER,I2R,M3R,FLPR,MCR,AVER,I1L,NSML,URBL,RID,M1,AVL,AINL,SIA?R,AWBR,SMDVL,AIY?,IL1L,AIZR,RMEL,M3L,IL1VR,AVJL,IL2L,ADEL,OLQDL,RMDVL,IL1DL,IL2VR,BAGL,URYVR,SIBVR,I1R,AINR,SMB?L,IL2VL,ASEL,OLLR
1208234.3988527034,0.3506907674924973,0.34447568282558344,2.3778446067144667,0.6971078972979449,0.94370844801596,0.4120047729118556,0.4672682671676674,0.09608268529678152,0.8693478964282041,0.06569507248594518,0.18763060514415864,0.38277056981096713,1.4464390390311737,0.3821163651723936,0.2772032112892388,1.0980338718731946,0.15086316073334932,0.7747009654500498,0.41872224203541847,0.4000990146278174,1.9081013561107678,0.2852340735543616,0.10802508722562006,0.30422546357089725,0.3705015364489038,0.49043469264950107,0.4859830546700672,0.8311816444198998,0.3296727154487005,0.25009654275418663,1.7792840732849025,2.6086078852116237,0.6815465143718369,0.09094419736515877,0.19429122008619662,0.2846948787083231,0.4127013993394844,0.3489462667097129,0.30905261230523157,0.11186136275914528,1.2036925832424819,0.3453486231524318,1.4377661032602007,0.5162235719102963,0.6061027837057733,0.21641636118759816,0.720112690045939,0.25334454980294224,0.5815141178034978,0.15709356926757248,0.43292112775149844,0.7223595676493376,0.19959063240932906,0.15210647183050668,0.6667478655666582,0.09094419736515877,0.2568055409204688,0.11200495886024817,0.2389410045259837,0.04437227310977304,0.25446306878661973,0.4836577768965261,0.590066381998761,0.41872224203541847,0.2529430528935874,1.1718580497492925,0.16015393346573664,0.4589092064412946,0.414563808768451,0.23168595493718805,0.3376940786508845,0.5740852458675647,0.20841905592272653,0.08272475095606278,0.19956552772201078,0.3675979742238771,0.26141927648988866,0.299298214199375,0.8360370143497096,0.3029671055528302,0.10799623437112603,0.06479774062267563,3.3746477896081246,0.3158130689324349,1.0665715388501091,0.0401483924331959,1.0491558646419556,0.6458532770495422,0.0886705924310298,0.5981507760601671,0.8494778129842931
1208234.998871565,0.34109155850693107,0.4456813680286992,2.4487777356061615,0.6032421438526375,0.7488854662329953,0.386741406186806,0.5749829129116838,0.09609700255148833,0.8209138075357962,0.0579782296438448,0.19164720617804687,0.4280106429141027,1.3066430472034745,0.5463328974366031,0.23214781401959492,1.077849324881902,0.1795439001220533,0.7971850249913356,0.4900947130125905,0.3332050484836494,1.8022837833366228,0.25338230060514877,0.09311799547239218,0.29300816699934606,0.35773419010557844,0.4572142846475129,0.5064740251774935,0.7519971786965673,0.3297218398900334,0.25297623922597384,1.4732954736799377,2.7359133429713838,0.633455751512872,0.09341692964726342,0.17612799986735297,0.2403579767422673,0.4529488913472572,0.34899826309765775,0.2794147287495134,0.09601095720935837,1.0442422085545526,0.31396105753143727,1.4446877945793566,0.49180893026691924,0.6061930989161155,0.2074299172750625,0.6826319216961081,0.2608347212111826,0.6038046312292907,0.15711697773744462,0.3365609305950743,0.6772898203939315,0.19962037335497884,0.15212913717435114,0.6920024194557283,0.10862875738795033,0.24831465459304586,0.10546182241403491,0.19707512269289348,0.050549025602703614,0.24831465459304586,0.5369291608061486,0.5398727114857438,0.7566030934153744,0.270520891229635,1.166892173839501,0.17054577925346553,0.45897758837687047,0.3484705811854475,0.23172047839808613,0.4015405624867705,0.5982221179967714,0.208450112389354,0.13562158981016326,0.11837033322761718,0.32633647423444023,0.22627143716591477,0.2619486061416218,0.77325288288123,0.31211533387648793,0.1001061766500805,0.06821831170138622,3.387355652677595,0.31586012815162384,1.1007057495741353,0.040154374934192404,1.0832895193593546,0.6459495154700462,0.08091588066770262,0.5154746177935996,0.84960439344131
1208235.5988903695,0.34613471204451596,0.3750402535366056,2.3556612949194133,0.6269961755892579,0.5427728087190591,0.42714044010898805,0.5398949041129135,0.08565755821818143,0.8200839222661258,0.07214590140401543,0.21287284790737732,0.39849385779762664,1.1959791723828457,0.35677013615761566,0.2342155683355909,0.9825584667404008,0.1550837465582887,0.7060014687104454,0.39003575553061803,0.3142408707204141,1.6536732535177616,0.26181650470535867,0.10840746884171992,0.2956567332046907,0.37808637541152845,0.4188470387066452,0.5251797234557006,0.881415062664506,0.3362370691347463,0.23584178718062032,1.3587628589832594,2.56736296060167,0.7072572833523975,0.08951075408949352,0.18472004747124926,0.24083296810713217,0.4493022060506012,0.3243215134322923,0.2556000145124423,0.13059683920697995,1.041225886503476,0.3233557346861893,1.4131389620969963,0.4661484050688265,0.6533485845371514,0.1957280608086919,0.6165524558292941,0.25544741748885275,0.5849208883941449,0.14424774872616397,0.31478138203086825,0.6985871483686055,0.20351713484295492,0.14729851582599288,0.6335501425814801,0.08435635324122755,0.2666352133809174,0.11530612594982939,0.20214099853083137,0.058190887847444105,0.25709281148233976,0.5104864458210487,0.5096188427607169,0.6326184511953309,0.2791071127378624,1.1746362102997172,0.17973845454734502,0.5074492968945893,0.38671900703173545,0.23121396535165825,0.41189117449096757,0.571721755172926,0.21558303462842032,0.11123526469224412,0.1369285792030941,0.31055720516991386,0.22174254990351805,0.27342690364042826,0.7786563353464108,0.29897871897103556,0.09366960387058651,0.06984017319795843,3.30076472294192,0.32359280248387406,1.0674227574665904,0.037477614068200236,1.060768414403316,0.646045768231011,0.09720221365633668,0.4447705638644478,0.8575136247191399
1208236.1989092922,0.34618628948346764,0.38691494358474415,2.2616463134982943,0.6436313367825272,0.593845386040597,0.3270880235133601,0.5235682120319982,0.08666021020223622,0.8918653325291783,0.06440654969556792,0.1737996473733327,0.34788328109858263,1.0632645389321573,0.3270880235133601,0.22278213750231474,0.997053082686628,0.17535744460027392,0.6446575134060448,0.3900938746520751,0.29570078893379526,1.7742047336027715,0.31337855348961996,0.08778617171472046,0.28918755569736804,0.3720838571750058,0.43380280574353475,0.5423251864268976,0.7057312351274182,0.4229892080112568,0.22857852396109327,1.2288010562359934,2.674025413906686,0.730430349752931,0.08551922097221992,0.193539966456967,0.2252516981533299,0.44574155961501727,0.3399177293351104,0.2786411280337686,0.09856692964459841,1.07154939356207,0.3092236908667432,1.4949317662764092,0.43914504581724223,0.5772688195729606,0.21873756989623208,0.6494856614081573,0.30212906695409514,0.5795735463102387,0.13416054312737008,0.2942369236420438,0.6862490007331475,0.20049062779102525,0.1418233720172916,0.5487524256175239,0.06368940069343282,0.24015478438269555,0.09462425245881448,0.19227181343228839,0.05391627026750724,0.23949847915804148,0.4818127870806248,0.4986540979437064,0.5743419169675639,0.2795370802139415,1.184159581372492,0.15261976203034594,0.47098733907496254,0.37289701259350283,0.24147485629264082,0.35145344364923636,0.5951446258287778,0.20494174637376378,0.08146858470624971,0.09896679548494161,0.31604384075233644,0.2593068456804051,0.27238827860291515,1.020928095278852,0.29498825691226804,0.09566790230211022,0.0744895117161469,3.4685702541934185,0.2633973414032126,1.0601955115431194,0.03485446561577055,1.0522869454471608,0.9191663077701105,0.0965240917245031,0.4936699611860819,0.805633782095136
1208236.823928765,0.3554364725763283,0.39774548392463793,2.166720173204546,0.6393648480848023,0.5935293221189027,0.332712957631086,0.5064124164856713,0.0876863055180758,0.8781191301861538,0.07380873657793056,0.17588350183141108,0.38202299035332177,1.1015999492035957,0.5426062559713578,0.2532978522994851,0.8602743876870068,0.15898422638248424,0.5832952607335916,0.4396681616173401,0.32263074679378034,1.6315811455367113,0.26145559311428335,0.06958702381826634,0.30607654908711257,0.35138002126055284,0.5191266005591413,0.5580991547360152,0.6154532180685701,0.478723680044728,0.2778701624171707,1.146011298507074,2.7811965302315693,0.545216698521689,0.08220166998134029,0.2029813799871347,0.21681616102861764,0.43589702972104793,0.32687588819896163,0.2801793327419671,0.08739922469115094,1.0590862915584118,0.2951449630912676,1.4119431606996622,0.38923838484152856,0.5831420655254518,0.22887260779718016,0.639217978157706,0.29574485122763194,0.5623130803610581,0.11720763689205692,0.26738575590443436,0.7200744203803214,0.16983367694260054,0.1419160932335747,0.47319176196421114,0.07608969473332279,0.2528388624484937,0.11958378767030337,0.2005480107037161,0.05312781758580215,0.2300237731770471,0.4353098372002223,0.4775082204541926,0.5293160689585459,0.2221071695626092,1.1190345722126616,0.16313667599975828,0.499069436446629,0.46759658910314783,0.23648080516450729,0.36347267975304387,0.6401565767079123,0.19402448136676653,0.06406462036129902,0.08377321966104598,0.32825299841351113,0.23794017576041301,0.27686752029820866,0.9849621220959872,0.31182646780632284,0.10136709274264044,0.07097876429463168,3.2275420243668616,0.26617036610486877,1.131863010871184,0.03228331500226347,0.9893622720924379,0.850376144924556,0.08088748067764294,0.4448529795624548,0.877895242591497
1208237.3989468766,0.31911612198679884,0.40766480314598297,2.0785438350532957,0.6219151653115047,0.8037742393673345,0.45546258491300146,0.4672607578188771,0.08873667602615373,0.819340347635014,0.0872819764191676,0.19345436479635408,0.41322153612179047,1.136055533838019,0.40378814431519544,0.23827440784800538,0.9736692631298663,0.18919831825396138,0.6097742789755328,0.46243056520671655,0.2990040170446484,1.6948419794062801,0.26570869092577104,0.08406632465635616,0.31387208550735596,0.3502376267698936,0.49779110941500876,0.5425936878032329,0.6079097437374539,0.29790169808780176,0.2369822208413601,1.4224963332436857,2.7184881351156127,0.5192886197943077,0.07842521285453848,0.16647542785891317,0.22323692082051252,0.4133696088174863,0.3273074115718785,0.2629234845219369,0.09293368097333667,1.0247415306785952,0.3240265258234253,1.273732191762972,0.4331819983525256,0.5830219623205968,0.19610315143901375,0.6295842377274593,0.21705373992008825,0.5482916567469661,0.13190586976860688,0.2550073912379501,0.6380240342376342,0.1890059164455982,0.14288108851668818,0.6386351683700457,0.09533692465619822,0.24348478177908037,0.1495561955496973,0.18901817469856724,0.05142307375078832,0.2212939328059636,0.4466812408073279,0.5373046438280868,0.5324200561569223,0.2586110309601994,1.0939090234258606,0.16403786941454473,0.4089247743140725,0.40896860333597107,0.2422338231354614,0.3585580804545165,0.5086126552718566,0.18986203296797866,0.06164307630000755,0.09733870074297475,0.29242768235891564,0.25526988993825045,0.2897524115139713,0.8372922580420541,0.29695804625353156,0.09940447314405199,0.06453576438265725,3.2362787727185474,0.30469822490908205,1.0489942773091745,0.041499958526674374,1.0824615798935064,0.7924612244046884,0.09724567235742873,0.3830827233324197,0.787822412155275
1208238.0239665424,0.32364635406595815,0.3545943439373124,2.095404955441664,0.6065933440114516,0.670705340973162,0.4437494932701223,0.5317343065909225,0.08115772443288373,0.8174708861530111,0.05777632077245815,0.20065194478301182,0.3920800317249711,1.175936157165824,0.32333505791039063,0.2308293328221264,0.9719690677464861,0.1917587837953991,0.6384188895003394,0.4054312919013931,0.3183420277807399,1.8480200415932941,0.23462616885546697,0.09056112107553517,0.2970116130254205,0.3490829347058295,0.4437494932701223,0.5253357229744946,0.5718743469607914,0.3408936504591668,0.24204517814733942,1.7599556173764173,2.3921119637213764,0.5829467027380133,0.09508917712931192,0.16876134574826804,0.24231057856197466,0.4387510634335377,0.32414950390008934,0.25378823758941926,0.09209895143342162,1.0003166543207842,0.2905970132919385,1.2991272028176235,0.4363741554318378,0.5877734516121795,0.20498664256047644,0.5994103102811076,0.22903199652651474,0.5308209068432196,0.13243686427054036,0.2867304418053098,0.5842169587657006,0.16975651755971122,0.141664187506702,0.5861876022210258,0.08169446738027357,0.2559046157508681,0.13067469740469861,0.1948458283702813,0.049850311398669356,0.24094995109689898,0.42113805412260014,0.518498739462683,0.4740677816301928,0.2637844209994616,1.1206554999533598,0.16511609051911527,0.42804154660569316,0.355725565157235,0.24643285998622275,0.35331141719604847,0.5007675845841604,0.1858144517644341,0.05935684540204852,0.14034867694124797,0.296630389032319,0.270833024061577,0.29067911057415674,0.76549777814792,0.2645714442633877,0.10373364777743119,0.06797864577755065,3.049355492215199,0.27900417241534636,0.9659668847404491,0.03756609466837014,1.0250957286395075,0.7615192575186421,0.08068172604911315,0.3376354840098757,0.7993569639043985
1208238.623985392,0.3166245555032579,0.3738446857693814,2.1179142275983383,0.5466741711025767,0.5405874423629944,0.43414408951436967,0.5905464934737896,0.08428545828101638,0.7877922186706269,0.05525234898795563,0.1788268050868405,0.3791537383951392,1.2089210651525997,0.3190831228020095,0.24108502611707386,0.9702015797332982,0.162974914823703,0.5884296934696098,0.3382594696907986,0.41052944504140365,1.7694798511512564,0.22190780813048844,0.09468066480234175,0.28115016414722516,0.3479157594809668,0.4215235076816584,0.5060130541692849,0.5884109112009939,0.34314178637430165,0.1980871959582891,1.5407257572637165,2.4221801429836365,0.6340223089442527,0.08647410288179493,0.1777597568582275,0.26878973942566203,0.42975810805361564,0.34022229059809533,0.2536089235777011,0.10618901247962025,1.0526681953526689,0.2958770775073179,1.3314468487829307,0.4652591233424003,0.5872541234175663,0.1791549276649815,0.5974440988128535,0.2372117948981083,0.5212740021178455,0.13071817974529654,0.3943097647406722,0.6969005544593853,0.18839520037200652,0.1453984454298839,0.5648562388776069,0.07107098454605082,0.25666445277743244,0.11095390406524422,0.2155029987277409,0.051195627545945345,0.2383049368100812,0.4774622875298596,0.5111295529175262,0.4334943228595588,0.2584079279539894,1.1546140641789477,0.17528852070811693,0.4457041933514491,0.33656017566457413,0.24606410096957476,0.34871226991933896,0.5597165096794485,0.19635255930684478,0.05719488079434547,0.17129725539897353,0.2805353031180496,0.20863127260131392,0.2515437043303257,0.7372594941177412,0.2869697832891657,0.1000404053047284,0.0644860297131334,3.095444958084174,0.2888113562534118,1.1254494118014207,0.04052850000582554,0.9559105581005656,0.7432150399290962,0.09111446426549856,0.3691677297339013,0.8103114387482645
1208239.2240043208,0.3033423865355689,0.3925887469860234,2.00724831629086,0.534447043002757,0.5825947957000503,0.34965621157104476,0.49996789068843933,0.07585321029006081,0.7779064766920246,0.07656869878780934,0.18367520652612426,0.34195334745851286,1.2750428766231847,0.34705768485247845,0.22803618128485703,1.1046729675454476,0.1919488644777515,0.6319238733653354,0.40591817845767925,0.27407463703115187,1.7854277045776727,0.29388033044179884,0.09814470834477998,0.27478393992201927,0.3403860044948728,0.43719006444492897,0.48423463538705486,0.6074171303539373,0.3452413604148447,0.2125630911206086,1.3385808996441635,2.4568338671381973,0.6431952459913376,0.08392446659588544,0.1880854869088137,0.23635261965320534,0.4169798249166306,0.3084601985304545,0.25339706149683483,0.11740111640513293,1.0243424979341544,0.3050464883715808,1.319776751349032,0.4666282516211517,0.6329424940938819,0.17352884242623923,0.6828949986227697,0.2451287271175763,0.5776714593983598,0.12928594634120397,0.3029252173377927,0.7161789565388375,0.21017722395774996,0.14964620993026811,0.5982754009673396,0.06569074511064699,0.22194087455240016,0.12062004051760877,0.19316463597407107,0.039599409152502936,0.2419209532833948,0.515862573283957,0.5043111951462953,0.42956298300464546,0.28762915441116654,1.1933193068956958,0.16173828914749808,0.47137884860686763,0.35841383468089466,0.24564638731821206,0.3475782274785718,0.6273528720681177,0.20777443575118312,0.05514730622252086,0.13463711821188257,0.27860662975726824,0.2514694887632345,0.26375582193183783,0.8811135843653339,0.30082052312400376,0.09593985931659949,0.07750316254210798,3.443741921626253,0.29856331933834784,1.0636411723832009,0.04333263633313445,1.02026551286775,0.8114201998377677,0.09040663337359872,0.32447496279590665,0.8216534504705878
1208239.824023039,0.32046569673201075,0.35072806421031827,1.891992693254655,0.5611321068982849,0.7661681358536694,0.3476911215698084,0.5474772420654346,0.08314743124070702,0.8647960559025476,0.05637433546705533,0.20666539790832136,0.4110047620226216,1.1869122330679767,0.3147994141876249,0.2246120063791377,1.0279764290779612,0.21006998034845145,0.554623976874412,0.39137511514217194,0.2604494298577956,1.7212450685606724,0.25961865017722846,0.09917984816876889,0.31129413927226574,0.342004301833469,0.48834268098336686,0.4673135703190113,0.6322098183073173,0.2943025350155122,0.2046945369391358,2.107954018633238,2.5941134274760937,0.6400248773494126,0.07710356872563334,0.1908710097692201,0.2397318615736528,0.41005873975702556,0.31728840682178405,0.25147375134813893,0.1279388737184613,1.0373435887675477,0.3012151993164891,1.2662604641200936,0.4972730365493039,0.6347852208586751,0.19422720266383908,0.7214153241799737,0.2202532176387278,0.5567346535043789,0.12743590029916252,0.3128491854988012,0.6994273389727467,0.1867642855171497,0.15452163195320673,0.589944178369168,0.10692938469235012,0.24078529724911768,0.15902611049661877,0.1937918044104659,0.056154728752357816,0.195802345293053,0.48894261056688443,0.5643805645794229,0.49903631633336754,0.2818042439196462,1.1684862260444198,0.1580153513197335,0.47299121182756,0.33596056676988384,0.2468091128856488,0.3040437174631384,0.6230847604253483,0.2142237365101609,0.10755438615847347,0.12802218275251054,0.25650322637510176,0.25006044517886683,0.2697837188649369,0.8391926393576844,0.28864456569527625,0.10324369576815366,0.0736988595088085,3.2663523645613797,0.30724303119635105,1.1561143015704707,0.0410822976157897,0.9973623870644105,0.7915191050160806,0.08968644278849712,0.3447416589979075,0.8342644946634699
