time,OLLR,AVAR,IL1VR,AWBR,AVDL,OLQDL,RIVL,URYDR,URBL,OLQDR,URBR,MI,I4,IL1R,AVK?,RMEL,M5,AWCL,AIBR,OLLL,IL2R,SMDDR,AWBL,IL2DL,RMF?,URXL,AIZL,VB02,SMDVR,SMDDL,M3R,AUAL,URYVL,ADEL,OLQVL,CEPDR,I2R,RMDVR,AIM?,CEPDL,OLQVR,RIAL,CEPVR,AVDR,MCL,AWCR,NSMR,URYVR,FLPL,AVAL,IL1DR,NSML,RMER,IL2L,RICR,AWAL,I2L,AINL,IL2DR,ADAL,I1R,URADL,ALA,ASER,AIZR,IL1L,SAAVL,M3L,RICL,AINR,RID,ASGR,AVJL,RIAR,AIBL,RMDDL,M4,AVJR,SMDVL,I3,ASEL,RIVR,I1L,RMDVL,CEPVL
1192764.1927563176,0.8830517506937251,0.7919414267262295,0.3001959365405004,0.46152144891287183,0.24847776534671917,1.0608211318975358,0.8355559384397948,0.4349131606239257,0.91469958441614,0.4464868402384003,0.5177894356340479,0.09122435441050879,0.3666807508861504,0.45008002792437257,1.5296405493608596,0.217116820955254,0.587572769492265,0.2092220251737111,0.36651864622174446,1.0638934422497404,0.146757180157906,0.2827028851148001,0.301040369554679,0.06553259745407979,1.5313792712129324,0.3513962131892799,0.5278241146192039,0.6132942772303059,0.45354108307908875,0.41743097755111014,0.06579882363123699,0.9395699426459936,0.6440641820900423,0.195074159471432,0.6694951848011393,0.34129576780908377,0.9819650149759767,0.4182630749052073,0.36823215678393073,0.5721228382556157,0.27624880970899957,0.9093638813045719,0.3261794400811658,0.25253942112642513,0.16780966546122308,0.42079489019071614,0.28290540753331284,0.40872477052186656,0.492456604535673,0.807248379506496,0.25132103250153065,0.3154067212470932,0.2111959420097421,0.3234674457965749,0.4357163243554565,0.7793288071649167,0.610681892525206,0.8625096669468105,0.11181499440602363,0.5654323462940058,0.13624227010703188,0.29715597768945734,2.3395137291106485,0.3732456242449157,0.9068530140717398,0.4515605543320185,0.596705018224453,0.07772763640141302,0.3738501333539502,0.6735778268785942,1.212887286031895,0.22226345041887516,0.36220581566561205,0.7382656681936175,0.3425160298566862,0.5418726651984221,0.5867995020761255,0.41202299427529804,1.0541397046492484,0.2773984557153063,0.17042769308660055,0.5249850347112085,0.08085374790404386,0.6504998195272435,0.28949741059936157
1192764.8127758272,0.9269524859359771,0.7511503826983897,0.30664453884249987,0.31324316703274663,0.24838966667378237,0.9741973700423101,0.827785914538793,0.4308409802750176,0.5478317549564053,0.5108270779923545,0.33156733410999717,0.07052969697171746,0.3826790673195627,0.41079338813024097,1.4158450857995153,0.19951747699612563,0.6184312749289913,0.20233823094558837,0.352030110344195,1.0477527757875909,0.13620212602602783,0.2827259947163016,0.2861735133595332,0.0930468372190505,1.5033155165878238,0.2756351401416279,0.4532420994243641,0.503939124182951,0.4263875436045629,0.37897978386336784,0.058148185721525324,1.2031092218526476,0.5908220520668364,0.23809127425558446,0.5999318313664461,0.31555330614734584,0.9874679848985113,0.4000790129649809,0.3879279176490307,0.4470710901083941,0.2682461702952469,0.8329605630916105,0.35575535449847046,0.23909165776086003,0.2090130929185847,0.319635818770629,0.31671881937152885,0.4160735998996859,0.4508711004386613,0.8073503159209602,0.24317869464566103,0.30031422551237186,0.18312482926656906,0.18220882019559617,0.4560022124284795,0.7764653057107072,0.6674035192848841,0.8384938706720456,0.1108515867800351,0.5655037470517733,0.14289054937773749,0.29719350147478946,2.9196465979542374,0.3078441902255934,0.8291994833819262,0.37939357039680893,0.4386317668825433,0.06014654281214644,0.4097149141010843,0.5166978377811113,1.161302337695606,0.2020937097055265,0.34260643679142394,0.8423788824655675,0.3255393761388143,0.5027180354142717,0.6124374929961108,0.3693969617120294,0.9853474380447563,0.29677726407776595,0.19996320372971527,0.4831257787312468,0.10314424889529335,0.4831869597078697,0.40061353743914124
1192765.4202947335,0.8404192639349238,0.7250791562246898,0.34246372991046375,0.2847513810407528,0.24177229433110312,0.8981660576207984,0.7850263905353507,0.41104778813983506,0.5276990427754202,0.41072959777744994,0.30779727400328377,0.08874211371269182,0.39401401661251634,0.40174656330508124,1.336398056345545,0.18239050692344308,0.715556183329698,0.19400285662031957,0.3514248751380998,1.065617492625305,0.13184978590256716,0.278794612101458,0.2742310098200353,0.0906905701767046,1.4184504598050587,0.3213726163327406,0.3960044180972481,0.4180284149162137,0.4132623946503068,0.379668508054337,0.07167632261409725,1.2044656117585864,0.5594173772106064,0.24636796604152902,0.5408241572754178,0.3102411424226662,0.9939673112709966,0.40483427506330266,0.38253157351577377,0.4809424859561431,0.28526817120598097,0.8747363379513716,0.34651754573320753,0.2202512205247592,0.2368922750399318,0.2855879785728039,0.3056961200946222,0.3856525624656263,0.43050235732777603,0.8074522652075874,0.20846520203513996,0.31246668863803684,0.18688676456052764,0.2010343615001687,0.46388202615026636,0.7064654068968632,0.6281911164775387,0.8156513562316292,0.10078689519880735,0.5655751568257711,0.12361620752259178,0.2800887211701182,2.7895423568328863,0.30603258911008985,0.9076304846901196,0.3947842916403382,0.4650665738124461,0.07362720824229603,0.3306071846708491,0.49743899164038535,1.1682825816701157,0.19439160189774657,0.32262471743533566,0.8676051753764639,0.31538376367743537,0.5108122660873702,1.2812810206717615,0.35954197365927953,0.8861191149177612,0.28826876974755505,0.21343691789066466,0.516199547896537,0.10367490919832135,0.5255849942219286,0.32324316737291137
1192766.0287230313,0.8360046888889583,0.6951064386789517,0.27949950985355354,0.31140649242751983,0.23721586133720513,0.8138714103039146,0.7382217778904051,0.4225876634594878,0.5457160754695538,0.43637532386736794,0.28394560244272976,0.07290193617864164,0.3835933481450793,0.39818290477945656,1.5636864470185292,0.18554247932179554,0.55192114800948,0.1875112468961423,0.3654458213256787,0.9481739206608374,0.1275477572470016,0.2952388934489747,0.2798337594467771,0.08585828151616018,1.3365576625072588,0.2869417816892845,0.47215350463722033,0.42563158992425343,0.4021868797062712,0.4655249727765087,0.07905303704371452,1.2648485926994324,0.5700892752497442,0.23738054820969742,0.48997894159817834,0.2673513789233494,1.0017675752689805,0.44644204258879266,0.3877442831742446,0.4353321417588806,0.2895715642626906,0.8267932314663722,0.3447999959394588,0.2299724713998968,0.228461978976909,0.26341016515893656,0.2648707609496803,0.348564547243746,0.42635345821329185,0.801266471393744,0.20295189634411184,0.30398882143868716,0.17866049876796108,0.20105974739441845,0.549163954813479,0.7244488843634521,0.7119830031399791,0.7938981510553098,0.1003848089443994,0.5925717590343761,0.11305797419319401,0.30330552988200676,2.662839142525121,0.32819686516107727,0.8094376902213564,0.38966764098069473,0.4948907141590136,0.08976718492143408,0.3895171029698851,0.5190951304624865,1.2073472036485016,0.20881934313434028,0.3534469319109293,0.8342197444029104,0.3352817883514932,0.429662995810874,0.9344644714971299,0.3423379381950031,0.8113820894294734,0.2798337594467771,0.21837855536937714,0.45786374396359547,0.08988301354713915,0.4238358616686346,0.41050898106350403
1192766.6378330393,0.8227696346138105,0.6934905296587706,0.29381631376023065,0.4406791255065261,0.2359209834425091,0.8688561868990258,0.7144565224158961,0.4042810073173273,0.704037364797331,0.687991110932893,0.4148095383965853,0.08009550063909672,0.36514427827742313,0.4351676949438549,1.4052568247193207,0.20267815881972678,0.49756462917665734,0.18975124698281004,0.3444819923764256,0.8715923270596837,0.1696673657779337,0.2877729896879015,0.24926272181649925,0.07581034594929244,1.524295731456114,0.2813023877103653,0.5417181842321254,0.42508722446897673,0.3311540086960036,0.4343606331950718,0.0713009399744111,0.8263485318339714,0.5834965706251061,0.2389626093447431,0.5630467139735854,0.28628193792786055,1.0160709343122358,0.4118830582697319,0.44028860771768913,0.437378912905968,0.22958408588361773,0.7644007579876235,0.3239999020493416,0.23542749734870275,0.3513911981163149,0.24344617243001437,0.27609308423424744,0.3852305290573631,0.43475535771046503,0.7021728711708496,0.22918726207836285,0.3077401176049715,0.17971063963299252,0.3061300367664383,0.5572060427272995,0.6868313939149333,0.7677796120691737,0.7794809042212307,0.10687474228422482,0.5812822549367248,0.11853380507886753,0.3159749073333384,2.7333215339190495,0.3513911981163149,0.8639783584874676,0.4078092539453566,0.5141904351283725,0.07078716696747357,0.42801033154017304,0.6483066307334958,1.2090725714777693,0.2204604571392491,0.3215577817027793,0.7406371857252539,0.2997444148766917,0.4956256050376086,0.7840565508989884,0.36355701102588817,0.7228618932678479,0.2944857409314866,0.2207333109934773,0.4569032721598661,0.08917401085072796,0.5409222677184256,0.26452554789874144
1192767.21285096,0.8021238382119096,0.6867300501373931,0.28498766853880075,0.28959996821367406,0.2277797670439157,0.7733513516326923,0.7186269911059707,0.4023899816086478,0.5015805098292925,0.4944018414060662,0.29289604861764895,0.06892562037023425,0.3501804434921068,0.4533878691475477,1.4051127513162904,0.18271557620385978,0.4115822523318278,0.1790087403682447,0.34397805179168184,0.9118328316446603,0.17313715023426443,0.28250113219486916,0.26655647590023446,0.07530762225636704,1.4122711940633497,0.26978335006127097,0.5016409776424123,0.46475561163929374,0.385754865050525,0.4234078901686651,0.06311069680919913,1.0686510205903514,0.5587089918557205,0.24072130782384576,0.451066689170033,0.2850761725793074,0.9599211583611585,0.4579517569643942,0.4159590687806555,0.4400584535328579,0.256603749910584,0.8157409593317423,0.34488708163785486,0.24098439122037454,0.21170394508433255,0.4424438027301858,0.2744002430393941,0.3430680569456721,0.435976844559966,0.8006577606163869,0.18585167277197004,0.2803816007635623,0.17751082389000802,0.18478036387504757,0.647778839231759,0.6792848611581028,0.6134397658058509,0.8053431143966315,0.11151937253283291,0.592653473757084,0.10869450051316595,0.278514747230105,2.7942361926779626,0.3415526804698222,1.0266790631873945,0.3592990170303777,0.45897263785268494,0.06368295573357213,0.39990944232691467,0.5548982692574415,1.2558033754916669,0.23225715275328151,0.3193919946008083,0.823847241069654,0.28608204728552294,0.4693452207358089,0.6498455493583134,0.3002093687236869,0.8335419011389668,0.27344169852496375,0.22037874733918456,0.4498552236988269,0.08372073536947616,0.48640372463099024,0.29220745594406017
1192767.8128699001,0.8091662540205752,0.6545326380470605,0.26891167533399213,0.3956752547822065,0.23115232275606087,0.9190698540273516,0.7225797840478088,0.4079338707838515,0.6144200360070209,0.6232721354788625,0.3418890029198352,0.07434260332336565,0.36341832841700267,0.43415434300367217,1.392152146431079,0.20132848701072362,0.42980976565090306,0.18747218286350514,0.31477691801882185,0.9183830913629109,0.17380876576465348,0.2572877204165819,0.24591176612073232,0.07787893903649779,1.4267097356888596,0.2959520239020099,0.5196882096363138,0.4721055039969787,0.44348224208769965,0.4810169764018981,0.0767382097904319,1.0354623006105261,0.5888430306814623,0.21558665258147844,0.5541853156973395,0.2796681423473518,0.9740495391246072,0.444683896563369,0.39325891734842205,0.43468744656950475,0.2837719885333616,0.8355494312540371,0.33677926628770877,0.2585629371117473,0.23956292534308865,0.21922786433868102,0.29002716436549636,0.34820838285768535,0.43408583507100545,0.7377007723157075,0.19753504172617758,0.2845801832461498,0.1690042958166874,0.22212171082465884,0.6713984323251757,0.6855396080975923,0.6666960928775041,0.7951073605358535,0.11462900064088365,0.5905163652812068,0.114748497569018,0.30227611437331037,2.5826769973331474,0.3732132502687783,0.8290814984269849,0.4091954942573556,0.451902790988099,0.06775809683497494,0.4202408120016717,0.5796144493108226,1.2637481296046715,0.2518065303018263,0.3031168004991748,0.8484705463450023,0.29577894045722514,0.4666708560530696,0.6368785448122432,0.36748139047383876,0.8669482621438354,0.27331577736737256,0.20049759877461584,0.4998701263443777,0.09105146371976544,0.5483856861443172,0.32342062492285517
1192768.4128887353,0.8158183749033573,0.6453566310809415,0.2614955493010987,0.4501300586565957,0.27431089504344214,0.9015451411162562,0.7806579324742808,0.3898774578898447,0.5595693450818153,0.5939397352004442,0.4471346614546452,0.07956462068488465,0.3802201960171309,0.46565560884430784,1.3628327954773678,0.19117989995035478,0.5038871582062435,0.19542036462855894,0.3289042864152355,0.8069646267421304,0.16434903841563805,0.26824955460825817,0.3122091108060229,0.07434837452136007,1.4885741823826997,0.30874623883431596,0.529657554797129,0.47244870243215414,0.4131488985102259,0.49993324814142415,0.06712275083807,0.8997154335590977,0.5591089836296707,0.20436445646466297,0.5318824361134843,0.3252859860683217,1.0254551346521954,0.4306074215181383,0.43110016999794293,0.44059911610225155,0.25020497608396736,0.7924775551000629,0.323658689896672,0.26183652153487724,0.20859685645061754,0.2738345007719381,0.30130657042866976,0.3578971445700951,0.41087259603909515,0.796019385389256,0.23622435121607707,0.30202056704106,0.17387358194897343,0.25754137025467305,0.5156588957000724,0.6626806886598396,0.6456569366328638,0.7700775222758491,0.11880087634044693,0.5790390326575414,0.11408695385163224,0.29713623727394767,2.3921411143977815,0.3710118217964964,0.779717002865031,0.41576594523216853,0.4545205347118036,0.07739693088178304,0.4612786155531697,0.6813126182081115,1.3231441568240299,0.25467579167185184,0.3154857031547248,0.6933681319503123,0.27867568391612335,0.46608360113184855,0.5973270606743805,0.3105401588772903,0.9793801489954986,0.27629244005345943,0.2121444220365124,0.5095454743156654,0.09189225280708394,0.5373988420522302,0.2688789574677367
1192769.0129075646,0.7857048163940907,0.6459999004406953,0.2050683824458267,0.2639293469317661,0.24772240275920276,0.907175588647998,0.7706888613940289,0.37120943208415025,0.5116134798116364,0.38590101870476173,0.3022206201333742,0.08460209873066322,0.3719453574888652,0.3967829388562292,1.354475810638652,0.18156184863289726,0.5445558260479203,0.20402320463207857,0.31663021491814125,0.9595290025427822,0.16525350037774403,0.2708119037027347,0.2943366039559819,0.07754265283538493,1.6249127991306485,0.27266614074901563,0.4707278678580183,0.4947577831130739,0.3982399940065891,0.41460863005523646,0.06868884682656229,0.9686077017939199,0.5584722088271725,0.1994192327222776,0.5355162111612438,0.3203769100202579,0.9441321308346112,0.40627250430875905,0.4383194448521981,0.44562476893306807,0.27025854191807896,0.7300986002437148,0.30942189676550785,0.2461202301298383,0.2090962657840843,0.3385476576366129,0.25782914998413364,0.3336583804018291,0.42707806253810077,0.7021302137342982,0.1726806239902269,0.29848148657022455,0.1646139744474896,0.19724375018348914,0.5778360722729363,0.642194781148733,0.6629581603389495,0.8700476198569946,0.08794103647934422,0.5652908592171993,0.10447561060230016,0.28627738741909187,2.463372673698117,0.3319499311356246,0.9141347919351185,0.3523596521486543,0.45682561822195517,0.07227955642662663,0.41526758380433093,0.6234716241432128,1.284995091256151,0.2102404313971299,0.32065274033452423,0.8481862037330542,0.27958226272114506,0.47362223519145374,0.5355417945425803,0.26573905824432614,0.9657334949636709,0.3019164297558784,0.206486137979324,0.4282265628983645,0.08639231378912779,0.5216143474598484,0.3064306034554792
1192769.6106536074,0.8127396425834567,0.6628794058622278,0.19856837770343305,0.3964911369110544,0.22431152997821655,0.979072755386656,0.7586022354175123,0.3554102341080338,0.5436096525301712,0.5781331045577613,0.38537456297896877,0.084763876232153,0.3351038090669731,0.3914510554986784,1.4634148253963457,0.18418490911242402,0.4705260068397064,0.2301768751407915,0.2836542786330871,0.9225374642577373,0.15705857505300336,0.27327444265979084,0.2801194764645383,0.09408646837274512,1.1975696325025689,0.2675540038892448,0.4710991651646712,0.3776471884164214,0.37798111713340116,0.4314530869734851,0.07918493745678835,1.2762396954748778,0.6027653420953101,0.20033083428461776,0.5388704928260359,0.3085371558202997,0.9041480131429652,0.4121578211863209,0.4853847228451708,0.45548588586636174,0.24962347319381867,0.7601619126892846,0.31845607359468975,0.23175463406025415,0.2726247825889094,0.22144186575524705,0.27160177469907254,0.3491881981793521,0.4459293113365304,0.7427306899097403,0.17707056274900523,0.2884117712810471,0.16044636539250445,0.1782827068169227,0.5405232687267727,0.6168486444807145,0.760080472587218,0.8892954790461608,0.11301850164287065,0.5616993430380084,0.10256672898785796,0.27618669211762603,2.619974356266547,0.33524589251368375,0.921876405557533,0.3562343171783283,0.46474897871834653,0.07664153919762236,0.3477492358242174,0.6426175961181405,1.4074989324968614,0.21850243650954992,0.2906190042245245,0.7668514629990334,0.2821351116193893,0.4241013634502931,0.4991224325947591,0.2947222805272649,0.8758933877322476,0.2985712655341508,0.20261019902363367,0.495286963081992,0.0815147242759987,0.4766124703937343,0.36104203937790763
