time,URADL,M5,IL2L,RMED,MI,ADEL,URYDR,M4,OLLR,AIM?,AIZL,ASKL,I2L,URADR,IL2DL,URBL,FLPL,SAAD?,CEPDR,MCL,ASKR,IL1VR,RIVL,M3L,AVAR,RMDL,SMDVL,SAAVL,CEPDL,RID,RIH,AINL,OLQDL,IL1L,RICL,AUAL,AVDL,AIBL,SMDVR,IL1R,URXR,URAVL,ASEL,AVAL,AVER,CEPVL,RMGL,RMDVR,I3,RMDVL,RMEL,RMER,AVEL,RMDDR,I1R,SMBVR,I1L,RMDDL,IL1VL,ADAL,NSML,IL2DR,URYVR,AWBL,OLQDR,IL1DL,OLQVL,RMDR,RIAR,OLLL,IL1DR,AWCL,URXL,AVJL,AWAR,CEPVR,SAAD?
343737.74962504435,0.2520619898546108,0.20385922621033623,0.18339143241411773,1.5514411669118349,0.10257067985425722,0.25401567568687766,0.5666716581874807,1.1065966617072567,1.0543491770679119,0.26275552881813974,0.8895877302594496,0.679642243903861,0.660345544755145,0.2630820490918353,0.05322586630274969,0.6154240791255433,0.4217591591210017,0.9680258750480605,0.42296418528991886,0.16120140395159394,0.6531436194590443,0.09573263453064007,0.5003871166428456,0.10518558767100848,1.3351849557717084,0.8233321479617054,0.570497193107932,0.5743958071838404,0.3208061689058683,0.4209563180820658,0.8270235927508073,1.1656856086966174,0.5621642099269443,0.18629053205962393,0.6892749686206086,0.6921589643052135,0.31449357211511925,0.9026708841142951,0.4112151801429767,0.6048273731273551,0.38712703717047875,0.8102552254186557,0.48698774956890817,1.6768868249444127,0.6181972205566116,0.47845137478919453,0.4138363492702472,0.5233647747274248,0.35582041152981264,0.5509117963003188,0.19254786751316136,0.14255078426460271,0.8356811179704746,0.4710872087694807,0.06665158894680412,0.8150210777608546,0.06792647512340022,0.28490947408122763,0.10573628771367172,1.3084650756930396,0.184627223737663,0.06461952830818204,0.7403644449379652,0.49680605097150715,0.6458126926241048,0.21275550220076297,0.753744706645276,0.7092218326642917,0.9351443934029597,1.2483474371782985,0.2713403506328571,0.4429923287232679,0.24190900341011742,0.4363057665820988,0.841200960224855,0.7082039213573488,1.1354778042673932
343738.32714314805,0.24555321004016503,0.2872509249526458,0.1615786452858633,1.525681799512638,0.10258961605451637,0.23842962150219618,0.5090442276262596,1.0612934937181724,0.9553269398046328,0.30946922854014336,0.9706385045331283,0.6491124797631218,0.6101461252643792,0.2550788213579495,0.04622428677398899,0.5772638780298364,0.3945374149952003,0.8839756257855061,0.4230422712938966,0.2133051422915687,0.6372625561974664,0.08427235337727465,0.47544980681817245,0.15419322225718948,1.1287087975041463,0.7505083257399129,0.5159959187893624,0.49654899666535435,0.3311898809683469,0.39666143876368054,0.8104143116749115,1.1091592166719906,0.6029471525385894,0.17267031481383535,0.6819626275854181,0.6922867480030294,0.31455163269607916,0.7869163496729061,0.4071272952084744,0.5238105102077659,0.38719850705945685,0.7792187062799942,0.4870776553544864,1.5701511523530964,0.5609041729844564,0.5754957977424981,0.43452788223768885,0.4507629899256904,0.35588610171124263,0.49225122168483937,0.19125747212438737,0.1360329270150195,0.7347390598328168,0.4611541876266801,0.06602915556797395,0.8576097326711206,0.07939095915776645,0.2934416776455908,0.08566385150664958,1.2836150119222836,0.18466130889812946,0.07630102694054657,0.7679565544652369,0.43925919652291756,0.564083422575403,0.17454960511476567,0.7343769085011986,0.6840372220662227,0.8671387297007997,1.1534003976414913,0.27467426449062105,0.41156244993215274,0.23655958525512014,0.3735579689177757,0.6658998714811335,0.685557969589586,1.2105574694432932
343738.9496628154,0.25082091405727464,0.22370231696489198,0.16035569642900602,1.6434525334578878,0.09072756508483235,0.2503346970447305,0.4614039077615863,1.0087210326876828,0.8528629248066327,0.3254157053808017,0.8925122896658804,0.6005579469486322,0.6676782078426042,0.23506687317433836,0.05551296778919403,0.6418492636320586,0.38600960973209353,0.8041300670786956,0.3617513315882458,0.1387467885565607,0.5719960580575567,0.11292428221120177,0.4716651266299428,0.10514286345297967,1.2015180408553672,0.7342212211494766,0.46854710597937954,0.515888855482368,0.3050323308886605,0.3803578690094895,0.7404606504991659,1.148331812235255,0.5949715208028452,0.17636986629035473,0.6479621137618877,0.692414555291775,0.3171835675365739,0.7137538683587188,0.37035275591269456,0.49754679278300196,0.37324958399572056,0.7083906703888246,0.41117152999024326,1.4534576110698059,0.5097501161436057,0.5906328340582313,0.40390849058686873,0.4274711152784015,0.29762150148684646,0.5143479484748379,0.20014432896991108,0.13078908733008301,0.6680422821827416,0.48672670210215946,0.06553307760029808,0.9252360055691985,0.06570628592466558,0.29394682213900886,0.07781967620819409,1.2223477405065595,0.18260844667498036,0.07103669244279456,0.6476512908739304,0.44703637945716834,0.5438449647054482,0.17106647767903504,0.6439571429871721,0.6888371959553236,0.7896846167718928,1.0598217482164152,0.2523051105404565,0.37822292955195935,0.19215784076949882,0.3931527820342735,0.4966949749559466,0.6658691688480932,1.218797251276322
343739.52695357165,0.2663702500667416,0.19382133021939965,0.16536581905229733,1.6866606348099606,0.08458055007265043,0.23196287713004457,0.41420828402406773,1.0122381960307518,0.8459273396058945,0.3590272127744496,0.914234522435208,0.6121953415236153,0.6068526055946364,0.26819986390558387,0.048430954557589376,0.6230092877038472,0.376087627856272,0.8797544986353492,0.30689727284053236,0.17568271383117967,0.4876361161919706,0.09121498038875443,0.43959911467968216,0.120364628949541,1.0419275288418366,0.6785199906223802,0.42233569656954,0.4615813180827259,0.3053830817269695,0.4020477283171111,0.7413810523675782,1.1122697557907064,0.5017160472542532,0.179096919086453,0.7506468494150451,0.733163179368068,0.3171142131186579,0.6738723944710218,0.32537309781764134,0.4764076529901819,0.4004656022602373,0.5995968625423118,0.43207916504332644,1.396312168723739,0.5781928923526639,0.8654384559341733,0.3654863188180109,0.40884984505564975,0.30184558512783294,0.44482863142054696,0.2115913110808042,0.1355844005356547,0.6417724592315451,0.38401344150117683,0.06512898971412087,0.9044412099705585,0.07938295071749626,0.32675271437805864,0.08451676383579323,1.1347669168891503,0.18327493512108234,0.07537232709290413,0.6501452058068394,0.4200636829482261,0.45229733615083245,0.15707749766554743,0.6985747686703323,0.6203416253704203,0.8210199915477057,1.0333202285512915,0.22656993997518418,0.3737435340649369,0.1717203785138511,0.5385477816410751,0.421864527571853,0.5560544488209461,1.1376510620585216
343740.1497004168,0.2134233028022057,0.19828289010167294,0.166971551563732,1.586961792025863,0.08593655913497453,0.19759440784437546,0.35242825909517955,1.3450790235806214,0.837917510880845,0.3873119360372007,0.8593560428431747,0.5896541625291392,0.6254519174348578,0.24796160984392213,0.06265340141778247,0.5400283529220442,0.3741201977799207,0.9580334925787901,0.3891778078802556,0.21059077233183543,0.47992055147107315,0.09514844355006148,0.4269564053743418,0.1129236540212209,1.0372372516187198,0.6528313942286897,0.3843163961183666,0.514611666567026,0.3007435035981872,0.383213397031516,0.6807080078849298,1.032247354679964,0.5597147379228073,0.1741879077415982,0.6719448703121583,0.6897841146567288,0.31977604414454214,0.5560832356225667,0.29972762124965,0.5582067979881042,0.4350945953988597,0.5852951770151059,0.4046430935760416,1.3404640226092202,0.5354319947817221,0.43647053838915684,0.35850621748606304,0.3865169607990291,0.34538196081888767,0.41576028828624756,0.22068047543862443,0.14047007672575532,0.603642673658916,0.4115189320395258,0.06961489046420273,0.8865183163722044,0.11241280648011878,0.3328527041978055,0.08535982508961189,1.0590046573568037,0.18385789820813545,0.08919622172285287,0.5821895839517263,0.417307115628626,0.5090274340087306,0.15343623022876057,0.6107463515189787,0.5649094042447348,0.7939961032019901,0.9640297192748736,0.23753411757430737,0.3192513941742149,0.1957313045503438,0.5868249378375734,0.3574010956770616,0.568625913483187,1.00287761350801
343740.7497193287,0.23356377549342258,0.14262592681018468,0.15116594488168467,1.7038903270491688,0.085616268717389,0.23853321752519757,0.29937867755553893,1.1513342017978705,0.8285701356870738,0.4191050924741789,0.7661865316829898,0.5706988179477295,0.6630197497877803,0.19678682581583154,0.057667371269827974,0.5427303484696392,0.36907339752024537,1.2642356595374948,0.336238437144655,0.2080325125852347,0.555577738155952,0.09864970137218644,0.38295932732793775,0.12183632968471865,0.9757319218854894,0.5781488971855125,0.3656084192936623,0.5588282825344166,0.2293139640432348,0.3990911182378348,0.6616878092859815,0.9784294787078027,0.5504612712119944,0.16996826641523793,0.6383039097676092,0.743297465746101,0.3000270553406634,0.5269013536374476,0.3233959968370467,0.4526352810242274,0.4223947713789997,0.5308625284656793,0.37787489236156707,1.2777517859191594,0.48484561123342174,0.4444807724968559,0.3303959101884979,0.41029976691220016,0.32885779589473907,0.3760349601002982,0.2291719780055121,0.14544865634273357,0.5875910871492788,0.4049662766556367,0.06903235934076345,0.853619263967617,0.08040033661653546,0.29700545214356705,0.08505215818955968,0.9926460458470462,0.19023293931590982,0.08055284902900797,0.613840436500013,0.39091004000602647,0.4684287419366693,0.13325549335170825,0.6931217078289778,0.5380719719453996,0.8385992745567555,0.9836237662251429,0.24151047199689704,0.31463835044313354,0.2108062794197045,0.5543931374349372,0.3323792189714091,0.5562597809953241,0.8338333869882352
343741.3497381891,0.2190599456162934,0.16445477921145374,0.16498411592032503,1.569616219769965,0.08523206876128017,0.22029117282861524,0.3280437250759952,0.902011540772973,0.7457727340856235,0.4438009064197313,0.8036166483206416,0.5568351307477458,0.6506292835182206,0.17520517134740654,0.06311330750225526,0.6274846330723473,0.3676815474595193,1.2018448793557424,0.3213416114003716,0.21226780374781948,0.5777447740222172,0.09987404099479694,0.404869720915828,0.12522753505761822,0.8983947087831852,0.5832748109300612,0.3675632965330207,0.5505628952324396,0.2896738985359921,0.3906469818225341,0.6147176889398065,1.0056733296272236,0.5830467454970248,0.16100906002797566,0.5975826457620945,0.7344845611070319,0.27766973414805,0.49937020497398465,0.3407066716663414,0.4468624944838395,0.47215959608465996,0.533690161624009,0.4390217098709773,1.2802850465068853,0.537824381185885,0.4194438017294521,0.37562597529568054,0.4312742679320777,0.34055314360979594,0.44151560938692913,0.24846245880864426,0.14543313216078288,0.50825796643051,0.3792391313104159,0.06884190192343023,0.8131659861009403,0.0844764029970049,0.26423141767669545,0.07046965162288851,1.0578425439843413,0.1853835659170722,0.06879221451677311,0.6330291829732642,0.4851835514235874,0.5449313854737443,0.1398329537663733,0.6791495116272586,0.500659087063106,0.8280465944295891,0.9068851428478268,0.24644243881833008,0.2897671949664636,0.2285554876137739,0.47066951356048853,0.3379056119880196,0.572616254901414,0.804449411686777
343741.9497568974,0.2423336450063003,0.16774873426547232,0.1566061886773199,1.63443909604322,0.07111927904342605,0.23454867666047285,0.4313538881112145,0.9624427792539236,0.7708711419793962,0.45584122673761535,0.8414063496490357,0.6322951403369356,0.6869710069919343,0.24937646656429588,0.06914833320866796,0.5459929845011319,0.3790685683401582,1.1671928737126982,0.41344863237829615,0.22641199556968727,0.668765718001883,0.07858674074900669,0.4018475960905777,0.1153620863553248,1.0068997274890672,0.5678025670035375,0.3810833222035166,0.5107230035236779,0.30396832033906357,0.3744872983602184,0.6651043190988558,1.0308626817573092,0.5310292885512561,0.14969358674179134,0.5720127646692192,0.6866449647484639,0.26431897824687184,0.4921487314020568,0.40352460500726517,0.4951636348732285,0.5158458868134111,0.5641527255746671,0.4030285858900278,1.3080109194218172,0.41685459775453504,0.38505036339871124,0.3914808396303459,0.4264706365476913,0.35702454580956455,0.4538012775065942,0.2369758177255282,0.1398823325398928,0.4850131470951554,0.37684213302023684,0.07189231468520241,0.7544464082258889,0.10205201743118977,0.2503266826088032,0.07362049532667363,1.0352493314669147,0.19202205341725034,0.10095516530262467,0.6319836035117794,0.44600364280178406,0.4800028228605996,0.15343985856587666,0.623289649177755,0.6589185377446899,0.8316751224014783,0.8943253387017851,0.2869004930228078,0.27319079580376915,0.23779765626643878,0.4817718750333045,0.3062867844576671,0.38733818524272323,0.8125503473722878
343742.5634126181,0.2060578020248451,0.1830324036925234,0.16235129088107353,1.7068391931410185,0.07166669817101652,0.22561992619411997,0.31359276388854457,0.8700376862503327,0.7240148776605728,0.42562948456365146,0.8023708324233129,0.6264651155738228,0.7584147193605236,0.21399102740280163,0.06821083367423232,0.5354920149842816,0.3565318696927278,1.0467567443024406,0.35469633510600806,0.2844086911327558,0.5967846969987185,0.0786305701371786,0.36425529276623786,0.13387030974482786,0.8710073011297846,0.5471839803769515,0.377611123091817,0.5406345391818874,0.3003187511472037,0.36442613658515266,0.6006882127777154,0.9524823178166244,0.4782330915849928,0.15994608657172427,0.5912237166893415,0.6349399017581606,0.2894088228749572,0.49704858099465493,0.3786049283377415,0.38766490471522036,0.515323374681926,0.5603560110357994,0.47937058109946606,1.2479041332453344,0.5453319730587526,0.4262974096205966,0.3784504587627363,0.44666058850679663,0.3698001625624452,0.458113424109535,0.23570595947110812,0.15045937946917548,0.4990921406477536,0.3414972296775048,0.07149934090975087,0.6902936367832311,0.08900012298148577,0.23968529054973303,0.06939140579551711,1.0172009891622817,0.1719700056671511,0.10066782203088787,0.5823289916213218,0.4314335229895194,0.3715996767354985,0.1210356489834851,0.5392919037368993,0.48283174052978706,0.7898552190115817,0.8896554019816559,0.26855524914179074,0.287390954976124,0.18712779310388794,0.4688537775345288,0.30484524378900174,0.4282843731866762,0.7850675582268305
343743.1497945767,0.23496005207983997,0.12245644086437604,0.1631904361718161,1.5832279078085696,0.07341433937858893,0.2097964595919013,0.44368752540082634,0.7849867288236142,0.8174038070703684,0.4565429389600603,0.7966397032056113,0.559143829245253,0.6818384936736792,0.22967636604516614,0.06115934729334417,0.49548412807195363,0.35671755599095706,0.878256221818343,0.32575014007713105,0.2593130802296825,0.5019643027851683,0.10499727047690177,0.3687821827247708,0.16534031575965516,0.732180415392469,0.6670552973348295,0.4631289891738232,0.5133900309547272,0.3250120491269701,0.37555325105490267,0.6680329449823902,0.9700935232958053,0.4641486225959864,0.16451875400072802,0.6164473893852944,0.5902563604062301,0.3187484062187376,0.5459962591698322,0.3599789033201826,0.4895529560147543,0.4649514626950339,0.6113922399506997,0.34092462844107707,1.2366351830002311,0.6449497955611736,0.46117043528927354,0.36377563966632204,0.40528861512071845,0.3848954060040038,0.545971276499543,0.21053666887473563,0.14466437777720031,0.5331395794264433,0.41109456818943607,0.07444636204077996,0.6878576315220067,0.0992862166974545,0.27566394740361183,0.0838083387187406,1.0297947210117624,0.17791620038258651,0.10118239908531039,0.6262064509586764,0.3681155026661,0.478653267052111,0.13140272093735567,0.6642305142663483,0.5054377399820462,0.8696143325068886,0.9572431950454615,0.25140332662756787,0.30504990615323774,0.1722225522451155,0.38023189698895843,0.3284652507620151,0.4756838122815658,0.7569165486058779
