time,URAVR,AIYL,AVDL,RICR,SMDVL,AVJL,RMEV,IL1R,CEPDL,M4,SIBDR,IL1VR,IL1DR,RMDVL,AVBL,IL2DR,I4,RIVR,NSML,RMDL,URBL,ASEL,IL2VR,AWCL,FLPL,I1R,M5,RMER,AVDR,AIYR,IL2L,M3L,CEPDR,IL1L,RICL,AIZL,RIVL,MI,BAGL,SAADR,RMDVR,AINR,IL2VL,ASIR,OLLR,RIBL,URYVR,AUAL,IL1DL,SAADL,OLQVL,I1L,URAVL,RIML,OLLL,VB02,RIS,OLQDL,I2R,CEPVL,I2L,AVJR,RMDDR,OLQVR,AIBL,RIH,I6,ASIL,I3,IL1VL,M1,SMDD?,URBR,RMEL,SMDD?,AIZR,IL2DL,AWBL,URXR,URYDL,AVHL,FLPR,AIBR,AIM?,AVL,ASHL,OLQDR,URYDR,URYVL,NSMR,MCL,AUAR,ASGL
1216662.654162648,0.2326054157190892,0.2039276692382538,0.29251332882957004,0.617057194298457,0.7810944516440371,0.29216103231372564,1.9524186110403188,0.2427493336333315,0.2622560410687069,0.8837105187391795,0.31214636494347375,0.07599226530769175,0.1725934636247341,0.21498223180771825,5.793542175771815,0.1469500430387489,0.4788656683969857,0.7772403270583041,0.2159335119162239,0.881924780834539,0.2533703545506868,0.4049437837583624,0.09088674930799932,0.5734126432668749,0.3047852744507385,0.03897849186152311,0.16195674981747094,0.18471445758949226,0.2606534700053827,0.1158573686681422,0.25022013580226865,0.07840163970714052,0.30572888211157667,0.18751371436176703,1.1520883374237914,0.9357350513163948,1.2247160518980829,0.08459488485611588,4.311923209486635,0.7959239887664363,0.28718569303345354,0.4783079832241631,0.06255683280129185,0.9128190908759932,0.6643313784237608,2.7295618256070284,0.5594787331773827,1.0682940248496473,0.13680259761152072,1.125872372045722,0.32376159214954303,0.06748069920480747,0.24997095074286702,0.7612981807278875,0.8268288866630373,0.22400135741639052,0.7570774450393308,0.47064208360284987,0.44683452000922746,0.2801221483306578,0.44683452000922746,0.36447678494870317,0.31948668180659767,0.3370754297975368,0.5990974381311837,0.6903269541012123,1.7211403733688762,2.622367419266752,0.22835769081552657,0.08475714384885265,0.2572683600053128,0.21514254667110952,0.34867929977731543,0.220329993862418,0.3941106828399971,0.6915296142999949,0.09309052500192239,0.3242579052698541,0.34110683565471245,0.26576432235842945,1.975684025971032,0.316951073220831,0.5840665615613573,0.1624398422852337,0.8782212005754115,2.295878319475983,0.36806561423837003,0.42855803161435463,0.4019625302361489,0.2049668856799084,0.1210176825024991,2.8284917165289984,0.22118587663378114
1216663.2591815959,0.20557253518223711,0.18915605360163387,0.27321755439604023,0.602423314569882,0.6944539518181232,0.3361229814446511,1.8899410492560509,0.22129836045424237,0.2622665695889676,0.9278394800295058,0.31215889635862903,0.07659654485659101,0.1616440198100553,0.21499086247557264,5.349530931141867,0.1268974214983368,0.5139722723512882,0.7322372220912431,0.22837476151527916,0.8819601865505925,0.2576608934724293,0.48281958563671645,0.08068169391560918,0.5360232078531277,0.29812004203421577,0.03953825419110482,0.1342032136418054,0.17154532800229477,0.2518843127121458,0.11937531653806707,0.26134929072050095,0.08286850159663141,0.29345534595252576,0.2031983402319046,1.0469857024397657,0.8841829470203747,1.0892028678607242,0.07994149488886049,5.021335241329641,0.7603224036793002,0.2179095322848932,0.5543613162588632,0.06348723455654494,0.7998011396851694,0.7015103113654952,2.2228629956341313,0.4787312317944634,0.7251391749452283,0.15100060145673647,1.218893689898625,0.37137905340049254,0.06155098298716577,0.22489228067815475,0.6809598370559078,0.8560464473079891,0.27903887153346063,0.8399040691530295,0.5133305089395807,0.4229914049944559,0.2551608250927148,0.4464064980719934,0.48104557127042463,0.28440297105252244,0.3339445512870669,0.6025312950887151,0.6582445515797872,1.7629552222754008,2.470003353888886,0.22847913321234462,0.08778837161802037,0.2581814205299494,0.20599581425261923,0.264658290076116,0.2281144295599598,0.4369663422686091,0.7417510569660845,0.09303834974052232,0.34688813854625555,0.33854671564588956,0.27662295056780295,1.9288553801220059,0.32480888389251705,0.6513751435388632,0.17834900760292557,0.7956884296504907,2.263632877181599,0.43806191844016007,0.4149344258517044,0.44294249959669446,0.2200409834062069,0.15969984775048418,1.995637000524864,0.2802627262331688
1216663.8542004337,0.21839530725901793,0.1894488991923091,0.28377213033106996,0.5966932251429525,0.6813827953926458,0.4671563433613131,2.060569057121623,0.2240507229290862,0.3050284050911013,1.006947963335579,0.31341199392392405,0.06662058684736098,0.191787827865587,0.2432241457332316,4.922203344738457,0.09930453287333124,0.583414130630821,0.7668296028478638,0.23414451133368788,0.8761011748890606,0.2420547988787449,0.4992017434909367,0.07647632989909676,0.5166464953664454,0.33887671843024286,0.04159910614457485,0.15410095303992163,0.15891245679349075,0.2565367099227724,0.12330683924944134,0.22732102851221261,0.08755848557081729,0.27872976840582747,0.18317660455688803,1.0867766480270178,0.8114225646623513,1.1549161704349082,0.07424044949635626,4.8925969986129285,0.8562863405421496,0.22534001737049397,0.5463522603263099,0.06396643333732598,0.6587883185978212,0.6862136045882865,1.9132011303375998,0.5176617480971178,0.7483615615989144,0.212383565467802,1.308404318263486,0.3695975395603674,0.05483719337429973,0.2323726069235951,0.5636761257057504,0.9190451908390875,0.2707548085892001,0.7488815136831072,0.4805368331983939,0.42179846141246635,0.3144855187478322,0.44427779541035456,0.5967640324557736,0.3760362013162153,0.35581200117864975,0.7019589167483602,0.621894637119237,1.6980697058397232,2.329442492530504,0.22323552497128216,0.07507581997308665,0.2684172027170241,0.18647184506214423,0.27094199709884204,0.21344726114343737,0.5532681117228454,0.6388929385370954,0.08944288180276948,0.40064242573033637,0.3113075342527727,0.3047187315833946,1.8218781045377288,0.30960497531002257,0.7035726154075519,0.18594938192009544,0.7773304516837742,2.1842110198034774,0.42684932275391574,0.5417416927286195,0.43935997107402436,0.22611106961128266,0.14379493002697716,1.8835302382695778,0.35782013747292724
1216664.4542190605,0.18958899186633404,0.1947826089143086,0.2949403326085483,0.6828767410042655,0.6701651330466144,0.4451761221163508,1.5215483888048134,0.20914374217026163,0.3362302733302944,0.9081592891173558,0.3284723564324315,0.07084815114168753,0.15890124696246588,0.23512506146178935,4.669155560796993,0.09221505386695839,0.6755288829788813,0.7476423038200867,0.224989426032247,0.921025964841938,0.2580088857445288,0.6758146396975695,0.07104965327804046,0.4771798122350024,0.34217570564205557,0.04376910770642292,0.17071216583635268,0.14622238772149498,0.27381068248611207,0.12754222598503576,0.21487002842786423,0.07686728375957465,0.2316825168260151,0.19604871531662374,0.8784196883821603,0.8388374330719606,1.1157661302847797,0.070923361493218,4.5077792165298165,1.0344123433771855,0.23337502094022547,0.5379211475572573,0.06529371823968025,0.6944072995739139,0.6998549230654265,1.5788712601275172,0.5333186136744145,0.6212989254286322,0.30413234111891085,1.3071483885641353,0.4633687826813973,0.07044855638059512,0.25004466529309877,0.609185381428014,0.8531360875271151,0.2620514948191776,0.8345928107555022,0.42090943401645187,0.4086652746909811,0.30952511933212673,0.44188958698663283,0.5442496316461662,0.3961055722921622,0.40853413399199007,0.7275847245839109,0.6720329953044091,1.630486379901531,2.2054767049847546,0.23841530258567886,0.0890954647645579,0.24955104783584098,0.16442118095146355,0.2216083600852081,0.19010180062732596,0.80915462759317,0.7761433700468998,0.07541708551179638,0.4357161295213784,0.42747563534603317,0.31714656243077993,1.7181120562580667,0.3296197670138087,0.7691127896988871,0.18911290343809825,0.8046465919139029,2.200294075988356,0.284698878095806,0.5283193096292575,0.4911453955957567,0.17999669168262072,0.13406650139119336,1.7225364481999244,0.45289490165304563
1216665.054238003,0.26408098288680637,0.18739167940206453,0.28467529004084996,0.6695670310782503,0.6061538827195163,0.35784886811473043,1.494051914899966,0.2097323325625986,0.3426621581598211,1.5303154392927756,0.2803647968449741,0.06518912057030635,0.1319522880423054,0.19619088271111326,4.172380622876378,0.09349073876912227,0.5047505311205271,0.5763672245545378,0.21666842358303656,0.8995790900918309,0.26864335759115165,0.8277789120567969,0.06378003778304107,0.4484325979894814,0.34530289782289814,0.030401787668810784,0.1847894918419129,0.12033341298693867,0.2916106606394851,0.10704438684934854,0.20344536713531453,0.10307208777341119,0.2263217276975906,0.20845281288055786,0.9219422966385139,0.8108678138231858,1.0477275453855457,0.059156404526626516,3.8199846205860752,1.046807499731485,0.2219684008982127,0.4961521496661211,0.06690051566465763,0.693705268478775,0.6339522548822288,1.6912919837328357,0.5675365082091778,0.619002608288709,0.3659449963526203,1.2214464633304793,0.40488944910718777,0.05295373875594816,0.23164998498842668,0.603157030746123,0.8737030979108787,0.23463850697906236,0.682975101912978,0.43656122598310376,0.3963261882704319,0.27985460614208774,0.44410611407781225,0.5340304320599863,0.36282248006803075,0.5947020559498161,0.7837052134277355,0.6291472485695827,1.560033954460949,2.277543500296072,0.19776887047314326,0.07761158657360341,0.2633088162701783,0.23602237845508323,0.2067888374469569,0.16176254716438887,0.5129356748684276,0.7156977362294609,0.0832346937465579,0.42693092233367036,0.21049933418513553,0.3278088589653934,1.5838035175200973,0.3514559253728115,0.8500560571251876,0.20140576294833767,0.8941052269317545,2.0175920973912156,0.2602187381645131,0.49878267926437536,0.5372643788029184,0.16931968301667732,0.19030113217661968,1.4723419182867152,0.382983116972657
1216665.6542567061,0.2328908911234652,0.1881869914616676,0.26280880830354797,0.5379643391448465,0.5556377513964419,0.33246196159151514,1.4701740771958431,0.210335237518108,0.31430470220204876,1.2066953945741326,0.2937912046300739,0.0686135088555027,0.12201031211805119,0.2561896317439395,4.043456289626535,0.09431842309682374,0.48416790523036185,0.6552648341463544,0.2090725045312926,0.8754816916494214,0.24689356756780043,0.7028243785602027,0.09862679550988852,0.40907247503136696,0.33185270077368845,0.03797395335140093,0.17747633825164388,0.10421551323344112,0.26839742572552666,0.11236661281796795,0.20160934855018223,0.0906124291911571,0.21865647332984084,0.1920990069335039,0.8728660826688214,0.7879979672170262,0.9683358104607237,0.05714768717473124,3.861883646452827,0.9759906390019152,0.23894000517862013,0.46568821419103507,0.06893237972771253,0.6928260401204341,0.6118340692960792,1.3635133530474988,0.599217704493022,0.9456404399030505,0.3312727772628792,1.132370838462267,0.3293659219254162,0.05044875423529096,0.22471928090860677,0.6536266720609886,0.8923169244058631,0.2359809958265629,0.6752179435104505,0.43057333410730114,0.38471129264353804,0.270016716378471,0.46949615052641147,0.48416790523036185,0.342048967874186,0.4234855277748232,0.8478729823651313,0.5599641587648274,1.4504434267326585,2.110669461863609,0.20596348984402693,0.08254665925238955,0.29135767748375757,0.1702568457952921,0.19303426286962141,0.1529814728089157,0.5673509374065033,0.6778350673225065,0.06950925372119056,0.3414904065875982,0.2807813874198381,0.2957193193622569,1.6093468399206394,0.29904488264228235,0.9224545625835322,0.17665585731378067,1.0651693915067961,1.7357584085469435,0.30126002992111406,0.4503887490514994,0.58764442323474,0.1803762784191544,0.23973362297814033,1.3453869224985275,0.3479301829793942
1216666.2542755315,0.26098041162238433,0.1733341474974845,0.28057213562139827,0.5755434449954419,0.4926394907406656,0.3738211101073336,1.2089263586316146,0.1832885839552857,0.28324959542989964,1.009758218787282,0.30298839844632963,0.05941934221148551,0.1313686588490888,0.23228925471259443,4.6066185591187505,0.10814336586329631,0.5222694931579825,0.6778622796612982,0.2111720497387222,0.8329235288412016,0.24471562442646144,0.7445522343988653,0.10802586130060529,0.38774756390129994,0.3162610966214975,0.04370337059234702,0.1621680094883489,0.10559723952946405,0.27069839904135834,0.10955461191634723,0.19577249954116915,0.08056088213292169,0.2222049561010326,0.19460161138601864,0.8373592866404272,0.8486879263817217,1.0315295560063236,0.07054385124195156,3.4418136402768154,1.065635024795054,0.2688015140497268,0.5489998215479581,0.058528140316124654,0.6916962037360186,0.5684656855277587,1.4195886962696926,0.5925874939469772,0.840631641646838,0.23646358592835984,1.1589590647704568,0.33528247757468926,0.06101229842324171,0.2137403584517607,0.762918335099935,0.812129833535446,0.21051623591965785,0.5592022830203869,0.39961719256150025,0.37375865043981354,0.28073402926875546,0.4083507708803002,0.4438383973972786,0.2986253485648194,0.3385374915846205,0.9037265838520387,0.5654268296311884,1.3237415421957202,2.0024018914934234,0.21919291861634643,0.08511650691506627,0.31429704696075234,0.1721554995965202,0.21476051486965095,0.1305938596927108,0.5625795790386285,0.7212721793440415,0.06455831234869507,0.3140674654801382,0.31329769228043197,0.3038595053362334,1.7663154258602973,0.2975734709822664,0.9091962322441223,0.17932864541304186,1.1872333602205842,1.7806743296178529,0.27933885150877674,0.46605550038135624,0.5578064707321461,0.18937104955617223,0.19271138014535844,1.1036934185377347,0.3425255436841245
1216666.8770225442,0.21052468729582463,0.1807250660659227,0.2718353857012753,0.6425051514201418,0.4291832829644425,0.34891370967999175,1.2979431762585631,0.16187558067145225,0.29219374702265316,0.8575265125271148,0.3126374490078152,0.05853967988709459,0.11820342001403801,0.20890277136904634,4.321415355351927,0.1109640539288409,0.5924412376607207,0.6543334875410766,0.21705821207397094,0.7843963972718903,0.23990909984285513,0.7049481073126364,0.07126853050447397,0.3661563672843496,0.2819012079885871,0.040495190746269734,0.17471378687952457,0.09587691382763566,0.24114645999339915,0.10203959992588876,0.21921109273152628,0.07595400482829752,0.23763182381307066,0.1941046790056492,0.9205906696318653,0.8703463654533713,1.0385884573260684,0.08562193074775307,3.8795234193435415,1.2027784874179717,0.26411278951657996,0.48072327876039384,0.06239778102840163,0.6038343383849653,0.5867929631491249,1.2589376300290314,0.5908211178329611,0.7101699451445818,0.2921471079568874,1.2190617774941752,0.31281443864729686,0.06435659744549575,0.20631419354990815,0.8484459113972921,0.7451703716938378,0.21972408539614638,0.501638224888491,0.36356266705060086,0.37912360707911913,0.22283924964947288,0.4181785834012517,0.4702123651509054,0.2931213462195505,0.2582436164162116,0.9464041624344117,0.5646641008496469,1.1000425893457555,1.8209485772937994,0.2333141583958347,0.07985609211823297,0.2613179451830712,0.14592533119409215,0.2850741220178959,0.11923674474465017,0.5663490025199283,0.707686833448272,0.07900809942803676,0.3212960881813847,0.3336006583303067,0.3064599878356941,1.5871222258913003,0.3030005622061378,0.8763165946112078,0.1366473123674739,1.329247107786185,1.833068527240073,0.25262962475498957,0.47728954105496246,0.5671705594187824,0.20502449276287066,0.20089430266420713,1.0991493923715006,1.2618722165792156
1216667.479314232,0.2009995629051089,0.17223976828222345,0.28003444032343755,0.44349691152469645,0.426033653077512,0.32598235707040685,1.0512806086155366,0.17934304434294226,0.28351796053519046,0.8575609387512904,0.32159236604189834,0.06353048002804387,0.12382040321759301,0.2522179975868023,3.7394579742997767,0.1061317741865083,0.4986091767475068,0.6501498894222466,0.19688318824021903,0.6674469515141391,0.2516702063049315,0.5495900896063056,0.06823187641592848,0.3944773945181183,0.2693168300722948,0.040481934768085356,0.16842651120902402,0.10658586616400455,0.22643672145457816,0.10186466207649433,0.18121349327167233,0.0772144512535965,0.25170174787734717,0.18276651243452122,0.8285026649646211,0.8119348734798658,1.0456479237560241,0.04504429950939015,3.8072286525952355,1.4996710771259196,0.2234890244888973,0.5029946778548567,0.05380291330288268,0.5932861791236792,0.5647648722881647,1.0760582660576536,0.5864517550014211,0.6314451803019637,0.27439485784470163,1.2976713990389324,0.3186635784225882,0.05762924530845779,0.22095759540892596,0.8865652546053362,0.7502320706938147,0.19785587472672986,0.5300481382166344,0.3524756228393798,0.38417948011314573,0.20796241857703707,0.4341338521680878,0.4253338416511671,0.35324128546914196,0.2605193696771161,1.0155442071207963,0.5238704716333314,1.1885552666000447,1.6515572851367022,0.2257908777373784,0.080704369954324,0.2406093017271772,0.13120968534509456,0.3028750872417102,0.1167474701569908,0.6105461031327122,0.6712738930496842,0.061025770157242275,0.33599370348330815,0.326270073184326,0.29053573183556647,1.4808313463712013,0.26981759507117287,0.8827716606263861,0.1443655810363063,1.460640525271981,1.8380832014086859,0.26964754196503554,0.47235146229397273,0.5140466027589201,0.1769760803059288,0.19468889246713217,1.0630829272985385,0.9409135075243464
1216668.0793330378,0.20703256454827035,0.17459795101834508,0.2785438486042102,0.5182278109923698,0.42306687164104867,0.3071501039951966,1.0125136515812172,0.17678809789513317,0.32192867863002517,1.1154348293581389,0.32992561413205457,0.05804314411238366,0.12143621800496227,0.22421663974621114,3.3846222934321335,0.09495012930429148,0.5458769252003085,0.6476785695168982,0.20250273031624347,0.7172661271580575,0.2565539917625889,0.5117028875651378,0.06487501657728624,0.49710173890636145,0.2952717435682235,0.04047145453145019,0.16420787067918644,0.11556137055317113,0.25136415910479604,0.11030272139369979,0.18534744483752547,0.0693934589868747,0.2421228297259433,0.18826182602391434,0.7154182104465058,0.8306158186431665,0.9330154464164554,0.05964316040169864,4.068921320329489,1.5388911140863633,0.226668181020032,0.5436048048040533,0.050504148531791845,0.603183189843578,0.6349445161277849,0.899901282154214,0.5821532518000821,0.5914147808059925,0.27575100052121315,1.370706292874739,0.3475447316640334,0.04863915043239038,0.24931459694552577,1.0041960679877833,0.7735553665365601,0.21812867542877773,0.6179896987290743,0.3717816963162277,0.37954389524607324,0.23557896946307996,0.42586143100733287,0.4448572565299628,0.43079515008899305,0.2655132858613477,1.0926198635024682,0.5064248499611333,1.2452031243048511,1.7467432715943052,0.22070177508531025,0.07688407397187443,0.3019414111876469,0.13071661972934362,0.29091564332090525,0.10486848676028117,0.7182591121056691,0.6390725029501088,0.05968293841984036,0.32779706178281554,0.4629266681552626,0.29242535667731656,1.648239884345552,0.29429294220832886,0.9246114533223724,0.19623026722886908,1.4913856929598008,1.66164613959037,0.2498805595148015,0.5371109061169397,0.5252834272020465,0.17716304614093412,0.226668181020032,1.0240433101395956,0.6571905378275603
