time,OLQVL,URYD?,RICR,M3L,OLLL,CEPDR,ASHR,AIBL,AVAR,AIY?,AIMR,IL2VR,IL1DR,AQR,AUAR,SIBV?,URBL,URADL,RMGR,AVBR,AVDR,URYVR,VB02,RIBR,AVAL,URXL,FLPR,AIML,RIML,IL2DL,AIBR,RMDVR,AVEL,URXR,SIBV?,RMDR,RMDL,ADER,ASER,RIVR,NSMR,AVDL,M3R,SAADR,ADAR,IL1VR,MI,URBR,AIZR,CEPDL,AIZL,URYVL,I1L,AWCR,IL1VL,AWBR,SAAVR,NSML,RMDDR,AVJR,RMDDL,MCL,I2L,RMEV
1463641.5886809973,0.394569369523967,0.27144399620309306,1.5550028927788302,0.06822943475947921,0.9465983096002969,0.3258943947881664,1.1317299045899978,0.5704931744396613,2.187423673209767,0.8018408850183661,1.6232716415312562,0.17171074414468931,0.22740592378309027,0.11527434571951173,0.7611594946104647,1.482956426704135,0.3898005332133778,0.47303235301567315,0.9624414123219578,5.663596375374133,0.4840044643992319,0.4834085465656943,0.9410854181048653,2.6962004419491565,2.0761797547425767,0.23505507271473794,0.5573656056453385,0.8017022397776741,1.6395563590942812,0.30903179610719356,0.5781769931233482,0.26016779415862024,0.9635743329204605,0.4536258975073378,1.8864619489652403,0.9741989862944774,1.3371453446403168,0.6823829572503238,1.3033466121825816,1.0448038058557731,0.4917171309597922,0.5378518358447515,0.10443549684101781,2.200903334604387,1.2344363120329511,0.16380935187764978,0.07053921783045435,0.41366679271220613,3.298637402909932,0.49799923135532964,2.4832331300350408,5.4695275495039155,0.11267417250779341,0.07112279343271156,0.07845059639244548,0.850677081083782,1.0283333224785052,0.4743838740242893,0.39748562502673096,0.6474221605790549,1.1827423270282664,0.7724569558523982,1.0686892467746398,2.880378236150642
1463642.1886996974,0.19835593163146398,0.27212438802651573,1.5244020671677325,0.07043641811451504,0.8821319902745177,0.3014941287210881,1.086789888942334,0.5705399108754475,2.107912538132378,0.8058209722528225,1.4334507909788883,0.13774717474407222,0.2825851323230713,0.12291990410716876,0.7538527199630134,1.2962596690608048,0.3818316589084091,0.5310316279897461,0.9852494217250083,5.410446648376215,0.4978915088646159,0.4834481487791954,0.8501513851872022,2.3741880095484076,2.0002037665962153,0.2360140568843316,0.5352461647198234,0.7493446306077529,1.616233516997114,0.3264190625753469,0.6069691507922799,0.25725739959245036,0.9115162297691322,0.3216526480438939,2.186328380179611,0.9417439276556894,1.2111660009365237,0.6090732219225578,1.308951357952645,1.0266269566687343,0.41546325285712105,0.5039285699755786,0.0913066986874993,2.005119743665886,1.2547165907850746,0.15244020671677325,0.07375439277635362,0.39416883849842205,3.117273663328252,0.47060290811114913,2.4954853836470874,5.371770023945678,0.10775973670244234,0.0718837853414082,0.07349582144942485,0.7390688076141866,1.0181312915866207,0.42170909947622454,0.3383045736378117,0.6424355144608352,1.1221621324695308,0.7417155563142349,0.9117690651676781,2.629440513447956
1463642.813719544,0.20145323093209305,0.24857447806903468,1.402227100894721,0.07369159187495963,0.8088024489091519,0.3211740081717369,1.1692374932529472,0.6208741727738518,2.143211847545783,0.9223458696213983,1.5240214149229716,0.13332129552696942,0.18069434469898904,0.10627719071052881,0.7481315190349586,1.2940774040596614,0.37137724317688514,0.43766540047992836,1.0530446647239995,5.415765591283494,0.5038482215574417,0.447088818193611,0.7587513435331908,2.093764584522347,2.0248126546107637,0.22923673543979708,0.5348678606119751,0.6963166809609697,1.734327019362907,0.2890566073545632,0.6015971005210816,0.2377198741388379,0.954821718508722,0.3211740081717369,2.489098563330961,0.878210178594593,1.1546081107724262,0.5280740943183174,1.4736795192026344,0.9645820047402,0.42655922960308806,0.5200250892767984,0.08946560620888738,1.9009932683676025,1.0947648170110913,0.15783441867666503,0.054417449517341315,0.43052997307532914,3.1250534398356584,0.47786011337292844,2.308438183734359,5.264313408589561,0.11310694560227577,0.07343425814981924,0.067618060699302,0.7593100633722414,0.9963201409566403,0.4478157918817307,0.35099351389322364,0.559511281204157,1.108496403203842,0.70933662209413,0.8475425215643058,2.22290028628772
1463643.4137386007,0.2005032745768266,0.2834371186020426,1.372571133460369,0.06329961254697113,0.7895152895629546,0.34547708801383437,1.382945820788112,0.669167332639409,2.305440786498154,0.9285068500001045,1.4718284529576442,0.13596910695119907,0.19174970350485987,0.11661837332305053,0.7422011080022697,1.1519237654721255,0.3759271257248145,0.4461115550929393,0.9423776637170376,5.499470338080851,0.462123620506064,0.4150011440140896,0.7082985711224749,2.0914675804213885,2.163139793262449,0.23657430951898298,0.529951823221666,0.6951835579083804,1.7650203561565505,0.33422195424800755,0.662496505647365,0.2336302736671912,1.0356161100371806,0.34514946630874777,2.606264047218324,0.811040265354478,1.240672405920634,0.5217329040660107,1.6976572451082217,1.0112398752449696,0.4474432313767988,0.5510789798206898,0.08922231101858787,1.8391308626089562,1.2615132891851963,0.14308014239708092,0.07673118747598556,0.3903476107063219,3.12710606693264,0.5021769262059709,2.3259333493121526,4.966504942794956,0.10174134075751222,0.0626961785900958,0.07878313751732711,0.7769952440599772,0.9292177269496833,0.47489294574409674,0.35244978442415476,0.5213345495291127,1.036763254035991,0.774511496886603,0.9426894798557675,2.366739197545699
1463643.9937565755,0.20441694847484188,0.2111103029329722,1.4707324054512607,0.06643797348525071,0.7798156625793157,0.32013573827238173,1.3128502294289417,0.6900074054890987,2.3066165617623273,0.9369110138430253,1.3859099022662005,0.13869461423119575,0.2111598686502273,0.10598030722171406,0.7425656343769734,1.1347679981328567,0.36463563781998826,0.4506250204988945,1.0038332291175271,5.203982418858669,0.46845550692151267,0.4358215277876545,0.6969703883466408,1.8738220276860507,2.192115084443681,0.24073407994577734,0.5523807606045199,0.6632066727203437,1.8888218345579217,0.31544240164564175,0.6981971803682209,0.26263812786974294,1.0502951492762578,0.3693591496881158,1.7241765185305675,0.8247456107773111,1.2175715818664867,0.49601171321101345,2.0272343574381253,0.9813745873813383,0.4848350701005866,0.56896050658831,0.13505023622962528,1.7120156687493722,1.266639353478768,0.17911534088175485,0.09567049085016809,0.3606692840900142,3.1292561315838174,0.5069276983112021,2.621707135227413,4.911323340081592,0.10777084018231461,0.07596575787916422,0.07913099779079606,0.7631291322431094,0.8699887985685236,0.5235679195005142,0.366617353242923,0.5007627832609273,1.0398682681114897,0.7511441748913911,0.9369110138430253,2.4876602781349297
1463644.588775347,0.22328219158972415,0.18929045823804175,1.5935631387506968,0.07005516024510704,0.7583646820178938,0.30584170477926925,1.252948759907038,0.6960480564353135,2.3919982368699233,0.7920927525651664,1.3350314442762339,0.14150128268991644,0.1918242675215431,0.107264593001557,0.7429308901173914,1.0446147416616258,0.3736454290680364,0.454122906098075,0.9777263668991026,5.215522276440695,0.5011795039628152,0.45769909418203,0.6767133882009992,1.7494212712869894,2.5428806933552934,0.2322100121385369,0.5231239130317048,0.6311823608767706,2.0481760793914536,0.29944969914048974,0.743425821410288,0.2355269800043831,1.0679951766090123,0.3307015652746965,1.6051675702472632,0.8531921142046369,1.2793486836107648,0.5199139445934507,2.6299543041447926,1.0352486578355824,0.5157064461066649,0.5334162575966389,0.08789442782079691,1.6148087070328263,1.2741050605689144,0.17196481394284216,0.09651376153939639,0.3545359123215215,3.1315117518774986,0.42638207432889236,2.601733026481512,4.791130788463075,0.12749320984961116,0.08095490751568425,0.0885621709147738,0.7869074763895736,1.0410975203092296,0.5016615927507748,0.34438954396984117,0.5178090298380117,1.050993884570724,0.7460376543637702,0.9145449474812215,2.5110171470013354
1463645.188793969,0.19769293860791795,0.202291089129857,1.655480667902705,0.08263630621810508,0.7514336793578047,0.2820291300878394,1.5180445369824804,0.6734101722752939,2.3559971554592574,0.8022812748300782,1.1967330129417144,0.14439278683581974,0.19127918724461224,0.11660305225132175,0.7432968776460172,1.0229025011238086,0.3973153602966492,0.4334720270211165,0.8915759596325248,4.32067309978534,0.5116055871284156,0.4796349247969922,0.6534558148160583,1.4317026968029258,2.550190559225634,0.2303893877450573,0.5095065690008325,0.6400713995912097,1.9289699846367399,0.29313300650817126,0.7478859565247752,0.23112583557142322,1.156242334090025,0.3013467428066598,1.5342134935613303,0.8701313483585646,1.1809580365498749,0.4911121326694771,2.871827174175281,1.048791453613252,0.5121607749603511,0.5099670906130782,0.07333548487838071,1.577958403759055,1.3717269912492294,0.17359960397837132,0.0940827840362983,0.3845500661468548,3.1794722228567234,0.39096069753044016,2.1688509663180597,5.2672094896295745,0.10581298343760931,0.09113747703735518,0.08573143563205497,0.7431891092081109,1.3591656681914102,0.5247561362408575,0.3091675486841786,0.5109178238810305,0.9796583712288734,0.7766867367518803,0.9243153517362042,2.5354208427338722
1463645.7888127433,0.19878754763916662,0.2162114021083118,1.7291768429663175,0.06828781536840474,0.6929082788970323,0.2882440539000525,1.4140297661737844,0.7357589870560597,2.515928884792232,0.8124023521752777,1.1404533059957416,0.14737302638917477,0.1906050093586198,0.11340406640585435,0.7436635993961286,1.113248385196905,0.3868931956017856,0.4142436163536671,0.9715950201313469,4.772989247832006,0.4820063655121728,0.4975543994296961,0.6335603127976659,1.5963169533784407,2.557199387525419,0.2282157560239433,0.5174399793937992,0.6324423500417045,2.1953588390545096,0.31238043200440463,0.7793297282878054,0.2311780915894666,1.2141416238403242,0.3598622576690742,1.3796802413527873,0.7756264135563911,1.1110804001974848,0.48642095840685873,2.838852413776614,1.0130468215469945,0.5082800249563194,0.5152770470040501,0.07520791284506406,1.542970012627817,1.3234730139615185,0.1772371245415062,0.08476654938812991,0.3748565184052856,3.0831600259170795,0.4339781840598105,2.6592385493708295,5.086194213405051,0.10092290880142304,0.07875880580281024,0.08761890165977204,0.8175062369476973,1.5783432353906761,0.49026373356246844,0.3202555689456922,0.5049437120071198,0.8708483425974882,0.8093493011023212,0.9186450862234795,2.560943725971594
1463646.4138325427,0.15571334693929512,0.23115243862001292,1.516884736461756,0.08343187560657603,0.8080966944393589,0.29804252778946844,1.3569537690679354,0.7324950842332857,2.5141018454447233,0.8224566730713558,1.0833605479187454,0.14259196075314767,0.1905053062852151,0.11052814064606228,0.7440310578118472,1.0614276929578776,0.43209404494340786,0.4342443721154267,0.9907733875603775,4.946428699156539,0.4579241381012397,0.47700704603071553,0.6163478436128165,1.5287409491267232,2.5265217265365982,0.23058539800579356,0.501569303149625,0.5706944674037218,1.886904671700653,0.28774238970162697,0.7297501927366812,0.2053183914733995,1.0489394285698286,0.29241203762592766,1.2878778911659992,0.7979742418729527,1.103219793767988,0.5278017548241271,2.3545872677343547,1.0388824022563923,0.5704805639301821,0.535111306901979,0.07653706883456877,1.401420122453656,1.303585132772929,0.16253984772076255,0.07915305603752396,0.3829101061399082,3.1065093308718184,0.43479188782602246,2.3609310143021167,5.489420120266956,0.10872807899039151,0.08228349667878652,0.07590146335992615,0.7562102876867282,1.3225716917221118,0.5720681721785963,0.28695721785171885,0.5246627469364731,0.8900426631403536,0.8141089161412859,0.85103709742294,2.4588191700822724
1463647.013851276,0.15215825469221037,0.16518413892567435,1.3133352972667047,0.08319185049443928,0.837386842569226,0.2961591362856439,1.266768189730882,0.6948910086702187,2.504475946749959,0.9287739866412521,1.0659431614986847,0.13752331828648665,0.18055093404348715,0.10648090148839451,0.7290798562728757,1.5018642608169612,0.3905395203766733,0.4512901124352669,0.9760794633414235,5.352995025962935,0.4815629046534412,0.4546055540564421,0.6594942069396931,2.136227216980625,2.5404962258497585,0.23015425115436688,0.5230795615696632,0.54709055558346,1.9721448759592661,0.2711183447243021,0.7126539347038798,0.2249507637369638,0.971586123863919,0.3187342713852273,1.6455915244962551,0.738333421607641,1.258405121213725,0.5397814085206163,2.464930099880174,1.0829555348823428,0.5488107996872198,0.48726917641698836,0.09489486036861262,1.4219024023621294,1.3298371360518517,0.15149881216743416,0.07382035802823991,0.3876031330054201,3.1188156063883627,0.49439728293838203,2.335554377596892,5.347300828639457,0.10716651746483911,0.06900634745638676,0.07221533346290973,0.8241730567949105,1.1256958235580894,0.6025466885811531,0.31591274851639534,0.4448178943951262,0.9033795747660416,0.7321358905602184,0.7609221622822924,2.640109395120077
