time,I1L,RMDVL,M4,CEPDR,AVJL,MI,OLQDR,IL2VR,ADEL,CEPVL,IL2VL,AWAR,AIML,OLQVL,AWCL,ASEL,ASGL,URBL,BAGL,AINL,RMDDR,AVK?,IL1VL,RIH,AVL,OLLL,NSMR,IL1VR,IL2L,AVJR,M3R,AIBR,AVDR,RMDDL,SMDVL,AIA?,AVER,RIML,AUAL,IL2DL,AVDL,RMER,AIY?,URYDL,URBR,AWBL,URYVR,AVEL,AVAR,CEPDL,NSML,IL1DL,SMDDR,URXL,RMEL,RIVL,MCR,RMDL,RID,OLQVR,OLQDL,RICL,I3,RMDVR,SMDVR,RMDR,IL2DR,IL1DR,URXR,CEPVR,M3L,SMB?L,RMGL,AIZL,ADAL,SMDDL,AVAL,AIBL
536743.4035419341,0.035793362191413644,0.2627653883228484,0.3438097002163143,0.485419519679714,1.0453767251786397,0.11671505505831081,0.9979795445791576,0.08353216818740472,0.3574936683841278,0.5517079086475947,0.11105245615612332,1.2293440793830377,0.3576097000843499,0.9036145995818478,0.15281468242326923,0.7549709403000122,1.3498055870922936,0.32305505964891307,3.702280017150299,1.7200826448095063,0.37383724029501586,1.440156455230996,0.40259766306716366,0.8870583272970491,0.7355185015019902,1.3953029660664495,0.176679549979115,0.2677370659555078,0.19584096847764743,0.3689175166878076,0.11626114636609544,0.5878944194652846,0.2848661120237135,0.37947132880038986,0.4289041047671259,0.3243436814718523,0.5002648739223461,0.7645681867587896,0.5774252375201746,0.1226389884998601,0.29641561854210446,0.0849798533402963,0.15353894731882414,0.885252377772163,0.5562385661094617,0.5726937950626183,0.9050696638919131,0.400525159038801,1.1237961365752946,0.41278751889970505,0.18562704041645492,0.18755525928589717,0.7860503069486917,0.28845238942492174,0.2062074296800184,1.3525970337242113,0.22124736438826115,0.7867882887136526,0.7611056925443163,0.968892443565018,0.9048351412800008,0.40792948396973666,0.3667631040486407,0.2905578813185343,0.8989960736448078,0.8477902151548505,0.11137622424987295,0.3509374205038647,0.29012226230606275,0.38575619336544537,0.11165410904091554,0.6376894143871802,0.5257162144638499,0.8244662993935526,0.6752886727877397,0.4299797263464792,0.29140269766153903,0.6391927280751271
536743.9990152175,0.03661252118581431,0.22822368805498222,0.3370896669427238,0.42145740248582225,0.51370183571481,0.11672889242597777,0.9389139175931134,0.1077253027197998,0.4403239914953519,0.4793525113706062,0.12292977487544723,1.1957433322161426,0.3621057640505892,0.8928655404724257,0.14785223565002464,0.7085931023346831,1.2825001431267968,0.28231458643809604,3.0966261168216738,1.5983856882185679,0.35957865712829934,1.467440538914645,0.3963607169912634,0.9217557367430657,0.6064535560522063,1.28494803128988,0.19073942488738746,0.24383184212408293,0.19586418676327239,0.3107603625733355,0.10471140536153202,0.5161669311343217,0.25871642528832656,0.31885702431610846,0.3923621221161939,0.35097902653415086,0.41395565764237674,0.7646588315440862,0.595427127760348,0.09446680392351675,0.334128870054241,0.08655210945599448,0.13506170898979267,0.779415847098122,0.4715827498749518,0.5072157014254817,0.8391336959252976,0.3828470608452272,1.0633018474491498,0.45123984909425374,0.17661346911626752,0.18422097817284444,0.7220190064187981,0.2696067514645736,0.18981518781948975,1.2257854694723165,0.14309578288872282,0.673710623358748,0.8002103277739705,0.8481019730022392,0.7650953803175184,0.38527637678610754,0.30886820645449575,0.30404410087792555,0.7580669450652578,0.7730616758467684,0.12995433343975848,0.31805449333300306,0.22512291095877357,0.44151848850662717,0.10347074889990249,0.5961612633254718,0.5257785417149862,0.8372679691765534,0.6753687328763206,0.4227560058787164,0.22198683920340997,0.607283177879911
536744.6035795949,0.03727251401082898,0.22394786040632353,0.2937857673950143,0.376780964635639,0.6696041026149073,0.12328905282299059,0.8281850443580703,0.07392028986068101,0.40763236766329586,0.4259199454980934,0.11492061257692918,1.1782502696582697,0.32382291255787243,1.0682344394732814,0.1384460278327136,0.714833572279113,1.2471679673930283,0.2837305519554692,2.820800546983544,1.564135837525416,0.37498026457393274,1.3859106652853834,0.29331968738328235,1.0235117057632754,0.583637702238178,1.2282140469159306,0.17495926594244027,0.20615889858833353,0.181074347082176,0.3402459871010708,0.11739202360008893,0.4633180561068326,0.28622549574403705,0.3443198353747224,0.32509764402317964,0.29621010606068954,0.38336986323488165,0.7812311570560267,0.5774703436375632,0.11056453611640321,0.30979856228083813,0.0801642122921638,0.12327282630906286,0.7654591793810331,0.5676112114557398,0.5149744431513336,0.7572803372121345,0.35096697692423595,0.9825712375327446,0.43070984861374406,0.1667945001984597,0.1713237487280519,0.7051771859431045,0.2833450484881384,0.1741508732945214,1.1306832561152598,0.17393009378983765,0.6707197552771504,0.8339725009922985,0.7263921460313805,0.6383680416686504,0.42544051718377557,0.2718907213266428,0.2763060407328019,0.7478363597665352,0.751201251936349,0.0886157321007165,0.27424237092221737,0.2485900105390616,0.4380461621373689,0.14013852206049737,0.5577595895170054,0.4780242994901927,0.7834287130533714,0.6250453164966568,0.4041246616009758,0.21108394891041174,0.5397048542631208
536745.2035983629,0.037984275102854376,0.2037080696662577,0.31846361557824954,0.4005284023677233,0.599199834189041,0.10591382528679501,0.7336549187709995,0.09435958980096282,0.362769011209584,0.5204329648519014,0.12238367850124877,1.132315077611554,0.25873821170880124,0.9999618966307618,0.12817666018304702,0.5738289124920362,1.010995605010316,0.27917265001989405,2.844075064837592,1.4635774673383384,0.3659364526830818,1.3173955000257125,0.29820122467111,0.9042794022592271,0.5459376267055707,1.1545379055330072,0.12718976966258813,0.15971579504684247,0.18115577356745932,0.38376567863656896,0.11769799580717111,0.42559653694789107,0.2476939232275274,0.3284823265376478,0.30627950392572967,0.27526266892717843,0.35080329426863976,0.6741502511591516,0.554814661286149,0.11998629158364191,0.2821512504992093,0.07836425263716325,0.1359362765290979,0.7205535150160229,0.47285936171348636,0.5036924532104967,0.7113732711618042,0.37415124234603087,0.9712779205277678,0.4255586151322493,0.19247800941542553,0.13561708808977202,0.6912085831679972,0.252629960593166,0.16636925418792783,1.1092066066398896,0.16984726164173308,0.725833104207788,0.8981662612467338,0.717719724763789,0.5709474275673087,0.391531025213086,0.25155949465844923,0.31420870601759465,0.6450436747460185,0.6901143912461722,0.10846442914680211,0.2542723192875261,0.2795463751203223,0.3724444949027641,0.11750313157570229,0.5874012439237153,0.5129143725805232,0.7269787984481396,0.46646569370412677,0.4101603931207655,0.1813257826580441,0.5075513873278352
536745.8036173353,0.042561430505607616,0.17970665625446927,0.35352670230865446,0.3850016579985275,0.5670024417796495,0.1217202694077568,0.6399528806268882,0.12409144348712868,0.3433977052474002,0.35581468109458125,0.1278095391721363,0.9100039189056104,0.3608636230142938,0.8533814528403725,0.11728939399227868,0.5618285064547681,0.9659259474417095,0.32025888991527923,2.3112982970976854,1.542307111384626,0.3429000274137083,1.368232842609854,0.2646110686179434,0.7624357158398357,0.462461007968425,1.042712823746012,0.23333433818092572,0.1483266299537779,0.16545525798283828,0.3421614735085095,0.13270890484040154,0.388153330338886,0.28481038683305365,0.3165231022280384,0.2868207194258371,0.34817541245084227,0.3357768470828188,0.677345486238307,0.48343958191860553,0.10796656664981819,0.30525447912656556,0.077013950335397,0.1434373102150962,0.6420583205611807,0.3767220524501721,0.4218561213469717,0.5824025080995907,0.3190495667488345,0.9215229558537827,0.3903375982902618,0.15672289714485513,0.16058892686569598,0.6288229327269106,0.2708848874881817,0.16288448020187432,0.9734925644106529,0.16545525798283828,0.7508775505723889,0.9198773791469009,0.6295232589689497,0.5449338535912266,0.35904916528248576,0.23947471550147642,0.3049481217609227,0.6105089582531311,0.6807662904790063,0.09242227301385106,0.24104270471011705,0.37814352035604754,0.3363057961172908,0.10282530157125541,0.4996099946932764,0.5421299942416402,0.6928438928031352,0.6312165911484003,0.34426074180820715,0.19661652549968256,0.4750020455825989
536746.4036360742,0.041945131470440405,0.19272955893695654,0.4185185677645589,0.42505221713049784,0.5883551069680379,0.105337014593887,0.5837585826948501,0.11288208447642588,0.350043002342763,0.3426625775945722,0.09275024775451554,0.923021193411626,0.33906126109279394,0.7226790137539335,0.11376397576139796,0.5249630417743348,0.737928491425284,0.34615363565006557,1.9168276586389734,1.3960538564023135,0.3404963750061421,1.3038481193646745,0.21888764956623405,0.7488261695686954,0.5150245104236931,0.9762602832256305,0.1959570874359008,0.15021262818980702,0.18113875752300257,0.42997408161788203,0.09580124274644038,0.3825554710349382,0.27359189262863803,0.33794592799709394,0.29123577794917876,0.3265286632540888,0.30066193594083745,0.6812983859157166,0.4768473124872117,0.10688145765483652,0.2985332575788848,0.07989531122174512,0.1300159722987405,0.6124344861364266,0.42143108262350376,0.34816357682682864,0.6774516451355427,0.286473016684142,0.8742806326230268,0.40334500497222914,0.20522128960879632,0.18718611614641364,0.6570037890125705,0.3198907833290794,0.1629136880351648,0.9140688139437539,0.12672442869624076,0.8871540308023971,1.0000848363511485,0.5432080936879315,0.5872261360939216,0.3835471182812845,0.30683769462502763,0.32450707840136467,0.6310108522232207,0.6752442432289427,0.10354565458522448,0.260031944597481,0.46863966134546026,0.29967096054221903,0.09672685861838667,0.5768314263958206,0.6395380259019129,0.6670705851463788,0.6119717316820028,0.35079781205131877,0.22797321170190119,0.37276604113471973
536747.0036549505,0.041373623003069106,0.20704568421278358,0.33598713982358136,0.5237577079606401,0.7028278743053005,0.1306333837411719,0.5641114721554262,0.10388377080118438,0.3797605396175747,0.3409414019290712,0.1375913509171833,0.9551688273548052,0.2864053385471077,0.6124317775392575,0.10402510926485946,0.4872893375917028,0.6195212659098306,0.38912738363481353,1.6904080255539664,1.454859366255463,0.3229811860239588,1.4052514760340664,0.18990195306444668,0.7488332333605131,0.5089400507044199,0.9687982020025588,0.17370605077624435,0.15104082458762347,0.19025084020263744,0.43079100592508596,0.0780188319486446,0.34525575057733526,0.24728512245765,0.3376621490250479,0.31377944283239306,0.3435928691778057,0.3123632201633926,0.636175063380525,0.47144712980933107,0.10872931642444782,0.27817525320566633,0.08124144690204037,0.1243006426659556,0.5811956962225328,0.34356332042744636,0.378273124599489,0.5474048581944527,0.264622697352209,0.8916437936987954,0.4478858871125893,0.20084660180832606,0.18273350159688853,0.7834802533239416,0.3661218929433601,0.17489417917188607,1.0141260652076483,0.10343405750767276,0.8930457493492652,1.1976575079835794,0.47764004377800573,0.5611193770335918,0.43017232684012946,0.2954639883569961,0.292333336255262,0.6184826207894689,0.632968876058448,0.09204468937761441,0.24797652248634366,0.45848103713030647,0.2921692883673522,0.08832320597959765,0.5161611747821914,0.5243657002345498,0.6947830892468054,0.5545016600181446,0.378670213635325,0.2213601463031719,0.3428100191682869
536747.6036738124,0.029177167270388993,0.21298231082203953,0.35675001278713464,0.566426073942485,0.6210285874263474,0.14349992021062252,0.7143240645412747,0.07855619045794072,0.4064984964614195,0.3195189655517566,0.11829115950978046,0.9762933883170162,0.25827899883257827,0.5722059318398574,0.11317140088979194,0.5144233635528307,0.5426090732964165,0.3978203373653983,1.4882322307939089,1.4065147758841596,0.3616369992636707,1.4641633030231567,0.1946943462250697,0.7980144710576522,0.5068310526493085,0.9973286266969329,0.13907783065552087,0.13960295752119667,0.19164791975497614,0.3431234870997746,0.09817258634507356,0.3099506905956819,0.24827116877349178,0.3696067023845968,0.30989876385911036,0.37210472010820184,0.34613217446240935,0.6167416814388675,0.49906285702691755,0.10146963904224453,0.2791933517812773,0.0767302443388517,0.1208319094862337,0.6729572451073591,0.3463202897746172,0.3909382412179728,0.6047176325125765,0.25624903409397676,0.8358168172943888,0.418322874452115,0.18006480372582923,0.1739922818876408,0.7217338491967776,0.3450100107917778,0.18512627823402994,1.0534358907929091,0.11101556327269958,0.8455246358003439,1.2259290058542398,0.5566462481624942,0.7522100054463862,0.41960413680728176,0.29684596266395763,0.2752880771738145,0.6872672089226461,0.64202053117917,0.07544151537316049,0.23835876370639789,0.4103370706117434,0.3286060672871908,0.0959471269210324,0.6032291450118978,0.5660370450455465,0.6710415018849235,0.5575756665371338,0.4045900528160607,0.20930890506086353,0.36298777893937
536748.2036925834,0.030920452451271497,0.22599463868049102,0.3268230159379409,0.5807102391298857,1.0765084775787412,0.1333466201391815,0.7476424338107295,0.09243000450746697,0.3200318883340356,0.336570586892017,0.11875246231285429,0.8988376393743642,0.37467924327171076,0.8591434010521524,0.0988428750492064,0.42410162068185603,0.5008970642192713,0.5345676590963961,1.493768497995225,1.2415030150889312,0.37599805599836206,1.5411018329662949,0.21761630085623868,1.0925226532782595,0.5012510300621228,0.9522576718797552,0.18208710887970994,0.13823366904480597,0.16016921614418927,0.29133937420753586,0.11786888744445509,0.327656748121456,0.2930137384271194,0.4503750299418357,0.2951066937015988,0.3509500143212286,0.36799756912697285,0.6146013246821443,0.47520294268607227,0.09617276877449467,0.2608850390381809,0.07828166891866142,0.11850475171145076,0.5397089496150492,0.32477525268018437,0.43404485256209924,0.6716327786546678,0.21606685333596412,0.8477606337334321,0.4125840835642974,0.22082904693922265,0.20455457903613822,0.8524987370277328,0.3850100560889389,0.22957202717710762,1.0195199875062098,0.10115950493317218,0.8927227906164766,1.1943551528388456,0.6202568848292908,0.8078734813380544,0.37136186679414523,0.26874302214174056,0.28451110762454673,0.5252512756145478,0.73819098194477,0.08559650417422261,0.23427232036141415,0.29228004561872256,0.3662671730338993,0.11849486478072228,0.519736826526731,0.5449322236546064,0.6151591516206416,0.5228243720308502,0.3155372637319476,0.23474644698777933,0.32815156478321705
536748.8173482363,0.02915533319170341,0.25177906909548525,0.2891590789834118,0.8165518974394987,0.8899828234682307,0.1348953307787075,0.7565868552370986,0.09153611731412294,0.3529238305256882,0.35934491961618903,0.10466017043175581,0.8320483549324588,0.30351449425209187,1.0478644256313518,0.11029779301429112,0.5010532572709114,0.5119659582290003,0.4345049601924683,1.343874417321009,1.3326728368310239,0.39425594098725336,1.535052363599585,0.2152193686514833,1.182960180466145,0.512332466297531,1.0484510393679056,0.1881288187512966,0.1430461060523454,0.15313685846355543,0.2822684796544454,0.12140579770083675,0.3246787379083392,0.29700130768015853,0.458856558239383,0.2668834346009773,0.322829052977225,0.3389018343891071,0.5848746458580456,0.46199989519160783,0.08811711123447828,0.24652268965453752,0.07764892129699534,0.1373316532927716,0.6616477699299589,0.30883930994072506,0.4728789357960768,0.7210662262289581,0.23214351169281283,0.8452928097248812,0.37521083147699547,0.19057886848387165,0.20287547773692455,0.9081088745136118,0.35805726806060734,0.23232176618537692,0.9206982427870146,0.10117149808403061,0.8512005266499603,1.149168671340679,0.603281895982553,0.8675933184753192,0.4094390157360434,0.2743304082663138,0.32717833617683123,0.5849186611083359,0.7714691179548848,0.04598704458365028,0.22920577324554522,0.31299932219746973,0.3621864410963624,0.12497655645674371,0.5038218465955246,0.49762260104122036,0.6691946078088291,0.5151759178752612,0.34752086015644634,0.21687803180962328,0.3490416683899057
