time,M1,NSML,ASGL,FLPL,AQR,ASER,I1L,AIBR,I2L,IL2DL,RID,ADLL,AWCR,RMDL,AVAL,I6,URYVR,RMDVL,NSMR,M3L,AWBL,AVDL,IL1VL,M4,IL2VR,I2R,M3R,AUAL,URYDR,URXL,CEPVR,ADEL,AWCL,BAGL,IL1L,AVEL,IL2L,RMEL,IL2VL,ASEL,RICL,I1R,AIBL,RIVR,AVJR,MI,I3,URYDL,RMDVR,AVJL,OLQDL,IL1R,RMDD?,CEPVL,AIY?,CEPDL,AINL,AIZL,RIMR,IL1VR,RMER,OLQVR,SMDVL,OLQDR,URBR,URYVL,RIVL
4862831.324151298,0.38715412255436593,0.193476553976416,0.4791981173773402,0.35719576783289714,0.10132802621293077,1.1965615051474223,0.11180193308088127,0.6389555342938267,1.3044068323701723,0.12121877632964252,0.5276724110115981,0.8705846671196059,0.12668322544777497,1.0116028149726737,1.065433433093128,0.2607098468379569,0.4480950492527384,0.24460717982737715,0.18524120696381147,0.12785645405344803,0.3092866580556495,0.24070954270327607,0.13533071957297468,0.29136048136433557,0.12119461953882354,1.204751752674451,0.18551135039063368,1.1855988558799897,0.31091287774966536,0.4735705038295438,0.35867431154787777,0.22077675784350248,0.13598560181955688,3.490622778632676,0.3329690904447271,0.5169829146559305,0.6754213181419325,0.14612288726054248,0.10567375225692921,0.26546807539763073,0.7192353656795546,0.07332464442317536,0.6762250016597182,0.737436423913078,0.6579922039027053,0.1053254342573447,0.449463278410762,0.36150370865389836,0.26047395958789465,0.268857029551643,0.8104488342734624,0.6721425738791076,0.3297131815109676,0.35124869989811425,0.24081457536111964,0.4042620226430274,1.3314824320652796,0.9924605192433698,0.7175899365257377,0.288286150827836,0.1497227769359449,0.17077238033410552,0.9291242929381868,0.346333005624731,0.398902005802166,0.6612007180252616,0.47140810249088755
4862831.946898156,0.37869582994886414,0.1830322220284971,0.44181180160700817,0.35443787629975476,0.12508321986851595,1.091535039264373,0.08835912372346304,0.5971492614667813,1.2595405241190436,0.11886826991580128,0.5278135121765022,0.8389724104984142,0.14461272259327007,0.9126474574124194,1.065718333147404,0.21514313817384742,0.45528215962100493,0.25437255342273235,0.1908915121073758,0.12291765165749592,0.32716156346318337,0.24077390914762709,0.12174267399657833,0.28402187246164806,0.11192417592859114,1.327422564348492,0.1701815839070473,1.3839263663430073,0.30179801327164707,0.5369399992819998,0.37276698832182353,0.22083579420217003,0.1446898956825067,2.5408307268495105,0.3015053643866741,0.4550887547243543,0.5585446856436423,0.13440582007589902,0.12370730444996227,0.22971012148770167,0.6844089999491073,0.07334425165017526,0.6484611810824472,0.6617464502819184,1.1487361268388376,0.08893712404824401,0.3767541983350984,0.376500491804233,0.2786419312127426,0.24988970694971216,0.7049718245672596,0.7840603803166624,0.28649162787435806,0.3413328634488926,0.2170370038267862,0.37068581239412907,1.2455373412704065,0.9927259061244424,0.6152474634827652,0.2981088938039382,0.14927764912853686,0.1890024946369901,0.847766413518375,0.39393213199742316,0.35296921106646845,0.6430029881511605,0.44732731699512834
4862832.546689728,0.36987614827270376,0.15519278948505055,0.4867634159086664,0.3430256349404213,0.10375746497000521,1.3300596846978034,0.08130571864983141,0.5725027793268157,1.1265096196743425,0.12029851011015098,0.5085967206282007,0.8070025053222628,0.16047023881047875,0.836407454908904,1.0266361459717674,0.29552204420251876,0.40536070543837166,0.2738044214486249,0.15280520810835746,0.11402093010726073,0.3340340040344897,0.24555763086615384,0.10111378908293127,0.311540502054641,0.10021599739296075,0.9583154750701871,0.1535059113384739,1.507693303356563,0.31754832310018033,0.5175193731254444,0.32317898925083594,0.20491286185298835,0.15178730507628768,2.3313405709309816,0.29242506513081995,0.4113975589754393,0.5190769883479881,0.12869710004504784,0.09763357342273123,0.21444821819752438,0.7510716386167595,0.0674391138576891,0.6933872457737869,0.60983712049921,0.747425139157532,0.09900030734436682,0.37818936596283165,0.36163688428348645,0.272854715266553,0.26436288967453436,0.6064896128955656,0.7615375754449522,0.27193672416725634,0.31845838775048935,0.2451954514695961,0.37601479130819326,1.1588555976427692,0.9375470282420407,0.6091316987288233,0.3079559462580063,0.17416952804739977,0.12618584628675383,0.9058736731928713,0.4259642089948439,0.4522332880066787,0.584758023043897,0.4468302462354811
4862833.124207801,0.45770109804097486,0.153093125896464,0.462468817812235,0.33932675281775004,0.10857322166181976,1.2030657358472128,0.08834363371083508,0.6276388985991599,1.241206633612192,0.12170368218118902,0.4777414429644758,0.774669175174043,0.1536397368925239,0.7751434008364012,0.9848835719916063,0.27549455113588034,0.3972697393562693,0.22770614955750515,0.21057868700383192,0.11531690002590796,0.2981013639673886,0.2395043308230396,0.12027676669368895,0.26653434439950424,0.08610328535267794,0.9609741668825663,0.18611467510883803,1.147255313078264,0.3151173043488715,0.4698953243756432,0.32460480581760903,0.23879126564850392,0.16876753416020454,2.473023337828335,0.28019147609600775,0.4356840494356324,0.46275876691431167,0.11209437272509797,0.10683771620047355,0.18715124921402132,0.9327855913206776,0.061293080099730446,0.718491796457718,0.6516099531584438,0.5996478801347214,0.10304914470400285,0.39725310048295065,0.3300542115227506,0.2787138104860707,0.2807715826717759,0.5682391981539807,0.7390026691801144,0.3074448830255946,0.32027284784523424,0.2130666704852749,0.34879803094256107,1.0064020365897421,0.9633312733296368,0.5328436070162643,0.3351710768144325,0.17223423885617614,0.12277084413404649,0.7854750463044168,0.3682625239116572,0.48505494270987287,0.5524325830149691,0.3927007946828217
4862833.73559076,0.4421318071581921,0.1626147944410029,0.45451591379664763,0.3614430369616027,0.09641004808891139,1.0040631951228596,0.08272413397527985,0.7688883012316982,1.2012237600258266,0.12130466144520306,0.4463593464418204,0.8007611432178178,0.1651569857886749,0.6642050925111794,0.9283603285066996,0.25477291227379195,0.4780860114935326,0.23670316680162604,0.2098834953617547,0.15121558337620333,0.33002268941546503,0.2524833779217344,0.14742097596175038,0.30673476193650856,0.10023320516829926,0.19804988652226846,0.2424526794742837,1.096664297011367,0.33392192079608546,0.42092981993857803,0.31390891177390096,0.222830853841863,0.13771412592207422,2.6213443656546684,0.3023269430368032,0.39801857257987333,0.5276302384271859,0.12337895698481073,0.09245429229900376,0.20215758787235993,0.670223120252081,0.05620509382432929,0.8700553678811145,0.6355288169990014,0.6673009526815148,0.10808173698156505,0.3778632734519218,0.3469126636164126,0.27712782361150534,0.27197781987187636,0.6591299206078636,0.4741528216117418,0.2924149786448752,0.28708769875364726,0.18959455474956075,0.3404092571982514,0.8892938364330288,0.9553305074552835,0.5982795228168063,0.27348576141350467,0.14005852209878925,0.1830984509941361,0.6726325395095835,0.3787734583813495,0.41195620037991476,0.57577477187361,0.42639781099997465
4862834.349246255,0.42507898054080234,0.17238757241507302,0.4478316054607748,0.3477646153742046,0.09570000746825244,0.7713511837903323,0.07756639219175235,0.7869410870524596,1.159875229403417,0.11919517469617406,0.39052381176693207,0.6191983816544354,0.1376950755510535,0.7447791000373578,1.1254531943371715,0.23332112931906257,0.4673900827705581,0.25239064469610134,0.2092105584950816,0.14454019966269668,0.29437712577638736,0.23902416195518633,0.15023061585726608,0.32767516842830985,0.13845429651900418,0.3898121755306348,0.22707842351788365,1.0664117337062458,0.29369093201000884,0.43144337932523946,0.35895558356778856,0.21815835035800946,0.1378389440900308,3.066273183009259,0.3580304403111706,0.4452094737940291,0.9342731661292972,0.11532644370388509,0.10053735224409018,0.23515634417439182,0.6247017062091349,0.06042849392436153,0.8432578814375555,0.5887087808815087,0.7358589463139666,0.09678451168511656,0.32732954096269706,0.335025211329936,0.2640887507677302,0.2797742048395999,0.6115064762922684,0.47640188049549825,0.26118667658346945,0.33040229851125996,0.17531550533250528,0.3613744217319921,0.9119876309784485,0.9484858391426443,0.7285503145866844,0.24451790898998446,0.1262991868108886,0.17212214457963634,0.6414549237041709,0.344643776895366,0.3703872900508392,0.6140810396572912,0.41150231348170446
4862834.9492651895,0.4063231517092575,0.18242136184897592,0.44156652628571996,0.3472253567560421,0.09504306247593704,0.7391114752118082,0.08445872142748041,0.811325842741591,1.1170915881264267,0.11511836255755047,0.36128170332467996,0.610991115916738,0.12610194845120548,0.726246576362521,1.1944918222284433,0.2387620253697123,0.4701141310603552,0.21805814821714983,0.18147715190151747,0.144839340640005,0.29801280256343815,0.23767917090953858,0.15530487684255606,0.29936152419451234,0.1275577943755997,0.5828906806277404,0.20999575730539605,1.0434936234337255,0.2897174732025115,0.3504505953489908,0.3731245651862528,0.22354649078244368,0.1339155464182266,3.387702366034992,0.33680048618233466,0.5340131391656463,0.8379261624332032,0.10781259927387628,0.1028533141377328,0.25492114089391954,0.6197913994793249,0.057348514549523735,0.8733686822113134,0.5947479983156796,0.6850703943265541,0.10856697650413362,0.33441896168858776,0.3333725647099007,0.22646379306934863,0.24005162065350957,0.5431493179864246,0.4816853800130236,0.24968027820337182,0.2546534228295487,0.17814970260082777,0.3308762857607447,1.008786080217394,0.9265572488767891,0.8116767198711511,0.2025693928591613,0.11925390138228285,0.1665337871014774,0.5463155344043087,0.3210749610565309,0.4317904648691277,0.6081189354573004,0.4039330155227324
4862835.560648012,0.38559932171617284,0.16387678075246773,0.40935735772809034,0.35794238758199276,0.09443362934386058,0.798462032328013,0.0968945888845529,0.7869180029449574,1.0727985926667196,0.11111128281191025,0.3498404026450389,0.6026374660984962,0.1308596238575689,0.701886468238761,1.2611152213329508,0.24531062438993168,0.41399277787509775,0.235101774875902,0.18747503718082312,0.14520224458374634,0.29453458145553096,0.23642575461367166,0.16141013642804622,0.24280399829149826,0.08506126913830449,0.7772979784590778,0.1997506207854566,0.9216678880929539,0.2667706790122787,0.27774079582344163,0.3799335684781309,0.22123283976172853,0.13064168845491878,3.7534278713692024,0.2964321112935385,0.6022498347952596,0.6060615426104196,0.09622628010774366,0.0981568600084672,0.3032174815771168,0.6007452132892755,0.06235201055662752,0.8578519483309858,0.590910004045159,0.6043048424869111,0.09219728164990722,0.3054168403706051,0.3185296996435715,0.24440628966305747,0.24008235021282318,0.4897034372564756,0.411811048184003,0.22653924327774086,0.31324529168628423,0.18073722622823402,0.30760325207936245,1.0708082427730894,0.8803841355814516,0.9260664893514583,0.17452659806927268,0.10599452337971109,0.1649834199328364,0.5079372928544468,0.2821387067433705,0.35573177501046366,0.5971750097275688,0.37204514586274984
4862836.149302843,0.3625845049702218,0.17379789365849757,0.3444052945831676,0.33882086431036257,0.09386688081463555,0.8678961599130984,0.09259740032629124,0.8269772990537773,1.0418064920044119,0.09678070860045572,0.30877621267540734,0.5941336758115346,0.15012558892085287,0.6870534192960129,1.3776211783326704,0.23823524136580015,0.48237147085298826,0.20332190876043957,0.2045091680399188,0.12017467259760141,0.28705915264704224,0.24513959994168255,0.16889811887873893,0.21086038443867405,0.12953495838914272,0.9730468058969386,0.17450020952528425,0.8687316461686805,0.24096435127362942,0.23964618231430546,0.36863003075264633,0.22611555694629515,0.1231978578225958,3.558096715846711,0.2852816965935002,0.6498083089074171,0.5277318436984446,0.10103726754353132,0.09496398916659775,0.3359708792056207,0.5478465173471476,0.06116850791824599,0.8849905981091333,0.5471556642357389,0.47013259183520695,0.06328312842584168,0.3039468213706232,0.2874874829073675,0.24461654247381268,0.24895582722726117,0.4346649299846946,0.25961893911847783,0.2325629737142335,0.33493016865259,0.18310961108212798,0.3111513271448104,1.058485659979852,0.92990051544489,1.0866524668257938,0.16693113768061696,0.10186168767761271,0.2218120478164967,0.46615345617126464,0.27355405514653985,0.3606646765477953,0.5846181518242064,0.3380714655448957
4862836.749321707,0.33688095069332724,0.20136582109367182,0.3768498770467728,0.3486854044912066,0.11464008471355015,0.9330399187952688,0.09530414460028842,0.8978080276308913,1.028609836116959,0.09819165694627212,0.31350553778807594,0.6737619013866545,0.1535513641612727,0.7290751055179606,1.4755974936491394,0.26432197669784135,0.47793947684570565,0.2078312573556326,0.22099390365482263,0.13399957368360277,0.3136477816799943,0.25432139376284985,0.13383256880786104,0.2826973012811137,0.13824337458503375,0.8742471500919515,0.17222789431895544,0.9240163219016975,0.24621422569191323,0.23347471235216688,0.3800554938198778,0.24139095459752077,0.1132464448391306,3.4786845246978646,0.2738099484229471,0.7036314466370451,0.6092211821756682,0.10082285117740093,0.10128256660153595,0.3589256949322454,0.5934049773680626,0.059982512395473406,0.9119963727382036,0.5033135263338716,0.4543080249350013,0.07162808563285307,0.3036858521372042,0.32389276946177725,0.2719548038324314,0.2652937486709952,0.4014432860234173,0.2998240461170612,0.23445705626728422,0.3556120906903836,0.18658021884553508,0.31350553778807594,1.0870455174525353,0.9661491416110516,1.1574520242768631,0.17110418518935502,0.0974952622161567,0.18586535210666327,0.45123068184416076,0.2709498262949012,0.36750649166544785,0.6662756580379138,0.37965018443352355
4862837.349340573,0.42963806791254094,0.1893862518274194,0.37215915929540244,0.33617062740117776,0.09794313781030853,0.9942833616473572,0.09913470409518971,0.8712723046232672,1.033506574287508,0.10347731617389368,0.3178656787698306,0.6900177496533847,0.25222209557837966,0.6934470861086165,1.51924931396254,0.1823607946849078,0.4638910879581213,0.21373591277665901,0.22404020075566522,0.1264916493646467,0.31412063738316554,0.23479272022544934,0.14229010254237284,0.28067704921068415,0.1563545596167992,0.6818707975174814,0.19821825509229107,0.9062816282632129,0.25272827524267116,0.24438773971776387,0.4172314071279007,0.20275863905508887,0.10912729266323488,3.635243511090582,0.29536243645752175,0.7371360685264992,0.6860048436159042,0.10479881535735212,0.10612745069728693,0.3170793514938887,0.4757238122214986,0.062314241399867985,0.949096345830868,0.6316362149130701,0.2772790219805306,0.08037073100884945,0.3234921923106191,0.305520403848918,0.27678476347432646,0.23024355324599224,0.39887611947802576,0.30761527489660095,0.22803547982551833,0.3404232981442484,0.1851713928398716,0.30168372990765596,1.1115064243185064,0.8799658080988343,1.237236929546211,0.15556607403606845,0.09139762282748655,0.18325912372276448,0.4599170146269184,0.2548604740908723,0.35943576923402115,0.6815716001513044,0.37991524910898283
