time,AVAL,AIY?,URAVL,AVDR,IL2DR,RMDL,OLQVL,CEPVL,M4,NSMR,M3L,AWAL,URBL,URBR,FLPL,I1L,ADLL,SAAD?,RIAL,RIVL,I3,IL2VR,AVAR,AIZR,URADR,AVL,M3R,MCL,CEPDL,AINR,RMER,OLLL,AVJR,OLLR,URYDL,IL2VL,ASEL,ADER,CEPDR,IL1L,URXL,OLQDL,IL2R,AVER,IL1DR,OLQDR,AVJL,I2L,AVEL,URYDR,URADL,AVBL,MI,IL1DL,M1,I2R,AWCL,AIBR,IL2DL,IL2L,RICL,I1R,RIAR,ASGL,ADLR,URXR,SMDVL,RMDVL,SMBD?,RID,AWBL,AUAL,I6,I4,URYVL,SAAVL,NSML,AWBR,ASER,ASIL,AVHL,AIZL,RMDDL,RIVR,AIY?,OLQVR,RMEV,FLPR,RMDVR
257796.84560312366,2.2769794920476514,0.18558288969319015,0.3747545774274855,0.22264269033915413,0.12124943477673099,0.6409508601955061,0.21711090126086127,0.23059708454470312,1.6237724305299814,0.2221069191591936,0.07472945282136086,1.6238038843582498,0.3254512267604694,0.23822952325850666,0.4533879642818618,0.04986073695410468,0.7517464956157321,1.223281178113438,0.6719239510543843,0.7460322063754099,0.3410432943430445,0.09751428598788979,1.6993771838079517,0.6107940276877823,0.5333336624300802,1.781555356710146,0.10114644689274174,0.30960657695156596,0.22613869465076056,0.8287483067985936,0.052878847131641676,0.9122471160300399,0.2427514725425802,0.7897621659780661,0.8495115070405055,0.08729296738707273,0.5655500256368355,0.20555568239492675,0.27372150928951205,0.2546238130311351,0.20968135724818976,0.34343006700951995,0.22273970240466137,1.1070239490231673,0.12214251986824072,0.6625339970086296,0.22517752172821467,0.29940883710185406,1.0742886797047124,0.755556021775947,0.28281724956417104,0.7017114204205291,0.10571435094596233,0.11529854227235156,0.36995398406286034,0.28807803664106524,0.36791064454904704,0.9737970281490921,0.11916271443184161,0.21245009658705474,0.43961783369341056,0.07139276267397868,0.8532092128154015,0.667311200818313,0.6968436616662685,0.24157430959329085,0.628342326907728,0.17417802371158903,0.7733277347243177,0.2332546750580729,0.42406212573195146,0.4974792985692345,0.29044750966971467,0.8235425092419538,0.5884572977975608,1.7092178552579917,0.25694460299365846,0.35953093268578495,0.8437970869156177,0.6397842515878571,1.3749047748761418,1.312631283687003,0.2008293738287411,0.7776687885679988,0.18080290388663714,0.4572938623181753,0.34125334340451,0.2789684261074006,0.19800465732735803
257797.4547131418,2.2771550338080013,0.18559719704521563,0.3747834688068109,0.22265985478438854,0.12125878239681122,0.6410002737465238,0.21712763923761144,0.2306148622270643,1.6238976138580958,0.2221240422996133,0.07473521402375378,1.62392907011127,0.3254763171407091,0.23824788935711502,0.45342291783399064,0.04986458092440298,0.7518044508602296,1.2233754859155763,0.6719757524489955,0.7460897210817313,0.34106958678022,0.09752180376724677,1.699508195818989,0.6108411163239366,0.5333747793265142,1.7816927041761947,0.10115424469039548,0.3096304458022622,0.2261561286174172,0.8288121984309823,0.05288292378052815,0.9123174449307531,0.24277018725694915,0.7898230520077199,0.8495769993938201,0.08729969716273159,0.5655936262258672,0.20557152953209404,0.2737426116120205,0.2546434430333036,0.20969752245068388,0.34345654345286536,0.22275687432895694,1.1071092940749956,0.122151936339942,0.6625850744928725,0.225194881594078,0.2994319197666355,1.0743715010593262,0.7556142707125618,0.28283905311489216,0.7017655182542727,0.1057225009022198,0.11530743111353214,0.3699825053446012,0.28810024576760623,0.3679390083012992,0.9738721021869312,0.11917190117802554,0.21246647524310835,0.43965172564925703,0.0713982666371368,0.8532749902401379,0.667362646596943,0.6968973842243702,0.24159293355530256,0.6283907684148003,0.17419145181535692,0.7733873537557385,0.23327265762507124,0.4240948184339757,0.4975176513045637,0.2904699014687251,0.823605999537892,0.5885026644028847,1.7093496259270653,0.25696441191511754,0.35955865041141416,0.8438621387206658,0.6398335752001953,1.3750107719680515,1.3127324798580857,0.20084485659524604,0.7777287422692031,0.18081684272979998,0.4573291169921278,0.3412796520352358,0.27898993293641333,0.19801992232479262
257798.05473195415,2.277330589101591,0.18561150550025404,0.37481236241349214,0.22267702055290103,0.12126813073753813,0.6410496911070364,0.21714437850476143,0.2306326412799805,1.6240228068371108,0.22214116676012668,0.07474097567030163,1.6240542655153773,0.32550140945527,0.23826625687164182,0.45345787408083327,0.049868425191048844,0.7518624105727365,1.223469800988293,0.6720275578371906,0.7461472402220991,0.34109588124438817,0.09752932212618044,1.6996392179302842,0.6108882085903484,0.5334158993928197,1.7818300622309275,0.10116204308921367,0.30965431649310676,0.22617356392813043,0.828876094989041,0.05288700074370033,0.912387779253412,0.24278890341411283,0.7898839427313292,0.8496424967962111,0.08730642745721667,0.5656372301762485,0.20558737789098264,0.2737637155613943,0.25466307454883014,0.2097136888994203,0.3434830219373893,0.22277404757710711,1.107194645706427,0.12216135353759801,0.6626361559148899,0.2252122427982851,0.29945500421095506,1.0744543287989807,0.755672524139828,0.2828608583465392,0.701819620258642,0.10573065148679106,0.11531632063999026,0.3700110288251656,0.2881224566063406,0.36796737424023024,0.9739471820125383,0.1191810886324537,0.2124828551618603,0.4396856202179745,0.0714037710246182,0.8533407727359279,0.6674140963417408,0.6969511109241658,0.24161155895311248,0.6284392136564289,0.17420488095435288,0.773446977383437,0.23329064157842,0.42412751365641543,0.49755600699666386,0.2904922949940118,0.8236694947285597,0.5885480345057076,1.7094814067548842,0.25698422236372825,0.35958637027391743,0.8439271955408266,0.6398829026150948,1.3751167772317154,1.3128336838307995,0.20086034055538143,0.777788700592486,0.18083078264756586,0.4573643743840088,0.34130596269420277,0.2790114414234764,0.19803518849906898
257798.66611476944,2.237247933215721,0.17395947896578381,0.3924859098988555,0.23141488806337027,0.10833743717244192,0.6723013895534137,0.22095905749338154,0.21209155463655494,1.2742274807065987,0.17552358145603542,0.06341888973916583,1.5063583400476634,0.3120161391139413,0.2366182997476354,0.4375930049795523,0.06118465653292773,0.767441666893006,1.193673594921335,0.6894081266166528,0.8298220352010416,0.31013550810543977,0.08753974951175454,1.6344082037439638,0.608170891344821,0.48980728637118104,1.7011421701553484,0.1070349287905476,0.3313318198104878,0.22619100058300373,0.8391968468232108,0.055862008973439396,0.9443655538027658,0.26964357701204805,0.789944838149256,0.837132307883418,0.08811566891643714,0.5644964351885361,0.20560322747168666,0.260644667719209,0.27342559081948975,0.22245595103493965,0.3330715252245909,0.2227912221492139,1.0673445997561652,0.12816824569663582,0.6436438407890789,0.2237858258195229,0.3058847678361526,1.085761973645575,0.7491147017134715,0.310502833324588,0.6597976798334543,0.10084768974699529,0.11549624400346563,0.3609762668654043,0.3036601513427988,0.3648143821207349,0.9518737228170534,0.11549624400346563,0.18798009368839924,0.4602271259267705,0.07140927583645557,0.8799068215201666,0.5957522969201575,0.6973455088440617,0.23703630234831044,0.6960022456184402,0.17001140826230224,0.8909473190439755,0.2387958507220519,0.42199612868824316,0.5391307255530232,0.31536134138514343,0.6547621240831883,0.5828056668117036,1.596599485694046,0.25481746033316344,0.3300413858651284,0.8224129098867466,0.5793906997245182,1.1083731939174484,1.2693858725083784,0.2042307092642655,0.9399004684419962,0.1722612542390829,0.40231901970210904,0.39162519518416505,0.2790329515687176,0.2050118471433884
257799.25476958,2.1666935526999413,0.17376260135856375,0.32672855829682573,0.2386650015683844,0.09626228793564495,0.6468817391360173,0.21806050379880618,0.2174987663263655,1.1263468721232615,0.28337419190743923,0.058057151512743654,1.4913032050663546,0.3366414676862965,0.26945890638613085,0.40035884023779134,0.056896217659759586,0.753839675936332,1.133003084368594,0.6770434385535407,0.9456184123125272,0.3280689831513768,0.08627770848224614,1.6219833628855664,0.5894745488541687,0.5127125068657881,1.7069768622325354,0.09433420078534213,0.32747443986911623,0.24703074755448884,0.8312685768912437,0.04967336618008652,0.9088258972786661,0.2722680208873495,0.7900057382618624,0.7987563389434931,0.08796538107991463,0.5455428717468399,0.15218609330778154,0.26694095271864293,0.27168652772456214,0.2349932323134862,0.3236992868953982,0.2132711688223236,1.0532039916888258,0.124282135022938,0.6660033637226018,0.1973943151433284,0.32578607207096955,1.0659225393787988,0.7437792025872335,0.29480969144782815,0.6425131415153547,0.10492721070741709,0.09938039780658448,0.35327841636389873,0.3160253813871021,0.36180953140626293,0.9426817849578467,0.10217097057108096,0.19566783425286197,0.4699864646269724,0.06499812808670895,0.7975527884578926,0.5673408037282738,0.7867164733973234,0.22842352904450702,0.6499812808670895,0.1744859928555227,0.8338469533704349,0.2415468284337826,0.40350057450901045,0.4815624859232033,0.31128973631137136,0.7025060839687377,0.6245457717861781,1.5666215487565747,0.24836683090043257,0.33087047109738854,0.7453320701660068,0.5818880038238706,1.0928140559619033,1.2209242475918396,0.19083683660879225,0.9339474617587272,0.17353346386226676,0.41063663803585304,0.40844061806867843,0.2548119386531778,0.18678949235174544
257799.85478838068,2.212623856433062,0.17294603718230328,0.4028765981366558,0.21460843437718963,0.10317571415694843,0.6868228351997601,0.25939011954718294,0.20505892209079785,1.4527974296443043,0.2260868673087562,0.05633833706819672,1.3720864613307318,0.26982784504831575,0.18680389272575704,0.40415964462753684,0.05817439860576183,0.7847335476748774,1.2101136861158113,0.666139394588037,0.9567325920247212,0.3381190948788534,0.08798454442064896,1.6091083175577146,0.638865802870425,0.4538150185907157,1.6329236829648073,0.11486085220187614,0.3517176650399376,0.2479736055677258,0.8447261072818693,0.056912978024872045,0.8735327497334092,0.2583330858280846,0.764605168608472,0.7733021249581054,0.08006695798930383,0.6285347513451638,0.15347679929015456,0.24945338711440979,0.2539874205644134,0.2237344127847839,0.29123609503854636,0.211721935957702,1.0704166549032315,0.12643015606081762,0.6404162152516718,0.20664791025112947,0.2965918627993562,1.1424376830221235,0.7190148918586208,0.265260334416709,0.6816703453852188,0.09530414149469277,0.10043890704798096,0.3548829094324568,0.3057058197242916,0.3011661183905414,0.8623556935321806,0.07162250633540548,0.20041576963143282,0.4441972748686205,0.0643089405476352,0.8669848726740468,0.6830996541739297,0.9112684957852928,0.2340750487181765,0.5872734792794635,0.18645528508803905,0.9093917414461469,0.24156545027715814,0.3473074121867722,0.4832009043072039,0.2410372809364607,0.6836693786561432,0.6865500080605932,1.4433440366872226,0.22978887449275923,0.31553971322591223,0.6727775870844154,0.610095687244472,1.176967405938523,1.2706108095079145,0.19032238994748057,1.056783059164561,0.1587914519682765,0.44321531962308897,0.4016557599604841,0.26207326181818824,0.18046716764669682
257800.4568908473,2.189173839576522,0.18469899167724615,0.47552473537462164,0.2429163617720238,0.09704442504641889,0.6869411160889397,0.24503072082032964,0.2254233579075534,1.504188588219493,0.2384356910674015,0.08101554335113965,1.3143828007249714,0.318617352630175,0.23682358497730563,0.40075537306328635,0.05284686238197183,0.8883682602443106,1.1851485884575128,0.6336074193077851,0.9595303309807236,0.33575638129899393,0.07527634171472107,1.59655927147362,0.5906935274534513,0.5478384696303009,1.6797017869916793,0.11711906095143358,0.34771482775621837,0.23254501165655478,0.8589566128771384,0.0553535686548009,0.8681175933104841,0.26552947406546396,0.7403108004009424,0.7641470872845821,0.09164671036714678,0.6667304758613849,0.20891508169715178,0.24524813938361295,0.2708814194886799,0.2136631517357234,0.2652021687422459,0.1762721001819718,1.0235294344515726,0.12007310936440073,0.6187510455367174,0.22515427922403125,0.28768634200919263,1.1535987906720657,0.6574250822637643,0.2775586085405017,0.7025056593332797,0.10492386915593561,0.09851534541108205,0.35648764779530767,0.28129511000167684,0.273875519150075,0.9547159711719219,0.09711961442532883,0.1829188611239768,0.4262646232143749,0.06373680458557172,0.8581588740483004,0.577102057361439,0.9801228832813186,0.24247383916434134,0.5455004910981186,0.15062661967667573,0.8784707943494989,0.23087373959655771,0.36224725175010725,0.463180022591978,0.2759700837257537,0.7551766477741306,0.6894197696006008,1.3395670903671448,0.25853241360022533,0.3467647872432233,0.7122105057857447,0.553689050878341,1.0604529546947423,1.246368385125053,0.1897685718896402,1.0059859984907435,0.16657680932663266,0.45148517655524295,0.49917762883390254,0.29176071754257404,0.18972258172196166
257801.05482604506,2.2270014980670463,0.18201855768534367,0.41058945455344337,0.23980563460804882,0.09659489848041104,0.6939500167021276,0.2705445687235023,0.22639144289743174,1.4064636058416056,0.24288250584574467,0.09525380608124585,1.3575197331338857,0.307922602142795,0.22122125769631393,0.41151188361745933,0.05455895390553491,0.7766789808251021,1.0634939970400665,0.6852234719322265,1.0391577499682114,0.28424359273770566,0.06024520658622918,1.6161949735829877,0.6403020454442879,0.39487994498792034,1.5689426385680763,0.15610707618570074,0.26299030635226134,0.24761448695612168,0.8494133463615364,0.051540054290874195,0.8547184956448493,0.26773632347020776,0.7750217710509376,0.7369059462451538,0.07932856037703757,0.7556130995240661,0.2136796239112123,0.2505520445016959,0.2716783789728271,0.20446518659756896,0.2634425967281188,0.18080583561717967,1.1428175747803113,0.10287401284146454,0.6278452305256963,0.22267666070747386,0.2810351575353988,1.1253163202616145,0.5973585066247151,0.277783511084576,0.762981693756266,0.10932445874527141,0.09247773887304926,0.35809263148073633,0.23092394443738032,0.26917284679567666,0.8766639705330278,0.08010590385191636,0.17857162163014814,0.45107398064956494,0.057212394231805325,0.9349959234125975,0.9818223900156516,1.0274245009504064,0.22490827865791915,0.5590886908037689,0.16070548296310289,0.842574954176671,0.23630452526651716,0.37978132171017437,0.4603015231754032,0.31136173769919506,0.8214294594986815,0.7003847106012854,1.3099723219862272,0.2482753725444562,0.32764208999719224,0.6999451464334846,0.6080272891174137,1.1128783677988037,1.2198008567957532,0.19350164489780486,1.0459617590453842,0.16337024410426865,0.3995058016384711,0.4700951726046671,0.27557303221652896,0.19152025550560509
257801.6639361004,2.1404472543084663,0.17914481256295117,0.3830700411874033,0.2466263156377917,0.06559973221179634,0.703238240384375,0.30971181920638363,0.23267056888317866,2.1693206683086648,0.2507367542317549,0.10765084260397348,1.3719289450294314,0.28580676280822276,0.22484545895782368,0.40772458929278727,0.051933121334338764,0.8047294477032674,1.030570557647467,0.6623941119256808,0.9874000150155519,0.29731630936571724,0.042191280760151065,1.5499895771408398,0.5792019022753537,0.38640938152154003,1.5305623618743334,0.1465703820692979,0.35819536318822126,0.23763006026054953,0.8412877938039144,0.054795722261373796,0.8760497571633875,0.2845532243748534,0.7533782910534871,0.7184030598774999,0.10358827770167839,0.7197451617808924,0.21698372962363405,0.20298477932533507,0.27519887659582853,0.17879361082739736,0.2642987507340687,0.123718793206458,1.1368334545089585,0.10939345925623654,0.6160826591851142,0.22406263144114266,0.29209348218566117,1.0791419113338794,0.5693813794012766,0.2729795308168299,0.7391120740413669,0.09099317693894331,0.09264354338342413,0.3596978605170309,0.28410819274461435,0.26409772669330756,0.9272337822484931,0.08714631092201236,0.17412274599427421,0.4309537963358287,0.049343238806540686,0.9147122080329645,1.175328535461351,0.7898207758300279,0.22551019054380392,0.5518067869877868,0.15429277828777344,0.8898916054207372,0.2269599930546057,0.35925136366931865,0.44900191242343745,0.3525985606384053,0.7481661214979782,0.696345274566223,1.2279231457240052,0.26172264294809466,0.33300975171404945,0.6883263767486573,0.5695306274692719,0.9764267833063532,1.1706583558502461,0.2036398104221806,1.1213072238935622,0.15634346794895723,0.4280670244943447,0.517575868827017,0.25530315207372395,0.23242451937213232
257802.2673642272,2.101172864419959,0.17777483607184302,0.4194301414478053,0.2547706524208225,0.05152522285571801,0.7618169125427933,0.30192584650173643,0.23930689208063646,1.7597703791758266,0.27094407442350027,0.10093044548660327,1.3923419931558565,0.3214821596980697,0.23870050357581674,0.3944263640186195,0.05295647904615463,0.7938896529757045,0.9501304766701545,0.6843410663653654,1.0010804926411985,0.2914262346436531,0.08798459107526117,1.5032785337185823,0.6244975006806587,0.4701676585584269,1.603261516819625,0.14226475277413655,0.3214821596980697,0.24433909814847382,0.8328684237320705,0.05536318548591646,0.874681274705542,0.2778263436936159,0.7736276708689905,0.7150739319579418,0.12590263660141976,0.6950304517820224,0.22069094177232285,0.25533909394295773,0.28079457386128276,0.18589825050086073,0.25492856811447173,0.12970142305060053,1.1298235422285625,0.11682953939936669,0.638841324627048,0.22152130066695114,0.3053036743885889,1.0534583627850467,0.5295844505740523,0.2679955653783033,0.7021170367805842,0.08073586056053796,0.09052917649261637,0.41714123090146144,0.2622088865037381,0.23668615333467058,0.8947301400742351,0.0776423656335017,0.18146821909272617,0.40541402893660766,0.05242287482184551,0.8606458834628832,1.103203852434479,0.7382071648393993,0.24125774802796046,0.5367664600878447,0.1721557029950412,0.8941838905098917,0.23718654689351767,0.3403928749744267,0.47779199896748253,0.3318830531000661,0.7433126792447511,0.7483501898721628,1.1560832470181233,0.28261443957063914,0.31850067192667625,0.6773044591820696,0.5292597686504696,1.0513471253875935,1.1830024957276548,0.19331766671691666,1.0349602546883612,0.14906388221280284,0.45644923881269034,0.5114104356249556,0.2570249866786067,0.23418312495247318
