time,CEPDL,RMEL,AIBR,AIBL,RMDDR,RMER,OLQDR,ASHR,AVEL,URXR,AIYR,SIBV?,IL2DL,URXL,ASIL,IL2VL,RMDL,ASHL,ASER,ASGR,CEPDR,M4,RMDR,AVAR,URYVL,ASEL,RIAR,AIYL,URYVR,URBL,MCR,RIBL,I2R,SAAVR,RID,OLQDL,AWBR,NSML,RIS,SAAVL,RIVR,SMDVR,MI,AVJL,OLQVL,IL2R,RIVL,AIZR,AVAL,I2L,NSMR,URYDL,IL1DR,AVHL,IL2DR,RICR,AUAL,RMDVL,URAVL,AIMR,RICL,RMEV,AIML,RMDVR,RMED,ADLL,I1L,AUAR,I3,SMBVR,SMDVL,RMDDL,AWAR,OLLL,AVDR,I5,AVJR,OLQVR,IL1R,ADEL,M3R,AWCL,AWBL,M3L,CEPVL,RIAL,IL2VR,IL1VR,AVL,OLLR,IL1L,BAGL,AVER,ADAL,RMF?,AWAL,RMGL
718354.964682787,0.40272934147815426,0.12152574097003725,1.1035340099359112,1.1796331604115895,0.5319957333600165,0.13131303317379756,0.7711103455228009,2.516550742211391,1.235373321704675,0.25471161358414884,0.12415524201405372,0.7452861813472196,0.10722291278422555,0.7743233052958126,0.7528143245931511,0.09644596329307274,1.1143977299189736,0.22248033357136793,0.5789046863168852,1.2480869065623295,0.3370380458318827,0.6083968827324242,1.1638971800785967,1.8978512384701287,1.3831053468549854,0.6011194080585914,1.053766594908616,0.13520331864662524,1.2717305406483916,0.3155549520014283,0.028055192220862776,1.1639353481503512,0.3966820211556417,0.6885091245542664,0.39298363238697254,0.8068525380553565,0.6367790339603723,0.27409674523745575,2.1773268745321763,0.7743233052958126,0.6049400822623536,1.2278043151102584,0.1109699004404827,0.35584710721314916,0.6837929686069987,0.2218113634961963,0.8460700451221729,1.100414816305805,2.8337434214891934,0.42767856978547786,0.19103371018811166,0.8555171589909303,0.19358082632395315,0.9481509860765052,0.07273268041073384,0.3584830117110243,0.5454854899850226,0.25611748937341206,0.6040820112236835,0.7910282496994024,0.5224969206089001,0.33361801983489797,0.3136414085039659,0.3295880448187995,1.192839598827176,1.5675838653407077,0.06506918531897585,0.4137009594826418,0.3926925334000192,1.0089667311430286,0.4699400906305321,0.4320499602012867,0.7523046331073061,1.0165272591108687,0.23082808558953763,0.2624824763714619,0.4931995575132564,0.8287679126994244,0.2488896338450826,0.6189318936888298,0.11130897513627307,0.865726152274109,0.6349944302983176,0.22410554744090386,0.3969745055952035,1.4714758757732924,0.09679041316197658,0.08553571395709557,0.8428910735240621,0.8359172045807067,0.6478300140206368,2.7207053111496773,1.2898763478875317,1.1122407126507834,1.1462022611286697,0.932579163312475,0.4645939831774875
718355.5647013667,0.40777199567749045,0.1246026877801272,1.1035790386780953,1.0698324288508323,0.4899467737065246,0.11686458477885607,0.8508536713325936,2.0200562631717576,1.2354237300349153,0.2621513987362654,0.12416030806034964,0.7018738141885285,0.10858341959490285,0.7468534385252593,0.8265586020655975,0.09610787776910551,0.9191397457954129,0.22248941168721323,0.5521602815571142,1.1579693686509887,0.3383867961173558,0.5254551113131298,1.257214135053496,1.8979286786335958,1.301491767530565,0.60114393621142,1.0538095929348634,0.13611707242075322,1.3925898620709605,0.3026696787505156,0.028056336988496636,1.039939433003367,0.3966982074193172,0.6885372185682087,0.39299966774112205,0.8068854609690045,0.6368050171731144,0.26077020063965706,1.9657275181362295,0.9280871238518285,0.7518008746432108,0.9019474697779202,0.110974428470423,0.33919392025836315,0.5418380080903413,0.22182041431530153,0.8420030056064437,1.0712634513613335,2.715763400153891,0.4276960208362685,0.19104150515193433,0.7485430708530902,0.26975478104513567,1.171092288371693,0.07273564820428174,0.358497639297457,0.5356939915456276,0.2519991164509883,0.6139940911848238,0.7688093905246246,0.483971813051567,0.35243075617088465,0.33438052538108265,0.3671510305908439,1.1928882716059748,1.343733504472586,0.06507184041029472,0.41371784018924274,0.4118909047247378,0.8186331731404165,0.46995926612579775,0.40416795026114904,0.7523353302412985,0.9769338145808721,0.22932818218443482,0.26249318673983296,0.4262504041555086,0.8236011555438947,0.28019420755617036,0.5087002998498222,0.09843494502743735,0.7633555414949716,0.6350203406918649,0.18514357948952562,0.43800800957739583,1.383750395062931,0.11732650013371321,0.1153840084096451,0.7401921846671023,0.7864541962087963,0.686927734653837,2.7291695913562117,1.4250281162073917,0.967943626103134,1.1462490309116058,0.761198385576251,0.4646129405295043
718356.164720355,0.41906586387841976,0.12428146301929899,1.1023779669320386,1.0073015855755232,0.4798311751869941,0.09763518523611356,0.7730871915541393,1.4659628787045462,1.2128945145613996,0.25552349499016586,0.14872323466883794,0.7345283691973362,0.09074841770606626,0.8209477112312491,0.8029859990961015,0.0784851180160573,0.9218886878076571,0.2224984901734831,0.538144463040169,1.0585363820165663,0.40592840608304903,0.5173702894506765,1.0734070265958464,1.898006121956941,1.273526866340127,0.6011684653650986,1.0439033670763176,0.13970890423476864,1.2090223976860894,0.2774674747668649,0.02805748180284174,1.046718591467737,0.396714394343459,0.6885653137285027,0.39234818858322923,0.8069183852260432,0.636831001446079,0.24656173867308567,1.9040547128950456,0.7679332769437784,0.9480657740046647,0.5877040384773814,0.11097895668512561,0.34570825792787147,0.47622699060010526,0.2218294655037175,0.8995398711335322,0.9778942121864158,2.6195419544019125,0.42771347259913395,0.1910493004338237,0.7399242714183971,0.19856064045088,1.1329802452999786,0.07273861611892787,0.35851226748075554,0.5442308541113444,0.2537052538019056,0.6039552813714267,0.7726882817545758,0.4234926159616425,0.3498734176619422,0.35682515092790495,0.387193248879216,1.192936946370824,1.218941709434569,0.06507449560995227,0.41373472158464614,0.3805175032088847,0.8126917122197449,0.4699784424035027,0.4637044896757078,0.7523660286278605,0.9679831221980401,0.22697535279126455,0.2625038975452312,0.3519938626174691,0.757552008676727,0.2839417158447584,0.4996041921022142,0.10882650486250155,0.6526552869365573,0.6521149454807849,0.13546837588013283,0.38385537604405034,1.3276290253071934,0.09443737777541854,0.10598355352533285,0.7555646037156923,0.7329814393522731,0.626516683385848,2.738091106365209,1.2696010515785887,0.8804268598886696,1.146295802602942,0.6982962821826657,0.4646318986550592
718356.7647391214,0.41947646862530485,0.12392126303045256,1.1008884696953702,0.993548571342195,0.45224222783185525,0.10919767358679372,0.7210780740105319,1.58055670707579,1.065819425682578,0.25016314896409714,0.16748327868189827,0.6391431400651835,0.10720771686239312,0.757112663612497,0.7733937333628942,0.08910668467740625,0.9402324968450889,0.21240345001688732,0.5457694296197758,0.9482670562330282,0.31078620954830277,0.7881246108957396,1.1403407826100718,1.752731986205912,1.2815299456690914,0.5740599257573493,1.2419912859152713,0.1471158996815425,0.9186337107257462,0.2826106306432746,0.02805862666389999,0.9866384395180986,0.34477517969203136,0.6885934100351951,0.37323758746835217,0.7875724102707747,0.636856986779309,0.2581393653078799,1.8233775239532255,0.8054539356457704,1.0924826710351345,0.6848595406127427,0.12670453140111906,0.3282568053655566,0.41268332743299224,0.2218385170614593,0.9506329920020727,0.8333412119178297,2.547740514963508,0.39728095961400595,0.22840983166287127,0.7215628731190356,0.17791720089154767,1.1004888731546458,0.07726002130693589,0.3585268962609443,0.4780846408508184,0.24247924725593414,0.49663769195102986,0.7553750279910911,0.46934430055978166,0.3539784207113652,0.3384439986884328,0.3495637238544207,1.1929856231218041,1.081168120932354,0.07386517983207408,0.41375160366888014,0.3927406057898459,0.8031228676179701,0.4500172045710114,0.3353090400271783,0.7645178645837069,0.898045081116269,0.21629809455742685,0.26251460878767446,0.2856460189882278,0.6685623849700487,0.28779050862027156,0.5111159433096023,0.13730817303610635,0.6157840226094387,0.6385908382616401,0.13096776622238024,0.4167875169033478,1.2575247118386206,0.0823849038216638,0.1004551775372646,0.6947286348655344,0.7501127660732224,0.5267181902421814,2.747508392713141,1.1236532661914547,0.8550047505755921,1.482522831271141,0.6321780374886855,0.4870941845379581
718357.3647578567,0.43160452166857183,0.12784482718121812,1.0813459842381545,1.0310255090908738,0.4225667980734134,0.08231820741689871,1.0207182177578564,1.6900974015159245,1.132388630216839,0.22034249728577038,0.16387258444522682,0.7240789834836671,0.10425284360860158,0.7323820744904939,0.747612329696761,0.07446631686328684,0.9037924349589792,0.20091855304622674,0.5120539104309697,1.0325995938375774,0.33594849799510224,0.8174746784547489,1.2147317938323665,1.6459845831164555,1.2345855507808852,0.6074115257868102,1.2954948948421812,0.1264867710756735,1.0827954074269042,0.27093562456233605,0.0280597715716733,0.9588424799920362,0.36302329470852335,0.5668832229682647,0.3888975252169062,0.9220369788476388,0.3936076748488018,0.26994039862941477,1.6169538939605796,0.5887629263108994,1.1755040019133136,0.663936409201429,0.22127134153662373,0.3118589377361811,0.5971224286794402,0.17127252878555974,1.0359521899214656,0.9272023544503409,2.4182113982190256,0.36719597625689715,0.22707629957076356,0.7515546529698307,0.18801848543491204,1.0620487327394987,0.08187590063077807,0.34254505757111947,0.46549369988156747,0.2215205209752911,0.47222542401108725,0.6753201343697757,0.40013234261206126,0.4268620368226206,0.3286230939836354,0.2743705471593831,1.148767048144305,0.908093669359374,0.044599067823269355,0.4903171772686549,0.40904033206594176,0.7922875582340693,0.44826521776816014,0.3189783228090218,0.7189701119373484,0.943324586363545,0.23440497855393122,0.2625253204671807,0.3367172588600796,0.7901480000142274,0.31336114841891805,0.562100585355133,0.10350349702381378,0.5975692093967462,0.5186047067264619,0.1200292654561874,0.4183997294945693,1.2680250294044195,0.07306129201680973,0.11278393622012375,0.6531949758530913,0.8467510767136149,0.5593891886526546,2.757464442723492,1.110207949387079,0.8561474233588295,1.433323466769258,0.6701968517695815,0.5153712001617405
718357.9647767912,0.39604157188062683,0.1498823995938803,0.9375299900425599,1.0416773432842443,0.3481501094555247,0.12361512622916816,1.1601646761614788,1.7949127335803063,0.996088789197792,0.3377487517630984,0.16155900258692238,0.7498590583841284,0.09769832863925759,0.7123766638859074,0.6715659887545364,0.09914293700358395,0.8574614349923412,0.2124445222001634,0.5242024901748185,0.8946594282789945,0.3238613333604166,0.7809507102901991,1.0329505325073658,1.781077164672519,1.1189745999166918,0.5120537495022246,1.1222272512217208,0.12665720855239362,1.0532945627260761,0.2803159915068848,0.028060916526163576,1.1288289161625416,0.35430523211772,0.5129015206106721,0.4249696619513745,0.9085743360655876,0.38724064806105735,0.23896179231615883,1.5134405172928922,0.6843476970044547,1.4980538001499955,0.8494931435114255,0.20761697396044643,0.3483356296810913,0.5076188270463298,0.1416734078272161,1.214527487100589,0.9831498318648607,2.3127719020024564,0.465853411201272,0.2186035916473711,0.7339172109580515,0.20908183810919156,1.144885394267474,0.08707792350579331,0.3285254595463844,0.48405081007632167,0.2521422226121033,0.455908321118396,0.5990128774694481,0.5011349563143096,0.3939172109586618,0.3207565608939481,0.29009316840810917,1.1715432649673294,1.1306296293753497,0.05322024613404584,0.561888126269499,0.42176887740284463,0.7799177199069891,0.47684272241195497,0.3069590502923016,0.7249204108879393,0.9889060962304222,0.23888221795974315,0.2625360325837677,0.35970748271726655,0.6413673233511262,0.5276383237798766,0.5227748748824275,0.09283166220641785,0.5511014915479943,0.503033194785197,0.09752375043306727,0.38009358912033314,1.1101396956962744,0.06563400814594192,0.07344219187364881,0.6143262132820477,0.7993329469076423,0.5559250212694724,2.768007367676987,1.2417939006163579,0.8321322914795193,1.3934483958154538,0.5613362335338857,0.49341953543263756
718358.5807052262,0.44185510541573925,0.14864501423771925,0.8663688752952213,0.9929144369905295,0.3245791047183399,0.17223906020027543,1.0142430809178997,1.8953027269677922,0.9213812880087914,0.4389321488742913,0.15953103365472812,1.1081133332043864,0.08418618458211814,0.7184626226310767,0.6167995862326963,0.07903192838321295,0.7677344367180531,0.1992542262203886,0.5559003865793415,1.0117510831760865,0.35361182850184025,0.7467878406002676,1.1467302618321529,1.9244395405239545,1.1358506085154285,0.6875205074206315,1.1464829084538457,0.12317317082625429,0.9415438391038543,0.2602529899716018,0.028062061527372718,1.39241473234571,0.3457646866765567,0.5051171074927089,0.46997141878366927,0.8145739101290467,0.43938712491513204,0.2809114138387776,1.616089738664281,0.6817088378735425,1.5534264377777665,1.0500841017311855,0.19362822453887174,0.3256474685426479,0.414917624011868,0.13480446012199931,1.570396135474127,0.9330635457851427,2.305640287156145,0.5181600374983891,0.23665671888084322,0.6948583987828221,0.16915476864920023,1.0405870570456373,0.09298530556951468,0.3161277135328518,0.48734130838330897,0.29174623057624616,0.518647030014835,0.5981729079504431,0.5182977727555658,0.4583470049470877,0.3636432509632469,0.2820842839505146,1.1337442094710253,0.8847912247140497,0.054588388344292194,0.6289383935751673,0.4335588505979085,0.7656638933159877,0.5082014061470688,0.2665451825139532,0.7306383379135327,0.8878807187404223,0.24401592945160594,0.2625467451374532,0.3853765634026088,0.6840127497297099,0.5088946926983168,0.553963102290355,0.10503417840552005,0.5001779880820242,0.5227962062549537,0.12325043812898662,0.3463269056792828,1.0299373645684666,0.10877990142633244,0.13389185739390067,0.6320317517966945,0.7388909479215597,0.552374996383898,2.779191183057935,1.0133210417534286,0.8574964229578605,1.3604781957395944,0.5794177931276844,0.5063266791102681
718359.1898152836,0.4269785348739514,0.14436776210987043,0.8510850348102841,0.9613464106584257,0.3302072998852248,0.21743497876696768,1.1010681638662854,1.9915425329462821,0.8552086234970904,0.4795377399434941,0.15708390825614013,1.4439722491846427,0.08518678950269529,0.7601630385861815,0.6902769284008465,0.09325252496552403,0.7095279922301696,0.1854925500035774,0.6469513237406193,0.8885605095084719,0.36960949606019355,0.7147642211629093,1.0146532969366417,1.9393633641667276,1.028691916025937,0.788053998597161,1.1598995628574338,0.12844621725657415,0.9093409202439222,0.24874205828109147,0.02806320657530263,1.9644697235075954,0.33739627905307024,0.6036187858743334,0.5335995500241492,0.7159492010158117,0.3442420006570456,0.2968730651384569,1.4303255127300243,0.5944968761347004,1.5978916036596094,1.0424181190024153,0.15095289343328105,0.31542536259299425,0.3890541782732522,0.15416888962546824,1.6981826330336083,0.961362453419434,2.3860534685923254,0.6161149443577804,0.221298428993815,0.6844811873529627,0.21483297933016435,1.0977796083945153,0.08361559959141306,0.327421084715849,0.5063706207363706,0.2816782817876318,0.5111512626215836,0.3948772949379818,0.4473662206814622,0.5442745145523559,0.45291161527124,0.3396079737251238,1.23395570088463,0.7411589626215269,0.05582716094778805,0.5681644994848061,0.3849392853732776,0.7490617926074176,0.5427679271723304,0.3799733280534046,0.7361373361157896,0.9004581477679033,0.2394425206183079,0.2635884429114812,0.3750609635537067,0.8562803533931536,0.47869153669433495,0.5233408793772653,0.10124764725207222,0.4987076053035574,0.4941232732876796,0.16222634389252483,0.3371773327331137,1.0854212496303084,0.13405577910202254,0.17519458962010354,0.6259928341093888,0.7632129554154162,0.5592596167506738,2.8188175542083274,0.8847167797058768,0.8211961092406626,1.1553079748941812,0.5978028031544331,0.4989094046512347
718359.7898341244,0.41876187553805094,0.1512843957208524,0.7721441559931481,0.913672519508472,0.31710266351969063,0.2411228571591917,1.0357703744236963,2.49206659132895,0.7864684970591336,0.4398404142255815,0.1805893730492512,1.5843602170038362,0.08621138167106109,0.7366892313363248,0.7307321755573248,0.09511840012478227,0.6771944280128792,0.17266228098524375,0.6190139344423153,0.6388256545078468,0.3520800482230747,0.7719592949215387,0.9722882844311589,1.9547085696158442,0.9357431470331298,0.8731801195961837,1.1423604442345805,0.1249316300146394,0.8631773823770899,0.24633162384511936,0.13005942079882235,2.0607988143699236,0.4895495052539943,0.5452608115244195,0.5896212346043478,0.6522551656728048,0.3638948149419698,0.31510122659017775,1.4047586895143198,0.6852019400033684,1.5769323678852059,1.083180306670462,0.12102751657668193,0.32118840937657894,0.47036561647467545,0.173783100725492,1.784135974703446,0.9348332314888534,2.2682556006568295,0.5710016166694737,0.25605821688950886,0.661223505199433,0.24502868220930196,1.2102751657668191,0.06824459084500127,0.3403898903719179,0.5093993981287209,0.28043916462428564,0.48090403937754406,0.3665689390964522,0.5103796047884881,0.6057337775463489,0.5247605298897353,0.3776957792857442,1.3665385416000033,0.6085955119284576,0.056954125447850314,0.5071629266070481,0.4000909638898576,0.7294809218320554,0.5810609179090729,0.3955933273206217,0.7414298312805738,0.9130366017391134,0.264060036167306,0.27373762911584604,0.3198584366669451,0.7827200137482607,0.5240531410845105,0.5379000736741419,0.09799798913091654,0.5639274965938584,0.4632881279709545,0.12248567942700338,0.29791388695798626,1.1190085139221082,0.14032175834977614,0.15616453751829926,0.6325159005868027,0.7209118182731237,0.5578104047593937,2.9093604955715,0.7074632757065203,0.8130092716601534,1.1045143743158978,0.5532686472076888,0.4841100663067277
718360.3723523857,0.4409590080213645,0.14403862413088783,0.6823306187855817,0.8565373738381642,0.3270565895080604,0.3122143328950469,1.0753773008142642,1.7542586418659896,0.652609661066815,0.35185391289289286,0.1874914932209344,1.73618969929415,0.09846708203297982,0.7654226403090658,0.6016370578584657,0.09712026784103937,0.6748476278724931,0.18088366900930175,0.592075245930346,0.6270633858989128,0.3664593776354706,0.818247583090959,0.8812675629605297,1.6565090597683323,0.9372256771707449,0.8365236345500201,1.0940076451846006,0.12806640528938656,0.8720350794949714,0.23132482866678422,0.1157701743467462,2.2920521165411203,0.44378566832919375,0.6232475843620026,0.6343088661981648,0.5984253437180264,0.32275321333032275,0.30324615098618235,1.1544634169123082,0.6296333178083345,1.5952824024520798,0.9765827887587989,0.16222151036497898,0.37813690082487517,0.5430828977071113,0.2027918420040081,1.7804416066699593,0.7847333029992161,2.1229862424536954,0.5695644941123342,0.2923047969784055,0.6322425959758378,0.2459902869166244,1.21724069027436,0.09049155513934282,0.35543708303465926,0.4931959214935269,0.2637935712101378,0.5252650334591527,0.3378150299524045,0.5605713705210869,0.6881342095533296,0.5766040552755204,0.3687081410561634,1.474253387341087,0.5325428019950326,0.06568595547677424,0.4459324213536386,0.408548371304206,0.7060428869342366,0.6237171801910879,0.4210990678077064,0.7465273263237174,0.955868748802784,0.2911321214837708,0.27391555605007656,0.43225876785311085,0.8165507563057475,0.5130077390829341,0.5555588098308833,0.12053024564202924,0.6099609185846188,0.4423521197928281,0.12182351679624927,0.35151340065678716,1.1526900476082955,0.1459021375328856,0.19198251482579543,0.6099488692598473,0.7424839179899443,0.4978058036111758,3.882578063806149,0.7625564117525437,0.8017715570965935,1.043935243116515,0.5328677213373114,0.6066204973437391
