time,AVDR,URYVL,AIYR,OLQDL,AIZL,RMDL,URYDL,CEPVL,OLLR,IL2DR,BAGL,URBL,I1R,RMDVL,SMDVR,AUAR,RMF?,AWCL,CEPVR,AVAL,IL1DR,RIVL,RIAR,RMDDR,M3R,RMER,IL1VR,I2L,ASEL,M3L,OLQVL,FLPL,IL1VL,ASGR,URYDR,AVDL,SMDDL,I3,IL2DL,RIH,RMEV,AVER,CEPDR,ADLL,RIBL,CEPDL,MI,ADEL,SIA?L,SMDVL,ASJL,AVJL,IL2VL,AVJR,RID,AVKR,RMDR,IL2R,URXL,AINR,ASHL,I1L,AIZR,ADLR,OLQVR,OLLL,AINL,RMEL,RMDVR,URXR,M4,RIVR,FLPR,SAAD?,URYVR,ADAL,ASGL,RIMR,AIBR,IL1R,M5,RIAL,IL1L,AVEL,AVAR,AIBL,RMDDL,NSML,AIMR,ADER,AWBL,VB02,AUAL,AIYL,AWCR,IL2L
603860.7031004175,0.21191075337377585,0.6130102385680826,0.1771481211027193,0.25951567405123593,1.076062778306683,1.2059114223722167,0.7709087807864156,0.5591683365843656,0.5660398810450522,0.12252739125455651,2.8935590563002878,0.26674343568013625,0.1185018660723175,0.34907143934421,0.9801309491143545,0.543302872422543,1.799496875884487,0.5327186395770716,0.3568575540302775,1.6965051565562255,0.2463972930162963,1.1415894743773247,0.796874221330054,0.4425595650375489,0.1357610259897795,0.25791480025011604,0.20433674618936087,1.0197417585061483,0.39791196290101744,0.19114273035710816,0.3088190371415863,0.39747998651449334,0.32358585180740024,0.5729471892334146,0.625907705403282,0.2551999076159043,0.4491601329092628,0.40776506977758625,0.18130666051538294,0.518815982397865,2.4840280369352326,0.807680558677995,0.41600365140722284,0.7573130897746614,1.0232204097291226,0.3142607822894557,0.07661839402500116,0.36352412372095305,0.8026339759584196,0.8616908966908985,1.0720174295160563,0.341855492277663,0.23925979770775327,0.4473847964155503,0.2534112367416865,1.059249297395641,1.2664493909947883,0.17055877097177521,0.3380015571598994,1.3445754517641004,0.9765441791402601,0.17782895712009084,0.8542753123820267,0.6964286610565936,0.3247674381207293,0.6190260250118989,1.7318642392364263,0.15818148561675008,0.2400922952641477,0.30506703014827735,0.7089410939598155,1.0531521010213072,0.3267736323242367,0.7147464882745154,0.5159495957547829,0.5144377884535792,0.2947082047328696,1.2405084416449872,0.7235927230095746,0.4646716353251906,0.9873862728067476,0.9661377698284265,0.3744310568707333,0.8699157829679474,1.9354793125723462,1.2846609956511292,0.3631386191924793,0.25235684408479847,0.4227389486204826,0.28206573018065745,0.4650740878068511,0.5238652863628078,0.4716508930889682,0.1680029800300441,0.400774392761391,0.17293866079928835
603861.2856187064,0.21194893236331935,0.6131206818141932,0.17718003706807525,0.25956242980123084,1.0762566476073534,1.206128685908173,0.7710476718894486,0.5592690793816782,0.5661418618570477,0.12254946645326646,2.89408037557831,0.26679149362282906,0.11852321601059873,0.34913432994612836,0.9803075348168814,0.543400756811867,1.799821082992027,0.5328146170536565,0.35692184742080596,1.6968108081175617,0.2464416852876834,1.1417951493226086,0.7970177905075464,0.4426392989667476,0.13578548543182836,0.2579612675780128,0.20437356060473108,1.0199254807067222,0.39798365287629694,0.19117716766709567,0.30887467565262056,0.39755159866256645,0.3236441507877771,0.5730504145034798,0.6260204723269013,0.2552458858140337,0.4492410560325337,0.40783853494198863,0.18133932570573208,0.5189094550964025,2.484475572885806,0.8078260747837769,0.4160786008791315,0.7574495314043349,1.0234047586623496,0.3143174012147813,0.07663219801001725,0.3635896181967991,0.8027785828445143,0.861846143591826,1.0722105699847693,0.341917082815459,0.23930290404931184,0.44746539968457905,0.25345689268317945,1.0594401374884885,1.26667756137919,0.1705894997641079,0.33806245335186247,1.344817697762928,0.9767201186308738,0.1778609957485527,0.8544292232511046,0.6965541334176936,0.3248259499820986,0.6191375520946911,1.7321762612816878,0.1582099844502882,0.24013555159297684,0.3051219926774018,0.7090688206286246,1.0533418426102188,0.3268325056324241,0.71487526087462,0.5160425520295716,0.514530472352973,0.2947613009598791,1.2407319383673958,0.7237230893952615,0.4647553530847842,0.9875641656677031,0.9663118344439525,0.37449851639875364,0.8700725117089522,1.9358280190124861,1.2848924471369036,0.36320404421374064,0.25240231006119723,0.4228151115600317,0.2821165486709497,0.4651578780744644,0.5239596687713067,0.47173586826945685,0.16803324835723243,0.40084659844754394,0.17296981836546751
603861.8781372582,0.23213408540664476,0.5895804594947084,0.1713090404053566,0.30343104092999723,1.1615780189460916,1.207976598846398,0.7382069995652019,0.5256864892419874,0.6306164811162378,0.12314305978041087,3.1899916438354055,0.18676242325898235,0.09611165641397922,0.36563328014509544,1.2315324109994625,0.5434986588365728,1.6345410463715195,0.5500952869408396,0.3734881003451641,1.6331103585752371,0.2981327594588967,1.279269306305344,0.7959150588659237,0.2598893668951994,0.08025818731476615,0.25708187817025907,0.2422696191263618,1.0861709352693447,0.39805535576763074,0.14726529834009708,0.26313594671995316,0.3545102080843496,0.13337650523317177,0.487951486409433,0.6261332595672202,0.22577172119887573,0.4493219937353529,0.40791201334227306,0.17917958802891842,0.5594756513272461,2.9931135727557963,0.7578098072847483,0.39878192356173076,0.7273904905876155,1.0235891408088786,0.3669717790351934,0.06653883905583177,0.36746449087600325,0.9247978736976434,0.9200638465760321,1.0724037452507156,0.37760276157690287,0.16610601488937712,0.4588556499764169,0.23293832948206933,1.1121491670760453,1.312953877798109,0.1730009815451626,0.3381233605152134,1.4540320591772,0.9768960898196993,0.17076148663842908,0.865004907725813,0.7200581394041903,0.28366557702749334,0.5649011642291023,1.7846114541452818,0.14065583423849626,0.25118411743576496,0.3724053019594047,0.6487536807943598,1.2168713108685165,0.35089821728499965,0.6646365392695512,0.5992212768603398,0.5140600594484832,0.38649155451578876,1.2994555708403543,0.720140961826482,0.5832604520665482,0.9877420905788,0.9540495305799409,0.38327453228501474,0.7241389685541794,1.872817229462963,1.0531208848095843,0.23998611769222253,0.25244778422899267,0.42289128822150857,0.28833496924193763,0.4652416834381862,0.5585925109451959,0.4638937609981174,0.13321615644476623,0.3701155520901372,0.14416748462096882
603862.4781560377,0.2338886021647855,0.5738534606192262,0.1623175901982216,0.2769838631070512,1.0427018831526458,1.2205930350373815,0.6864242447529448,0.4986851517824099,0.576379324317924,0.12811338370649164,3.227388882555686,0.20404734709833136,0.09440931279698107,0.321380335729225,1.2452203313606955,0.4044450668501885,1.8510416082817929,0.517628946273565,0.3882523514682314,1.5756684156552805,0.32066126537022005,1.1858470036592519,0.8706364526570322,0.2844632857053382,0.11103667401457862,0.28231561371162817,0.2540725245489704,1.0311508959178466,0.3811231023815212,0.1298496067119294,0.27453427055302715,0.35247289883948796,0.1592651617788411,0.5790995354100384,0.6262460671278997,0.2152934589476219,0.4363860683046073,0.40356583844399246,0.17733108575154363,0.5693792981253267,3.4421368944519366,0.6938417909648606,0.3819438770033247,0.8015459905427393,1.1641928235921708,0.36048364654038545,0.07678941583108802,0.3501841137820887,1.090339577481056,0.9477954978792652,1.1567879713700457,0.3288622740368428,0.17821663424468492,0.45292114587268484,0.2240790312566828,1.045160639633869,1.4309221979140072,0.1674504680703726,0.33443188721057604,1.2848557546477737,1.0748966915022402,0.171076984798827,0.9042325275800119,0.7016056272595205,0.29072203397103147,0.5664909946281323,1.8388777954318671,0.14257330739574792,0.2606277487286637,0.2929827246782415,0.850660850830496,1.1937733118908214,0.33055670229929685,0.6743817141432441,0.5243398495132879,0.5150957076577067,0.31995589929620005,1.202055145790889,0.6799665971803308,0.5781603100282335,1.1013821173479625,0.9516768268666176,0.3546827602742183,0.6787036931415532,1.755883071057623,0.964780678818803,0.23457711343386012,0.26092149654351704,0.42296747860738554,0.24310302113797894,0.422361941773302,0.6311670964336997,0.4798053077096483,0.11605814961788019,0.35709214637566555,0.1632378776786651
603863.0781749795,0.22155449786726458,0.5165744076265449,0.16018963702478037,0.24983738950775145,1.146840867772596,1.197200484095414,0.6733917129340586,0.46408042390832516,0.56852930127433,0.13363963301092377,3.3710439086208113,0.2018231192409869,0.10010089477778383,0.3398157849211848,1.2501025128017664,0.3978289307739767,1.8888818129235612,0.5034569447247891,0.38021488013070015,1.5344135623885575,0.30036561803578704,1.2922061581269588,0.8517536672606886,0.32936601219150585,0.1186103783327482,0.3004321749803267,0.26642063988100123,1.0155811871506786,0.3535467668267553,0.16896715138230256,0.2740169308528149,0.3229983710755956,0.2179556909434737,0.5136740117056334,0.6100316427939255,0.19735291418762294,0.4178956923076498,0.4471338687756753,0.16193059625651113,0.5687363293167508,3.7733479002682713,0.6509600740944331,0.36554629649984693,0.6519508809043182,1.1929007741637583,0.3353101917014709,0.08653166237457315,0.35669540215472895,1.216583768038553,0.9421785588062405,1.3087913934154187,0.31552981860341583,0.17952627048666625,0.4175496089185751,0.24315804654707365,1.0406422141778728,1.3646932734307677,0.19187455570014042,0.3749705369564836,1.2218419279499813,1.2143117261404186,0.16696545592409245,0.9035626623643273,0.6838550787314619,0.296387977424719,0.5664920613720009,1.712808373219547,0.1450444912800339,0.2590063363592665,0.3369995776048284,0.8038740232430759,1.172906189694163,0.3211484376788281,0.7275547731991472,0.5535074352318111,0.6157060592036935,0.3615876381646428,1.1348734952511736,0.6506238456908147,0.6013950535032833,1.2174109740974426,0.9666822853845171,0.38871645207327776,0.6184049418616502,1.7726211849306015,0.9878393315327375,0.25102630089136974,0.27041144492054103,0.4230436827201353,0.2619157596778267,0.4682889963800428,0.6400270885693279,0.43635624616237734,0.12708125303889103,0.34693481712554003,0.18067050385899885
603863.7031945895,0.2110436355763415,0.5034719970632315,0.1651665121903226,0.24302960682336236,1.1300023318397845,1.198859474523396,0.6040644962572109,0.4447567136591631,0.5784535746322707,0.14808465237444132,3.596811667672542,0.23182299746713136,0.0942780527099445,0.28190930118689944,1.2465387843904259,0.3926424868708474,1.9414653914004085,0.5044965465817371,0.37091679594741017,1.432646194272842,0.319426268164187,1.2564103968786802,0.8768229832068287,0.3510879106294669,0.12046191445829524,0.33786343493643667,0.2519098700622661,0.9492279294138024,0.34036694341357865,0.16426315249099593,0.2834696399408214,0.3262165666922095,0.26136331191231016,0.37224624682894214,0.563450217233433,0.20754398207171565,0.45415884916333066,0.42729303851803335,0.17714349903921148,0.5856861476238561,3.447702021347239,0.6351451586518825,0.3769479633611892,0.7625841818778923,1.2363893198247007,0.33792326072736906,0.08597409177588977,0.31157010859582457,1.178342872884574,0.8756996733470368,1.1628127774793044,0.39788501936640536,0.18545839797370509,0.46197519855612124,0.24559257492924352,0.9106276120795838,1.3722294622001776,0.17818551962179507,0.3956869244438982,1.14537002096101,1.1120596675518257,0.17188405369311224,0.9447059239505636,0.6667670974768921,0.2909460824949189,0.5625571405202389,1.5904255235826223,0.1574021339721551,0.29406016255290174,0.29656051517473586,0.7418335918948203,1.1539633651697205,0.3461890095509162,0.7449091872177673,0.5818302681528004,0.6585117029501123,0.31282139417251464,1.0073532654965183,0.6475477876491957,0.6096850977920993,1.099012728733067,0.9817300270846876,0.35851289014981613,0.565292426454697,1.6110791348232192,0.9818385775078505,0.25107152714989733,0.2823000507067557,0.42311990056223087,0.27818759696055767,0.47067478353326614,0.6621386176651559,0.4572307673313987,0.12068775144520004,0.33897673851860544,0.17071247030607106
603864.3052968814,0.1991445803089431,0.5184926488292906,0.17127209630349377,0.2918594014732041,1.1351023528363187,1.2106099623454543,0.6223712518786183,0.43638137626301515,0.5712774399890266,0.14483940635475648,3.6624460573225233,0.2242290568684125,0.09747262528774399,0.2896633719960999,1.1188470843465879,0.45206421314660694,2.020664917413048,0.5152628055105745,0.3542726483484409,1.4290309656723201,0.30627232201124305,1.2797868925394618,0.8656284520966622,0.3686748950003287,0.12681181145365114,0.3389544448726563,0.23654544111947196,0.9450690378903432,0.3291362935728753,0.1690608396304047,0.283079872458461,0.33319378650274645,0.2550437000323824,0.35754218673557786,0.5617376125308127,0.2072825489905293,0.45268110855546767,0.43146589512606215,0.17984901820260749,0.5673457927947181,3.391587082330311,0.5984865086533615,0.3775613461272676,0.7449907460587412,1.1761816869966566,0.3655690779334774,0.08857593463314684,0.3238322266836434,1.0916299691465297,0.8335428548974957,1.0430554019052949,0.37852393985411537,0.18050547215379706,0.4389102010630963,0.2430526793834928,0.9464653503469341,1.4465800685464318,0.17278354478609267,0.36471812115006036,1.1025991369466535,1.3081325488774187,0.16581229635937522,0.9656566287833875,0.6269113274205208,0.2766059533090618,0.5905226776966609,1.5353847726969994,0.1737104098916184,0.28333003533025714,0.2781659875067,0.7259614500739737,1.1456091680567102,0.3389155464988627,0.762202714963035,0.5547793321417511,0.6540303860285892,0.30983247578970013,0.9923512394864856,0.6680599977775996,0.5504918266789833,1.066779711200064,0.9753318598871304,0.3579452083628702,0.5575546394305023,1.6303055967772258,0.9971550366908547,0.26412271255510633,0.27850654545718695,0.42319613213614593,0.26289456693306035,0.4732932543837865,1.097937685247204,0.4459298086558563,0.12099065947121913,0.34590257152284354,0.23237435684227514
603864.9032322486,0.18641291090143924,0.5355124269995145,0.1762513714088062,0.3489518875997117,1.1406867570642893,1.2237817675952884,0.6421712168330964,0.42818685415875274,0.5619753820644304,0.14135255647492354,3.730495499570046,0.21644610210222667,0.10035614950122887,0.2977565425744917,0.9815309870731991,0.5005316111113992,2.099656798835971,0.5271787415272039,0.33850217471626426,1.4253261303902025,0.29071994862626027,1.303710242894807,0.8525663258377784,0.38590390490281523,0.13612962396366457,0.3406118903099165,0.2203814857768126,0.941070009140116,0.3183505402348278,0.17431900840447784,0.28260509934856765,0.34037434525838284,0.24762901511695426,0.3425081176123147,0.559779699120308,0.20703540201082551,0.45122314444763867,0.43556437830448086,0.18253481724675208,0.5497611739345811,3.332857694084572,0.5573584979992238,0.3781946332760928,0.7255673962501377,1.1158080681164908,0.39353836745859394,0.0914710800038894,0.33819703453472916,0.9958763661491052,0.7852122553420879,0.9202362579943725,0.3576066034732441,0.17538723964255373,0.4137940187248451,0.24023138804752633,0.9755317277846837,1.539435838513371,0.16649700161709746,0.3312705592248497,1.05399841023693,1.5050084108790343,0.15920959485938863,0.9845101184227864,0.5862081931935306,0.2620954234925098,0.6174263809967364,1.4815227782881653,0.1906314293744382,0.2701738579432049,0.2599352727324662,0.7086605713272902,1.1369939821273594,0.3321205763404659,0.7810881075862963,0.5152213964151162,0.64933830630668,0.30657283969889154,0.9757252856671805,0.6892777656231622,0.4722460409503127,1.0353710451075586,0.9689961457660276,0.3573539672291796,0.5489771988745265,1.6558126810820342,1.0113438862074886,0.27897497604286997,0.27461003262308936,0.42327237744435436,0.2464155623933042,0.4761814246248987,1.59021626034289,0.4345381821672079,0.1212694578942441,0.35485154489486775,0.29743883708241475
603865.5032511585,0.18976527500065601,0.5577611051491352,0.1707392290633075,0.3353509213569933,1.189841761125461,1.0906654082565643,0.6447021287854668,0.41819693511472894,0.5564977164226399,0.13295935165332415,3.8010957805271506,0.23547501909992677,0.09667268043348459,0.2947621958607339,0.9139212589119635,0.5190091456960544,2.178441974760121,0.5521843805949236,0.3235381687455924,1.4252165446143419,0.2758535877401519,1.2568506272917013,0.9017230536793783,0.39455317658423555,0.10909485263862494,0.32027932337144255,0.21295544986447618,0.9126078391386769,0.3139465169184732,0.1572962885832421,0.27772759309164746,0.32533918713259424,0.27070531475697185,0.3330539972381098,0.5575232666095482,0.21017970699492367,0.45606194021805163,0.40972347445466795,0.18520112447575815,0.5328863955809757,3.2713303728721006,0.5483799092046161,0.36848527354003635,0.7040165795277117,1.0552678622168066,0.3503805057649479,0.09471223046458747,0.3224246143475318,0.8699125964558703,0.6951726445457566,0.7942383220761039,0.32549532496036543,0.17009543430374893,0.3911923704402009,0.23350274527660903,0.9066221562401163,1.1188095411423058,0.16211669454603883,0.30844842488278773,0.994227858421913,1.702691783633033,0.15853370268534026,1.0015696109714722,0.5519180525660105,0.24741154080545297,0.6118533298333841,1.401369185325543,0.18131080251655893,0.23336032857708092,0.3049085890208047,0.6897315919547367,1.2403238629817923,0.32575852872717975,0.8513458918165165,0.5225502370459998,0.7062634409517363,0.311065966352487,0.9616495941306685,0.7735418283322336,0.4719375140864016,1.0047552649503892,0.9627219661341597,0.3374181530639885,0.552099984449076,1.6088641838727855,1.11549093830009,0.261037103922275,0.26990349906049416,0.42334863648933063,0.2629893044857963,0.46745454833596645,0.5204389229569251,0.4166931213565524,0.1322650469449517,0.33599969592980206,0.36619369845583216
603866.1032699578,0.17152520496800272,0.5890276500719402,0.16119775367382772,0.28741569599174277,1.1727797226302414,1.0975641671097518,0.7184663362415344,0.45098511046886947,0.5946929234769901,0.13133429097251495,3.630811989412497,0.19964256122913127,0.0992186812791134,0.2879056732011086,0.9892476424540972,0.5438967187069487,1.8173344911887097,0.5444221730946359,0.33964564914990614,1.4143913070950225,0.2646733898968982,1.4464474493144917,0.7966764644468505,0.37432980230462115,0.13610086369506955,0.3043676648318257,0.20692451063356967,0.9287744346655165,0.30319413910515686,0.15192182847631458,0.32496276219644366,0.3224428175695862,0.28510290922859116,0.34782988165954243,0.6752979398011438,0.1995673946021625,0.4094064232928796,0.3915230325474603,0.1823360853331075,0.5294759401019083,2.9791902528968337,0.5712550758574485,0.3687894371092207,0.6028030981112534,1.0072175448592424,0.3411275936096404,0.08569151713534734,0.2965621932655212,0.9916176234963564,0.7153559622667985,0.7319124552103611,0.29050882561301533,0.19126295617754088,0.3511201643238895,0.22619995491795886,0.9185870965645189,1.1742655914156,0.18416992527180254,0.28773001385199265,0.9986138881153388,1.592088980390185,0.12809295546976446,0.9767642793469384,0.5413102533326629,0.2968311623908687,0.5958532347186938,1.3655453324071978,0.17566798633045239,0.2728796893512602,0.2805927879046201,0.6290085625318095,1.3655242595019585,0.3195756789728662,0.8761672937663567,0.49673176188173773,0.670669524129084,0.2633882218955642,0.9494730730361521,0.8359398452580176,0.5037499500401924,0.8558467437306955,0.9414091362307181,0.37331741609149166,0.5530238522572386,1.6722898892582554,1.3064844080435796,0.29750342013018266,0.22283062855635832,0.42342490927354964,0.24745611580921734,0.45331854406752364,0.5754202145015704,0.4474298772934188,0.12987145700612848,0.36460841679022443,0.2886988017774202
