time,ADER,AVDL,AVJR,IL1VL,AQR,SAADL,OLLR,AINL,RMDDR,RIVR,IL2R,CEPVR,I1L,AWBL,BAGR,SAADR,RIVL,URAVL,AIY?,RMDVL,IL2DR,IL2DL,FLPL,AIZL,IL1VR,I2R,URBL,IL1DR,I4,AVDR,URXR,M3L,ASER,AVEL,IL1L,M3R,ASIL,AINR,M5,AWCR,RMDDL,RMDVR,RIH,ASEL,MCL,IL1DL,RMER,NSML,BAGL,SMBDR,I3,ASGR,NSMR,I6,CEPVL,CEPDL,URBR,RID,OLQVR,RMDL,AVL,RMDR,SMDDL,IL2L,RICL,AWCL,AIZR,M4,M1,AUAL,AIBR,RMEL,CEPDR,AIMR,SMDDR,AVJL,OLQDL,I2L,SMDVR,MCR,I1R,IL1R,ASGL,URYVR,OLLL,OLQDR,SMDVL,URXL
331745.8676174153,0.7450410488680725,0.26528015071071676,0.7949107319777903,0.11136430544616385,0.5790990857493653,1.6056191478792585,1.673215819279545,1.0612345915207961,0.2040455197205633,0.84581118872501,0.15214302484599068,0.7065873173135914,0.07137245629430215,0.5352934222072662,2.0840757237936227,1.02643034421689,0.9892222442390279,0.22489230744604627,0.15856639304793235,0.4163105259394041,0.07978836156418403,0.1636881816170482,0.8084523081391205,0.5554268464455097,0.056289974964185474,1.091124632858403,0.40248644657103305,0.16799978173889585,0.6667285455676965,0.3802112707449325,0.3063165419319394,0.15457868772548344,3.149679165934352,0.3185134539185619,0.5247863364663278,0.16346423012478606,0.3446767401529714,0.8778812124199165,0.31892657123881946,0.07175058851307992,0.27257077522482753,0.23051784820159718,1.0072220295581276,0.43941997345372596,0.293940324002454,0.21958182256793896,0.13030429694286136,0.20110141745661378,2.912430972886478,1.7751456813913382,0.3953194402747936,0.28141139910324847,0.20838089108728966,0.8507170686064135,0.30702901288031054,0.7807951177620507,0.35990964477396414,1.1911226711480705,0.8100440273252386,0.9687994590327237,0.558600003067972,0.6552630644141961,0.7298420897821399,0.45411367155885485,0.42417564072537867,0.09782224892101414,0.47105821154239425,0.4016775447260726,0.4174647623249961,1.4583128907700658,0.5488669339846647,0.25402382268605933,0.46112958413283556,0.5766206541290031,0.6302434002705136,0.8931753101972669,1.0057092816430115,1.0782816873587617,0.5518110478068047,0.31724328532446955,0.09979543447556398,0.16472587765592925,0.3123037866579409,0.3745059073132078,1.5010374779353308,0.8344999178426382,0.6202961228098076,0.31978342003081234
331746.4744545767,0.7395658952010481,0.2750099888936121,0.9115464708976501,0.10819368670700265,0.569342758235134,1.4077049634480514,1.6461192716992625,0.9964338007696313,0.19730857598129722,0.7513640679699914,0.16263936883212873,0.6429787535749208,0.07497746417810701,0.5120579828297905,2.000334815386776,0.9878897740384885,0.9393228990803503,0.2544987031903465,0.1526186701882113,0.39052631146553246,0.07413928039922477,0.19009029678383102,0.8216225150087862,0.5550237675959684,0.06585175779187413,1.0342142254139919,0.3806814902653797,0.19272000444684848,0.5316624884581311,0.3824718240067268,0.28558508430983764,0.1531053368661074,3.0859260637144548,0.3079341859671053,0.4343250831924097,0.16347642168252569,0.3573811576715504,0.9143113425959621,0.2531247819600398,0.07175593984555212,0.28522437769560677,0.23448085005599462,0.995295332638514,0.37949186060830037,0.30765279621447006,0.20305747594974452,0.1303140153525629,0.1651028075479231,2.9624974481249096,1.667127323346394,0.3953489241550164,0.26331855047177355,0.20278852565047334,1.0424955373626734,0.31868079166701085,0.7118743867962599,0.33253647826122873,1.0934606573419163,0.7819066540571497,0.9688717144401232,0.5814177684014703,0.6553119355187695,0.6933498679392285,0.4814851091490707,0.36885606524862535,0.10400762144750551,0.4508623416916046,0.46384575429258573,0.3619375693270081,1.2448024584873634,0.5071770897168598,0.2593659984940108,0.41312883876450934,0.6030905131106422,0.5882368763181585,0.8583125024952288,0.9315605227480912,1.026106150532118,0.5162280358636141,0.2869604127127355,0.09085816149761886,0.16473816331039398,0.29008210849963506,0.36868174763744926,1.4891880622420133,0.7962141028789983,0.5490315812958828,0.2997866735839865
331747.0744734415,0.6894563114410232,0.2658552718190812,0.7810342853814785,0.10213274730087885,0.5866011460250666,1.4336345135035833,1.5475184879073884,0.9931897675623388,0.2007272747100303,0.7098059030121899,0.16387077547293885,0.5797248187766663,0.06916393912987813,0.5451629548322948,2.249729793508331,0.9282457030739426,0.885307362548171,0.20694428538112955,0.14812132740219336,0.444745284633556,0.06345164706864635,0.15571195508392602,0.8107290997082238,0.49429873257411067,0.0944579695926595,1.029502973688787,0.3985283531378767,0.24184595280214558,0.6213433570015598,0.3740035314063151,0.32541864046881286,0.1411033715594773,3.246689739057601,0.355277214037642,0.3957087436836143,0.150960181806717,0.38900516654699935,0.8324233257152968,0.28581794422071755,0.06272420584855463,0.28456450532820043,0.3049152689609002,1.0134069742385163,0.3956271205929205,0.2559216431768736,0.1996023617225116,0.14096531592138167,0.17916153445192787,2.918495005657429,1.5697045652877304,0.3866809218412154,0.2785504148778149,0.20198894901510478,0.9986313069419265,0.2700255413479438,0.7812791185987722,0.40720652498175003,0.9402107983636017,0.7178092339115192,0.8870396324513429,0.5349271277482522,0.5810082846041339,0.657639296305873,0.5027714370620298,0.39477959545753455,0.1398857247456772,0.4381494859207703,0.44387311290293974,0.32337812793032605,1.203021094126046,0.4987827659005567,0.24977018399323836,0.46476187841058164,0.5970625837860986,0.5818052195197847,0.8764002897941178,0.8972717880250529,0.9699703989390864,0.5593715915151667,0.24181815761161551,0.08093004555565385,0.17818320698459778,0.27699513617944627,0.35781909834280956,1.4394961734616833,0.7362502093848341,0.6108965950651599,0.32509603565918355
331747.674492352,0.5971182477769067,0.2697642672095057,0.7439425537681034,0.10243989646927602,0.5621608825469415,1.4430264819060106,1.5896267838926543,0.9103346434689116,0.1893339513184322,0.7844990279636715,0.18464520140820942,0.5130820886841937,0.06020423999938169,0.6016396960473327,2.0891906135275833,0.9496605206466502,0.9098331921945539,0.25606718336220946,0.14160065999257618,0.4626164315835364,0.05732789260976005,0.17133222450416927,0.8360844583034337,0.5403104963885746,0.11868461378778947,1.0977109809322971,0.4033577831500368,0.2548531085696407,0.6121687875532178,0.3476268152668434,0.36224527466595785,0.10301969769221753,3.274973340522317,0.3512218587177304,0.41171774042649084,0.11779090434661636,0.3617464740123574,0.7267621810667049,0.3072806200346514,0.06827307682432354,0.28707510021087923,0.30823788053320167,0.9248767304252841,0.38928457412113454,0.22371797660076775,0.1772581570264615,0.1528098218550699,0.1570545391288218,2.858542903569561,1.6858823184609466,0.44213457934843675,0.2953562974661425,0.20113352534658077,0.7510800100035169,0.2865840559360975,0.728970125013022,0.49148832245019536,1.0363189538423536,0.7243080801982168,0.8524748166777765,0.46355056073210604,0.5943910250106179,0.6249757402235955,0.40635672577568765,0.47323922803574503,0.1220586907359865,0.4345683849680992,0.3992912011749707,0.3558789024940324,1.2252592333027688,0.49033301509597904,0.23930037020463937,0.431496865204032,0.5911769916264142,0.5745202354213179,0.881921642800307,0.8608760775119727,1.0265352004334907,0.5779607039940642,0.25269110206201495,0.08797880819589794,0.20800534279268706,0.27525874489419827,0.3680333835379258,1.4707945353550473,0.7448542480741916,0.6581903968070472,0.32744961826086405
331748.2904210356,0.6045135284392248,0.2610071551162052,0.6846477679018226,0.1028070017255785,0.49653202446314343,1.339794058632539,1.3534190829576156,0.8863024255905527,0.17681346041455875,0.662690490575076,0.8884059914740746,0.5480889317936176,0.06950787852515526,0.4949281917604288,2.0557945808767397,0.954583690591309,0.721379205919165,0.24107843427897283,0.16206836259287055,0.49734798168839434,0.05497318842270517,0.15539533505506323,0.7704876393059839,0.549970586738657,0.14806900412194612,0.8814666419502725,0.3499456573395099,0.35677764461171124,0.5134441637903892,0.3679585806142545,0.39478814851826877,0.11843415818177055,3.28492848370777,0.3341126646185615,0.3961820402318624,0.1016518668747293,0.4671714180977143,0.6999092661336899,0.32763038635853303,0.062093453341461276,0.33530997753816955,0.2791461835953208,0.7952643068264859,0.35801044417633615,0.20098525218863095,0.1774057673661811,0.15150259791076393,0.1705885127970416,2.7312076152867806,1.2947158531533576,0.3734027892862993,0.28373258540751056,0.20021632204187753,0.6872733264527623,0.31205215755556387,0.6758608446774141,0.5112061996181478,1.052052538737581,0.5859466419592556,0.7934379084788599,0.3655360061353902,0.49699926626702573,0.5459318942439154,0.3882677765169348,0.47228697674933773,0.10587267514735373,0.38593422076348116,0.3657064986755653,0.348557985302475,1.1689148325449845,0.46862390130830633,0.22768007209883892,0.49028783338921944,0.5385128661816017,0.5475196834856954,0.8506597045435035,0.7258465972894567,1.0845695548420404,0.5873298965436732,0.20581095173032476,0.08396717202547249,0.2904881231553084,0.25721400087687735,0.31413250527260095,1.3688928018225264,0.604971286637276,0.6926712882219828,0.3019518571089695
331748.89953085233,0.6116978523273783,0.2660931346692548,0.6463827846291273,0.09787165637238053,0.5583340059860219,1.5281822553896285,1.3999764439026599,0.8966335016981117,0.1897693205590934,0.7634515715370879,1.149712030839405,0.496706003811781,0.05570353072495053,0.5099933994071456,2.0195738616522965,0.9185067562881913,0.8890144043731104,0.20943728935653444,0.1320403716035534,0.5083477882472447,0.06760317567837504,0.16059989452900175,0.7930521749415115,0.5239482018478726,0.1630015834588893,0.9614118785286143,0.3220663352515053,0.28507703766133247,0.6235877186856214,0.37100319828871814,0.4242375281709856,0.15977073216627058,3.1144769322415686,0.34960690378182613,0.3361089993047035,0.15996897254532846,0.42176735895280004,0.6923065953729889,0.2773628967154105,0.0665467115342916,0.2962807742035185,0.28846561232634826,0.7682540568669242,0.3141559340348017,0.2294704213819421,0.19085241043752457,0.16575214046614087,0.1903975357786677,2.827403406313215,1.626316471177522,0.37973217269255155,0.29518802858364385,0.20164427393861692,0.9266280071110536,0.2779395663042481,0.7420442695049873,0.4650911872582259,0.9809996348976239,0.5688989582650943,0.7997897496411646,0.37936880842830745,0.5221781065713595,0.5939709360091189,0.313068889280356,0.47123390105220253,0.10840916960084933,0.42048563478504225,0.4209079504543945,0.3386111863848162,1.0857923987377938,0.5248473388964651,0.21227185941166632,0.4655104123754551,0.5969809528154587,0.5292090497620949,0.8398862726236535,0.7006175989188831,0.8835635644728798,0.6549352523098408,0.22142315832573373,0.08044245729236756,0.33460395340984794,0.27521098353461965,0.3472249797226755,1.2925272714574698,0.562640853610351,0.7228964503596512,0.3096953021113867
331749.479549412,0.6166435663430297,0.2538898798105924,0.6482277798109263,0.08714220419349859,0.5514850547853412,1.522971156943925,1.2007677083271362,0.8480288538921372,0.17488802065770692,0.6880528083521837,1.2350499157951338,0.5957849488182652,0.05812318244070959,0.4064476537600108,2.115474387932133,0.8899802073710581,0.8155113963779899,0.181099022357457,0.1349527036852256,0.47923977065278517,0.06465062736111711,0.14333528612854027,0.793267354822452,0.47267582009064346,0.14989473499254588,0.8880803371121032,0.297945172455457,0.2444886691363509,0.5552937605900602,0.3377008142963615,0.4248746846947263,0.14985375337109172,3.109035607434395,0.313540138980705,0.3292118700249683,0.15904515549549333,0.3270908452790765,0.7183979372203723,0.24539453325359556,0.060898202819174234,0.31648273231962815,0.2832959487479535,0.7400092470673323,0.32676590303151604,0.20471415608321342,0.19229371254883065,0.1819638097939718,0.19334114741192376,2.580661068593762,1.5957599379016514,0.35824977314562345,0.38977139210392525,0.20294382926173907,0.8876995136399282,0.27866343637849017,0.7531495981834812,0.4350175816768285,1.0003498496500562,0.5059941344767321,0.8038912607989734,0.3486099798369105,0.532863481506875,0.5492320743146131,0.26838372835655183,0.45057918622461746,0.10207209769759686,0.47126904681656423,0.38199781768391106,0.37130288537062633,1.1564474482165337,0.4421783649143071,0.19377699310040872,0.4637885857559838,0.640049124048543,0.514364446377961,0.6754856337704087,0.5729153118162152,0.8721994299291637,0.6540060241535993,0.20784173346781806,0.0691686467930378,0.3885013647591748,0.23162128335023352,0.29068931859713304,1.152615118078176,0.5223090157858672,0.733593564785655,0.290556855932017
331750.07456779195,0.6221893512201468,0.27188160376289144,0.6512567060975607,0.09137530315144346,0.5755349306795878,1.6639337135491672,1.2502652956057885,0.9546931133582662,0.18254739955014096,0.668234117141122,0.9874945042331434,0.529810922882453,0.05634721377310461,0.39159833866063665,2.2279834682284974,0.9575704283472906,0.8407047806309195,0.2602293102343337,0.1488329037480575,0.4713041952021821,0.06091686876762898,0.16053155993786117,0.7445240185077948,0.5135590540823777,0.14003795063435623,1.0427889922830889,0.3184487805420149,0.24632623442622759,0.6068848540959605,0.3310163243894924,0.40288907009218794,0.1528119404239157,2.7915710023513864,0.30828839121460383,0.31209405319876043,0.16026065869763412,0.3113202023353864,0.7258084606113604,0.26735801618741967,0.06257652339659224,0.3074353519472695,0.2528455982844324,0.7462723422476002,0.31420279680145474,0.23472066638527647,0.17748860277334083,0.17341247255162257,0.20214975119515283,2.8188904945267956,1.679099746106974,0.31420279680145474,0.2656772683379096,0.20413175333597697,1.0289541971589624,0.2839181898808326,0.7471044279501258,0.34680874741292644,1.1794446694004357,0.5060823673672286,0.806766759449781,0.408522585709959,0.5377296186870534,0.5512404562608968,0.26346197247326947,0.46273502801668787,0.10097721332095892,0.4098297349584192,0.349677306117748,0.34727677541213414,1.1370072431016671,0.46327060096578127,0.1964141175057619,0.4958120133526956,0.6064184904407309,0.5151793605213042,0.8878762903163688,0.6139443770137212,0.932399635273631,0.5664501125434677,0.25007977704605583,0.08255661068951749,0.384268925704915,0.250228516009406,0.33558832747380507,1.0788592746940884,0.48910693816210543,0.7409998416124364,0.2969599603916188
331750.6791324305,0.6284524616123355,0.27227231988109357,0.6206937892467511,0.10008687351603864,0.543702648324365,1.747060211398364,1.2111371896072511,0.9189635051878492,0.17457012822564877,0.6109954487897706,0.7763236290505321,0.6421998592101055,0.0639938537934232,0.40557106534284443,1.9306059620730949,1.0165453063766696,0.763894802477063,0.2547780249779739,0.14662245176658575,0.47518925918879046,0.06826293979582267,0.13520491206002438,0.7616490606191655,0.5538237317958707,0.12948883137616804,0.9724027953326002,0.3029027630293689,0.23653930289467978,0.6156269011712674,0.3678746116755135,0.30448278178892224,0.16344166471003824,2.8170746971111087,0.284334640404653,0.29964496719567274,0.18024449185822244,0.3622115172839569,0.7347348632085394,0.28690221073606625,0.06158930734479076,0.2665601015380746,0.2247193650613806,0.7525750891657075,0.3039237314354738,0.2824058530030116,0.1798340890152222,0.1791313429773878,0.1836674447669854,2.7931220516103803,1.7293278081608405,0.31788002418763484,0.2449480066914221,0.19812230145744814,1.0623263726100827,0.2998277242732706,0.7164358062380626,0.35848344641267027,1.2573082945094032,0.47788572601771345,0.8562137564248598,0.4549733966880971,0.540784328252621,0.49949457264210523,0.28863777552879255,0.43660907859383313,0.11341136688526543,0.47133934620925166,0.4215229925448592,0.3922555632882363,1.1800277218635422,0.42446582006689515,0.191396164681133,0.49563518879735746,0.6256716985078562,0.4984430112787879,0.8743901572196826,0.5720426957786114,1.1258713128075242,0.5455914349956407,0.20738931233207072,0.07969374006549015,0.2931500811789248,0.24315600325407394,0.320705122162996,1.0744509827565738,0.5573930027785756,0.6192105136474483,0.26445375531587784
331751.30869730836,0.6233476992392805,0.2631789474848945,0.6149964177573494,0.09237992710392344,0.5589750706043165,1.6856914949429436,1.3010898184303106,0.9083630179248388,0.18317226553418378,0.5688316749099533,0.6213572952409583,0.6325937913134949,0.060535346532543624,0.37847587578231034,1.9726428648681367,1.077935648686071,0.7691549912370248,0.20426228326311963,0.14279660273298578,0.425553738401205,0.0759724468603319,0.13520043793802194,0.7971939284670629,0.5120781474562888,0.11767834638311131,0.9427489996759367,0.26975413855034175,0.22082409001418338,0.6350462011705963,0.3412818959400344,0.2719468268295971,0.1695950581427611,3.208972556589246,0.2876183388841841,0.3044763515699796,0.18563783391302227,0.3501639141653479,0.6971031335631926,0.26284823411039127,0.06763378650343552,0.2586417008713132,0.23242890084176318,0.7470292690135121,0.3078754339712491,0.25578461231517663,0.1619446134412652,0.17551482286265166,0.18421532177575775,2.665859611523821,1.7508195708267396,0.35806332199230284,0.23467571665752932,0.21433725037037282,1.0023279327409589,0.29857636648090763,0.7168367969886155,0.2679895633596572,1.2127886370989553,0.5068161915551089,0.8279411589659865,0.4971150868598369,0.5371151570854001,0.5278897560767761,0.25767444017329205,0.46101462072065036,0.12122900953425178,0.5255554768308384,0.4317261774216906,0.3803135169147244,1.2061961797239467,0.45610730955981554,0.19396689335315842,0.5279394398185246,0.603653312710093,0.5239291181732478,0.8615275473961637,0.5209928682419651,0.9573652632368039,0.5291768996453876,0.18408708277695804,0.0765626460342882,0.26141122704878483,0.2362779447809365,0.2984582260280603,1.131067733679831,0.5584436749672745,0.6144847682278833,0.23489369015494718
