time,ASEL,I6,OLQDL,AIZL,IL1R,IL1DR,OLLR,AWCR,AVHL,M4,RMF?,IL2R,URBR,RMEL,RMF?,NSMR,I3,M5,SMB?L,M3R,M3L,IL2DR,I2L,AVJL,OLQDR,AIBR,ADEL,I1L,RMDDR,AIA?,SAADR,RMGL,ASGR,AWAR,AVER,IL1DL,SMDVL,CEPVR,IL2VR,SMB??,ASER,URYVL,AIYL,AWAL,URBL,AIZR,RMDVR,MI,I2R,AVL,RMDDL,RMER,ASGL,AINL,IL1L,FLPL,OLLL,RMEV,RIVL,AIYR,MCL,AUAL,RMDL,AVDR,RIH,IL2DL,AWBL,RICL,ADAL,AVJR,OLQVL,AIBL,AVAR,NSML,AIML,ASHL,CEPDL,SMDVR,ASIR,AVAL,MCR,ADLL,IL2VL,CEPVL,IL2L,RID,URYVR,ADER,OLQVR,AVDL,BAGL,M1,RMDVL,SMBV?,URYDL,AWCL
1283385.1487535615,0.3574482692102504,0.5661587375834529,0.44730254525103175,0.7174944752246246,0.4191118556237999,0.3310528483644969,0.7446719577601444,0.2951012664829037,1.394149714958031,0.8137104401888579,1.4206716825677776,0.12540991818858876,0.42507823318887394,0.11416931040718627,1.8892956063889086,0.23095853711654132,0.4153803862495694,0.4036427775750192,0.8637703896744796,0.057898696632521375,0.07390344265056001,0.1134263037839014,0.7308864040338064,0.4305043802707167,0.4389347136600607,0.9280333945955569,0.31481958813713584,0.04679159972750707,0.3668240107016222,0.3778421677996196,0.7805552194854103,0.7254677297853592,1.0903124581313919,0.7809061491108954,0.8638540450384644,0.178722551027675,1.2234033661814119,0.2305673030051073,0.1184723482462413,1.473586572249175,2.513679856884654,0.8265684101197761,0.20632476761764687,2.1025756596305585,0.30303131252099813,0.7171167140056576,0.2505690165408004,0.09903913697264836,0.6513526309894281,1.7942543459379425,0.23918386458648372,0.14681087373207985,1.0873227085933017,3.5847564457906804,0.19936839085417857,0.34392956031595173,1.006516930933757,1.8729401236383056,1.231009002831165,0.20006953701670446,0.1566809627239252,0.5987312223197141,0.7344398988099543,0.36314350223304404,1.5945590972432249,0.10732358985118685,0.293561584004717,0.6366740730364867,0.9332765211186957,0.49015848306103355,0.25582152226387783,1.064413954323078,2.7647661547325963,0.3159262619899768,0.2689312924956246,1.8308875885625522,0.22886838603559598,0.8249185729738283,0.4606297141058239,2.118313826879593,0.1288935270271607,0.7866773146240482,0.11228058354365997,0.36397640017394545,0.28140367449026565,0.5208154216558053,0.9457102211592817,0.21469429277956914,0.5314609846957113,0.2799653816098328,2.4538540658900536,0.34801252297333385,0.3149689096809163,0.6451569053338096,0.4916874177788386,0.2246967865469642
1283385.7487723955,0.34909622755963987,0.5671840091676256,0.41734223005256643,0.7542909261475202,0.3892113142088692,0.2641750113686627,0.7914195476757565,0.31930709440212446,1.4673617789232527,0.711156337350671,1.3333840445878158,0.09995130790925989,0.36494010828172907,0.11029130960999108,1.8588903448511944,0.23649193389244524,0.38314668031882954,0.4036801362984182,0.8569210957934785,0.049550516387987444,0.060840724516929214,0.1286501982990474,0.6997339132615352,0.4305442251408794,0.42502658970760043,0.8507760137514383,0.34144856739188156,0.03686670457711388,0.46225396431631033,0.4184402212472405,0.7504888020391113,0.737035904961139,0.7336032693425576,0.7925513018808087,0.858618935449615,0.16706147179119152,1.2474721609258625,0.27434972656135576,0.11848331332708617,1.5879540938485652,2.220856867065443,0.6896081858543909,0.19091322837521146,1.985679544369421,0.27481973714568303,0.7465307314340685,0.24818788752637552,0.10491783252586907,0.697783114131903,1.6317406116196076,0.2813025640413671,0.13772485819219843,0.8357579022995153,3.196352278714938,0.1826878035599829,0.36448409275181237,1.0393888779361078,2.0429607990244327,1.2266225181064963,0.18475696270609168,0.165861621761428,0.6685605038724708,0.7345078741053322,0.4474860851549773,1.6612911451584746,0.11879926882929175,0.3452303550042592,0.7963862275350707,0.9244508320461191,0.5424922597288301,0.24492036759511104,0.9775071614734488,2.4089388254535105,0.3159555022055632,0.2840681724974819,1.5810881671486907,0.22052421092730745,0.8877662752188922,0.4438831376094461,2.0607004977543837,0.088997739919204,0.7981825874468039,0.1017937283315504,0.35725976655957453,0.24051871785655962,0.4715144172598333,0.8485662059235125,0.22459826179915032,0.540910285523497,0.30984042687020247,2.396154122646096,0.3619081499320012,0.33266298065786576,0.6008351178455134,0.486245762296186,0.25129583602766475
1283386.3487913301,0.40630227129310936,0.5286466638266298,0.3839327326147368,0.7759215250224253,0.4357770839492363,0.3097973839896406,0.7833788472951271,0.2831578328964792,1.3737436794415725,0.6064273900237572,1.2470853083818165,0.15126306780637935,0.3530353068557979,0.10308951300622612,1.8320551394333475,0.21866372236433554,0.314206104287249,0.40731366935204566,0.8042825065359426,0.04810276410349439,0.051000285099553476,0.13126133983198207,0.6694328331431086,0.4206296931577856,0.4242786094074074,0.8252420304502913,0.31887321112244627,0.027656020523258794,0.44647844525128083,0.4663446359248059,0.6322557083211311,0.6858076554278808,0.5815969221036421,0.6755576226263931,0.7641026139943046,0.15448080667281533,1.324626154866944,0.21142451522937114,0.11961407072317953,1.5656473064296659,2.255819883112492,0.6574786754084103,0.18920807524653055,1.9957805260939978,0.2688594340006806,0.6783037918240612,0.2280272862688128,0.09436110840618629,0.8194311432479818,1.5061848086970444,0.2760461528065051,0.14878334538332394,0.6850481620198461,3.6644767349968745,0.17570232063551713,0.33814810056960665,0.9741133279803122,2.1446728586212225,1.1329954453692206,0.16933090387721178,0.1511031702717003,0.6658011902869977,0.7345758556920905,0.4173023327851699,1.5990861668640193,0.09444894903699763,0.31022900695584,0.7140039913937487,0.9282051888118733,0.5237729279724141,0.23921077461213433,0.8287546328677441,2.4055984476707715,0.2963742883574753,0.2752236315663113,1.6561134684590793,0.20732451963216023,0.8556419167223457,0.46869766959807463,1.9485038428322352,0.15348274775629403,0.81549455874186,0.09639651877108231,0.365510851552862,0.25569425955949715,0.4903321527979676,0.75216627369238,0.23362987745604974,0.54481608908523,0.3023469670396981,2.0230113089489543,0.3533168138058098,0.32031777739593864,0.5602185163243258,0.46834097426352517,0.26869097570870015
1283386.9738107573,0.44964100051885947,0.5099063776897198,0.35684308331153325,0.8394980363123502,0.498303446462459,0.35684956488601904,0.7561576492382956,0.29623191432032897,1.3542128956803297,0.5992765315204399,1.29443839861967,0.11192162172603959,0.4182410440841855,0.11803537339297376,1.8354245638310505,0.23671422995057376,0.3220601768035017,0.32823552630997116,0.7771739423821847,0.04972988024171717,0.06606243395709505,0.15550053923298365,0.6962183233840404,0.40642796770950895,0.4234310270873696,0.7634666841654534,0.3142652154164072,0.04632372406077764,0.47694956406538863,0.48296226036550555,0.6788994596182683,0.7838902604027714,0.4699473682842273,0.7826768079872873,0.7489111755564236,0.12632175988158204,1.2033403120217983,0.2384600985290903,0.09749175913444706,1.6007539403790536,2.095285620851017,0.6732660709647863,0.1709827749200676,1.7111499236949972,0.2516940877539971,0.722004187213079,0.2762771124539843,0.08472498115255518,0.6460906041003895,1.4692444888740699,0.283036124206942,0.15518330758232268,0.5720863742535526,3.3184237843538376,0.1868137686535323,0.3531751993881619,0.9561524950522065,2.8536355970802645,1.0039103164900958,0.17258657374683217,0.13623384712406705,0.706074696044561,0.7346438435708116,0.3769915812210525,1.375860020020842,0.10028629588911385,0.4007942065906268,0.8157709647732191,0.9690056196807112,0.48432579018020205,0.21357421997529744,0.8327155646944421,2.1469589676768934,0.2586644465350428,0.27605158011728714,1.6822552289592463,0.22986255756171495,0.8076863489127188,0.45423768006227483,1.8164639729747674,0.11444684767956828,0.7884116173481371,0.09056498515564754,0.3581433503882425,0.22704333352874798,0.4857951137757431,0.7483162931610775,0.21805495586972184,0.5658403602035085,0.3375603992165045,1.851591383336767,0.27909405556135825,0.28367390447270674,0.4760467168437883,0.42360520685992714,0.2271540836731487
1283387.5738297119,0.47517521764973564,0.5326753363779373,0.8198020420050462,0.8600548968556084,0.41890182376481,0.2902889780884739,0.8126192823076606,0.25932318850003333,1.4322198168484757,0.6348460469058905,1.272516770327491,0.11168445291189405,0.5059409128439275,0.14455424880893245,1.8975618105318923,0.2273576362849272,0.3155438730181024,0.48331237850706593,0.852591136068477,0.050894014045507495,0.06773065013854959,0.17999146205890068,0.7681214586987297,0.4244718436790118,0.4716036592906997,0.6946776832961198,0.3085324809764768,0.03673103916241817,0.44257824170672355,0.43124609721141033,0.5561292262750474,0.6962827611225896,0.42655160140843323,0.7559641406473829,0.6485563371207594,0.1720008048189289,1.0982760763676576,0.2681978042842567,0.12545635335542155,1.4573767478087913,1.9954077396673344,0.6988615861637844,0.19495058498282802,1.7293297335070852,0.3075428501140024,0.6794643369408845,0.24797040786993418,0.09094305451397088,0.6470506466997802,1.3084569288350067,0.24826937997888118,0.14595483669423548,0.509281105278237,3.31687750368883,0.2220031991985068,0.3653335475025933,1.0213494589858207,2.9345250468768143,1.0172641758244925,0.16935229061736243,0.15722513960832665,0.718386975761402,0.6384815101992584,0.35088265127437585,1.3279827733874316,0.1256450095258808,0.35595802641154833,0.7294390830808081,0.9283770148301194,0.42086424672298745,0.48906844272827116,0.7349651367405111,2.1825509323801255,0.33759164175640705,0.2931716888937219,1.656976697355023,0.24601990892998166,0.7742590914195857,0.43991721290969704,1.790528985009213,0.16471205101824699,0.8844672911557219,0.099742985064393,0.3831699794268049,0.2205536554568792,0.4746589248755497,0.7193917127904388,0.202800804210463,0.7163111992597875,0.3099329084731486,1.9470826040761422,0.32083617424276184,0.28018585582710814,0.519339617206948,0.4774007040208015,0.20985638567787815
1283388.1761212102,0.49593904838682257,0.5525208905360746,0.7275427136213694,0.8241008263821646,0.44910613377191344,0.2915834025713935,0.7657942306432414,0.24140036433936946,1.3827109371795976,0.5991558872386775,1.1704260089181548,0.13501884761420332,0.4440474929319505,0.15554242182675346,1.912474944305984,0.25261282848070604,0.327265004878639,0.40524073061645105,0.8052545875702627,0.057187934695781505,0.05398040347481428,0.18880227244061837,0.714834298758514,0.386859558236169,0.38437824328538306,0.7225464065908013,0.30461930158641265,0.040454813405654245,0.3772418994599822,0.3610689210204244,0.5292687289491935,0.7437686990605056,0.35196634317957337,0.6452030598379497,0.5857989757793628,0.17832194745841337,0.9746760272665109,0.17633598468439332,0.11518525192595708,1.26401270396323,1.662143444617498,0.8643425709983799,0.17565515076669297,1.7003176728259572,0.3272233283418828,0.625630941491611,0.22490717174475416,0.09284629397668057,0.6576612490014874,1.309462113515792,0.25178655993676086,0.14028813071084648,0.4921360937561757,3.2533822946123725,0.2612405229762115,0.3423590799941728,1.0317574100477673,2.754611042291572,0.9259051906214425,0.1663998515426223,0.1674277432366371,0.6691940433790938,0.7178288412283902,0.3359807525226184,1.2530141443755562,0.11150657855042519,0.31279767489469923,0.7709055924124386,0.8801942242437607,0.46068771820490356,0.5733059126640304,0.7342869340896868,2.1045159968047593,0.29242927236749783,0.24275176592285755,1.5922915150590145,0.24759011727114816,0.7450166331193319,0.4257342260394133,1.7555491004911636,0.18569258795336113,0.7983374519964579,0.09441995997628533,0.4134376958249134,0.25100887615788636,0.4216809026129364,0.7359245421193114,0.1847074813859693,0.7106441884990496,0.3097376366104125,1.902216754644187,0.3190313185101799,0.2796453924758093,0.45563459081148794,0.41300592837902733,0.18167326786779053
1283388.748866487,0.5383415643026114,0.4844602813858341,0.7169637158970811,0.8318250317544964,0.4702013440258964,0.2927208332404501,0.8191239213330629,0.25023605212259825,1.4255956221368442,0.6713157390149425,1.2772996229495839,0.15635359024107534,0.49704674948066213,0.14592646901269235,1.9017127061607089,0.2748171551359104,0.33552606322870443,0.40338598566211187,1.0492193208648048,0.06297983658015843,0.07602883386849275,0.19658467123802054,0.6567784709031531,0.41453074672150986,0.6038814346645099,0.6954204622711115,0.29307323793210743,0.044894462003423896,0.41157792496404155,0.3357061308833889,0.5364949042013496,0.6774318819378434,0.3583872841830878,0.8096946169561907,0.6149903914047474,0.19089110451081567,0.841156037582659,0.2765012198576186,0.1473178499887212,1.1783993725275241,1.6197243492949942,0.8250742182252878,0.15930554118556298,1.6680114294260142,0.3519770094906105,0.572934410787857,0.28829944836502425,0.11403231769461884,0.6666504726762332,1.2352683295877924,0.28594385813584416,0.161087304425182,0.44309700589909035,3.185156721161794,0.2448739504880905,0.34330963281829063,0.9736866650769687,3.1496004474518737,0.8339196881816667,0.16136012404376565,0.17028750951826177,0.7368759402271536,0.7000051098816729,0.2528813951063645,1.1887219867337595,0.12473044558068117,0.35238558325179203,0.6055753517322926,0.9144799503432096,0.4434860287313108,0.5399628738471244,0.7155288371644697,1.5452972013577053,0.3125213034182619,0.24679039804815472,1.4090566808838567,0.25476431163129903,0.6655969795146084,0.41168671700290266,1.64713093562466,0.16148676046194468,0.6884069228313074,0.09098173392020227,0.35228864264091325,0.2389425437779752,0.4785159834547196,0.6262306350471926,0.16290331099231262,0.7041043108445512,0.309516290885394,1.7967420685897122,0.31631884672902905,0.28047427387429663,0.5265551533964934,0.4920655117420965,0.20443359953541457
1283389.3738861508,0.5176250624328783,0.5735685612787847,0.7071676293586019,0.8202940852574364,0.49527190053279185,0.30859249187043186,0.8005472530163661,0.2592635266113917,1.2455940013399553,0.6152205639430773,1.258979213557912,0.17593575544049958,0.46431740674949235,0.1637361254174529,1.790254743549589,0.2563419016429489,0.33319787328202777,0.38710745072964514,0.9956915943424562,0.07186990409971775,0.08677776776628862,0.20350933146892644,0.6526725811856072,0.35253729030979974,0.6304778165227221,0.6748637383386016,0.29982828059160044,0.04510792124704678,0.4498976115088249,0.21257905369253866,0.5462557726464616,0.7104991190529145,0.34417933647165166,0.7163754275563596,0.6060742749892826,0.19908491852329546,0.773111021917844,0.2896659051281237,0.14173899784984503,1.0411966090746192,1.5703743187625108,0.8811169502351478,0.14628052814408787,1.5880562771562443,0.308694539652135,0.6097451228257484,0.3060273817212563,0.37223758347005714,0.6949386352674521,1.1236572375311562,0.275594847877118,0.15875202510128578,0.41238717046829915,3.11165591957775,0.2601494690298574,0.34590981591652725,0.9879935728845732,3.1563704565204853,0.8588354647719368,0.1666138970340312,0.17154177727157088,0.6429010247300663,0.639103556991399,0.2373507510540536,1.1585824816034953,0.1252919986466884,0.3389801926576049,0.5481524940792618,0.898839044081905,0.46857719947196474,0.562538396638808,0.7209766007827257,2.05409983203308,0.3199498096929275,0.26011498702720254,1.3160407479648188,0.27011621001016095,0.6926281758141598,0.397772722046264,1.5411981392709053,0.15147943766295496,0.7763995981712823,0.08635552847901609,0.370410515496786,0.22479920557324126,0.5096019392673232,0.7199049700978368,0.1731353042116751,0.6964761101242385,0.2898997187938511,1.8009887292101523,0.7386867834651014,0.26692043436133917,0.682819715808077,0.49193479897251047,0.19568932851511173
1283389.973904936,0.5249890362533484,0.4801014110173977,0.6857856310141753,0.8263420955861599,0.5208912101572934,0.2833860936310904,0.7602654450298585,0.21484068635990092,1.4700322923198748,0.6429605277433498,1.2740953768459173,0.19397332377067303,0.5477071162258165,0.16129375447093136,1.9644903351992204,0.23834426642993398,0.32862426973548986,0.36672563434250316,0.9447727260887191,0.06623206704170798,0.08086173090412878,0.20971113987327894,0.6488323133848415,0.34502754576916567,0.6721005516615425,0.6390989029520984,0.2946093052600445,0.047872204242059256,0.4359301537307519,0.3452936167510582,0.48490730066779675,0.622922462515576,0.46756286653520224,0.7154589576205834,0.5453702918778396,0.20212557131049827,0.7330874535715713,0.24367425941428383,0.14288011727629996,1.07051019165411,1.6082725395856687,0.9368436844151562,0.15884978322081442,1.6507057384643764,0.34099299630567703,0.6516024703205453,0.2552209728446885,0.2615170377584263,0.7251655267242346,1.1258548863682032,0.28724856910756136,0.16668040025838393,0.36039910178648793,3.2576666738996387,0.28258229600108076,0.36757332278223764,1.0007054719529418,3.1052612154715855,0.7901823060418577,0.1634160226339563,0.17286408349304172,0.6098466808209454,0.7321606009589569,0.24676155519940693,1.0906078676502895,0.1354972540735732,0.26452727594807235,0.7199385754232168,0.9644407916150247,0.39905970254904083,0.5409341807623913,0.7261094774982729,1.7524271627775163,0.30507397133558806,0.30352047259392767,1.4971181687284434,0.241053318876178,0.6101925669630414,0.38399031518005605,1.553686989555254,0.1726468083755291,0.7332006018125918,0.08229171311483098,0.3854641998849694,0.2641571030482492,0.4725070545014481,0.7626581094350844,0.15716812900392996,0.677528298052132,0.28510880544647693,2.5788941339290963,0.6165457161460506,0.2589334635619365,0.8358486860663547,0.560704310694564,0.19344529204782365
1283390.5693782168,0.5873543246020967,0.48884564160411226,0.6796447572315341,0.8363463216765378,0.48218902010141795,0.2827831921686973,0.7598268266238072,0.2313384764914628,1.2922528265013054,0.5919867000524524,1.235289540698351,0.19622677162981972,0.47119950624864676,0.16039792766202135,1.8947657068575392,0.2450468790679337,0.33848641364716225,0.3715226876191253,0.9881408092081159,0.0663433370748438,0.0771930517171105,0.15877037932441254,0.7040270107851004,0.40124450262865535,0.5825554509928864,0.6820445379146484,0.2653733482993752,0.05108855713428008,0.423576690554772,0.38317108871609457,0.5234159411208672,0.6801498021373751,0.37937175848431814,0.7648996509805521,0.584865769418301,0.21002038266256481,0.689260460607258,0.24397227182361914,0.12281741739475217,0.9992965146898349,1.5992235989620243,0.9288067190478133,0.1548011198413022,1.7462957788839035,0.3020509655440043,0.6368960359185005,0.2927367480267427,0.18926627482483743,0.629002018595671,1.0607334466101601,0.2698209463155659,0.1711605512644253,0.42770663629177236,3.4879656577008307,0.2794496737309073,0.3219863292699086,1.032853373367377,3.0098040515979774,0.7794890176205082,0.16197029691800058,0.1563970076747177,0.6057435124224869,0.6771156896655521,0.2987117086384927,1.125100922557918,0.11579927925790919,0.30186218369053935,0.614749770880567,0.8996676847247447,0.43389510962817557,0.532034916736126,0.6993723399114088,1.9150116061266713,0.26901414118762884,0.2241016211656061,1.6065845951097313,0.22511155213563414,0.5874504035003263,0.442288913832292,1.5138725484099973,0.16670889829063315,0.6508426644422634,0.11116037860944575,0.369411763257653,0.25467281006149717,0.5084325719392657,0.7862456877521025,0.19014940704915861,0.7385390353614688,0.3125452267518307,2.3527211519682214,0.5249777107661553,0.25684044320936317,0.7899644775406659,0.5210763118725869,0.2008476368978148
