time,ASGR,SIBDL,RMEL,ADAL,ADAR,RMGL,AVHL,IL2DL,RICL,SMBV?,URYDL,SAAD?,IL2R,M5,AUAR,AVDL,ASER,AWAL,IL1V?,AIMR,OLQDR,URXR,AIML,URADR,ASEL,OLQVR,I2R,SMDVL,URAVR,RMDDR,RID,CEPVL,MCL,CEPDL,OLLL,AVAR,SMDVR,URXL,AVJR,RMDL,FLPL,AVBL,RIVR,IL1R,URAVL,AWBR,MI,M3L,URBR,RMDR,AVER,SMDD?,RMDVL,OLQVL,I2L,RICR,IL1L,AVAL,CEPDR,NSML,BAGL,SAAD?,IL1V?,AQR,OLLR,RIVL,NSMR,AINL,AIZL,AIZR,AIBL,URYVR,M3R,RIAL,I5,IL2VL,ADLL,SMBV?,URBL,RIAR,M1,OLQDL,AWBL,RMER,CEPVR,ADEL,ASGL,I3,URYVL,RMDVR,AVJL,URADL
1456240.2613777875,0.7789702280820879,3.087220551494216,0.2725233397536919,2.082657827976668,1.5520037654992982,1.0539779383207262,3.2766185214725585,0.34043074764428977,0.7567015574906423,2.3294775899315536,0.73073469217624,1.1912378618044244,0.3731179104693105,1.112671022563705,0.881220935643279,0.5603477096886034,1.598281198577494,1.5494974240146409,1.3028965573842257,1.1942500771280884,1.4410635118620208,0.21795851904666208,0.7436599668238539,0.3548642150151734,1.9048748623950638,1.2499468440867718,0.9102436936723839,1.0047133172366725,1.5979402440446253,0.8648017799893054,1.2179510061102636,0.6916488830598364,0.49006531524327346,0.4076881691049502,1.791159837232813,1.409817085119704,1.02468202278139,0.20862581673069466,1.6970522540644986,1.5489843029205057,0.6814258230923828,7.17929212843891,1.3426496210147456,1.8432126030348244,0.40750446372290444,0.5062947510078234,0.21764608746636524,0.21700217717902226,0.6937892451991222,1.2590691129071596,0.536441010239845,0.7533299916862074,0.7086585951946062,1.098934343272795,0.7901428749151501,0.7626225399436207,1.7222546293764502,1.3840352342162088,0.6504076264897294,0.48299936861586557,4.26973174350539,1.9493432388482064,1.2317052211775006,0.1496387542352725,1.8635273243590056,1.2575833153649942,0.5339892231395976,2.8394047542336627,1.2136964740576122,1.3796403983479113,0.45078735305679957,1.1812649292508872,0.27473358581819873,2.2010447973642973,0.861950410467784,0.23352354794546892,0.9586448526422253,1.8188452976122678,0.765490566512625,2.458243374150294,0.4788213924260036,1.2497925176283238,0.7951540347249189,0.36302100378803576,0.7593987322984609,0.8242007574545962,0.7127309828808189,0.5651662336831518,1.0578469543223055,0.8985871074053721,0.9588740838360663,0.4478533796214473
1456240.8636694322,0.6789177261354203,3.2482524910146133,0.27258925137962203,1.945584226610933,1.5143871329092102,1.024046048294032,3.1922805480307073,0.35268453305736125,0.7400428768937921,2.0259451040061163,0.6052785018720547,1.1915259707950596,0.3732081515773377,1.0513886359734703,0.8350375166154088,0.7213500840188841,1.518827203931653,1.294980408342914,1.1855779501080788,1.145247700959711,1.2568722775411,0.22860314621049063,0.7438398260520461,0.35495004134262553,1.6798563600439766,1.2502491522446506,0.892328193821113,1.0128344036836578,1.5932850340619125,0.8201063455214694,1.1117096817246257,0.6811070770742641,0.39367420315637336,0.34851549050827485,1.7572075441193964,1.4776132868583545,0.9917782973350546,0.2086762743054629,1.6037817567655348,1.380543017940903,0.6844712453676121,6.829925795512133,1.307418654483566,1.8033752100472105,0.457611917706895,0.5064172018418289,0.25002297994097156,0.21704544900907183,0.7058589057439688,1.134119469112563,0.5301580342947659,0.758790399798411,0.8256250590171563,1.0884560666269907,0.7315622473705029,0.7378034472798192,1.6597921933234514,1.383464769214365,0.6068823242074368,0.4494542797552064,4.118780167232825,2.1899122241808815,1.1304985371412124,0.11252938996140287,1.719669673981861,1.1636724432304637,0.49395873521954287,2.8096377104286936,1.3117302020441919,1.3208789642576275,0.4976220624817536,1.1183957184998667,0.2612792857515209,2.1960312902643864,0.852455596671531,0.22258802592582713,0.9588767074293576,1.672905458008707,0.7273182314321677,2.461629760401285,0.4731763864739256,1.1557805768793972,0.7880295035500415,0.3465652470790686,0.8396315065716342,0.7888256078255287,0.7408203627843708,0.5427727340266316,0.9986197241568617,0.795334708020821,0.9203432106447833,0.4467013736152184
1456241.4614154694,0.7809291052061904,2.8071761270896247,0.2707937823770045,1.873215158427237,1.4668550996244947,0.9920127687247872,3.38250342168497,0.36455977134313916,0.7204833864868316,1.9563527142162829,0.5819721324513351,1.1918141494668166,0.3618359709682106,0.9883897910273464,0.7885059027447406,0.6039799679963356,1.4393346828152411,1.3949327439228405,1.0765944708572006,1.1773808888272361,1.1520224456144557,0.2122731341861277,0.7472076708760413,0.35503588842775957,1.6791844013380954,1.0911499525585426,0.8735699501693036,1.0409145345009327,1.5887283368612515,0.7592415317193798,1.0514197784913788,0.6223565773194775,0.4491533495698093,0.39244827236960944,1.657188455744331,1.458553402724159,0.9783383694236785,0.22182208309238624,1.5702194696823868,1.3719831850574793,0.6471222337100175,6.731140721956957,1.2606531187661905,1.6968636755883522,0.41756314235402103,0.5406314489880517,0.22958087790155232,0.23420272451559349,0.6812480575604116,1.1861821793099245,0.49006111712840783,0.6092300293316324,0.7420765399070666,1.0593143606253212,0.7039703008183045,0.7076214166353126,1.5340816120605154,1.4568769939191868,0.5725808331448908,0.46759358426994685,4.023785247430168,2.100248682695381,1.024831940609412,0.10755645427825535,1.6181989850435259,1.1403687291896238,0.46361601822658566,2.600012654950887,1.1788718531880875,1.2589305080915383,0.48207832560223685,1.0300457703234964,0.2484164024906678,2.12924327822013,0.8423806037228677,0.23099109142596622,0.9591086182921492,1.6365904108170413,0.6844935317817459,2.3521621262244,0.46826286419388174,1.063468369005398,0.6938009441489299,0.3285243111574978,0.8283994804165473,0.7503693923717815,0.668594175243209,0.5623681476518174,0.9688598674798639,0.7769431203964575,0.8200852520547024,0.4022843630663761
1456242.061434272,0.8738940914800377,2.4180440323121317,0.268988776183357,1.8008109705330213,1.4049540887972725,0.9576524347626806,3.5753560231479633,0.3760741179612528,0.6972057150475787,1.8787086461031521,0.5617969987288671,1.1921023978365486,0.35126486574707183,0.9236029548296747,0.7376722715547589,0.500266839724012,1.3598036212401194,1.4945074408025076,0.9750850907723677,1.2077412724948835,1.059682599117526,0.19743218189891393,0.7507068116260053,0.3551217562755959,1.6785843790398773,0.9437116452144669,0.8539094678414328,1.071057899394435,1.584267228252163,0.6965460029689972,0.9874077305745783,0.565005426070992,0.5040437831008457,0.44515623873190785,1.5570183652373064,1.438711748664914,0.9644200512223078,0.2369260805174532,1.5397948836973203,1.3641483012088462,0.6102846831312658,6.61515554805744,1.2196833417680695,1.5794732312552817,0.3771516419006328,0.5702313505787345,0.2083886862385662,0.25537707078369204,0.6577835606141877,1.2434658456823295,0.4430231810962879,0.44905718858075344,0.6536142367482666,1.0228744552846432,0.6780126697180868,0.6701491207136244,1.3979066194489433,1.5358324676301631,0.5448557771353105,0.4857416367226809,3.92683150108627,2.015168051917667,0.9144083164840086,0.10209237419039931,1.5259437713709814,1.1155067330920356,0.43081014903018716,2.4156439537799437,1.0452897176096747,1.1935325516420026,0.46651522500078274,0.9535095769487337,0.23610656043932743,2.0610909220663154,0.8316722421163955,0.2384374452641169,0.9593405852441628,1.596726110102679,0.6361194268010674,2.220344766064485,0.46394939126327844,0.9728091432823848,0.6105654326581673,0.30952169642611177,0.8172145599365436,0.7084162484183666,0.6092264733760222,0.5808613169289395,0.9395996237052168,0.7547387780653589,0.7464952230734044,0.3645178737848813
1456242.661453276,0.776469083329434,2.536798219218169,0.26717416572334185,1.7633444084784635,1.414282973207183,0.9510898597113809,3.452214265844945,0.4202404723783632,0.6683531350177406,1.8385273645114573,0.5458698128987017,1.1923907159211118,0.3414131732448975,0.918097178932383,0.8170657241044705,0.6049065457271775,1.294061037078925,1.4109951193710435,0.9083188210351923,1.240118308039886,0.9835584766419372,0.20982618292283836,0.784389671452775,0.33618201822137966,1.5879569223170253,0.8781801161457277,0.8228330509035668,1.042384588783912,1.5889840585899568,0.6892102824711815,0.9193224321892208,0.5337140493862862,0.5120679730577733,0.4543339067872949,1.4839080150674928,1.4132785108682577,1.033618686357357,0.22957765199428393,1.4518886334048524,1.459316836131612,0.5952407818238477,6.380872944845554,1.1981304579383123,1.4641719195112555,0.3657030727288182,0.4992028541309856,0.18640504412631614,0.23106572863283584,0.6353868963850637,1.339471088127909,0.4536229740261369,0.399999224745466,0.6081718982007386,0.9212103357774369,0.6625826084395324,0.702886724349659,1.2920429503852127,1.5509969939505444,0.5111101205080953,0.47930813492670393,3.99325573356486,2.1468708390635554,0.7989035611020301,0.09858471458938961,1.4664535798258733,1.1113614823893911,0.42972444185910574,2.48688278814193,1.1026807896794217,1.2374976015562853,0.47115515619946435,0.9335508222266714,0.22331194310016356,2.0605950846190684,0.8090893409624198,0.21583623506559382,0.9479981626467544,1.5528827045814875,0.5885659324475015,2.256084736302614,0.4709505042359952,0.8971538339456041,0.6398320932491016,0.2894795274436974,0.768380863711419,0.6698262879897136,0.5890583592820705,0.5983440360549726,1.0734685077029424,0.7060661497930631,0.7803233973712317,0.361989094332791
1456243.2689721975,0.6812680605688725,2.6884424706307737,0.2653498832951173,1.7224131391509254,1.4225427045681331,0.9448428353161257,3.3238205095923576,0.4676121617613575,0.643962872574052,1.7939085489566144,0.5278451593944836,1.1926791037373674,0.33220996579151957,0.9125886857903943,0.8834471983449869,0.7274969022581068,1.2295995683245668,1.326719089784379,0.831961849999715,1.2722671921638127,0.8861185852564216,0.2234911067241782,0.8193866794741269,0.3167821447114856,1.496993685276744,0.8015363430571023,0.7978216977918896,1.0102537617808303,1.5934856627973237,0.6813777214236924,0.8467671870800101,0.5014808297400714,0.5206606002805031,0.4649002436732635,1.3983067591628409,1.3878328865109808,1.1097489437338506,0.22222565507721076,1.3521664367959998,1.559057162585577,0.5780188283089699,6.151176620498007,1.1730392134926169,1.3578816725423088,0.35463051645489435,0.42345683379317983,0.16358549323084545,0.20868291746655762,0.6139865569345555,1.4454809421995378,0.4639867456128414,0.3486301342817234,0.5609188560920552,0.8237137635766613,0.6452969614493225,0.7310478328365478,1.1856881266437052,1.5655529931530796,0.4783226953987858,0.4726133613523881,4.0599738279986095,2.2879017187908635,0.6779634466347239,0.09531161530626632,1.4116822193624812,1.1071405594643904,0.4286742506597624,2.565889012060801,1.1584509437300599,1.280975860365415,0.47600069866404354,0.9090070975416095,0.20942954425336258,2.059997744378121,0.7868690668018985,0.1973299403852276,0.9360454159928842,1.5023873906568836,0.5469883438418568,2.287768895008924,0.47847611213347013,0.8100944761844013,0.6707088218656054,0.2683112877452617,0.7125724929110079,0.6294779100633658,0.568326980762831,0.6148981824041315,1.2367196168838237,0.6624426309503456,0.8251979325200427,0.35894259845042215
1456243.8614907542,0.7667398210339675,2.4542550613729093,0.3046884221949161,1.6480344977243615,1.2380962683909147,0.9388896701964436,3.3197706109865055,0.42435691308313844,0.6695284541513101,1.6076557817201425,0.5104219449595943,1.1929675613021808,0.32359334287489816,0.9070774744113993,0.8045013727097083,0.5471884466264426,1.505988443422867,1.1444587354874,0.7108829024514801,1.2393430924275621,0.9491004985942412,0.23183959535555365,0.7972269487022273,0.305572696028396,1.4644149411075336,0.668711882814528,0.7678577818385962,1.2018946231163266,1.5977878448347584,0.7376990265829201,0.8987058439416509,0.5060947995872598,0.5687190175942006,0.4697384216117292,1.407006729760702,1.4074697463403463,1.2033426889273102,0.22188105168295963,1.5865117291738202,1.7791301532687775,0.5912073450914289,6.67510270288767,1.2380962683909147,1.311922145587245,0.4279838952462421,0.5572480666531021,0.1683810925011644,0.18980888915322827,0.7585796184109413,1.440107971842085,0.4178446259074908,0.42761557864103883,0.6501592711960495,0.7362036129940259,0.6326650982302136,0.6775651220049782,1.2621772823301076,1.5345418537802886,0.5604315672162108,0.5267339387452576,4.349435117798816,2.1970581053627867,0.6254113308758805,0.1077944512280647,1.2793661440039452,1.2195669364830235,0.5047885612172325,2.721403468806202,1.0628406322259907,1.2558467525255514,0.4183685148913141,0.8931980221963027,0.20606158255878546,2.0574246812966672,0.7650025723391018,0.2117796248563407,0.8810991848671541,1.4436235373801105,0.7336866775649865,2.238890752006904,0.5100771143183543,0.8219583559595239,0.6843039204211894,0.2483549443877884,0.6550773906830236,0.7320489840882789,0.6378071685650166,0.6441086529785637,1.1822722820544482,0.7102257663637805,0.8138937141803226,0.37933162265593984
1456244.4615097172,0.8079561757351936,2.498436289658743,0.3341207570197919,1.5758955185626886,1.074077832973788,0.9162114605445317,3.086607490330966,0.35701497957660394,0.7617828685591365,1.6511942805417932,0.6030568129433005,1.193256088632421,0.3814162226982505,0.8525187861492953,0.9053423185925173,0.5566811767732226,1.5905572024428007,1.1778519201198125,0.7019952651439677,1.214974514937667,1.153561101848084,0.2213329728677499,0.805814461190923,0.33774428465627593,1.4871333103597562,0.7763893636984591,0.736996471558898,1.171118679861131,1.4310350431362209,0.8583300665371437,0.8994524755027979,0.48624126052764466,0.5614060553842097,0.4500181133443822,1.4329473023735049,1.4331120170740093,1.1275970443129824,0.26615494662880235,1.583743533787635,1.6647040519280445,0.608592358341985,6.399263670940941,1.4491494107708567,1.2212848888463264,0.34642703532935665,0.49647395597371485,0.15890154164209727,0.182993180575508,0.894396901960138,1.3117577905099922,0.38888105641515414,0.6264258457308359,0.6513044106581518,0.7083723941878078,0.6046039663600001,0.7014471943654986,1.272865652108083,1.523003271582352,0.6249311686772759,0.5699283484450706,4.602779661143973,1.9171169549361644,0.6425149292484802,0.10182364730007726,1.3460822939199402,1.2008685676667588,0.5743284454058412,2.795586356164818,1.0000190713140438,1.369654241924068,0.3901296317076711,0.8991968853338059,0.18299860179252997,2.0757311986431786,0.7849940022247869,0.19218818675158578,1.0350770116829153,1.411609228071023,0.877727356176401,2.261043039208797,0.535522469364906,1.0858397170954184,0.7679267517960914,0.23035458144810664,0.7395054598683165,0.8304251937227731,0.929120292655962,0.6473944788463042,1.2308114847083185,0.7991972317157227,0.7204397809409993,0.4243108808563572
1456245.0774381084,0.9424854971638112,2.5546990878340163,0.3247860928664231,1.4965979229395636,1.3313867042539513,0.8969861973007307,2.946520158707718,0.3789615528061143,0.723107056990029,1.713307985964351,0.6913948307683552,1.1935446857449614,0.3503380433901844,0.9808760309405263,0.7218075878102529,0.6033218751142119,1.5103389145026087,1.1919872601061638,0.689399496771272,1.2024350246831863,1.0014395693058429,0.2100367890467219,0.7870659775948183,0.3265405712551368,1.2706533059801888,0.800867101345594,0.7616157168297346,1.1342841330945748,1.4908190316704937,0.6736106962897157,0.8605879384050389,0.5061892620352201,0.5365346548287933,0.42387525758120026,1.4566801263257025,1.173500739325768,1.081400593117661,0.27526560552085916,1.4610251369953293,1.5085422160828188,0.5833009259846778,6.235683517065863,1.472618657672429,1.1534939659921717,0.39097459899201675,0.5780577715938042,0.15333587421631753,0.15944780031611727,0.7822341404595058,1.2098883591498228,0.4781553406245958,0.5283699970379203,0.6159119978295774,0.6688271737448974,0.6888771371325128,0.7116622972002701,1.2479079682335095,1.5270122168333866,0.543017757789288,0.672970782328594,4.490646922183359,1.987918154779732,0.6462757694837563,0.09731612316394012,1.3526855829583324,1.4114216506189072,0.6295312054512923,2.736677576787856,0.9654242976238829,1.2362227792852956,0.42488384828945386,0.8760759585304096,0.1948783047935286,2.082925006061858,0.7444683422041418,0.15382489720283307,1.0023030063622123,1.550346513853115,0.9922617874902117,2.262457031678294,0.4972539970699391,1.1215367233205253,0.8530508369111773,0.21403568779553903,0.7418559313625352,0.8725400325944215,1.1286842302498896,0.6560496931580476,1.322189916823185,0.7358267353806625,0.7838907094534318,0.35437737403669667
1456245.6865482905,0.8807587427703568,2.3717900681516175,0.3283537386582018,1.5558154028459972,1.2061011441531801,0.946340408069457,3.051987219832505,0.34533188725933545,0.7000694198871422,1.755602404529167,0.5698953989176634,1.193833352656679,0.3168917547797931,0.916462828987275,0.8091394688790166,0.6118492897387625,1.4277158757579667,1.1353058842152657,0.5958681515739441,1.1829086268282742,0.9572507860419736,0.20039729458628833,0.775098866956913,0.3159764546293752,1.205954950075101,0.6347423084655651,0.7456913218691168,1.1245274418280715,1.3793340298770937,0.734219147686515,0.8162175765717888,0.45689966154015665,0.51835497225062,0.45686033716455865,1.3434883500589092,1.2300165884476535,1.1390564547017108,0.23599901175637983,1.4067313106911856,1.5939265416164634,0.6267957120972458,5.794212773826081,1.3917890436914708,1.0737955034915283,0.4067407210195183,0.5204255663876237,0.14693207703101532,0.15770106873490078,0.6284756291338376,1.401465602847571,0.4265639071983471,0.39436676964552947,0.554199926484083,0.6274675479241993,0.583269487389123,0.7236606864919081,1.186307789549045,1.5323659970250456,0.5365962931541045,0.6166213733356108,4.606633039517005,2.0453247685552918,0.6614553974924828,0.1051268325096601,1.2594141839503141,1.4119329020759321,0.6664290275165953,2.661544410363617,1.0099684980392345,1.2141697790635608,0.41606205596367707,0.8550809263989959,0.19933731556590176,2.0522987346237427,0.7440795288021397,0.20437027822201967,0.9332688192184112,1.5785711675260075,0.5797645099109981,2.3760581353855095,0.4539828317756315,1.1200819969737779,0.767243649099193,0.22684183257081866,0.6163843535697408,0.8033043284784467,1.0535670167695528,0.6088774503314599,1.34199913098521,0.72597352249277,0.7227469735039133,0.31100274626194996
