time,ASIL,SIA??,RMER,URAVL,IL2R,I1L,RMDDL,RIVL,URYDR,IL2VL,IL2DL,IL2VR,VB02,ADEL,SIA??,URXL,MCL,SMDVR,I2R,SIA?R,IL2DR,URBL,M3R,AWCR,SAAVR,SAAD?,AIZL,AUAL,ASGR,URYDL,RIBL,AIA?,I2L,CEPDR,M3L,IL2L,AIZR,I3,IL1DL,FLPL,AIBR,I1R,AVKL,AVER,AVDL,RICL,AVKR,CEPDL,RIVR,AWBL,AINL,IL1R,AIML,AWCL,IL1VL,OLQDL,IL1VR,OLLL,OLLR,ASHL,AIBL,ASEL,RIAL,AVAL,NSML,NSMR,IL1DR,RIML,AVAR,RMDL,SMDVL,RMGL,URYVL,OLQDR,AIMR,SMBV?,SIBV?,OLQVL,ADAL,ADLL,AVJL,RMEV,AVL,RIMR,URXR,URYVR,RIAR,AWAR,ASGL
348132.87033202534,1.2889198513188813,0.33155145032660777,0.17452708993983027,0.22566879351548388,0.17085930092048138,0.08414276117173186,0.5606793320581948,0.76858045205729,0.5453042802666505,0.09287991067479656,0.14677541009924333,0.10134403316126854,0.7261520289120459,0.490152619515631,0.7213430750781913,0.35751467506610574,0.2728638758948639,0.3461529798839202,0.4777315979684512,0.5701193615425154,0.07817426148574658,0.27021380530794165,0.23801649836561506,0.3877867135530973,0.5561569007563357,0.6370485116028843,1.4733519427200932,1.0981928832311805,0.25811091075072723,0.4080624065980521,1.1477674732350727,0.948485093944105,0.4581673515754575,0.34079337096955226,0.27472458720946047,0.20077936283282377,0.4341126259800275,0.38488623440567804,0.5377162044836609,0.36744563826238646,0.5112277215041702,0.06917730067580113,1.2645061193123557,0.330291522584657,0.29780792934261213,0.9254878799859407,0.8137910668841893,0.3262938038411971,0.5851225026357394,0.2537021840143017,1.556040061954384,1.9116502276283025,0.08181994691966715,0.7692464870498881,0.2438764895951016,0.5996706304335133,0.785794012102064,0.8864752439765168,0.5617625630834232,1.2719603795910015,0.8185134711859465,0.6195749403989717,0.873378728932014,0.7412249838917438,0.7718082942029231,0.7431712170896719,0.8225374778594532,0.8665414211683747,0.968968688368922,1.2241158455514318,0.32342978299243424,0.5208057584410165,0.8070786104474246,0.5150505803033913,0.2576412766336407,0.37302330252331123,0.8495978738270937,0.2286338401740416,1.0448989950914613,0.5446140216840344,0.35360930855762973,1.8460749044201168,0.3795083340757998,0.5277267651977078,0.4593461698042109,0.5304682029389945,0.9979838093686494,0.4262196691440269,0.32916232079804275
348133.43034968,0.8086715045920384,0.30080912925156794,0.16249968270975515,0.2475815398223132,0.1708798078773613,0.0931881305213551,0.6558120740489033,0.7587573558733579,0.4962245224734466,0.09191111161627931,0.14679302644783962,0.09924490449468934,0.7102192014902828,0.4582779413431242,0.6716236351277386,0.3163638150563639,0.26009970756613804,0.27613657166493744,0.47778893649920096,0.5701877886816911,0.07998228892938167,0.2573656900214768,0.20831597631365162,0.3679089388726461,0.5666515922047848,0.6229046188082668,1.4038128546626008,0.7452917546502968,0.24388629295929362,0.40530432790957277,1.2109478218169403,0.9449208706973046,0.4608398488435718,0.30148305587218954,0.28191677070406046,0.16087576849213603,0.29159603579072446,0.37251061566368737,0.35989663678312594,0.36735085816855934,0.47281196841066764,0.06605362824621921,1.216217863357902,0.3734765031718906,0.2901853147660959,0.8948304225006464,0.8138887401055355,0.3208385433861758,0.4412911705166231,0.2512039160410875,1.4662328969476994,1.7708473047854187,0.07450022018969303,0.6722719714276295,0.2448668299558405,0.5292763002338621,0.6950335935636814,0.8563169956425188,0.556732356144169,1.1456050901117516,0.7304570456848396,0.563376602359898,0.8466518978379624,0.7830610012614773,0.7575550804732596,0.6983069071911399,0.7972761067326937,0.8393803062725853,0.893061982930487,1.1774626217399808,0.3104501226545516,0.5140755583810531,0.7731255043901906,0.39085789388615194,0.27193978235989763,0.4030476796277492,0.7243076962886823,0.1903449472827462,1.0450244064592988,0.5568850881717577,0.348161540375128,1.8462964749068158,0.3782495747285341,0.5015463974301004,0.3880667392634731,0.48674747905856103,0.9383499065380942,0.3825724270111459,0.3552256875711451
348134.0703697353,0.6616956141050716,0.3043853194606204,0.17535916513774918,0.22308594989828132,0.17090031729553698,0.08025171316027778,0.6099594456234103,0.7438987601634361,0.4242189917584358,0.09093287618228885,0.14681064491079374,0.09717225509166165,0.7263263485060322,0.4208844734720385,0.6662872753432352,0.2784169594138792,0.27417021818606413,0.35196430984873806,0.47784628191186324,0.6256172329568764,0.09868564517745002,0.24305084035610414,0.220167674390891,0.42377085825401806,0.4438661018647974,0.6002697095091175,1.3782340137634954,0.9717669035822296,0.28246024664123476,0.35481459553455597,1.2743725932878565,0.9414100734787594,0.4633276485676385,0.32901250878426913,0.2771034145975247,0.1984899940249278,0.3486892796269901,0.3599775323736037,0.3776897012231367,0.34577770314515893,0.46269914057630335,0.0638097995712964,1.1397142170706356,0.41351010890174816,0.29645973408409476,0.9431664962396291,1.0334696714115086,0.28763462615944696,0.39399778338770614,0.24907208853636062,1.3396817421548557,1.6485696725959282,0.07196831197087208,0.6761016541944448,0.20796523653805193,0.4506404352044725,0.6082775092053,0.8473807399237042,0.5519931563620561,1.0090256441034628,0.7233249999584866,0.5212517258483317,0.8176187486635583,0.8305258583029205,0.7433270150298288,0.6445025468996428,0.7697480323841102,0.81029271515064,0.9161766782157146,1.1973858281530603,0.3309615134818127,0.5067809581538636,0.7112326649413602,0.43077333967246056,0.25511462654137496,0.4345240314505932,0.8773533416449066,0.19533303262317991,0.9919734852281458,0.46178076036482646,0.29913729671129935,2.4661612719664037,0.37613328761919523,0.489982060500101,0.26122263411181856,0.4418485286745029,0.8923437995931253,0.34131877279418804,0.4183907537477144
348134.67038855,0.655789986939968,0.33925906340427764,0.16812224956510188,0.22601294141767123,0.1709208291753039,0.07862097592019504,0.5552205278942993,0.7003006195377035,0.440821484996991,0.08994507077768793,0.14682826548835948,0.09512558052316021,0.732433525575111,0.4348249967575953,0.7016494265861197,0.24331326774591197,0.3105135530030618,0.4244794474564521,0.47790363420726417,0.6053446033292013,0.10800201072613504,0.22700422624845049,0.21041727861025475,0.3893405818769312,0.4823839807779573,0.6020546870067599,1.277949718139425,1.194179808385788,0.2720374533179811,0.36811496148397377,1.3033895794929482,0.937951528235356,0.46564969486861635,0.344905646082917,0.25093012155998384,0.1866950645781649,0.34867849151762,0.3291561280602532,0.3108803640826237,0.33495734717549136,0.41299659545676887,0.062120516062166946,1.0179043011395488,0.45072646368367036,0.28395581657933383,0.9259974377659564,0.9485986661108433,0.2869781823190288,0.4028044916889798,0.24723232561712433,1.3833546136482755,1.5413867214400958,0.07740471976996344,0.6422558596297623,0.18570332452728489,0.41602074282413026,0.5252653845031411,0.7709273189823044,0.5475206412201433,0.8609345469570864,0.6616991255873452,0.4654300487861312,0.8372623409683109,0.8848377831127171,0.7291240222189036,0.6858425558995739,0.766637079874153,0.7790677587224929,0.9456939549935448,1.0544712445089315,0.43491463907413414,0.4988487934842492,0.7080865772887447,0.36718611895167685,0.2750243510317765,0.3807812827393363,1.0035976318352549,0.17478259673589616,0.986847954623489,0.5009748441345114,0.292829299984451,1.9762720873394513,0.2134227768147825,0.45604436483993643,0.3994124993485395,0.38639017233778805,0.8497038927464936,0.38570629592657074,0.4354353794402096
348135.2522251251,0.679930151617129,0.29550128083164523,0.15911983119605463,0.23351808534012938,0.1662765709385898,0.07995326472807761,0.5130747342360846,0.6262937154716115,0.3815654989217801,0.07658893026550428,0.12204063309387528,0.11351573592922957,0.6672969228104988,0.4071919301719461,0.7870424357759918,0.30795791173093495,0.20432832467261325,0.35357360371399377,0.47796099338622977,0.5848946393641659,0.09314111665988067,0.2154874987131138,0.20263966083234372,0.36362202996157034,0.504514381907687,0.623416149751877,1.278858927622182,0.950039389930783,0.2626442517578253,0.3628308972888077,1.2134440737262473,0.8536383341878063,0.48935280980890683,0.3105858053677062,0.22666351161233522,0.1635487380212597,0.4142328609347325,0.3468807037837402,0.3239294402599046,0.32251199740640923,0.39620179106184666,0.06926383887207228,0.9388058160633581,0.2862287897355932,0.2773847555002186,1.013615258196353,0.8547067175847874,0.32038504544502755,0.5657177659423901,0.2246909412207431,1.3798379208358647,1.4282343502368522,0.08328965239777791,0.6270393032281253,0.176803270119862,0.3725644666395227,0.5008605173033417,0.7564555930816301,0.5356523789160521,1.0644426385494972,0.6578325779666135,0.4117226692224147,0.7623477844510365,0.8148320804187759,0.6424651800651322,0.6495205022705586,0.6693602046703334,0.8329706415772432,0.8118729131896972,0.9956806254599688,0.42223610186760163,0.5259937070780143,0.6570419857402435,0.4820257642977256,0.26217860348508254,0.41653708059981764,0.9675359922192277,0.1587312475514605,0.964356592538099,0.54800700103766,0.2938833046797547,2.196304459036019,0.3459527190224139,0.43618644986979555,0.4424797053567929,0.4146933243194976,0.7655949185540865,0.3691568648105027,0.45202678701863613
348135.87042635423,0.6265363631074523,0.2979010416089822,0.14920559426855184,0.22456356996120672,0.1581137650487093,0.08099489437166837,0.6316070048713283,0.6294412638195344,0.39735276129246855,0.07719175316247387,0.12747156251988964,0.11686845920366723,0.568894377235057,0.3936717752054101,0.6539291157270339,0.28929816703237016,0.2884981392913385,0.33301945708321173,0.48111901907844845,0.655508654653911,0.11883447066690647,0.22782581101131888,0.17117508880511792,0.3413111980528575,0.5232876477948118,0.5881902099132051,1.2632452606561866,0.7751813650692017,0.24151564303276846,0.34801523552451186,1.2014932852159967,0.842522798399387,0.5064281317307302,0.282719029713374,0.20796032366708633,0.17192923710244376,0.34365644219889174,0.3734518433199892,0.26311525579145684,0.3176036093766269,0.3918865328302441,0.06532414931027154,1.0504885393205365,0.31555235357365125,0.29176457379876297,0.9579392795337978,0.7485452332040223,0.3530603206976944,0.44723687418199926,0.23288073921902921,1.2970638743787015,1.3190550960864968,0.06986422176570876,0.6267965526270152,0.17378870472501595,0.36512877112704756,0.44974710739465007,0.7562593248503215,0.5193332532307362,0.9317642840670174,0.6531978907844493,0.43276395676815205,0.7859289386162399,0.7535631869653359,0.6516967842010414,0.7393963470204177,0.5635433309896628,0.8886326912357776,0.8944737483639985,0.9821383637941712,0.3970785357843302,0.5218845382326958,0.6572752442431811,0.35757278856465113,0.2744887646261624,0.4283378487294982,0.9082348829542138,0.16411963674435795,0.9610392366143427,0.5497211133670241,0.27347403934256714,2.2082573624769117,0.48869491164033835,0.4166644566130156,0.36476279665816136,0.3901143121414073,0.8786644449045418,0.37606600622322917,0.43946849175203895
348136.47044500144,0.5747712760131549,0.2725031674669511,0.1707686516126227,0.21009314498585802,0.15192940534930843,0.09325912644317286,0.6343654555881847,0.6046422864768216,0.40162312560556157,0.07768730651470099,0.13239899016713672,0.11976451994837463,0.5933113280108955,0.39546944938514444,0.7083415668101175,0.27107943095980924,0.23093488768385687,0.3383305183125439,0.48445007549680197,0.6476155523134332,0.11301974687569401,0.24136684452342883,0.23006089829815377,0.4002594486175241,0.4999412116318741,0.5505114494281841,1.212303326085139,0.8580447184084237,0.2569053430664859,0.32310218961405834,1.190730593594795,0.8306246281078189,0.5224077954670684,0.29373076928049985,0.21810892857286474,0.2111501151425206,0.37618282377592577,0.37878308028469587,0.3130964916787949,0.311547793540538,0.4194265510192599,0.06214439394913367,1.036443671134985,0.3416919149514677,0.2986091139565672,0.8434621850167535,0.8276022123070367,0.3183656286582844,0.3832075792504,0.24098919571907243,1.1751511732348165,1.2150574133807777,0.07315521274280566,0.6116182203147125,0.16465994846940604,0.3192312148594164,0.40420927515086763,0.7183634697930519,0.502616953327932,0.8121399818596327,0.647546950424457,0.40429178988353054,0.8248744528729332,0.6905319430378966,0.6608582903032016,0.6593903805373138,0.5362159101769038,0.9493218114763461,0.8527310002367178,0.9925738836081078,0.38013418332778254,0.5174316096545083,0.6479519759769727,0.38113505246455887,0.2484707506051423,0.3903946087115186,0.7643381526512043,0.16151628740564258,0.9220237694413908,0.5177560181872071,0.27611589885382354,2.3947248050126007,0.4157912179660052,0.4433065882237482,0.35088673692525374,0.37971752843755485,0.9036129337879802,0.3633375566226015,0.4647340840521647
348137.07500961237,0.5531919974492073,0.3215310872711427,0.16358505255936096,0.20925039012883892,0.14708285262017806,0.0738192406566463,0.5688061033363803,0.5750476353183432,0.4070897488585672,0.07810228665883823,0.1368901650091101,0.12229173832107565,0.6040245433791731,0.40375685032990055,0.6488949380301974,0.2532861282274005,0.3427097816422958,0.41727980703951445,0.4879689933987084,0.6136041606987305,0.0993045694637306,0.25629537496499977,0.2420202741842358,0.34914836567695806,0.44106047237125007,0.5840054442271777,1.2260937919983168,0.9447910297719674,0.2773172050950107,0.3431066796794863,1.1809887872149591,0.817859270924487,0.5373946810728958,0.3733368136612094,0.22047249064066937,0.17085582313272168,0.32786270553104707,0.4015907728066715,0.3397895586351925,0.3085718921464264,0.3845222280334087,0.05952421584426772,1.0249212354528245,0.36514088038309406,0.2728949462704071,0.8547512631983979,0.8397463903920201,0.29537130239298054,0.3695401680985531,0.24901754982275592,1.142688159165372,1.1158797940671512,0.0747082987863714,0.6441168517881698,0.1599961847202815,0.3010363575253817,0.36338116529691056,0.8062975655684461,0.48548900626712743,0.7037311299764112,0.5882232613243739,0.49502524014998284,0.84398206133476,0.625661983578489,0.6699505259898793,0.6312977871683615,0.5450717479453657,0.7475810431889565,0.8373565982928808,1.0026907673130518,0.4865065093759398,0.5125907499299995,0.6383723174134914,0.33578918569700184,0.2580832139892831,0.41143700780900194,0.9084529132422763,0.17656451605335777,0.9795223588360598,0.5203759405950903,0.27503620309169835,2.2399853260802414,0.21210574626361517,0.40691120072310294,0.38884537574385314,0.343310693957837,0.9235101438485019,0.406640827832257,0.3720330978039798
348137.670482672,0.5781757850992466,0.3028539826710339,0.1464783968474282,0.21010495047802982,0.1258008851095064,0.06780313044873894,0.6035901053233894,0.6116000661722437,0.3995483265358821,0.06020591221773567,0.1342193786837537,0.11357024350163773,0.5809554763737622,0.3723614541037303,0.7240103023229405,0.28449919584248645,0.2257638779911344,0.31621518778887364,0.49169234833650216,0.5678512175081887,0.12009726899023761,0.24940916219967504,0.21617508418242767,0.3791525903609544,0.5678512175081887,0.6126134307449904,1.2478589410470402,0.9484111562592904,0.2649972348371547,0.3490912319337872,1.1171423174013237,0.804129540195504,0.5432638452037104,0.2676676278378848,0.1795787803313567,0.16855674148659355,0.38820374142377984,0.40522715991194685,0.31709711551942416,0.3047829889300851,0.3853941049973608,0.06400827813790932,1.0763854925505538,0.3071928649442579,0.2699075243051474,0.9523480659896368,0.8912560061461856,0.29203776900421136,0.3679300450631569,0.24396570826277736,1.161710887726676,1.021193594461007,0.07550376299277854,0.5585973458154626,0.13723071089781225,0.27873914564336383,0.3627591660565132,0.7427816873566827,0.5265529471439568,0.885657024953948,0.6400992634901111,0.4472049463740501,0.8721222976917207,0.8628146836517865,0.715271771167982,0.670302695911764,0.5743083885433988,0.7629387786451483,0.8761133070126339,0.9296912956413136,0.41793849608602684,0.48297240394380675,0.6519266454284105,0.4557140370160353,0.27636865338801575,0.42837141275142443,0.9347704657442489,0.15827889139594759,0.9562137984333695,0.46613178202411315,0.2534859353390786,2.133145443161196,0.3261504428764981,0.41037277577543446,0.4258884131311415,0.3792258565619903,1.011315977847917,0.40285293921335646,0.3280918145602868
348138.270501526,0.5766565935332342,0.32182097770415347,0.15862266199636,0.23030831692571566,0.11766962536453177,0.08424764200124313,0.5715833683701852,0.7593439441016141,0.41338680498831926,0.07870378704390597,0.13480284004673007,0.09785687647836702,0.46454528440573106,0.3596822691987597,0.594131035761514,0.2625254962637197,0.3273473152825587,0.31587134618357243,0.47180994016355526,0.5618500050802643,0.110399279872123,0.24018256791890863,0.19274839306345018,0.3891948367068058,0.5350118947649037,0.6471829395049247,1.2584691225994797,0.7530022595261936,0.2744006472678396,0.35814735197600545,1.0738839042106512,0.7044752664614383,0.5025610535820365,0.29804408664554066,0.19202577675164956,0.22115802015897004,0.3894304268016646,0.3953759295009267,0.26676579695282227,0.2900404390859536,0.4818376467207037,0.059527579690941676,1.0185103470197383,0.34896250594426276,0.28528042893610317,0.8798242975889461,0.7586961713093919,0.32377932036766754,0.4015057888730341,0.23866298445756637,1.0092618810222724,0.9235064407010904,0.08814497534835586,0.659575858006423,0.14765903682896453,0.2569345574530523,0.324651384932391,0.7495147725612487,0.5077018897562443,0.7579868608769419,0.6679120140586955,0.4644963557165755,0.831463656352138,0.9208853106826602,0.7704659461992216,0.7336059416202613,0.4799041623212433,0.8671963861005257,0.8944730115600735,0.9867429668761352,0.4085305567265419,0.4637170568896911,0.6652339386214112,0.33445539981044664,0.25260352008756626,0.4273986107059113,0.7193645383975193,0.1568437741465116,0.9245568524417144,0.5234735084906434,0.2767790964433287,2.161163449638067,0.32586821920874925,0.4143539741169712,0.31741247116026094,0.35846653965535497,0.9848470075004174,0.41463627966908634,0.32152973700034876
