time,SAADR,IL1R,AWAR,ASGL,IL1VR,CEPVR,RMEV,RMDR,AIBR,AWBR,AIZL,AUAL,AIZR,AVJR,AIBL,ASEL,SIA?L,I2R,URBR,SAAVL,IL2DL,IL1DL,IL2VR,OLQVR,URXL,CEPDL,SMDDL,AVJL,ASKL,AVDR,NSMR,RIVL,URADL,FLPL,OLQDR,SIA?L,RIBL,RIH,M5,AIYL,AVAR,FLPR,SMDDR,I2L,AVL,SMBVR,M3L,RMED,AVER,IL2L,BAGR,ADEL,ADAL,OLQVL,RIAL,AVAL,AIML,ASHL,RMDDL,RICR,NSML,AIMR,SMDVL,AINL,SMBDR,VB02,AWCL,SMBDL,AVK?,URXR,MCR,RMER,RICL,RMFL,RIVR,M3R,URBL,ASGR,URYVL,RID,RIM?,AWBL,RMDDR,IL1DR,I3,I1R,URADR,URYDR,RMDL,SMDVR,RMEL,SAAVR,M4,RMGL,OLLL,IL2R,RIPL,AVHL,CEPDR,IL2DR,URYVR,IL2VL,AVDL,CEPVL,MCL,BAGL,MI,RIAR,OLLR,AUAR,URYDL,IL1L,AVEL,OLQDL,SAADL
1829481.741846742,1.8581309813233244,0.4141855127200043,0.8918740776832125,1.7507512626487025,0.30201026969166983,0.5121043703467445,0.5436184854450057,1.3664123177513354,1.449134504287586,0.8976416349169075,1.1622819469952141,0.8158784897640633,0.9537166411315889,0.6011980134983708,1.1928646833047862,0.5406478926283663,0.33453445258154196,0.7317941150221231,0.3261710912670034,0.8932096183805518,0.09404370423310225,0.163768897869215,0.11126694146535204,0.8751433951292705,0.26147197845788867,0.4692670782428861,0.5148809443642124,0.3630025717140918,0.8837513629502142,0.39612509792116696,0.36640951837592295,1.4273088088167958,0.37635125915423473,0.5436184854450057,1.0341084627138852,0.3648721357813387,1.2441972378142736,1.4608250049403237,1.6890710105832756,0.2236161145802151,2.359591027950744,0.4202673030046731,0.6651871762829183,0.7947638676096574,2.6015490451448406,1.6446428816905063,0.15213203883722176,1.2415977753990872,1.7381557817602145,0.2597494469703099,3.724793326197261,1.044567630034491,1.4964778531913079,1.173193739956102,1.958752320571687,2.621449140923694,0.28078271079960354,1.593364526304327,0.4792771671193891,0.5084866785625053,0.28887938840072763,0.5566059577935212,0.8507415274188573,1.285299519850595,0.786166810987265,0.21701336744311606,0.37942571885257476,0.9979469781116047,1.7813487093678153,0.2282107676993445,0.24709931156591167,0.12095071480370272,0.6148066204437564,0.7435701122753526,0.9966338899825106,0.15637079953578842,0.34247097567907053,1.2466438951934342,1.5997698804588034,0.34225813128384625,2.362151752231275,0.608528155348887,0.3519489757036782,0.1667817907252505,0.5436184854450057,0.05851869368190485,0.39429118543079117,1.0548474637056875,1.6192449928777628,0.7822997294215941,0.12828359260213504,0.8210904207242273,1.7155173516092392,0.5848017040393243,1.6771208593516131,0.2571168512239892,1.2813098424196878,1.5613361112361799,0.29978960594393694,0.1693515530981326,1.4618312213647213,0.10235494495826468,0.3586726092210638,0.4604418865791032,0.27792356106595384,4.256712314708265,0.22923671072982166,1.4079327680590077,1.1654338208018795,0.8185519723367327,1.1265346927294093,0.40359554222432237,1.5002458202216067,1.3477019213452979,1.6338260491516565
1829482.3418655463,1.8583603438481797,0.41423663862873245,0.8919841681409717,1.7509673705194775,0.3020475490001174,0.5121675830871556,0.5436855882002113,1.366580983890775,1.4493133814238588,0.8977524373059045,1.1624254158489367,0.8159791995376305,0.9538343652635286,0.601272223710514,1.1930119272064938,0.5407146287018495,0.3345757465847454,0.7318844456541307,0.32621135292012676,0.8933198736937434,0.09405531272661884,0.1637891130468777,0.11128067594741167,0.8752514203980675,0.26150425383231646,0.4693250032669986,0.5149444998372046,0.36304737974281215,0.8838604507626386,0.3961739945024796,0.36645474694867186,1.42748499184987,0.37639771490783863,0.5436855882002113,1.0342361101888837,0.36491717458385226,1.2443508180638638,1.4610053251195108,1.6892795048151363,0.22364371713200182,2.3598822893102698,0.4203191796326935,0.6652692851394991,0.7948619710529404,2.601870173129642,1.6448458918375959,0.15215081759334273,1.2417510347782605,1.7383703348798296,0.2597815097202375,3.7252531043347807,1.0446965685600391,1.4966625742590087,1.1733385557312253,1.958994103515047,2.6217727253210192,0.2808173698371698,1.5935612067937228,0.4793363277610559,0.5085494447450956,0.2889150468696775,0.5566746636862232,0.8508465405889134,1.2854581736516626,0.7862638532337687,0.21704015497014423,0.3794725541089403,0.9980701619134315,1.7815685941023875,0.22823893740234436,0.24712981281827787,0.12096564462383343,0.6148825104645247,0.7436618965037373,0.9967569117003875,0.15639010151275112,0.34251324934463073,1.2467977774516126,1.5999673516073165,0.3423003786764857,2.36244332967949,0.6086032703733709,0.3519924193072234,0.16680237780603496,0.5436855882002113,0.05852591706683789,0.39433985563904217,1.0549776711453376,1.6194448679800344,0.7823962943262953,0.12829942757232415,0.8211917738440692,1.7157291103039456,0.584873890336591,1.6773278784900136,0.2571485890136134,1.2814680037460602,1.561528838227022,0.2998266111398224,0.16937245738324339,1.4620116657484674,0.10236757936824063,0.35871688277124636,0.4604987222460806,0.2779578671780222,4.2572377514476,0.22926500707237826,1.4081065593674538,1.165577678714146,0.8186530121175596,1.1266737490414018,0.4036453609365205,1.500431006396687,1.3478682779253988,1.6340277240989958
1829482.9418843705,1.8585897346849083,0.40942462125395207,0.8915186532228423,1.3886157641840724,0.3857198899556106,0.5046189822477526,0.5187978652153766,1.3667496708498945,1.4171991716055095,0.8978632533720406,1.1651843555108459,0.8016866719540434,0.8799862523906388,0.6013464430829598,1.1438163576212188,0.4820995798874088,0.29331058465141624,0.7376490105947215,0.4157130728122284,0.932024768836743,0.08754939021679985,0.1527686155003109,0.12113302705805823,0.8622259400878728,0.2823299664528752,0.3936743833138496,0.5026285455144825,0.42980452329505464,0.8455847414934591,0.4153666452515515,0.3148850376945506,1.4269533554574831,0.3489322134150126,0.48189723345201646,1.0177935139590466,0.3414872024202479,1.0868109505850416,1.2490551134679067,1.5510027241957527,0.21479408573811046,2.2277252020590277,0.39289561090163483,0.612334120763958,0.8216707455157964,2.605481683850641,1.3335379886264813,0.15826481890514607,1.203544334293096,1.7385849144832861,0.21688141849964462,3.7257129392260375,0.9743131369752527,1.4968473181281652,1.102937445032804,2.0849776702822975,2.7253305577769784,0.3075376277280933,1.593757911560812,0.5270685159981651,0.49340522708669143,0.30715337037515583,0.5267604273871949,0.8599119391364765,1.2916730786505928,0.7629578472219641,0.1726199045201253,0.3583555370797699,0.9105292841020289,1.4888466764860806,0.2352305279826064,0.3227755748903713,0.1188160987854371,0.6279049026919558,0.7336345942105326,0.9968799486037238,0.2204402834750249,0.3182073380374501,1.0858725074880855,1.556576014023491,0.30863950381298816,2.4372087004698275,0.7006689874445364,0.33149132106962115,0.17387440964018436,0.5437526992383946,0.04659406163139629,0.35923601751485534,1.0093612979874391,1.6245451014282903,0.8015115164653055,0.12620433019360272,0.8212931394746587,1.3813782165117794,0.5781514798490234,1.5550741167595352,0.2876998408668755,1.3593817480959869,1.6755928501710724,0.2922208383662121,0.17099141485484112,1.3790829328510013,0.08630995226006265,0.3610130857366481,0.4299212716350291,0.27928597759624046,4.291687971000357,0.30590869155465245,1.3456506193273405,1.198458052059702,0.8187540643704564,1.0456782677661436,0.4275800157215864,1.4635489318581314,1.3317874604743802,1.5263233662832132
1829483.5669039527,1.39519316746815,0.40392414059753085,0.9454338799688212,1.1786827158637343,0.3721260276058157,0.5519538756758005,0.5601847668042993,1.5448592686504954,1.341727735868093,0.847524812145472,1.0263266183618753,0.6920531352782399,0.7692689310170643,0.5687004638541994,1.1992774454029012,0.496709250474351,0.34585032320738524,0.7487374313515207,0.41358465165610314,0.9018345324462921,0.08062018873539568,0.14507185566104508,0.13389503108499085,0.8984157821249317,0.3069082144351778,0.49840101627133554,0.5334428154634174,0.4028294952300579,0.8056589904601158,0.4229709699915608,0.3927587578493065,1.4510372310575677,0.3884427275432701,0.4876357047521753,1.0834379387437567,0.3443400597872656,1.2205733705470754,1.2671091958169358,1.4007480175045195,0.19752096514795459,2.0829325125999505,0.364434808965943,0.6023320775196277,0.8881173770676108,2.660541715336162,1.1218421414331423,0.1743012238976212,1.3109027641384934,1.6444497227917592,0.19321763579348705,4.245124093865738,0.9698967169032118,1.537767651734968,1.189013714797083,1.9504491725759254,2.659371490544727,0.23764483941163478,1.5939546406085912,0.5235805696497475,0.39453594679885085,0.34646086279172217,0.5100341189606378,0.8150533350317123,1.2507855826893297,0.8716544609552529,0.1833689176263992,0.3570067852463331,0.923713088942609,1.2631275927559529,0.2419147755853798,0.34959845478894314,0.11655640312804134,0.566478977667269,0.6414776028795551,0.9858721856946154,0.23992050818849037,0.3473499839109481,0.9968020325426711,1.4723232414946528,0.30844928626908885,2.3504650118134442,0.6028191384987541,0.30677015405981334,0.17750795264588604,0.5438198185605781,0.047856144033330876,0.3649007440557992,0.9676073348262539,1.6170726879949469,0.737303208238435,0.12027824018859706,0.9359217891894007,1.4024826899720173,0.5714642658372159,1.503040348944954,0.2690775143919527,1.7796536641459308,1.8279657766742123,0.2446387089394931,0.15792747256178408,1.5880778177338821,0.11472991952754814,0.35380090535008374,0.413089227682298,0.45669623005733306,4.146144006756181,0.21916235857291058,1.4213472530560565,1.1928950858748166,0.8188551290969626,1.0819587083422708,0.4217993052547421,1.4190778457495312,1.30415307494768,1.482234496260876
1829484.1594226076,1.3945819132507284,0.3920753648845041,0.9465879004100077,0.8786477712213471,0.3589653844707375,0.5283993781864569,0.553264307308608,1.2838966944852896,1.2273104309591383,0.7987577348428219,0.9258681525672617,0.8341123334085764,0.7037133733311242,0.5004515303279958,1.1707342686944942,0.41116121925150784,0.38894988467081487,0.703967146635607,0.5495363856463918,0.8835029885905249,0.08011802658195473,0.16922889288229212,0.14028829960676972,0.9481554042388572,0.336353733484248,0.44041159949120884,0.5765843900597819,0.3462513462727667,0.7639751136126807,0.34061606729699606,0.27376859706432083,1.3160039475802559,0.34269299453661195,0.4866356886764384,1.1191519853837095,0.32540244642516997,1.0233132172342012,1.2391931045645517,1.2261035202626347,0.19559426387482315,2.0816519926617145,0.3348773129270857,0.7284939309401065,0.8439625026741477,2.4209795473025997,1.0298281311932198,0.16653462513140221,1.2438258431347635,1.446159878341316,0.20191695473843485,3.9448590231305327,0.8767576454617284,1.5097331310878044,1.1623135667232551,1.9518523471343865,2.7010157244374957,0.2147615606234225,1.5941513939400567,0.42377156280358824,0.4243089650954344,0.305593044248313,0.5070132549021715,0.7474169669035272,1.097573657131384,0.8254960374112381,0.1916782189137565,0.391470250339054,0.8949061809285526,1.336768549125461,0.24831169584188337,0.2832744511290542,0.11417797349937286,0.5308205931066962,0.6815798439317801,0.9564908363640342,0.19888974121466085,0.29998560579997685,0.9104366638907593,1.3388661709537866,0.3050647935235969,2.5733576628836285,0.6082429773160645,0.2876723193200989,0.2881520244597532,0.5438869461677841,0.049933123588850235,0.37091079184163733,0.7391284140228861,1.5870174655446352,0.7026547332147901,0.10621361238293427,0.9110564165605137,1.094953918027552,0.5648119624315282,1.4650153432128863,0.25567335076263353,1.6458403864481361,1.4881351165979648,0.332992007857827,0.19252635262576429,1.5576838783924083,0.12589975605735743,0.354278614861839,0.41608837411743044,0.3162133407952233,4.183065455892063,0.19247140789042586,1.3003274115275758,1.183030928105067,0.6928496129525913,0.9117029020776016,0.39525291562236703,1.2933896890575354,0.9675891364408143,1.3868033687146686
1829484.7419407817,0.9452598582419259,0.38124817009796635,0.9236956110470415,0.8214950336782185,0.33685229852403575,0.5532866275865925,0.5464378906549214,1.5603811007840602,1.3823517245768784,0.751489175179981,1.00513254293887,0.8132203884633421,0.7098108822760282,0.5015179479995363,1.1824734907760093,0.4141782350718544,0.4017842651587194,0.7417555664468667,0.6553938772103997,0.8678469685304271,0.06751203146147604,0.19908785217599909,0.13351208664997705,0.8984955819758176,0.37227131219958143,0.42759277069230883,0.66529238173498,0.3399713012881472,0.720415376539169,0.39188089782891805,0.3276831819644792,1.3186765625722072,0.36663571707545284,0.5226225494311909,1.0500379432190874,0.3446541015813724,1.0639605001319625,1.2625810281695937,1.2618754606370868,0.19701222124985324,1.9336363056948231,0.3389858772264424,0.8206203824196656,0.9232248181769868,2.4411132314247874,0.9157785503167207,0.16100644505449593,1.1893797207144965,1.578023787549079,0.25597839155813434,3.7302406669116146,0.8518821112737481,1.5037353006545846,1.1325181549789285,1.8617476022922343,2.598810270763303,0.19390955703101728,1.5943481715582075,0.4956026081000545,0.4041425910895244,0.3293839597255405,0.5190401546383926,0.743633428640403,1.0832589839335152,0.8575852645106415,0.16059596708468665,0.34011943693141,0.9326166478717912,1.1241717695928066,0.25443960333827614,0.3830662549725602,0.11167131001636761,0.4945037109645777,0.7040871852565522,0.9543054071246236,0.22975229493445565,0.37850901333091136,0.8266542322361257,1.5109835612806541,0.3150107071221152,2.3179484082942783,0.4499373271369059,0.30956736377457306,0.21003114605484752,0.5583634617182816,0.05120276519954377,0.37729885376357164,1.029707315835705,1.6859395525868353,0.703622195700842,0.12383440316735209,0.8894846624897436,1.1237940237024864,0.5581942868472057,1.4663491800515405,0.2394766399010848,1.7970869574994761,1.5092665345064715,0.30041908453697713,0.15829351594368757,1.5267503462679306,0.11480835793136847,0.34545470937343986,0.389308394540959,0.35616041087329703,4.256363862454995,0.1573941209667348,1.2971212726070847,1.1753781672675645,0.7675796491305723,0.8872421765324817,0.40717820038481156,1.308264414446915,0.9240245624754769,1.2682617338834428
1829485.341959746,1.0038486912786906,0.3713160750536232,0.8077890935098906,0.6754379597058657,0.30710875674915195,0.5127556385263345,0.5200202897895304,1.4253831255232006,1.346084266610262,0.7056507209942211,1.0338098068760948,0.8040565293504303,0.6944951824357722,0.5471477850128569,1.194596488279374,0.4182780201760179,0.36484823273822603,0.8049293653571067,0.7401649336617073,0.9225166142658635,0.0820014768236323,0.21828012164004978,0.1290168915987403,0.9509314117226936,0.33510538776531934,0.4595613098385875,0.5950721530561741,0.3522439594368485,0.7189235139678655,0.3803979838660815,0.32860342524645597,1.3258378941416669,0.45335102186779574,0.5052974931234806,1.1356984643377546,0.3122666789628801,0.980218425660099,1.1882568888955911,1.0794071949233233,0.19387680356404127,2.126059964621387,0.34982992238617305,0.7184752903525067,0.9234928223232877,2.42416865859863,0.9939448520675386,0.15760669471886557,1.0322454036374427,1.630940827895909,0.3118070376647283,4.1648511459502995,0.8235183699983812,1.4971126768657441,1.2338756483282944,1.9584764144688778,2.584575182965281,0.24195700605303705,1.5945449734660402,0.4780792594242209,0.34638055603382145,0.32469735349990775,0.4875661933295162,0.7612706268195857,1.0498655243254218,0.8015246066622629,0.16771367282970479,0.4466291780509751,0.8292450852255158,1.4303588390481257,0.2603152885620908,0.27632824190037075,0.10902587161023276,0.5491294067694427,0.6510529712537518,0.9516624756563646,0.17416875416389893,0.3396127796324124,0.7453398156131558,1.4987579983719737,0.31765114910467307,2.1916969931357015,0.5194172511852132,0.27617935814934685,0.2018051570696771,0.5769922096499218,0.05519055918390557,0.3841018841079492,0.9162462757749136,1.6712220189162443,0.7431983965045832,0.10799661836312069,0.8974499820648202,1.0939557266809854,0.5516109593428784,1.550168010257624,0.23069933657177774,1.7626794976118492,1.3267184316425198,0.2702998545475914,0.15333931621998975,1.4952630194937824,0.10490767448180398,0.36834770526758404,0.3671157731429433,0.31363907173243727,4.615011525980033,0.14093814151330436,1.288471325308472,1.169276391242731,0.6937183421869626,0.9201147958618576,0.39282186635956146,1.4815972730317395,1.10740061228617,1.2036337071811654
1829485.9419785624,1.0721446873286353,0.39136181626491895,0.7905557639372659,0.6849339519218678,0.35502622195684375,0.4861833906141477,0.5069146385494707,1.6080344795875656,1.318766594110812,0.6611780619224664,1.07715470923204,0.8030491825069505,0.697028644366988,0.4185295220844349,1.2346473428086289,0.3790017338875716,0.35139041125005677,0.8151136759696859,0.3942669410940328,0.891530583091844,0.07987480516464603,0.15840956955899288,0.12090852860217008,0.9289313782849652,0.30853601210657394,0.4091289566469915,0.6096485774957393,0.3431187973845367,0.7174498719261121,0.370741620851958,0.3075282140533456,1.2809847751176515,0.4083665535569983,0.4915440181490091,1.0881767574195307,0.32177269708642037,0.9373317421682656,1.2047671242859088,1.302296706750246,0.19606788421973526,2.019722011877159,0.3588112809237061,0.7269709715535505,0.9261078786549196,2.4871353881150275,1.0176467824015982,0.14345079664664248,1.0702513650976975,1.5806848922760766,0.20991063993432305,3.5035994083583373,0.8489322221003431,1.5547863950997445,1.2254242763733454,1.8759281250680204,2.639698184379569,0.25441169560039956,1.5947417996665536,0.4346711565449916,0.41481915398084945,0.31454063713848673,0.4868799809483359,0.7175968774321708,1.000763159038232,0.7693187063585731,0.1503274486631259,0.43139693457570394,0.9068139645162756,1.438226449098394,0.265954173211198,0.28804678872869927,0.1062299293657088,0.6159491079733193,0.6564250340155129,1.074460243670545,0.18246866359168962,0.31152452522497903,0.6445124045322289,1.5640461039363285,0.29432485602601055,2.3869683711138094,0.4842210490135452,0.3082148587260375,0.1756052439221994,0.5654851127039695,0.053848810244434414,0.39136181626491895,0.9687701981167665,1.6468226847235372,0.7515032855107256,0.10105258255606589,1.0893804927706585,1.0028295607591753,0.5450617031797291,1.4938446669865093,0.2229039912777437,1.637446930212246,1.4822920573823735,0.2677705447503877,0.14822920573823736,1.5511291498304713,0.10693560902314571,0.32613484688743244,0.4185295220844349,0.2670753457136976,4.314100098515548,0.12344064438441447,1.276256690800684,1.14089849954257,0.7464251000440092,0.9964707124204272,0.3994883140977106,1.4168968195566805,1.0597542301734981,1.1707016261479959
1829486.5419974758,1.0708215437060977,0.3794281822816137,0.7608954577296849,0.6954454203954152,0.3669886196407304,0.4786553356425235,0.46271729546538254,1.572252685755899,1.3243602855528105,0.6180106865257898,1.1005923671517235,0.8240817064047898,0.6872357744824985,0.45727356257755447,1.2319218592067473,0.38320812638541535,0.3620806821550408,0.8405654674697973,0.35133165461101296,1.0580802156308413,0.08223421365006539,0.18437504542389857,0.13465275357996984,0.8876296033863593,0.3111351624691317,0.40611340462250883,0.6190129152670228,0.31323545109897544,0.7159941308780129,0.3854435071226636,0.3442959431814643,1.3134788883693203,0.39504134255805295,0.49330697441246635,1.125316082175945,0.3192379164874767,0.8513998236563038,1.1346741069609407,1.2343223855136312,0.18660489722739196,1.9598584445209923,0.342349511585381,0.7524616340565524,0.9294116652058393,2.4734342703058627,1.009420949354276,0.13851231913712833,1.0410865350754857,1.5674615250551027,0.20993655072040504,3.1158741286328313,0.8923568083633602,1.6111676010742357,1.1773646461365557,1.7957132802420563,2.6785336962133215,0.24934350865077973,1.594938650162746,0.40011436725536015,0.4090057976388126,0.3023086330373832,0.4860861833370874,0.6773952703245069,0.9676487994846695,0.8660996528498665,0.1823985048493709,0.41340438510765837,0.9191266959611921,1.33218301927,0.2713704468905101,0.2840972696013963,0.10327039435145646,0.5962198040459503,0.6727848990145686,0.9069258991121497,0.16583787869479308,0.32368399092891537,0.5999663640280375,1.5253838013982661,0.28226249908196316,2.415793766661567,0.4946868540611725,0.2828745066278372,0.19002256933778375,0.5585702557445691,0.03943156083096303,0.37516718848164465,0.896678148839696,1.6851875703225758,0.7640163634944777,0.09437781903545661,1.2722427029661796,0.8611215607731523,0.5385462445813152,1.4248622538183773,0.21593473788384515,1.670652972048697,1.3236215824880022,0.26536221490916245,0.15740036265582763,1.5045127318604654,0.11309899447751515,0.33311715614947324,0.3795136070130842,0.3046163325262182,4.207251366125143,0.1272878454894245,1.247930037178318,1.1108757424531595,0.7596976687368008,0.9170309230576891,0.36277035964485993,1.3266300375342712,0.9083609084461879,1.0737660409299508
1829487.167017096,1.0695329442354955,0.3346353223878344,0.7211694361468622,0.6752836838401384,0.30505757203752903,0.4510132943494075,0.45589336838948835,1.6236669865999516,1.3284897766779127,0.5760916058604219,1.1020085997966311,0.7436850598190099,0.7233339796717714,0.4096299956564153,1.2007298876000725,0.3740890557588651,0.3692683727077736,0.7540435117978247,0.34013919282184485,1.1261537320393664,0.08595371123677542,0.16757139894951903,0.12533613893071616,0.8782429952225411,0.29963189218058384,0.4029341207274162,0.5977185156671627,0.34368230941373906,0.6756506415236646,0.36281513900996787,0.3375024548929933,1.305783954407855,0.35111142484835595,0.49563139525468813,1.06801384776825,0.32272882215306126,0.8317996850574148,1.0807259459871381,1.1337973094061495,0.18443945088946834,1.9714734391791633,0.3483986434201678,0.6944837347638595,1.0687577738278122,2.4427157873938428,1.0418677978326778,0.1488874220559263,1.1182658394142844,1.52604696352382,0.18476696894026137,2.9501635040709506,0.8976869418803328,1.5639622686559245,1.2787511426340241,1.8107038071408246,2.63968058665056,0.24364580478727893,1.5951355249576171,0.36890718425453817,0.41073411963392586,0.31499640729944905,0.4224559837787296,0.7304770451441146,0.937146987691722,0.9426079591925636,0.1606212854992045,0.38455808562326643,1.0402993322323724,1.5226743956187563,0.2765771877477142,0.2355942461103687,0.10443811178126046,0.6250176764457429,0.6470400280389491,0.9427479990022786,0.1575095663366627,0.323942088401757,0.529710102954553,1.588491152660222,0.26762106788359014,2.3905364957358572,0.46191742235065353,0.26867234820050934,0.17838411001323418,0.5749529525294572,0.06460383529379769,0.3581293346316103,0.8953341333633077,1.5697557361205678,0.755864872937433,0.08731087509840872,1.4466679593435428,1.1247269309309003,0.5320643126940365,1.4508406311104616,0.26513414004574576,1.4059086636636253,1.1563001567684088,0.2630664543734493,0.15810751470617865,1.5068531983075277,0.11923502220984859,0.333945050751455,0.3743330799309192,0.23158413128295816,4.169732240806305,0.10817882585159591,1.249166158433442,1.0635824506510478,0.7586134724753872,1.0019066019854341,0.4091529420900452,1.3919693374354285,1.1133158096233289,1.0507270114892633
