time,RID,RIMR,URYDR,RIH,RMDD?,OLQVL,ADLL,RMGL,RIML,IL2VR,I1L,ADAL,RMDVR,OLLL,URBR,ALA,CEPDR,SAAD?,RMDVL,AVAL,IL2VL,ASHR,IL1DR,URYVL,ASHL,M3R,RIVL,I1R,ASEL,CEPVL,IL1L,CEPVR,URADL,I2R,AUAL,I2L,RMER,OLQDL,SMDDL,AVAR,AUAR,URXL,AWCR,BAGR,M3L,SAAD?,AVHL,OLQDR,RMDD?,AIBR,URYVR,OLLR,URXR,URBL,ASGL,NSML,RMDR,RMDL,AWBL,AVL,RICL,AWAR,SMDDR,IL2DL,VB02,RMEL,AVER,AIY?,CEPDL,URAVL,OLQVR,AQR,RIAL,AVDL,IL1R,MI,FLPL,AWBR,SMDVL,ADEL,AIY?,I3,RMEV,AWCL,ASGR,M4,AINL,AWAL
2527982.384896251,0.4947033628420645,0.35167833172740737,0.505620544860914,2.5169979740202413,0.274052484375968,0.7109951405419126,0.5846812118755297,0.4619009336457324,0.31220841410829253,0.08374340274258887,0.030663046592890115,1.3310793488558863,0.34841932310354606,1.0998578907068801,0.37471624278039767,2.3224837027277982,0.38200634734454264,1.4656450551194842,0.2675966079078447,0.6315426041224537,0.1060252774584706,1.2775737720729838,0.481741451486922,0.3034043079756794,2.368185528720653,0.09902222218061318,0.2899443714628651,0.04022197204897327,0.272554623328515,0.30153704363211675,0.4277064185271206,0.6195612191763679,0.2735350698832887,0.43123039573195193,0.9581368090325253,0.45731644496112334,0.17203582983168875,1.054161260196564,0.46554957350330567,0.5860058442507402,1.1262880832626447,0.14235266336057606,0.4109760269048059,2.39969795881588,0.09599243777060934,1.0667576062398023,1.594751955806137,1.373569039693257,0.31368356436547234,0.3945578556721078,0.5461400496649664,0.9142315767328638,0.17514960050737544,0.2745956514621186,0.17675874878058806,0.2205242938888174,0.4356186502482066,0.5645539846057037,0.2988027515698007,0.1914134919830603,0.2740693180666545,0.751883213113316,0.3271103806658871,0.09894605124047424,0.599053336021059,0.12693530000695097,0.20765231194421505,0.17865259251752294,0.30233515656811577,0.2627244007610632,0.9007484064081814,0.10650443015467714,1.210606383506899,0.2572371189730156,0.8107332323485417,0.12850449637225334,0.3448035363487181,0.3082942968222741,0.35798062016743726,0.49841484144381404,0.16395332857620776,0.3986710537723247,1.6064325859438555,0.46404322535149883,0.21100699903644443,2.2441853442787605,0.7520598825909471,0.6085576358664626
2527982.975824199,0.5172772150917035,0.3517279855577866,0.5990235558644755,2.3809760581135673,0.2123352056429257,0.6884184866697324,0.632487846595949,0.4443558267805964,0.3122524951398447,0.09024132154714928,0.036023753359547495,1.21564728837033,0.2725593813508814,0.8553275365719212,0.3747691493574619,2.3228116166236226,0.3499107242990714,1.639494933809098,0.25340703376279083,0.5749533704513917,0.09899716869185918,1.3758191883078381,0.4016788126540552,0.3186728070387682,2.058187508400678,0.08762907276552129,0.47344271780559793,0.040227651031149475,0.2523312678070289,0.24255588939966485,0.4096955998240578,0.6196486956709685,0.28952423996377064,0.44287663959293266,0.7670072129939167,0.39751716092535533,0.15103292149262137,0.9091316222298489,0.3997133127360542,0.6060250788104258,1.1846043093703134,0.1713848445546472,0.37873898258256916,2.233472708291945,0.08397390861463187,1.0606131937837646,1.5180724526282525,1.3269197386787508,0.2239214283377528,0.3946135637071867,0.48081704136840475,0.8117814266676492,0.2464521609149732,0.25481544300787823,0.18417559563761268,0.20769873593033372,0.43355646690373045,0.5520552425173852,0.2723000973123056,0.18898615224008763,0.3476973729665298,0.7314296588558415,0.3147441214937158,0.1025200587412696,0.6503872526546143,0.12559683157548857,0.18635109713356104,0.12859388320468776,0.2900338967165843,0.22225777194710086,0.7024032935340938,0.12908283333094128,1.2586663932443276,0.2668564794322843,0.7396430550250533,0.11090347241173795,0.3295998559809472,0.3558414145414285,0.3471454723745194,0.5020698980623215,0.16397647731763645,0.34266978538177784,1.6733319338314254,0.4318174390754025,0.2135143721134438,2.2445022031477078,0.7174886420419719,0.6086435587536614
2527983.5849340833,0.4732601810662385,0.31659988175895765,0.5401789747020559,2.2388078030700225,0.26356526803445157,0.6558313697345107,0.6185874612828864,0.39329943526010686,0.3204491764237408,0.08700897291453003,0.037612037059522985,1.1711922600289317,0.2647452509194247,0.8760689285939403,0.3561778891235559,2.015265310157713,0.32310148647365056,1.5925091872739914,0.23492117535042417,0.5554283811519011,0.0948274749649733,1.4154696583810824,0.34958639310595846,0.2684876110899335,2.289302313978546,0.09365456999592964,0.3134627171746795,0.042429493775145224,0.27320515555406794,0.3043485364053222,0.3989229576354058,0.47027116939634644,0.2925669310492315,0.3877518887286857,0.8987404570685732,0.4120097967433547,0.14071746325041337,1.0366623633385612,0.4419190808442924,0.6324075564858107,1.2448976124694295,0.16796700875919895,0.3440754180926091,2.064089427226445,0.08300414629236061,1.162715320744685,1.4540695827325711,1.2385657881335816,0.2270737932228073,0.37845632203801216,0.4304525886299405,0.8195799834250764,0.19768035881704832,0.28031850097350847,0.1769337072976353,0.2046218065312347,0.47636203092768464,0.5557022835343217,0.320910396581028,0.2029304559480874,0.321665479867101,0.6802244914752315,0.29290730782600255,0.09226515877830493,0.630471021027158,0.13740612235219302,0.1855179909779655,0.12395586892759189,0.3489694643288769,0.24793877883880677,0.5798113304034374,0.12879498693377417,1.1969732217276818,0.25732203928908626,0.658379637154885,0.13018102570044557,0.339732161275998,0.3131121717604734,0.2836072205881721,0.47283295786776625,0.13644813732731434,0.38489886479824054,1.5404040702534625,0.48536629335227854,0.2426100933508304,2.2448191067542886,0.786507410852692,0.6127823987708475
2527984.184952836,0.4382018128630483,0.33085196063091643,0.46287978363371607,2.2672012743196097,0.2964687036679048,0.5726095877578894,0.633950721286449,0.4363483291987159,0.3083850599830199,0.08295405198471453,0.03926039527652379,1.1486138489870419,0.2556739637898961,0.8987254512065671,0.2794927767206656,1.8757160177822136,0.30757889296150603,1.614155651789593,0.23717496293432386,0.5296658624583562,0.08966301453501374,1.5569628135631544,0.31634412423847846,0.26333006128747083,2.2676795666436296,0.09986460758838123,0.2916746164954972,0.044599477285346016,0.2936849599714926,0.266838808319933,0.3744935991373382,0.5089211916522949,0.2695695066467968,0.48511960530801235,1.0282259231084538,0.4016365744714473,0.15077176228344652,0.9957718214217097,0.5108868908453671,0.5533302719662229,1.1387842465375984,0.16933917297954218,0.3866527817373028,2.0759976632006847,0.07666628445674811,1.1768770869796061,1.4269434909951297,1.2283621771003512,0.24187700187881367,0.38844743992971864,0.4609308161236794,0.7995738647043418,0.18066396093553186,0.269276044424193,0.1752237996468569,0.23061712985779875,0.4997872753453207,0.5298581622949646,0.3299598934888506,0.202543874012718,0.2995445960443475,0.7085299498577549,0.3143754685520807,0.10010736750316333,0.5531128354050895,0.12012757862907311,0.1933263908686514,0.14110127024194266,0.3191576350710608,0.18556487634732716,0.5395048568074278,0.09841865398667073,1.1663488410296419,0.27100071380294216,0.6735326643568593,0.10195908341867445,0.3271365759478373,0.3076470318389897,0.256572817568845,0.4331888714659415,0.13141784973514267,0.34557733054219997,1.6350691150563574,0.480061674620727,0.22341034454974254,1.8884497048732956,0.7325781065468302,0.6300493170035905
2527984.803154132,0.42070091342326843,0.3354138904351094,0.4875095740129244,2.3320822227064175,0.3142024364388095,0.5691729176327696,0.622445259677216,0.4349895311851696,0.2928729832582352,0.08762426983892432,0.03451728446281005,1.1592189507409956,0.30629112749313886,0.9235759604209965,0.31852354259532384,2.2712210742249184,0.32436994720007023,1.1582497872381894,0.23328353731994206,0.530024943839633,0.09930750581744756,1.7980500170947271,0.3453506771085889,0.2880575334307419,2.3537729329154033,0.10626773150678057,0.24108203714893522,0.04673830319665193,0.2828897298744722,0.3312427990095126,0.36667386763365256,0.5136261583350453,0.23499922712835652,0.42110201986052287,0.9745600994627482,0.3910233041561998,0.15113270564637793,0.9979069214536858,0.5214900052538477,0.6229289001276257,1.0240332684900364,0.1438981747980904,0.4027965874972257,2.15934240649458,0.08656910847437184,1.190469075885386,1.2682511636798053,1.1333516300801096,0.24047557462520935,0.4524236577013882,0.49567021462595007,0.8521969685264686,0.16441950255624574,0.24493921259930215,0.1883095157481789,0.23833801396187415,0.5593647266452149,0.5338611554347349,0.3308986739642432,0.20796539367614833,0.29792251745234266,0.6852217901403883,0.3361399832479785,0.08303952809185101,0.5269092411279863,0.11181602569913457,0.20725044692336883,0.1625031913376415,0.31774272651362123,0.2222340940995854,0.5314293554555303,0.11887548725930916,1.1319543366146116,0.2596842253674863,0.7141978158104106,0.08570373789724926,0.3451920609312113,0.30070684004535525,0.22775543805237008,0.500788044900436,0.14519689478724285,0.3636135073253748,1.6268577919307703,0.4346565943060216,0.18646948934067495,2.8779315185896306,0.6945850692603189,0.7217594573751095
2527985.409991446,0.41130671210000214,0.3419265688693021,0.48627819691538243,2.3991129976995946,0.2963138081388543,0.5647985349745168,0.5844689866771423,0.4362201472329165,0.30604497687221843,0.09879878226802467,0.029917336270671047,1.1966642061188548,0.29396505686011815,0.9509562119073656,0.24607187343908768,2.1802286447067,0.3458517463180569,1.3370636006735088,0.24882972610691897,0.5418736414742272,0.0918956185759553,1.787787488659494,0.3806843998381044,0.2576830873316368,2.427056954301374,0.10446710024094634,0.23286307625396774,0.04884665269561459,0.27658595676570646,0.307877297459952,0.36096280723410734,0.5441092356789765,0.2809380339322062,0.4132150327562038,0.9031091437558268,0.3667256386993834,0.1442576937642791,0.9978348773913455,0.48119231030717224,0.6588794265716914,0.8995512996736063,0.13004808654964545,0.38991188847794067,2.2992542505069604,0.07821570262885286,1.2035256136005932,1.3459195582237669,1.354169052046257,0.24589310119103075,0.4816237846604241,0.5613825447481503,0.8691777882653301,0.1489822907216245,0.23928847925134764,0.1727184522942223,0.199335190373184,0.5771597404333799,0.5385803313116467,0.30778758962269676,0.23671839383259377,0.30920852791280556,0.6271673851345806,0.3119453242675657,0.08365315789182125,0.5084903466616167,0.10828913268433735,0.2106889145674232,0.1602598346407913,0.31472508914943176,0.207882266123197,0.6194765158273019,0.1324287028636662,1.1285408522163056,0.26239296708555776,0.6127158998692163,0.0809903728083999,0.33977083649268447,0.3208849338619605,0.24664845908357833,0.4597167827981556,0.1511927104652688,0.3521399598874761,1.657948173840648,0.43045436765694456,0.18494353330960284,2.6513797501306056,0.7192847622011959,0.7792919822361897
2527986.0100103063,0.3653069232562685,0.2944589531425805,0.5078204035333528,2.481413338565029,0.2779163153255816,0.6036938865447068,0.6373211554120221,0.4212827841355148,0.3124429597442348,0.07368296325161885,0.03297979890570963,1.1071293617876963,0.35760798164785684,0.9812741538460336,0.27076032896194874,2.3045430329932786,0.2657897160896233,1.4635278575852795,0.2829811059258251,0.5369742491724894,0.08477775426996606,1.7716358723838779,0.37546004412314604,0.27076948431222136,2.2087551807661745,0.11161297804240225,0.2043474180844896,0.03746369331548976,0.2638091667894026,0.37615320965894916,0.43636688236792054,0.6953488532041661,0.20351673752317054,0.32868380666163316,0.8759589449455079,0.33229060241615016,0.15353230215124553,0.940207821529928,0.4127444039054097,0.644725928451665,0.9799317815425507,0.1329657857399076,0.44260593787696567,2.434876050754787,0.0961920203799615,1.0607503635696074,1.476172482383595,1.336096046222953,0.2569638191481606,0.5273933501275959,0.6262458615813918,0.8940199541196421,0.14043991616438822,0.264379441685186,0.169863791282732,0.21349730247633242,0.5273111705436213,0.5115268809653621,0.2700685278069752,0.2154748691815305,0.3017317345153792,0.6836623178561968,0.2617725920251061,0.07379881696742328,0.48022727896447864,0.10474407102142899,0.2777537721536752,0.16376942102491943,0.296705312284248,0.24924192660305175,0.7487417115752002,0.12507014902191885,0.9774911046271271,0.26558751775102335,0.6235216090270324,0.12367864977939713,0.30987108480025066,0.4211498957423107,0.3195293539723906,0.476591519659368,0.18941100722873772,0.3709878721176746,1.6871761185437348,0.43718558195960516,0.18302770714260388,2.099669720818131,0.7312200242027936,0.8213610885904838
2527986.6100292653,0.36932124897511637,0.2821950715386574,0.5438456203719819,2.3233719682728,0.21420812699850156,0.6059994055573513,0.8275608277706695,0.45904826294134526,0.29999675814008997,0.08128601652083901,0.03105677367880198,1.1608213587361922,0.34390237758816505,0.9836878093029658,0.3329665697652778,2.437520243235768,0.3736730311704241,1.5577263669119275,0.2662568630038149,0.5231252700736985,0.09211053630878994,1.8358533305717153,0.3848927619875625,0.2595297180019161,2.380593018871451,0.07799405946547792,0.33607563382236544,0.035710907411612834,0.21539655918407202,0.3382826584517332,0.47557177394761785,0.8076159060780134,0.2549713721337255,0.49242833196682184,0.8890367749764907,0.40067871351073947,0.1634727091250114,0.8703582551417535,0.39179859963044406,0.43993134819904567,1.0525377910641212,0.14260089967233397,0.40430957782539056,2.566404307864047,0.0712467077075083,0.8972294444248471,1.3043472650998549,1.2919499931924372,0.23760527906091403,0.45576349651857034,0.5716958043025091,0.7807097258382075,0.16807259055060697,0.2570328473472402,0.16786652453920395,0.21756672671156316,0.452211862023978,0.4435107554792392,0.2698125320305744,0.1928769195001953,0.3124704398516124,0.6669451027652448,0.2662470020037407,0.09470707220808035,0.42770834304938643,0.1011807080910915,0.2756656212445845,0.1531259516111218,0.36677355512679544,0.21808443456810467,0.7322534190205943,0.11029115897981681,0.9932135143640017,0.2458558625645653,0.7596286145664247,0.09969574151684785,0.31123987904689676,0.3843992930798555,0.40168986133840096,0.4940418591655663,0.17650677873096474,0.36127118453706225,1.7103932642926543,0.41209144746936094,0.20584660298802399,1.8376245665883468,0.7433263438471905,0.8072215908978306
2527987.1850471296,0.3740912986141016,0.301402929154271,0.46863314692572894,2.434202125384364,0.20329714835592264,0.556010115508998,0.7013901389498227,0.3926074070463032,0.2926352671603058,0.08868817459448171,0.03288356010188519,1.150630522947184,0.33245286197052476,0.9858690639052797,0.30147820461110275,2.580096799984846,0.37089639836171495,1.4797855321022417,0.2617706807588733,0.5352287213307024,0.09555239632679434,1.7316366089572555,0.3939706272096584,0.24523346971632204,2.4846850670821263,0.07379446738788037,0.39049895986031374,0.03694068545931941,0.206179476262125,0.31897615236316773,0.4542587373366617,0.6626235454265418,0.26729175867174515,0.49833501666225,0.8713423649261258,0.36637592830826093,0.15623137127940748,0.7553563219709619,0.3700437629631823,0.5891677167178511,1.07011251115336,0.15942971549796944,0.3737512624966875,2.6906617764581684,0.0719736359888148,0.8341073097373465,1.353375790010114,1.1762016863262463,0.2179943866763715,0.38624958024188905,0.5348099809492398,0.8294424431024422,0.20389411339271346,0.2646600641130756,0.16983215233918555,0.19418486989782233,0.48951879306681645,0.4439077932658512,0.2814759114998633,0.1808032631185121,0.31830035543019497,0.7902872612120677,0.26038481172707617,0.09094295869434142,0.5019236547702189,0.10790394575661942,0.21495355588641127,0.15819259541837608,0.33867247860306104,0.23042602417646016,0.7102945059482092,0.12306501291206752,0.9812496084328496,0.2669898418169349,0.9087545717304332,0.11137458799807624,0.31266737673356093,0.36583872020223707,0.4145049711693109,0.4887723792175637,0.170092161938408,0.3952107178098719,1.7334628569969124,0.3983783339931189,0.20324373344568725,2.2991260711808756,0.7063800820926173,0.792991192393676
2527987.800975476,0.3789971284684375,0.29396320594143016,0.6200432639090941,2.3850631744467807,0.23999465639909104,0.6145289015286097,0.7232963322507086,0.4332864766911652,0.28515146439880334,0.10389479737173478,0.035981556511050575,1.143325186779707,0.34834475310999036,0.944660288294033,0.3516675965418822,2.4761037570284326,0.33801689637853627,1.4655691223452443,0.2523746009560717,0.5042155443674935,0.10023433599506947,1.6336465875993895,0.4466650568632412,0.2497566154373516,2.5975621540849914,0.09660752405206909,0.3166504680360245,0.033814695289888196,0.22083918281914636,0.33851082160515533,0.5298247480378205,0.7317807467052624,0.2712868065721457,0.43998645254411384,0.9519590021770877,0.3716451179360566,0.1665151951382812,0.7933150043760752,0.34178807098098957,0.6235596503615263,1.2504214700983123,0.15432110984940908,0.3805117235548318,2.511769655589266,0.07876512221521814,0.9462478898620381,1.3972403504679587,1.207753161180027,0.20950983022109565,0.37878082011031194,0.5921817813266836,0.8145416644874051,0.17074884089789455,0.27494478260983723,0.18633306050365478,0.2125303818813963,0.3962806078830202,0.4450458973185205,0.29621564345018303,0.18191159805102566,0.2981328968058476,0.7649462483834248,0.2813838576594517,0.10085207785123627,0.5366392142505257,0.1020694775476503,0.20454024105182894,0.14982313088212648,0.32506507025679604,0.2728673970765385,0.7449659853846364,0.10304132378082291,0.9701149816698216,0.25868762122845856,0.8904930192803483,0.1356127978250426,0.33110922173471113,0.5021185630414275,0.4015346233388617,0.43538653231646424,0.17391085647007778,0.3539185001958988,1.7601766227417244,0.4457379094401153,0.20123970534394714,2.7424277726047834,0.6827663242342369,0.7786690585448705
