time,ASEL,AIBL,AINL,AIZR,NSML,AWBL,AVJR,RMDVL,URBR,CEPVR,RIBR,OLLR,AWCL,SAAVL,ADEL,RMDVR,URYVR,IL1L,ADAL,AWAR,OLLL,OLQVR,M1,RIVR,URYVL,IL2DR,URYDR,ASGR,ASER,I1R,FLPR,CEPDR,VB02,AWBR,AQR,AVER,IL2VR,RICL,CEPDL,RMDDL,RMER,AINR,AVAR,RIBL,OLQDR,AVDL,ASIL,AWCR,AUAR,I3,CEPVL,SMDVL,AUAL,ASIR,I1L,M3L,M3R,AIBR,AVK?,OLQVL,MCL,RIVL,IL2DL,OLQDL,URBL,SAAVR,I2L,AVAL,IL1R,AVDR,ASGL,M2L,SMDVR,NSMR,ADLL,RMEL,AVHL,RID,RIH,RIML,AIA?,RMDDR,URXL,ADER,M5,AIM?,URYDL,RIAL,RIMR,URADR,AVL,RICR,MI,ADLR,IL1DL,URXR,M4,RMEV,IL1DR,FLPL,SMBVR,I2R
596998.991835381,0.5595721649166595,0.7048099244949709,0.7037270403313499,0.7314855659446952,0.1362640986928158,0.21787889397715818,0.4374039011508388,0.25517474417041314,0.28801822191447674,0.2769313087680664,0.9946017019674579,0.3453856595188364,0.36275712760114476,1.0149047727267981,0.17190900022865493,0.17636810623702065,0.2823429860146841,0.2585396102792689,0.5980941888764394,0.4512344757965459,0.30201899102891006,0.11710054645370287,0.24346115946385555,0.48811356619114277,0.40796394289490445,0.15424318811387258,0.2611851318728242,0.5659770891368646,0.4030634751123831,0.03510552847753014,0.2428895550025056,0.42924857326353555,0.28571136598674235,0.26612749972485733,0.09573702804733152,0.26719706585455166,0.10306748472233082,0.4030634751123831,0.20787784333455672,0.2945972133356081,0.09338738439762317,0.5638032465126226,0.8929406217874333,1.3589856571326469,0.19951642018062962,0.203568494478302,1.3418491807382151,0.2797947351901206,0.572390643551555,0.2285629634527499,0.27512478778738503,0.5018302355018517,0.5986760986983928,1.03974972879309,0.03853013558701424,0.042566025403002646,0.05494185621920251,0.4678455433964625,1.4117407348521085,0.3302340747817318,0.08535461825909288,0.579138572135161,0.062242509829687036,0.2359982449450629,0.2499379252371524,0.5866598522927604,0.31861208032693134,0.9408495364267133,0.7120788060318768,0.20537634301110963,0.7352920753532637,0.25757902551560574,0.3258184122579473,0.1080553146045963,0.528669302240428,0.10405401818032836,1.5148099833893958,0.5823968479617011,0.4212663417303617,0.7692838537793929,0.4920442699641825,0.15535960142585412,0.17879080218992868,0.16971093688942443,0.9149055266406381,0.08043395290491015,0.40787617332268017,0.7938158064242624,0.6907713190376727,0.17867142105728023,0.2790439443085729,0.5831236069850178,0.0559810382100532,0.4071231072358171,0.11664784614701854,0.3249699268093589,0.9181649331373608,0.5736624343459963,0.09688544401769705,0.23433922971650178,0.4706994923995342,0.18628068714653379
596999.605491,0.5148136049026103,0.7156160814539246,0.6271882781039106,0.6906832975345967,0.1550258380512078,0.1829585973374428,0.43643043415723265,0.22487300228930848,0.2899039868572547,0.2641708674144662,0.8902111534100747,0.32043420926010047,0.35445120383766054,1.0778270273723745,0.16683144635605526,0.1690225668914476,0.2292008801809723,0.25308973272625135,0.5354282856686648,0.4455423050382597,0.286325870195496,0.13090631433181785,0.1801993126940058,0.5230049496286402,0.36781875667705266,0.16207246705353545,0.24908232016636728,0.4952091933771181,0.37401061995517504,0.035119489705148985,0.21126653900875222,0.39492210482162626,0.25140759196557455,0.24683171711797017,0.09227970514049065,0.2644397751958763,0.0838386057867693,0.37601831146155495,0.21412187490590834,0.2599098897058285,0.08546671015086695,0.516673170577446,1.0317929643448929,1.2302614620588594,0.17350395096424578,0.2120108141673994,1.3529527684469045,0.2680521657419515,0.47653718354124713,0.2259121258295897,0.25705515381407656,0.4346557232260781,0.535592401618295,1.0314039608143755,0.03854545875736502,0.05043342630366813,0.06341966102094865,0.488785887883677,0.9995931624974432,0.24316235511585388,0.09865280603258678,0.5480988599804568,0.06226726324845003,0.2113601523280578,0.2206184683680284,0.6878026413109631,0.3045034682097783,1.02842564429225,0.3447563239388792,0.20186390020105427,0.5748212550570416,0.24687169634004952,0.28574912883454556,0.1255608197334581,0.5297830563793764,0.0938538086947947,1.3841812718397335,0.5110423006772605,0.4214338764617878,0.7695897926856535,0.45912524798877846,0.20379684173726847,0.17528240116767227,0.164515298441009,0.9152693782862655,0.09317738484834572,0.4080383828760759,0.8284597571471041,0.7619423451106043,0.20394458484422606,0.2611025016194374,0.5833555112394218,0.048980556194093264,0.4638589241757773,0.11669423619445363,0.33475802023710716,0.7665020089541239,0.48822770072583493,0.09867409494195938,0.23427811486852548,0.44964367794852533,0.20945986477388634
597000.2055097084,0.4692070999652336,0.7533807765112354,0.670686866769537,0.7016164418662856,0.13345605796710372,0.22929203179718266,0.2536563961657334,0.2553707405755149,0.2923858123588235,0.26833813866119566,0.9009893706872263,0.35940311784485934,0.3459557786795703,1.143712650979629,0.1594882918666338,0.1599862481748704,0.19212728666625328,0.23234925888781177,0.5877883037340477,0.446489437769524,0.2921195669998875,0.14928982755642112,0.19679113632437328,0.5186367385888656,0.3830911860496896,0.16882035599213185,0.26175710004014846,0.5026786850938235,0.3455354734264082,0.037478600139319765,0.2299289541077304,0.39457069524015653,0.24431378440444043,0.23698817638296774,0.10095746458350477,0.28201812220078604,0.09885751918642226,0.44159946864642585,0.1852137114516984,0.2129748389403287,0.09103021927058273,0.48982358644503976,1.0048386099347122,1.1332455091782876,0.16984594947939455,0.1900878640063909,1.434120892078067,0.26947723324617345,0.5716926808123242,0.23652978532613414,0.3020831530026375,0.47269802277645584,0.5418771328056977,1.2556468407940955,0.03686310357354706,0.06530395519426874,0.07957166400267526,0.4991115907831671,0.6100574518316486,0.6590676093452353,0.09076142925305147,0.6421216763481192,0.06833801731994464,0.19552840432124857,0.23693509952375544,0.5766020211370328,0.2694301547637754,1.0357235283037873,0.5614109025961947,0.21417085464029412,0.7054740229348297,0.2593183692944328,0.3262696573668136,0.12211537754046925,0.4975070936833933,0.0941361203603078,1.3377986010449778,0.47739082473258576,0.42325817739471805,0.7698958532617163,0.4774016734145326,0.19751191858177006,0.17104493999639028,0.154214109881291,0.9156333746331939,0.08705183405197307,0.4082006569390972,0.9212773033858128,0.8857712929592411,0.2353074091745779,0.2559723258196659,0.5753932118684019,0.06785901252564595,0.47672669910693705,0.09720099518399086,0.2348667852129704,0.7576606268080819,0.5574508428961613,0.0829430289803167,0.21915564624517306,0.47079901201582863,0.20281883631966807
597000.8055285832,0.42272945809620066,0.7234775774376788,0.7710805153312713,0.7122069234926165,0.14307488701249985,0.3152215943178153,0.45826603963367346,0.2653126022239579,0.36412374843798156,0.23803675328846777,0.8927008945948859,0.31635536499451117,0.3230030883624039,1.0108061758074942,0.13848255527662548,0.17840917084959493,0.2977504405395267,0.2499949565365552,0.5057391122962189,0.44739576450422847,0.2803415551459947,0.1090494441234438,0.19888981546243112,0.713892283929683,0.3740315932577063,0.17469903438527246,0.31510577499350995,0.8266898416612354,0.33426345284336245,0.0395137374922342,0.19133917347562832,0.3680326324383073,0.24558568517969756,0.37453978835724117,0.09071877551316289,0.32682385913948653,0.11045472046524075,0.3275832254675336,0.2290265915237404,0.20457914288902487,0.08962510304413962,0.618460852255351,0.9771181292302009,1.0773827062283545,0.22966432655060778,0.19342307890549273,1.6062737315114675,0.25697901356530206,0.5314044588877221,0.24276897784043025,0.22206889609131747,0.6475864116722223,0.5476494219206922,1.2118689998052479,0.0323540523805223,0.050932807674352695,0.05087027428482518,0.4587240080993271,1.3253252691684196,0.2963530311917565,0.07617470216050122,0.6806959065703548,0.05844438355417765,0.2474347377935722,0.24711903561714882,0.6570273126047539,0.3194727712138084,1.1186255012269604,0.6624325034383219,0.1658295623399887,0.8324211000693562,0.27070069401313873,0.41437796393398246,0.12818474040033923,0.4821661643219657,0.0873319700819105,1.2641423293624614,0.5071883368478916,0.33966361373288273,0.7948205406649176,0.495761388253023,0.1468932120976058,0.24402725566532396,0.15046446908896963,0.9159975157389703,0.08989853905964384,0.4364869656111325,0.8940063945869813,0.798580636731029,0.20936840932055406,0.2492406337479838,0.5554672084014699,0.07144723235428743,0.53555150014718,0.11287845622875482,0.2980709859956132,0.7857697713429599,0.6252860446676342,0.11513230766024705,0.20246293960542577,0.4863589135769393,0.19810368970961514
597001.4055475004,0.34262635001881636,0.6861603804726755,0.6364796481859167,0.6588466252962558,0.1507165482703853,0.29640448990205004,0.42897512648386654,0.27010481094191613,0.4087513530100852,0.26840929687148735,0.8892134697061501,0.3044399104713519,0.33625235532851105,0.9339834837406914,0.1336402891067456,0.1597838303672311,0.3025047720617624,0.2640680712638098,0.49169823435943716,0.44826450166670434,0.26767602075487235,0.11291599615316193,0.22414667893090354,0.6612688555363156,0.38598631506189257,0.18034122955189485,0.27064715437402465,0.66810965962088,0.2849352045731555,0.04070732584605801,0.20542965327089138,0.3278460464452983,0.24688115908301442,0.31367010302932197,0.08014732411962454,0.2858723506669519,0.1204638568585872,0.3906371312003897,0.27074489150755887,0.22265426738677438,0.09976054636112401,0.5322083344356665,0.9329747579253703,1.0637981931490543,0.18109418514011486,0.2052675475337655,1.5876513848353808,0.24392045234519136,0.4832528311449283,0.23866092071177086,0.22546545630744974,0.6248880619307274,0.48038190331386593,1.1339947850324636,0.038899141668385734,0.04780717579065324,0.054148216990903816,0.44268345766609485,1.4243766955134047,0.2692384463431269,0.09707411267415085,0.7491855784748228,0.0605557560014941,0.24593241181617514,0.2577618595082466,0.5902053965216044,0.2720861365546584,1.0423010431241853,0.7412608204520242,0.17962606274600496,0.8044587115812062,0.2850469840512319,0.4043806969806886,0.11791233998781492,0.4981199283993869,0.09216886171751978,1.236734862953591,0.46639577458843057,0.36474828906736523,0.715095275649043,0.5142048766755442,0.1712115979035049,0.23573185693106308,0.18497030924092742,0.9163618016611637,0.0873186868616249,0.4116271468989182,0.9783539328991391,0.7790416177489511,0.22116015235328282,0.24362315709271615,0.5575699797873419,0.07474310455041558,0.4969134095416722,0.10860109208180041,0.331527472250604,0.8154841808201205,0.9496597958345899,0.11366890512012301,0.20360775930937147,0.6861253040512636,0.20242924149070884
597002.0169302501,0.3281135042543872,0.6503628650757745,0.6317926441200971,0.6634682761287493,0.1409858062192685,0.2345026010703559,0.37721249633130804,0.2308968932873437,0.4298283787079262,0.2552086818031639,0.8413866473589159,0.33104039954302644,0.3416659703414259,0.7386080322815344,0.1360971716714257,0.1590220763508351,0.29541722094998624,0.25882407827115134,0.47238130962693875,0.4490985368942949,0.2668314278653154,0.10433194427250557,0.19218431558984342,0.6670439372204574,0.3493582635226568,0.17360192556850226,0.26912217242476055,0.5397112894331373,0.25434939331224415,0.04144936325936554,0.22789558334178633,0.32086424863695595,0.2084659152162208,0.27327255664877603,0.07845660607885946,0.2439456588315783,0.09625228712922622,0.46491504049413584,0.20830962048296525,0.2698831810068459,0.11297988931495669,0.4805316011763734,0.872840035552259,1.044790891001367,0.1486174170650322,0.21007944032940895,1.792036156086487,0.22634941715957083,0.5197574558989337,0.2307013031991241,0.3732441399722799,0.6455568493851275,0.5493303012403766,1.2040242923706086,0.04006530235332728,0.055519470229544884,0.06583771139484709,0.41922734939817,1.4452960705494307,0.2253887445222067,0.09718690686070901,0.7769494487611821,0.0638405098098051,0.21704890747640515,0.23808670196007747,0.5591985102446949,0.30190608094085164,1.0255034691982279,0.7611410443518698,0.17858275004588642,0.8094189779631419,0.2883464943887449,0.3676188839558518,0.11930991115526123,0.4979948937690944,0.09816129155244449,1.4105875003457236,0.4472909442988815,0.41466104327691333,0.6705865172126607,0.5327326265537246,0.20005435075808267,0.18840012635730952,0.15853872657469276,0.9487418792456603,0.09335253818565807,0.38643120931834885,0.963932137880132,0.7315015512138415,0.2284725341856896,0.24633886979736674,0.6746931045174553,0.06766896865992983,0.4469445870770561,0.17259041652424825,0.34462233770893985,1.547382163348534,0.9891746081513194,0.10915286236007557,0.20794781480257804,0.6993956722918245,0.206717932697091
597002.6055852113,0.28672146893412037,0.6519873862070953,0.5813192835532773,0.6078898096604624,0.13222675809966056,0.2658516843363266,0.2377086217616875,0.22808717018397417,0.32574612802676794,0.3020129441645071,0.8246463440411865,0.3042955262056662,0.33922561521503236,0.7325170765738441,0.1483013835941291,0.15765498081113372,0.29676902434475383,0.2667267555935846,0.49499258446290095,0.5735506027879606,0.2562985619552892,0.10419013890374398,0.19455019822306743,0.5700679425812785,0.2993092092357963,0.17464358551872727,0.23294635899588637,0.42735142952828437,0.24382394730078488,0.044464840529437485,0.23187590913128878,0.3209373378658065,0.1999304933465658,0.2981058217517122,0.08694763207881738,0.2805485335710026,0.11079943026356597,0.534212427013752,0.1768712545504291,0.2832116932871728,0.11886900387619881,0.4613718602509661,0.8309673297158602,1.0689279517927301,0.169651460432925,0.21988756042620253,1.8575104788875232,0.2525068223502033,0.5362940021248802,0.20754385581072007,0.5397339620688235,0.6343082341426208,0.5428256385143959,1.2806868394558317,0.041227163806583506,0.04905414526930662,0.05249495413991805,0.43218268548325806,1.5495958920371757,0.21204831077537356,0.0988107567320833,0.7500329816488578,0.07212368623617849,0.15570783227101084,0.22332787096359993,0.44929406286219736,0.3022325899420813,0.9279539519061051,0.7634157676784131,0.19193690431173485,0.705429754461689,0.26680073675730326,0.45452948096758317,0.10340007149973456,0.5908883252578581,0.10611645025298229,1.3910432437665632,0.44786734673117884,0.46589271799177273,0.5923796488045421,0.5393068897772673,0.16506059353789088,0.15785209881664902,0.18780558774045197,0.8005146082712659,0.08300103565494996,0.36089273173994585,0.8652757139725746,0.6807033506970526,0.20778490558518087,0.26280068172307536,0.6804651878812941,0.06289705250146016,0.5215611013931055,0.2559410639611455,0.26599701921215757,1.3901026626258584,0.8673590095528192,0.10131926510732504,0.20791129543042733,0.6319746145854955,0.21097028739250087
597003.1896945426,0.23708275420084082,0.6662014842686578,0.5835715925833769,0.6943155509932812,0.14588620335426264,0.24380208839087603,0.34306594035541516,0.2556653305360549,0.3886838251971957,0.2599590460966548,0.8275295439852799,0.2716135858813908,0.3275911265260825,0.6556809447533574,0.18338727204949273,0.1546014830351666,0.2800328749316226,0.24535684732163754,0.5188169343899517,0.49967264420893437,0.2444522272932517,0.12157266059592277,0.22180987522979428,0.5212532067900165,0.3268930632427697,0.17561223225089923,0.24164601550034445,0.3658954947650314,0.23209749889075898,0.04150375383494406,0.24452467905000727,0.31713124725162384,0.21591402564304105,0.28581786779610635,0.07865258278418652,0.28468815290363164,0.1204198164006166,0.5619891880672488,0.18273534931567825,0.25224801869198504,0.12930912447931486,0.4209644525115895,0.8240815042186747,1.051183093993434,0.20825900450954093,0.17944120992949025,2.047022844893436,0.24877468748836198,0.52639397683946,0.195192690202219,0.3331708705320798,0.5937493037002287,0.5572004897439246,1.5020106131689812,0.0414497773643704,0.05490840684933775,0.061127439750313005,0.40078885242849027,1.5005438059295584,0.28216820186465236,0.07965726906062685,0.6569874074079095,0.056987184654338795,0.18050827244116635,0.24952694393619504,0.4066973612909023,0.2747776926451838,0.9085937425435727,0.7662985755069975,0.19695736545266593,0.48196995155725375,0.3031401628140522,0.5465662835059393,0.12670577591778362,0.5135550993555709,0.11242351806594407,1.3095655033567055,0.49942760525497437,0.390385380404438,0.6468369617452062,0.4738998508579311,0.13740990854033258,0.1703843289313563,0.14550727815074507,0.6818870485887857,0.09503853753089204,0.33500512876566885,1.017842882441343,0.6968462700519552,0.22669612175659556,0.2699175522199322,0.7362233924343667,0.06289939977697913,0.5021932608742529,0.10531189744611937,0.23724012741969303,1.0767538583155134,0.8484915723430542,0.09287698605366705,0.20786754021535006,0.6457907288712842,0.2151868198003976
597003.8056229098,0.23761919621217692,0.6321098988075157,0.5751350150266319,0.6891801131586259,0.14902069780908528,0.2202914663264739,0.3467556813406356,0.251430705684209,0.43547731781684723,0.2622313281033062,0.734100086695955,0.3061634670170303,0.3353005498989273,0.6143983409576534,0.30859810823977646,0.16640459997206136,0.2878219920332392,0.2663337045102529,0.543711709088278,0.4430243555534117,0.2514888309918342,0.10271019991453792,0.2048371806472361,0.5412975255936158,0.30743786447298277,0.19849792554016496,0.23484032077453015,0.32998878299544376,0.21895592900809285,0.041989945787342595,0.21086539753643693,0.29725555681138566,0.20629455318877019,0.2508793225577085,0.0800826211572971,0.3315227133367153,0.10360508569118933,0.5607837568539087,0.19126102200484643,0.27099894089703375,0.12982439698037065,0.4852171513204033,0.8276602293540508,1.04492822213813,0.14187411159843805,0.19260281870896329,1.96640635008795,0.2159657429876995,0.5119157027088466,0.20095420304104866,0.3792585866495321,0.5614655608136095,0.47129698714317864,1.3361576778897672,0.04036002182886903,0.05250484100108842,0.053629264093307726,0.40888150108406984,1.4817487907852156,0.20495314263090206,0.07680572998287791,0.6631301068045511,0.0695854054219183,0.19989579825523657,0.23556185354558998,0.44160212648261427,0.28550069953382845,0.9168347335995992,0.7894109808020406,0.18518642757494683,0.4018418098259115,0.26466390072022,0.3631023671350902,0.12722157016327648,0.52932780144044,0.12006648897469162,1.2952830734400596,0.41942499520916215,0.4112301388850227,0.6221148117096322,0.5378418055996382,0.17014107903442713,0.1828943514964149,0.16521197483608824,0.7168396782714637,0.09438662165454531,0.31633039266140245,0.9550403574847024,0.6068813925268546,0.24082468907446486,0.27703276544982486,0.794395153228831,0.07398228543484171,0.5046814496541729,0.1792078451628982,0.3463983406485232,1.1007911492641984,0.8107169903311738,0.09359332343926084,0.22675180600920808,0.6455497752349713,0.1892346890149573
597004.4215511541,0.23961327522834366,0.5748277723219858,0.5524429447860608,0.6939383433759155,0.15239620010396832,0.22168869953050882,0.18818976915402857,0.2226907591173622,0.40336897200184413,0.2953194429365167,0.9170916367579772,0.26516433358056973,0.3237262461752276,0.6333604632935852,0.34917785116162037,0.15582503335433484,0.25392252015455785,0.2562640012921478,0.5416632541182376,0.414053892481059,0.2421265014762691,0.12295348656878358,0.2271184959755369,0.41799204678722174,0.28775004275299404,0.1698935415973869,0.22294080377134998,0.3059632929983336,0.23541830244441603,0.039730115518319876,0.3112760055820418,0.3154554424766162,0.24066552111034398,0.26198536788382093,0.08438176914213764,0.25397242102925377,0.11428345031169576,0.5582216366771284,0.15769339422522924,0.2692466499143642,0.12569948600062528,0.4492625568076796,0.7791901418402642,1.1773777350821948,0.1669643426043285,0.20950483903181807,2.0060932712625648,0.22523183125422108,0.5096806247921607,0.18121977770387934,0.6234886570561832,0.5469573348760713,0.5031182133141501,1.1844006899932116,0.03905881017059647,0.04471536407008282,0.05192197788690573,0.38450285229532827,1.3999327912185269,0.16902673781372676,0.08584764110660224,0.5865889543643793,0.06093014044138203,0.14336396708269097,0.1840973035978178,0.4483873131747015,0.29786530020321084,0.8695528144903776,0.799682054771583,0.23222858203959362,0.36405758913725766,0.26327328479982476,0.33923548078699006,0.1488118612531856,0.5405703596280492,0.12196709258201853,1.2952400658752683,0.539381366716319,0.40366218042415597,0.5297037921947099,0.5557802248367602,0.14397757762490415,0.1369812645996247,0.18117419928896392,0.6915876609697738,0.09448822924173099,0.29969381647210713,0.8400149846198619,0.5843124305652985,0.23364890049107578,0.26308692076880275,0.8715318042982835,0.05628820580177051,0.5070439960128936,0.20852124823824147,0.2516000092466911,0.985529635240253,0.7194471404379139,0.08855454870906268,0.21509684383661404,0.5210365495909376,0.22088887430799903
