time,AVDL,ADLL,AVJL,OLQDR,RIVL,RID,AVKR,RMDVL,RMGL,SMDDR,NSMR,RMED,I1L,AIZL,AIY?,ADEL,IL2DR,RMEL,NSML,ASEL,URXL,AIML,SMDVL,URXR,RMDR,RMDVR,FLPL,RMEV,RICL,SMDVR,MI,RIFR,CEPDL,IL1DR,ADAL,I2L,IL1L,MCL,SMBVL,I3,AUAR,AVEL,AVJR,RMDL,SMBVR,I1R,RIAL,RIS,IL2DL,AVAL,M4,URBL,IL2VR,M3L,SAAVR,CEPVL,BAGL,RIFL,AIBR,RMER,OLQVL,I4,RMDDL,ASHL,ASER,AUAL,AVER,IL1R,AIBL,AINL,AVAR,I2R,AIY?,SAADL,M3R,CEPDR,RIH,SMDDL,IL1VL,AWAR,M5,URYVL,OLQDL,RMDDR,I6,IL1VR
542606.4334858232,0.3014276269161381,1.0381344234106347,0.2601906529560831,0.5500859470530298,0.4917478847734585,0.41614800774567795,1.0045520159022736,0.25935016630601726,0.6232561095340519,1.7819117444871144,0.2504508958935559,0.7261134501099994,0.06261272397338898,0.6575727411071918,0.14939176246282282,0.29151581756258943,0.12468614799868677,0.08884373674554712,0.2689051724330811,0.34998571728489947,0.32083905617736574,0.7195255944566696,0.6042624789812777,0.20779882224190152,0.5280825091709086,0.3561968297152795,0.4217767430175279,1.0153781578773975,0.41274905288945457,0.5217076813732846,0.41046119049221663,0.1939603049308983,0.3552323978658699,0.1617536100983101,0.43459421807366644,0.737674578488741,0.3580018812172151,0.1066082060767562,1.0475208106024125,0.2998719894973238,0.6076178717906862,1.0560230606780616,0.4002933122401278,0.7558307369048182,0.6678690557161492,0.5094642155783445,1.3071059601997657,2.0427534165915446,0.10313459746643534,2.4918545978798847,0.39274060823559714,0.18496122971587586,0.07630224426864607,0.13694244892425425,0.6623034802518478,0.2954216849827411,1.3977183836483802,0.19983294662771273,0.7711752852247544,0.05479104659064924,0.6405597102701989,0.5001067095779259,0.23737277686966785,0.9719518606293353,0.37249914524850836,0.7448397802224429,0.9386978460262411,0.2270754789434907,0.9364932592482397,1.294728608011131,1.6967584398833053,0.4452460371440994,0.12192626661484679,0.663963388723657,0.1305031488180981,0.2580403169812394,1.3559765676661208,0.5671187287870815,0.06277758106652587,1.0475208106024125,0.24932273870484617,0.88280738850067,0.7687451110066091,0.2200343788212119,0.7208745363285418,0.09024794675959245
542607.0335046407,0.29330063142504353,0.7522689919045351,0.23267541181473517,0.5153842880707666,0.5305358041263153,0.3987188293865085,1.1326593199769524,0.2757955165572489,0.5806309140285891,1.96760527700647,0.20816693510358308,0.622923783075116,0.05527706805312266,0.7035945358978916,0.1662011457912839,0.26020866887947885,0.10813866758627692,0.07663546070680369,0.26707634635723637,0.3336359180588168,0.28921992698782556,0.7593661499175585,0.5601147940352418,0.23511967876713238,0.5187573143530281,0.30031988661188863,0.4218059473621344,1.0154484639199175,0.44290837256081506,0.5352317890633909,0.3799189931298176,0.19397373498288423,0.33769451406138595,0.16272458737106957,0.3750755587451947,0.609781931111506,0.3858345663879298,0.14869066793113075,1.0276754171278635,0.22955471595607602,0.5913833383624519,0.9924726602918306,0.31215285488822203,0.7067752092624425,0.7345603571238877,0.5507061775227066,1.3228156663072557,2.112665994977587,0.0731372631018298,2.49202713698165,0.35483000301747114,0.19537198546710963,0.07630752753063895,0.10401636022261566,0.6317749109366715,0.2713945242717609,1.4345815175760124,0.1818808253453399,0.7889083526366614,0.04867596862807634,0.5677280048279538,0.5001413375865308,0.2179624228110934,1.016130583353809,0.350044241897775,0.6820109148907237,0.9260094977917396,0.1817230920530978,0.8974623027139786,1.2505509658003662,1.4684403767863288,0.4452768665317285,0.10497282061533815,0.6393333387702183,0.08801984570976029,0.2662995631428526,1.2485304670490271,0.5175000580201188,0.06145905329666618,1.0475933422420578,0.24934000212038512,0.7390133396178962,0.6928723499782018,0.19447863142986563,0.619742071547084,0.08745040123659178
542607.6335234479,0.31082152282055414,0.5209849894367989,0.26718461883241357,0.5075495694865736,0.5905853867808669,0.37255073163968433,1.0837052485837522,0.22846536874060377,0.5663858860285653,1.9669841437919962,0.22437539940608614,0.5708955095919857,0.04633380474102589,0.6576638065635346,0.162297827452102,0.28229327287353223,0.06923991646571694,0.07374677617729163,0.23034419578616797,0.3018303255129098,0.314048878758623,0.7885657153039984,0.4830481083275802,0.24986014799519948,0.550885344775751,0.28935799801237627,0.42711419288060926,1.0155187748305152,0.4329380397747442,0.5200271203626369,0.24947351720526495,0.1939871659647836,0.3266915106259422,0.16093177863346905,0.3672771824703554,0.7372172501214126,0.3802802888755731,0.1526256223169029,0.9723831027334823,0.17605188062600896,0.5745264497214845,0.997707057188972,0.29266356444272107,0.7502030588838039,0.697035766206213,0.529916160684287,1.2899274964025407,2.190841269909804,0.09866414636978937,2.497585914670442,0.31542628612159934,0.17582884192589154,0.07631281115845145,0.08525034760043226,0.6005794611912806,0.2906174771007994,1.672492865947085,0.18421734846702392,0.797679791410527,0.04999209063059311,0.5319477198152396,0.5001759679928218,0.20178005068072902,1.0683793562183206,0.32311961017334573,0.6477882117665061,0.9624822634737844,0.2102841907477329,0.9554883849668886,1.1887628158207777,1.6153040384825854,0.44530769805402265,0.11060402240627511,0.7142879124431057,0.1205166470558941,0.28083114506310136,1.2993136632162805,0.518017152817586,0.06291050581926635,1.0877785007371044,0.24935726673126435,0.7631281115845145,0.6239954790666423,0.18575103516049743,0.5220848873736817,0.08864438954236986
542608.2285421472,0.305559470621547,0.8007529368267425,0.2794574007717491,0.5016142341473038,0.6371427508144378,0.36632685673012266,1.0775208285832403,0.2030219776918385,0.5835790342631261,2.032118809473395,0.17980543217836856,0.6337902727677888,0.0474868147613122,0.5646695747386975,0.17192181042121552,0.28744104996541947,0.11647315444752619,0.07553780252006043,0.24221909723276464,0.2754769598983657,0.31386296016324583,0.7344026698074811,0.46095003005524665,0.28452183970433276,0.5576672238614815,0.2936930834129432,0.41473259676285473,1.0155890906095273,0.3771146776989922,0.5053295232401773,0.20461500105646493,0.1940005978766608,0.3207275931831723,0.19261876758744653,0.39789479608849504,0.5209235118639359,0.4422169999467992,0.17132096532421687,0.9324275507701776,0.18748332054348263,0.6064601307721105,0.9811876928421942,0.31544812662871674,0.8195755065680679,0.6581395005571864,0.48338453936630704,1.4790547924048443,2.2414492963251704,0.07360456288003392,2.4963240638149067,0.34009251152158526,0.1918265634904359,0.09686989715370042,0.10864376566668796,0.5686952142038838,0.2967351021676912,2.247567902229607,0.17700144883055774,0.8064087447651406,0.05519220423233594,0.5403916375394452,0.5082219817907104,0.24024841842310934,0.8919567718467164,0.30887629065728517,0.637753821227623,0.9734797026069002,0.21105522141345798,0.9666646579818653,1.2891147851992442,1.5944468945960593,0.3836531269808718,0.11008133499613756,0.7478105938960489,0.1041847023727872,0.26394639166892625,1.1726441229024036,0.5575758778788669,0.06212037130537579,0.9200570360004239,0.30110957541832056,0.7991352541260824,0.6595733556782261,0.19329587333844772,0.48068285962471125,0.09961519788275267
542608.8335611334,0.2904822483591397,0.5932718813382142,0.25547261264753945,0.43377120689113474,0.5783616091881797,0.3112354724246336,1.0569044634910898,0.19198172418521336,0.6088791003277975,2.0652016161855844,0.258111792530262,0.617964308765683,0.0508518755432755,0.5689726220260338,0.15856956096068417,0.2851628100880187,0.12062087036544923,0.0825502913554935,0.22618601525712687,0.2704028302697983,0.26355718899714514,0.7617445584429684,0.4084209415533412,0.2366024764860735,0.5749219054801785,0.33640162533564955,0.4061845089889674,0.9748539195109257,0.38289866423700447,0.5311484166013895,0.19335256142947943,0.19401403071858025,0.31546996864809795,0.1717798801885191,0.3844790242898694,0.5420347643135502,0.5235459054159924,0.172074528353508,0.8622845809714679,0.17702631334209817,0.6332095054159664,0.9706078864940061,0.2563193495265796,0.8036084112603916,0.6177953552691919,0.4658111255819572,1.416600814629994,2.1370546263258254,0.06441533391243887,2.3730875253528567,0.3759710585258154,0.17145106991744458,0.07452046503498377,0.10209086448961772,0.5360992821646476,0.3042031840535231,2.534828870891735,0.17570479266476344,0.7687760466747495,0.04760049822796745,0.5192273798198122,0.34132816279958145,0.21589975979354206,0.8895218788110305,0.31546996864809795,0.635261443716033,0.9023908405515362,0.19314487876414163,0.9404576423848959,1.264182575093473,1.4721931870244573,0.5212112525490314,0.10978619454000894,0.7163797204717225,0.10883713918359382,0.2594994903395645,1.2250259062923805,0.45534816229395275,0.05551927142647291,0.8953779992512193,0.2722549044497284,0.7354268058930183,0.7063784080598716,0.20593178508973065,0.35490371472911025,0.09197845633218202
542609.4153974479,0.294330775997053,0.6730491993170084,0.2638658792776908,0.395016607811958,0.5302947481320844,0.3507526617764189,1.0533355664714268,0.18873170907187317,0.5560543189669815,1.8760495259980228,0.19297072007116894,0.6064997808424123,0.05171996920981109,0.5497205818285225,0.1555549907275638,0.28309756360780974,0.0892901355225984,0.07557742575896073,0.23927749800156986,0.2842268578196826,0.23343564578329534,0.6754190908638992,0.4206557495731302,0.1995272541894172,0.4947485236456702,0.3294105685995468,0.4168592175372716,0.933438584796574,0.4483304699397835,0.49381327123802243,0.13268347241208545,0.19402746449060632,0.29852988679383435,0.16026580874311752,0.3873760225499395,0.5323924330534929,0.5494174485278323,0.15076599874081215,0.7813186489554617,0.18929508730790862,0.5824464224858726,1.0136013540246172,0.29513750171663167,0.7646665956223426,0.5665521979285997,0.5010752311091698,1.3921993339796765,2.0627730207835495,0.09666132117850651,2.383993574808512,0.36875666358683495,0.2130594056279491,0.07694922248288967,0.10575144542341262,0.5027677518898052,0.26474837385721484,2.740714147525548,0.17509795575981546,0.7244626798203909,0.05229146058229519,0.5168858573334882,0.4950794591129917,0.2351306902095091,0.8873207217558216,0.2957735739186072,0.6075349085895715,0.9154998767982488,0.21841740843220225,0.9184732046892606,1.2534404429848003,1.6759246583311653,0.4358768457747895,0.10941046218113482,0.7672187250737205,0.14636218090817676,0.2395400796180325,1.084677602051954,0.45327483685392506,0.05673694714950939,0.867602483494581,0.24844980209163006,0.7440665329422311,0.7278177449297476,0.1984545270163558,0.34374481028550563,0.09353404314037836
542610.0335987926,0.2919838251599026,0.7516648892691093,0.2797951299911569,0.4405717977237931,0.5463773088514393,0.33437588673203134,0.9846567154979384,0.1905475278489068,0.5338050828616543,1.6475170686181422,0.22126931805324432,0.5978153505298179,0.053459124645938876,0.5458579836637295,0.13982991626975858,0.27248906760260644,0.09465409716722119,0.07881000284521451,0.21350548233207783,0.2709180872984069,0.24815680905263976,0.6531132704538261,0.41624994537392446,0.22597599774156407,0.5141110861366835,0.3106596009590849,0.3825603093841856,0.8913260816579994,0.4629068985550233,0.535542918182962,0.17068771620318574,0.1907209420533561,0.30850224261909126,0.15819626267502146,0.38118618316211245,0.5562147977867636,0.5225694947773669,0.12346186587028848,0.6145452577274808,0.20905199374355599,0.4969340101279112,1.0386821282066747,0.2861635495753198,0.8600150656744749,0.5603522552299494,0.4557419493236575,1.2228603857628575,1.9202987763957011,0.09566105564772352,2.1903253219764545,0.4784712604057334,0.1885226831546314,0.08692723209234599,0.1008342615870741,0.46867562675031843,0.29890767526490897,2.629986323975139,0.12568178876975425,0.7253187522392428,0.050347924025117646,0.5466274111407023,0.41590436634082034,0.24279303734342977,1.054374753255122,0.2611147508061274,0.6383648413603289,0.8662072360690352,0.2007814182334995,0.893792558390169,1.2597847464702099,1.7051657210271463,0.5313914226931715,0.10891704331570656,0.6845519527272246,0.11054493099821451,0.2697132876270281,1.0003217086990421,0.4296193245211253,0.05078312217615444,0.7510596840442549,0.2496371793421218,0.7318615760352153,0.8100206392194889,0.22808216184872573,0.33354300906544604,0.07412670260083587
542610.6358903921,0.29561798028639785,0.7419348332144816,0.27802429004468393,0.4172370297928879,0.5163308243686987,0.36769013250498245,0.9466065113426144,0.20471594103430243,0.5516647218420534,1.5912004690663948,0.30238819112333515,0.572124814547734,0.049514802131767524,0.5655051885942891,0.13617848057911297,0.26182733292455296,0.08486816998244129,0.0787512980024528,0.24757401065883763,0.2810238080548387,0.26439699109914405,0.7099548835069608,0.44768285151815956,0.24224182376877929,0.482553482166512,0.4031842548311136,0.3919542586028013,0.7215934881546159,0.4514584900249392,0.5584297405042762,0.17342409368108966,0.20863980250000483,0.3155355037808715,0.15776775189043574,0.38189275564895175,0.6111004060566245,0.5039149090231828,0.21298646505208826,0.6414504649229559,0.21200041660277302,0.5181425114717468,1.0441277865496146,0.26231264772144736,0.9022750769271201,0.5830996858860141,0.4490312938420094,1.1846104341944717,1.7285858033212957,0.07929688053131849,2.2384728855179215,0.3539485216324558,0.16971033071879543,0.06207255812082718,0.09946227836570948,0.5409180064814939,0.3306922310367212,2.4408925042477416,0.1442388549605171,0.6507919765480474,0.05073490469819372,0.5728871558007312,0.4171486321170843,0.2561405854221192,0.6733592709550557,0.2826672221370307,0.6380829076457623,0.8489744496346319,0.2758323609210267,0.9142991218769962,1.2785334698653494,1.7619318276815086,0.46554418590620383,0.1066143852365402,0.6553429693910408,0.11055258526629073,0.2799822075802099,1.059972560605203,0.4234818603374854,0.04449204024138706,1.0307493123508467,0.25057231182598616,0.7338513019529064,0.9168821522907932,0.26582785592498076,0.32418031210363507,0.0640054224751234
542611.2336366087,0.28153815778470337,0.732404717874898,0.2575504857013927,0.42670193636907616,0.6352667741197937,0.4095531587845034,0.8887125419458979,0.22786417092038766,0.49740396139123766,1.685635474441137,0.30016431029667917,0.6311147037007101,0.06518999184932485,0.4812249615717914,0.16543783495067158,0.2721682159709312,0.11907824598126605,0.10807500720025034,0.22803049513273832,0.3137845577388362,0.2621977996424233,0.6217786873737765,0.5253046717746266,0.19319837868389084,0.4532731192198977,0.4320909797121044,0.3286374493363801,0.7164004744710764,0.41212878280455856,0.75621732248162,0.14623389475992063,0.23027158107998882,0.3617639640855856,0.16120864714094227,0.33449079296137635,0.646507745254386,0.595418170685964,0.18205231837520483,0.5641128002256347,0.19273562807626476,0.5680032333306391,1.051147124744764,0.26542207164983134,0.9592524150932721,0.6050893550944952,0.46734443248723473,1.3693998287845595,1.7252434657239037,0.08652379002348445,2.242770183962602,0.38482603884189637,0.24815675242600735,0.1208517517724764,0.14856532258648103,0.5733365970238845,0.36152436767107604,2.0431770983116513,0.15865702190893913,0.7677733993839347,0.051146329130951455,0.6672327138522567,0.4966148488136735,0.3033534763644297,0.4115965458917674,0.3137227160837832,0.5948116455232356,0.927675291894522,0.29251102840061,0.8944206758615583,1.3645135145529146,1.9586318390711694,0.42915799851648284,0.12743662286264337,0.7675719369332961,0.1290916439387816,0.30650447700218914,1.0245627942989375,0.44917172605726213,0.06133368247232253,1.1532186858531157,0.25844727896946257,0.7417224352771232,0.968406873153003,0.34561043297896027,0.3733354585271806,0.08509411735290473
542611.8336553533,0.3014276677360957,0.7230684350543876,0.26217349042095084,0.4947143449514111,0.6733837889724344,0.38753352563719246,0.9544346579913566,0.2851178885530289,0.571048078782847,1.678540184917319,0.3430208711224196,0.5886765872877832,0.05982133213970108,0.5243469808419017,0.16378161087009704,0.2528219738750015,0.11834220053723475,0.08903212107456768,0.26648910343199533,0.34201515547933814,0.24282318957496007,0.6432960644588146,0.5836422162859077,0.27954850520606633,0.4260319219340451,0.32912337316793183,0.3613153175822819,0.8404711385093406,0.36198790752565924,0.8019424412876143,0.17155647863115908,0.20731480386084922,0.3424370058098708,0.1561425276399423,0.3616750398441332,0.5744250632818586,0.5141764575066062,0.1438082436908169,0.48013121360820954,0.20470002255089256,0.5717920184373323,0.9530597251946918,0.35250868245133754,0.991667524501845,0.6263587191932729,0.4247047196850294,1.3403251476576699,1.5509369799050665,0.10575260473540127,2.247825569061533,0.4079438457543702,0.22812954320430795,0.055690447311639885,0.14265909105858435,0.5797850444924989,0.36472678198360875,2.376005987560481,0.17018319613367236,0.8192921575654714,0.06039226744114043,0.7294126133376791,0.3959084527063853,0.2589367806626675,0.8186764790788413,0.34154457876569017,0.5987913052824185,0.9111945543071727,0.2482556384603325,0.9228702697357466,1.3166549463745323,1.893475208595756,0.38730174721276833,0.11406477160215397,0.7143565559702171,0.12014436602764948,0.3075898545609139,0.9734062692076774,0.46188546193508334,0.054883339379587136,1.1378222583763486,0.26541487750547443,0.7469071757090525,0.9147994682492748,0.3299237105886545,0.3408255375472361,0.09161976815785916
