time,M5,AVER,RIH,URYVL,SMDD?,RMDDR,RMDL,RIBL,SMDVL,SAAD?,M3R,IL2VR,RMED,URXL,ADEL,RMDDL,AIA?,MCL,ASKR,AUAL,URAD?,AVAR,AIZL,RIVR,RID,I2L,RMDVL,IL2DR,SMDVR,AIBR,IL1DL,AIM?,SIA??,NSMR,RICL,RICR,IL1VL,MCR,ALA,AVJL,M1,URXR,URYDR,CEPDL,RIMR,AVJR,AVL,OLLR,I1R,MI,OLQDR,AWCL,AVEL,M3L,AVHL,URYDL,RIVL,RIR,I2R,OLQVL,I3,M4,OLQDL,IL2VR,RMEL,RIAR,AIZR,AWAL,AIBL,ADER,OLLL,AVDL,NSML,FLPL,ASGL,IL1DR,IL1L,RIAL,I6,ADAL,AVDR,IL1VR,ASKL,CEPVL,AVAL,AWBL,I1L,IL1R,OLQVR,CEPDR,I4
244633.4643636813,1.0895670723618376,0.8578576062383519,0.5900147678005014,0.8231338102109651,0.29374901907061973,0.3691438548869174,0.9624269607294356,1.0409032463159011,0.3687563429670277,1.5185235848757286,0.09402174987323524,0.15534513450865692,1.3013039996169462,0.18816123132892043,0.23918552338408197,0.4723094608134621,0.2620185702173042,0.10588857267276978,0.5166247729876715,0.6115443245326285,0.2957701148554654,1.6742369315647005,0.6402678241727305,0.46422636296385067,0.4847343549020128,0.46587138905514713,0.21197630880511217,0.10037861862572654,0.38684625216451896,0.8697252944684191,0.12887843799262344,0.2684682580995763,0.38504000174807657,0.16492790855812386,0.38278377445165396,0.46076995982820534,0.09112773106561249,0.11512440928922804,2.7896120762389076,0.19086415224266753,0.7397467763939413,0.28698331038230573,0.4678202199650064,0.35927369833913886,1.3822128139780168,0.44640652218883037,1.710142804094301,0.07014708660919665,0.03992896550548783,0.2278974952151254,0.5160647461334843,0.23010624965054371,1.035981626350074,0.09261404993099909,1.515630607956552,0.21623367309976746,0.8544696628479618,1.1758595093521482,0.6121725804649614,0.42289797233072896,0.28298005583468855,0.7852696549412607,0.5327131634994569,0.08292562930968318,0.11114411150054518,1.171916587439572,0.6291654075871023,0.7398749376511128,1.0129276519676542,0.2392398590322837,0.8459546674491858,0.23559459384248532,0.21021153212582336,0.48580855845858234,1.5912953360043167,0.178241693598236,0.1915291841320148,1.29366480558255,0.4520293863785035,1.236645125891749,0.3243405788297237,0.09184440408669715,0.5945502795523803,0.6800537861419415,1.7033143723122033,1.1803132850344102,0.05178636813161791,0.23303378303984962,0.42051954603097297,0.44329738585393746,0.3726395353309223
244634.064382728,1.0897512039550712,0.8580025800465837,0.5901144774576509,0.8232729158647273,0.2937986612415923,0.3692062384224123,0.9625896062554846,1.0410791539566584,0.3688186610148725,1.5187802080558324,0.09403763909661754,0.15537138708901085,1.3015239137322023,0.18819302967175608,0.23922594458679294,0.4723892788400204,0.26206285009507835,0.10590646733211297,0.5167120800887827,0.6116476725812853,0.29582009858190195,1.6745198695512453,0.6403760263546353,0.4643048149857609,0.48481627267589494,0.4659501190785524,0.21201213178146502,0.10039558212934462,0.3869116273199861,0.8698722738588653,0.12890021782859956,0.2685136279435726,0.3851050716559133,0.16495578058118865,0.3828484630679325,0.4608478277346147,0.09114313121373967,0.11514386476052504,2.7900835072587418,0.1908964073661336,0.7398717900401701,0.28703180918106036,0.4678992793314594,0.3593344138656633,1.382446401293641,0.4464819627433823,1.7104318100005573,0.07015894112935028,0.03993571330855677,0.22793600879538342,0.5161519585927515,0.23014513649967483,1.0361567022607354,0.09262970125986372,1.5158867422374749,0.21627021555020357,0.8546140641100602,1.1760582239520732,0.612276034685848,0.42296944005345644,0.2830278781026846,0.7854023617349498,0.532803189461162,0.08293964334207458,0.11116289432066544,1.1721146357046635,0.6292717335140188,0.7399999729559775,1.0130988318675598,0.2392802894174578,0.8460976297180282,0.23563440819538,0.2102470568634079,0.48589065776769746,1.5915642572602506,0.17827181558691885,0.19156155164267066,1.293883428710767,0.4521057771700514,1.2368541129684247,0.3243953908271171,0.09185992534911692,0.594650755689195,0.6801687119600055,1.7036022242463404,1.1805127523009982,0.051795119778683736,0.23307316462803893,0.4205906118110985,0.4433723009794071,0.3727025096195942
244634.65303744364,1.0530542646970218,0.8293073336729023,0.5514720267185025,0.8136194159738349,0.27251092939948746,0.3568866318985063,1.054593956153155,1.088177908299667,0.40335613891841887,1.4235225854615936,0.09137528975379777,0.15239657849223873,1.295789545703781,0.20329205050295973,0.2396108686343908,0.4422922193585248,0.26210713745593883,0.10930756130683687,0.5365020498880231,0.6048400671421447,0.2927716087025557,1.6457383674201411,0.6422401731608839,0.5231023052378222,0.4872119925163598,0.46716330119265453,0.20409016433366922,0.09749549001220108,0.41204040303923706,0.8508351500050995,0.1375122388723554,0.2497619520954851,0.41249084733782715,0.15887678490906412,0.3782965625140833,0.4609257088003257,0.08835261759212613,0.11523142720008142,2.729732364912316,0.19013977586203681,0.6722853120022756,0.28687930970293735,0.47676442796340257,0.3774150681300608,1.380515438514487,0.4258925191927132,1.675081027080798,0.07160677834289009,0.040996839328285274,0.2110472275895222,0.49732658886725517,0.2218910757343783,1.0238611955960892,0.09119463819910112,1.5179422047448285,0.21551489249899217,0.8510257957944395,1.177569444845965,0.5882922465948068,0.4085525295749379,0.27693311011072225,0.7302278898320729,0.554024020433424,0.08575551922725778,0.11607295796683616,1.1344961781667349,0.6295727504925273,0.7145029802895403,0.9883564901303177,0.2460381124777346,0.8311365450783555,0.23524617323151095,0.2078931381626099,0.459471525751263,1.6015615973773873,0.1777302833253387,0.1907537385809701,1.284174519286014,0.42604015012222557,1.2070722337133883,0.3099491362671436,0.09125666012810074,0.6531180265363985,0.6545421646339187,1.7014656944214246,1.18347133157784,0.05028954865313152,0.22597868808166774,0.40615785368803065,0.44107942161191954,0.36960232907777907
244635.26442033096,1.0191275603268,0.8008713162323001,0.518174346673838,0.8044350067392732,0.25286972384015555,0.34482780378531763,1.1414188648872825,1.12901609938901,0.43667655889490353,1.3219684328010894,0.08886036945875715,0.1496780842006806,1.2900803028010426,0.21846991157182324,0.2400458778373477,0.413656793758197,0.26215143230115023,0.11251184827089496,0.5518127801504882,0.5984147986126316,0.290132242531176,1.6165146011830305,0.6437729502493685,0.5689078523198885,0.48960660513310056,0.46834494673115784,0.19664831160646795,0.09458405052101714,0.4362105217541711,0.8298701236746793,0.14554007278064268,0.23079926255937971,0.43886356497897544,0.15343585960656733,0.37363332012992995,0.461003603027562,0.085656201815142,0.11532056401895344,2.6677181969571926,0.1894067930324201,0.615585746317862,0.28673687846597745,0.485823593495836,0.39563439924200194,1.3787077262915142,0.4064460288740557,1.6424059330715621,0.07308743473511997,0.04206697266177685,0.19338678046477678,0.47959560751250435,0.21379059545084322,1.0113299316802324,0.08977406236934375,1.5199588673248268,0.21479420098969051,0.8475941058503041,1.178920882557759,0.5654122422860792,0.39458594383380985,0.27068659521328065,0.676119385249643,0.5737806290765818,0.08861466159152892,0.12097287994869388,1.099228905607608,0.6298754537586402,0.6883220350159072,0.965461334720764,0.25248812719663394,0.8167567734634367,0.23487827880614268,0.2056891692661956,0.4366906785629638,1.6113937858943324,0.17724371296274194,0.1899263580485998,1.2741163954838644,0.4048777532023303,1.1766040154977278,0.2980301525300933,0.09064640270855573,0.7079262484514494,0.6295468903826275,1.6993671248620412,1.1864040528627287,0.04883504079208329,0.21948248415629748,0.3920419174296783,0.43901982161153963,0.366777763447501
244635.8644390516,0.9876690178280518,0.7726909168665477,0.48918457687833716,0.7956865518608405,0.2346907966437633,0.33302147307868435,1.2234928859557854,1.1647709362647862,0.46884383986439504,1.2134774118408092,0.08648096239347115,0.1471842986519943,1.284396013662352,0.23372719425084318,0.24054271605126412,0.38637863081944784,0.26219573463197743,0.11553610803938565,0.5640174742680065,0.5923408167025012,0.2878258197538646,1.5868386234055811,0.6450602077322686,0.6056085415655904,0.49200011210886496,0.46949636922912447,0.18964417410877635,0.09166120281698327,0.4594764154039718,0.8066723314965266,0.15304162107492497,0.21162209293243964,0.4642790347708622,0.1485376914908874,0.36885471609430104,0.46108151041854806,0.08304918318141198,0.1154113293992135,2.6039727180703847,0.18869640016087375,0.5673384668100027,0.2866037739286269,0.4950831724213562,0.41399394444261867,1.3770129782322635,0.38804968725532657,1.6121149056071769,0.07460203120296185,0.04314622466394159,0.17490108609532776,0.46286618666755613,0.205839392424888,0.9985562813768314,0.08836775056309418,1.5219379935931385,0.2141059020673706,0.8443092726423704,1.1801401203067212,0.5435613288396041,0.3810487908357717,0.26428271861839786,0.6230457964063071,0.5922207841736108,0.0915180581100897,0.12586269733934577,1.066099073943444,0.6301798640138155,0.6614297374826384,0.9442144390200378,0.25865116372319324,0.8029251121835621,0.23452930003460612,0.20362139614521857,0.41684550669403203,1.6210650776393654,0.1768045188240152,0.18907872822978491,1.2636904831057194,0.3873555017682866,1.145425980357284,0.28802972613248107,0.09002903736419783,0.7594107424622929,0.6051596397565361,1.6973056142470884,1.1893112920913327,0.04742903164181519,0.21351205499638054,0.378232378367885,0.4371605462206389,0.36419417369454826
244636.46445808653,0.9584189422638075,0.7447625914302585,0.4637177622444083,0.7873439642917996,0.2178164013034398,0.3214597056898999,1.301198564099587,1.196341895005142,0.49991750202633495,1.0973193123114036,0.08422640316526349,0.14488860746716345,1.2787365084785567,0.24906448563054828,0.24111711056945162,0.36036306530301093,0.2622400444496853,0.11839526566385143,0.5739800681505438,0.5865903447944705,0.2857939684420753,1.556700186190765,0.646160498925573,0.635681437159763,0.49439251502384923,0.47061881030880653,0.18304020204141483,0.08872688562744165,0.48188847185384864,0.7808690564952293,0.1600673782714844,0.1922269005069863,0.4887890415274242,0.14410505051276135,0.36395653476234807,0.4611594309755083,0.08052716895561426,0.115503780043006,2.538423853057668,0.1880076008084632,0.5257844241989894,0.28647932568054546,0.5045498455211944,0.43249526375668773,1.3754220219509723,0.37062047225151223,1.5839572154521122,0.0761517402721908,0.04423470853155252,0.15553148518611482,0.44705570819272594,0.19803332269051357,0.9855333647357581,0.08697548413307712,1.523880792951247,0.21344794573356507,0.8411623631093327,1.1812487390969568,0.5226714038869162,0.36792145119517017,0.2577155851129824,0.5709772660114109,0.6094730183352572,0.0944667267446477,0.13074244703361132,1.0349180854532085,0.6304860023030567,0.6337972048645183,0.9244444503962967,0.2645462142523458,0.7896108398888525,0.23419794212165623,0.20167769701159308,0.3994033725287716,1.630579582595991,0.1764064498846007,0.18821013527240285,1.2528768671396884,0.3726098371277102,1.1135135673237362,0.27952010035878705,0.08940444580289533,0.8078670723468784,0.5813582910775389,1.6952802895959243,1.192193417961251,0.046069125550651874,0.208006161594923,0.364719264186776,0.43547456905103094,0.3618224920981401
244637.0644769498,0.9311528370192313,0.7170828609572625,0.4411687328988724,0.7793798633802338,0.20211069330649983,0.3101348964673703,1.374878448194499,1.2244280620827654,0.5299530388443687,0.9726577115375303,0.0820871169780024,0.14276843960558727,1.273101618975446,0.2644823785899694,0.24179061755735218,0.33552403532736624,0.26228436175553926,0.12110264081225297,0.582271283097297,0.5811384595893256,0.28399120862720934,1.5260887297482149,0.6471151305331325,0.6607797707059214,0.4967838154557022,0.47171344453451913,0.1768030211833898,0.08578103724201251,0.5034934036194274,0.7519997380250363,0.16666157959528088,0.1726100641592778,0.5124417011760346,0.14007469546208562,0.35893435259422424,0.4612373647006679,0.07808604955443885,0.11559797532078693,2.4709954702294845,0.18733945630086948,0.4896210177329781,0.2863629261134248,0.5142305938364893,0.4511399404162942,1.3739266522367455,0.354083888369978,1.5577161014049878,0.07773778910461296,0.04533253934148507,0.13521362431757317,0.4320903975801245,0.19036839423994886,0.9722540390179006,0.08559704887637216,1.5257884234631214,0.2128184514244507,0.8381451543962646,1.1822638661149467,0.5026802444005443,0.35518548268935124,0.25097900133504186,0.5198850741940153,0.6256496594884997,0.0974617169132815,0.1356121657490932,1.0055188964411306,0.6307938900220719,0.6053939694296807,0.9060029725513924,0.27019063136529253,0.7767854890228134,0.23388302584661305,0.19984734716475028,0.38395314311168305,1.6399412720145392,0.17604430860874065,0.18731983138401417,1.2416541685507227,0.36003033535023715,1.0808410692493577,0.27219188405062006,0.08877250709516168,0.8535567672676287,0.5581217828766718,1.6932903051631705,1.1950507921053808,0.04475308208929639,0.20291271986723988,0.35149303065019766,0.4339395163589034,0.3596381454424482
244637.68267803566,0.7593442171331736,0.622799404804805,0.38845297016758185,0.7377147075445103,0.20955209732883492,0.2911848420713931,1.3634781136433902,1.445082221556435,0.5307182709150446,0.8913821696063055,0.06388238882178522,0.1257735574392143,1.3081801771877366,0.2822710203753301,0.24862705746095873,0.2638336647091958,0.26878600806590136,0.1182541061687317,0.5523947739295546,0.7111167010917079,0.30766700294335875,1.4570843093293617,0.6229731481766458,0.7219186461920954,0.5043201388452994,0.4690514451100766,0.17182709387706693,0.10110584794145594,0.5568910104615393,0.7240107451086205,0.17331507910241375,0.15979655967332548,0.5322318967662549,0.1427925667850101,0.3810808335833668,0.33872522445039605,0.06812122452128921,0.09407510282306547,2.5751659470688826,0.17626619520048722,0.4578630620157078,0.30095614549660765,0.5426932276018804,0.4569052475820708,1.2935326638171503,0.29995546984462784,1.4830111724101183,0.0771758199311172,0.033964017348918324,0.1208474641007758,0.4119955744201626,0.19403302208660675,0.8727574874128889,0.06947049531652526,1.5738420389643892,0.21060538891956107,0.9546059771000309,1.1602733431004284,0.43025819947862565,0.3172941212236913,0.26556057596911053,0.63332703150528,0.6377773261563712,0.05929103119100764,0.13766728485991675,0.9889885171781959,0.6289592588742091,0.531303685719818,0.8578520323654855,0.31286881967245433,0.7457172784755189,0.22864016048849073,0.19068741870162026,0.38966600438073085,1.6235330462809872,0.15964574352948965,0.16968325329340175,1.2069933201318945,0.3670787636751073,1.0521052315722423,0.256568462244724,0.07827048554879047,0.7804181980516381,0.5919391390465409,1.6460263143950038,0.8872896602741508,0.041527210074697826,0.18950124642741456,0.3462380126680346,0.44790534624357603,0.4104653797873855
244638.28951537234,0.6473177892669042,0.5895611947480219,0.5637575343010921,0.7536514752525159,0.1990286757175896,0.3809417195184381,1.2542873162149883,1.719842723347803,0.5216132255082793,0.8679160457546701,0.06668176899477171,0.11110663213861326,1.4150987858260404,0.2556820681055425,0.25431705854006953,0.38738309163944223,0.2699982346966901,0.07975704298746927,0.5356028522460493,0.7297588861852422,0.3010730391151673,1.3911153756396455,0.6901848055783637,0.6829643588213158,0.5071239692441605,0.4328432683231548,0.17695233472939098,0.0896104772027044,0.5496949605388401,0.7097835339088526,0.1395997929976015,0.20095149512706464,0.6273575607922417,0.1470587781816659,0.3976851177926916,0.30750410961877755,0.07511989408361629,0.0847621491450954,2.726891023755839,0.20142989111847098,0.42850360356643524,0.3100821836398383,0.48580852457629936,0.43869432984994844,1.2279057281559767,0.3227689481409512,1.4282540372288555,0.08755454062131324,0.03815293243346585,0.1066212796547432,0.3951777828943276,0.17217071833137249,0.8373869043245384,0.07293513622759246,1.4752675693576378,0.20903528139995345,0.8954766612055297,1.2428243800409964,0.5242212916358208,0.33257049684423035,0.279417872232299,0.5901829111131757,0.6805802388081561,0.06755429015925525,0.1421762308270728,0.9956140810137681,0.6681251756142813,0.5753648322832179,0.8604105378268796,0.35436870530160375,0.7764740924538819,0.24390851763611104,0.2083625730079143,0.4047886120429503,1.6111923885466206,0.16091531217528438,0.16003455272710698,1.2421307713459206,0.39626928238409037,1.019996466671248,0.2770275118400679,0.08388806901177083,0.7114431815057567,0.5339290933327805,1.5437259692120666,0.7847624126284741,0.03714720037101904,0.1868881610109878,0.344123253550244,0.44069434096461957,0.3649641903793689
244638.8895340872,0.6438893294007462,0.5678727214151134,0.5509988913098575,0.7448846931362686,0.24529117310504617,0.4147684668959313,1.1799512617579497,1.676846921547503,0.5775659649989526,0.8682482028778378,0.06466119058464154,0.13076313616607138,1.6129267530013716,0.24636575476292455,0.2587795557462839,0.4046871149687354,0.27174597569221387,0.07944089128970246,0.5173190840785423,0.6753930721003641,0.3139580134802612,1.3173285798114909,0.6756570650928302,0.7171835046313377,0.5280406041719468,0.44386021799960734,0.18334178452964026,0.07022007355071913,0.5060249474365961,0.6811320864283746,0.17232407080018153,0.18281376656626086,0.5671779861136492,0.14708363040766692,0.41122343726434213,0.2697067296872614,0.08154589186535124,0.04933023088150878,2.6934245046794354,0.18607583431469388,0.3953130066559003,0.3526400540177036,0.4882237772379285,0.4295816264279288,1.1863340696079299,0.32623726022971145,1.2843292516797027,0.09489130774799141,0.03230498351891782,0.10095015788438723,0.49250794116804253,0.19816812499316486,0.7902829638852757,0.07771391539210022,1.4725987440924473,0.21846245104668174,0.9688334785548495,1.2215435643032768,0.4369249020933635,0.38702915710122016,0.25630236750973284,0.6590487350011628,0.7152836807780096,0.08385427413913037,0.1386873950255424,1.121499546263937,0.5847566358843511,0.4924074293433144,0.8030421460781743,0.3070283095791203,0.7934117468975722,0.2334518454980599,0.2108416678706347,0.38354493667924217,1.5273374838394096,0.1771586163385392,0.1729728404174241,1.2128432627074401,0.4652966489825429,0.9856212907687502,0.25809909828299954,0.0956998887888516,0.6629205411071721,0.5698381916377312,1.5656977870876667,0.6038059410873565,0.032747823036583454,0.20322088469458766,0.41145394367536475,0.42353723099858076,0.3072128217843962
