time,RMDL,AIAR,URXL,RICL,SMBD?,IL1R,SMDD?,AIBR,CEPDL,IL1DR,AVAL,ASGL,I2L,IL2DL,RMDR,ADEL,M3R,SMDVL,AVER,AVEL,AVJL,M4,I3,AINR,CEPVL,AIY?,URYVL,ASEL,AVKR,RMEL,ASHL,OLLR,RMDDR,URBR,OLQVR,SMDVR,IL2DR,RMER,IL2VL,OLQDR,URYVR,IL1DL,OLLL,RIAL,RMEV,RID,OLQVL,AIAL,RMDVL,RMDDL,AIBL,IL2R,NSMR,IL1L,IL2L,URBL,MI,AUAL,M3L,AVDL,SAAD?,OLQDL,AINL,URXR,BAGL,CEPVR,URYDL,FLPL,NSML,IL2VR,URAVL
1214900.7198998984,1.0936631324166153,0.340007471984908,0.4534678956104786,0.4880009439379349,0.7762773636186258,0.37433918562099094,0.3873061383860021,0.45650088300751496,0.47995852555466767,0.4863167301538523,1.181957973109525,0.8351157093201276,0.6280012147398014,0.12672024511437524,0.6923578851856098,0.30535681382621715,0.12004747630175802,1.0643334196818828,0.43051543636012096,0.48917741680181615,0.585272593806968,0.6237012064223156,0.6652812868504699,0.3540236732920764,0.3560006886104607,0.13256840563734854,0.8531427545245035,0.40035003304428335,0.6539089571607184,0.12278402128433974,2.245899081074154,0.7469014447279582,0.2432388810918523,0.2775453129739989,0.4170841400972275,0.6457512490736096,0.10610546839720414,0.1585723559654451,0.10630109057345268,0.3680007118220493,0.4872009423904956,0.2724844590124798,0.8530384500282693,0.9208589240702366,2.6342156216667,0.5494064681197575,0.7803001096418809,1.047202025597962,0.38431932745786734,0.2925599326519217,0.34263059573460536,0.1762546761887083,0.2351254548020634,0.4881809442861087,0.3016029572764247,0.2761961864188998,0.0889073884679895,0.6893806438105705,0.16479012766996778,0.25794545307111927,0.5796321174896469,1.1756951443426953,1.5022746207647955,0.4089843976539774,3.6000531174119983,0.3296438808718545,0.8915368596306974,0.33866128855510347,0.26812551863393197,0.09194047634749447,0.36674297743045664
1214901.2999180402,0.9288647070245264,0.3366339302084606,0.3713022893873217,0.5253727506388636,0.6949480944045218,0.41952694778776034,0.42224480634210965,0.4259376682063457,0.4669359525767319,0.4863648114466923,1.1257134635847987,0.7392745133989723,0.6667507478440098,0.13032082768251116,0.6924263374105973,0.29867652520728544,0.111268357884029,0.9767105448376102,0.3983934776420718,0.4854100203236857,0.4818634666906394,0.6231028041505624,0.6525085161202762,0.4002441633051761,0.34245804664805335,0.12364123242268195,0.7153279137124607,0.36710549466729786,0.5367487110756012,0.10440379609235163,1.861978718448904,0.8192590458360459,0.3197362270450555,0.26879142339612316,0.48249110940862133,0.5057793738789265,0.0978912226428724,0.17106772951769844,0.0920092738537682,0.38909184915735384,0.5522686823468654,0.24417643599491604,0.9240931417487154,0.8188167078786085,2.3876315185284067,0.5344754927952029,0.7365393539942193,0.8839151790639886,0.3811285703792629,0.30894238170889005,0.28031970396540956,0.18355274733364893,0.20981824957579528,0.4744386244993405,0.27252916383775677,0.31243149078170857,0.09727296228933846,0.654199271777662,0.1299908179897218,0.2515855673870848,0.5386893669909574,1.0517639047534721,1.3066071061610935,0.3324295460416171,3.0022380872481307,0.32967647219143364,0.8264776690287807,0.3475571550824814,0.25955158460738736,0.1003540063437519,0.3149144226071041
1214901.8999368588,0.9819460368144913,0.3490955387575785,0.37948815082304965,0.4434218585733888,0.7017666575037419,0.39304398498592213,0.4933616531717214,0.40336480914197476,0.444607680897881,0.44888961682948175,1.057480347338683,0.6072121336062387,0.6906540119783139,0.11940368284717935,0.6924947964033378,0.2918477384959479,0.10761052458241,0.867984096134908,0.3631256349080017,0.4802644198563936,0.46737934933046726,0.6061855356931963,0.6101758702531112,0.3605177946126415,0.33895592169156885,0.10914999595652648,0.7285102614573118,0.3457498769592952,0.5611120210368522,0.11786954011055051,1.7513296374244338,0.8660190468655983,0.30538270607836865,0.2766539299842283,0.4799413095866839,0.49536289480712226,0.10152026762074955,0.15351902080351634,0.09649258175330062,0.4071091238259931,0.5411891246884319,0.24176978618018752,0.9507415312497306,0.8554951163344058,2.3396460369425154,0.5243430224013986,0.8518723588350234,0.7828386397303072,0.33921772180864246,0.30708662357564137,0.2847303733046864,0.1736722560177229,0.20286976944230523,0.4709108070578701,0.24833529222359285,0.3429963112220418,0.09272754233148846,0.5832505871466276,0.12911401176107498,0.2531381861954395,0.4728385840748303,1.0642487372485008,1.2877980810681853,0.3277459427518392,2.7862790281655223,0.35108685115155,0.7584029548131813,0.2911814194582859,0.2699591581087518,0.07626765334481486,0.35502209652403416
1214902.5349569325,0.886897073878629,0.3576627632874308,0.3787372492726205,0.564835258630238,0.692736299419866,0.34942136842092325,0.4131696804549904,0.4040455525661296,0.47426400724638057,0.414981006340583,1.0771530715001254,0.5130155101320509,0.6666907970717563,0.12258300766028797,0.627286331451763,0.28486551443113395,0.10401058470940443,0.7516484764651415,0.3350897082595507,0.42022310256232714,0.6090741040614174,0.6261223688041934,0.5894438616649,0.4191883163068613,0.31807997788200204,0.10269731975095235,0.7637728810220528,0.3234965572154999,0.5801581982937335,0.11186940833778705,1.7479828776263133,0.8619840608604525,0.2465990631087023,0.26351695238223094,0.46645698503703587,0.4342503046365701,0.09291662263181404,0.16733335796387402,0.10392575659007858,0.4209010151023647,0.529767881154303,0.2538090902416394,0.9384955066471645,0.8580195424353761,2.323179908960733,0.4880394752766497,0.834346332895575,0.6662488618843034,0.35423308994284863,0.3546814750423135,0.2878584318002321,0.1573235536610334,0.20137854319879483,0.48617979697127156,0.25392194443916793,0.2581776194856344,0.1047512661459714,0.6079314553114411,0.12153108427275329,0.24915262791752787,0.43105242729547716,0.9699362130370633,1.1949957354452534,0.3295867471077076,2.4753139387182337,0.31589175568963823,0.7959042280698808,0.3251324437248071,0.2526354065873428,0.06469931144309998,0.3275346557105616
1214903.1249753514,0.8254437455977768,0.3550681103372816,0.3530332521733581,0.5118397220993862,0.6840317718922245,0.3545518254902311,0.42429972558667006,0.45484738156711624,0.4486563039108526,0.3925162443042127,1.035291330431475,0.41719230287614745,0.6464899850415652,0.1255015600112754,0.6419345270621665,0.27772469226020513,0.12955147194928493,0.7482973051588041,0.40640284676728156,0.4627280155575644,0.6920903582554732,0.7683802843046104,0.6234947788312805,0.3530382244026531,0.35932377142465877,0.10693379009142757,0.847827295166813,0.29864172993215626,0.5954608651903509,0.10297109613506071,1.6785773614405133,0.8575878755611077,0.24254363284409552,0.2938086643295751,0.4300317249851235,0.46929414703624545,0.11115808814533241,0.1516239384553055,0.09880410135183315,0.36717921689409944,0.5185474869321413,0.21208426295944716,0.8819312374291507,0.825869108731197,2.088207901869555,0.48639324835322273,0.7281226229118756,0.698734306252964,0.31510016229291016,0.299830173346833,0.3249506442357033,0.1359363616637966,0.22330220309266363,0.4254409980105433,0.2664842549373166,0.3060818739449725,0.09730181676987545,0.5868515823933114,0.13322730961640422,0.24923212793785507,0.481441280892613,0.947676482638629,1.1694646386773289,0.29547223244928456,2.3875616647603106,0.3055439894802993,0.8216597860567261,0.321037730779649,0.23944453102707305,0.07660502149009532,0.3274117969562943
1214903.7249942147,0.7664516867824862,0.3304083693174688,0.3323796679903399,0.5086541043138805,0.6612560114426117,0.34667199371392454,0.34748008693936494,0.48724589957460834,0.4409502255934999,0.3660856253619043,1.066790396756912,0.5527592134657947,0.6414611040148808,0.1190590685482165,0.6565129655193312,0.27041987718274385,0.12630685042290274,0.8624369453771613,0.4566706004150125,0.4771399483374445,0.6601669434227857,0.6670144689179307,0.5819301461545825,0.3428261871275577,0.350377913957708,0.10488130285309172,0.8227382806587206,0.32891790239164803,0.6080284443342713,0.10215977524320609,1.6406215533735768,0.7816851132391194,0.2389794599452805,0.25872570622307645,0.42114227384506386,0.5647046941629336,0.10543412701382167,0.14696987368441158,0.09413823780484908,0.3418571049123422,0.5040127667554609,0.19430439987068934,0.8137204797733526,0.8080055254004133,1.9835472002790244,0.48203915316412366,0.6555770487498674,0.7261139768833941,0.30470679455334154,0.27792064527591426,0.3675730304862385,0.1581310848519656,0.2168189101578497,0.4180160851738916,0.2598879738685378,0.2475758207719575,0.08833377544385557,0.5534880841318088,0.1565351082727177,0.2399166354755778,0.5524204127473918,0.9251584672012279,1.1532505519528544,0.265802758290604,2.4951184953871186,0.2953664566082676,0.8012689109247294,0.31681675616004046,0.25177828429291904,0.0793856458366143,0.3272831797478214
1214904.2975120065,0.7109576288460479,0.3116968408022603,0.3100287591236344,0.5050782677984739,0.6434172758480532,0.33939179033358086,0.29033126555344274,0.510691203829014,0.4324508296185949,0.3345411363428786,1.099503366594206,0.6722361958566664,0.6378991608106845,0.11302567842657821,0.6710221670951156,0.26294542693038264,0.12429092646975556,0.9661388060826359,0.5148691892588928,0.49143723427088953,0.6313478347480923,0.5630272737518841,0.5390089357580364,0.33065505243586535,0.3417391300552833,0.1030175654623743,0.7968161611075835,0.35547624164031266,0.6185370049668587,0.10147007539653777,1.6012825600096996,0.7033831749361,0.23582273222794067,0.22973667897397457,0.4118450220631007,0.7159625383550918,0.09917318870384674,0.1402841771687396,0.08980177081521862,0.2996227012363828,0.4914713421182652,0.17623388040883178,0.759135344182295,0.7919858880160018,1.8913169962976053,0.475482882615125,0.5775973656974778,0.7507870969582796,0.29456594601285846,0.256463259231459,0.4104344380741541,0.1761047713389352,0.21132572560672225,0.41164885508670307,0.2545862455225911,0.20340101089647017,0.0793343276823916,0.5216896831200432,0.17968287181666975,0.23137853168619227,0.597875698695685,0.9023777415277529,1.137196560921174,0.21805425696448344,2.6005816664103105,0.2853549535584598,0.7799521744845259,0.3124636741465135,0.2621509001197314,0.08218222662483643,0.3271484790642527
1214904.925031928,0.7854343878284521,0.2982714381263044,0.2906573360137975,0.47683303897770196,0.8090612759176007,0.3488168375213608,0.26024676803404373,0.4557681518329971,0.4940486222690111,0.34343825589971627,1.0665418799932163,0.9590373111220826,0.5837598146186244,0.11073550397503518,0.6854626469051286,0.2968406157293885,0.12074924230408351,1.1401455430688556,0.35300050385383897,0.4963088783561342,0.6561154456756433,0.6020921123107726,0.5224857554849477,0.3378497635699871,0.3151821318357262,0.10714430742023907,0.8075679919088935,0.35563133007367065,0.6053208344917613,0.09427716828619662,1.564777852324151,0.6429626033782257,0.2371386498379175,0.23738207208230108,0.3242249268983335,0.7506671071729257,0.1118992847492951,0.14787304599488468,0.08097674684773194,0.3005084739122517,0.4942049173092733,0.17519522365734513,0.7073030535856962,0.7747983760340209,2.1885666772517585,0.5389983134336072,0.5211129605414769,0.7910430725973282,0.3840290852315929,0.24162163652012605,0.3645145595589433,0.18117974518618085,0.2035096032383302,0.37800813286482293,0.24798813054945615,0.34181058644047585,0.09842957458168046,0.5381814060062236,0.18097964484176124,0.2503720838534743,0.4913553642563759,0.8793297787702123,1.3348207516750104,0.2887848680311698,2.986791472863332,0.31173626304743474,0.7999706997836952,0.3119955840523614,0.24950642522628955,0.07705345484929531,0.2505186216775118
1214905.5250507244,0.7577512233329261,0.2910829395203228,0.29730879601820087,0.4948132055206729,0.8744756543752733,0.39327720009161454,0.32323489582819387,0.4609567841713226,0.4571419584207384,0.3511867219510069,1.0953777826899773,0.9557989299523845,0.6178172231168945,0.12275215166695934,0.699834914972449,0.321305490775719,0.10568375724469642,1.1720894064792462,0.3508052193059658,0.46682395838148105,0.6845089723774855,0.5407794595854348,0.5602116177597496,0.3967825460383771,0.36200783125969166,0.10183955305231497,0.789579609414703,0.3366103311014615,0.587881225044454,0.10529805010146759,1.6467845735046873,0.6935496569183203,0.24258687551403127,0.23300355927964564,0.333931316294006,0.7513454616615136,0.11443182745140623,0.1547190559198112,0.08959934629292132,0.29890355584358586,0.49751710281860007,0.18204671598552888,0.7094784820616956,0.8151673692689262,2.3044930399190746,0.5431342460929968,0.5954816711231938,0.8731678456369435,0.38947834724654967,0.28495472323755183,0.3615331544919185,0.1796623873159839,0.1798091703121571,0.34677482845916013,0.2656505352559869,0.3147200123831033,0.09095733205486167,0.548093953795633,0.16889146098574653,0.260232419262546,0.5418038435837685,0.9683381659737631,1.3938988202770162,0.27198025761502753,3.338920994629674,0.3329038353207937,0.7673902671573852,0.3435252651402657,0.2311832189727734,0.0980777292611766,0.3288998373014715
1214906.1250695486,0.6491555201145537,0.30827476754298444,0.2902869038432932,0.5095096852446549,0.8746400381452116,0.4925099836485551,0.3000266132274531,0.4412867230818356,0.4600408069487614,0.3579965042434658,1.022919389949903,0.9523993391752295,0.7155219604550322,0.12062925686464608,0.7141394762904048,0.30562863219926784,0.10352510850324105,1.2324621388340389,0.33460354728606384,0.44398586065488654,0.6341652360884251,0.5590745784254124,0.5596722717016545,0.3735644017169353,0.46897784108973295,0.09038920653266519,0.8247144554371595,0.3354383228797638,0.5638239196717205,0.09493229596522368,2.013730336369495,0.6646290859871682,0.33848036436275813,0.21795222418644122,0.35788220140047616,0.8164877414638474,0.11382452955433273,0.16111838725676825,0.10174884272538583,0.32046918081604553,0.45297516863458936,0.1768046460908293,0.7927065451105314,0.7828556596815263,2.587215094544634,0.5389836258332179,0.6061873580257005,1.0150510638610464,0.38209242279831446,0.3003119506691804,0.36647602033636945,0.21988829572996094,0.19751272794839456,0.3170384315032365,0.22958924995334157,0.3849747097067892,0.0845875886550872,0.6107873898982495,0.14032579024358072,0.2703841934893718,0.5074451636752689,0.8986500299130395,1.4378487292116813,0.2907952704142585,3.549738164876148,0.430265852025235,0.730909529497076,0.352220319511878,0.24742052771631737,0.09645406837234483,0.3022596501275116
