time,CEPDL,FLPL,NSML,URAVL,AIBR,RMDVL,RIVL,I2R,URYDR,RICR,AWAL,AIBL,ASGR,AVJR,AINR,M4,I1R,URADL,SAADR,SAAVR,AWBR,IL2L,IL2R,M3L,AIZR,SAAVL,M5,RMDDR,I1L,RMDVR,AVEL,AUAL,AIY?,SMDDR,RMF?,ASER,M3R,CEPVL,RMEL,URBR,ASIR,ADER,IL1VR,I2L,OLLR,AIY?,ADAL,AVK?,ADLR,RMDL,ADEL,RMER,SMDDL,AVAL,IL1DR,IL1R,AIZL,URYVR,ASEL,URBL,AWBL,M1,RICL,RMGL,I3,AWAR,RIAL,NSMR,SAADL,AVAR,MI,AUAR,AWCL,AVDL,VB02,URYVL,IL2VR,ASGL,AVJL,RMEV,I6,SMDVR,RMDDL,FLPR
947877.8335115738,0.12363658292081373,0.31780157452989055,0.4055387296487609,0.27317411938313996,0.5161952475185796,0.36699513399977685,0.3114794665455502,0.3521484767258148,0.21756989771444263,0.4086545709522088,0.42335437566271994,0.6165665456471923,0.1900152401446932,0.19813554955258608,0.8274653706134981,0.9629387708255686,0.07779147415319655,0.22718907965524895,0.5119291710928062,0.37851366777734613,0.32753019415835666,0.112189334349312,0.15474222671668916,0.06527362730587533,0.7081930642579577,0.4271591505563358,0.278306003128777,0.341233446451676,0.062106419874069216,0.29812345845992827,0.6570342818392803,0.5906564489816841,0.2362523703376571,1.1326386030467614,0.5912781926121912,0.8732262622034078,0.07600609605787728,0.15538431064497416,0.06100489288855941,0.1141260765422896,0.21869678582691107,0.1613389474928201,0.06533348939988291,0.3620751159336599,0.365198180817405,0.2434149926251863,0.3723993461470293,0.25885450828644313,0.7285105876842037,0.6085075363083986,0.22290249324665937,0.050812181256227724,0.40240804090547355,0.8881718882578973,0.07030616274446604,0.1407805220505217,0.7073930364191504,0.26360642679604934,0.2815610441010434,0.2054579502969208,0.3388775912089434,0.2567836722201516,0.4353154573993583,0.6606507631166049,0.13913658814122687,0.5462115149828048,0.6447394697134556,0.49176426345139285,0.33875758852075893,1.2725192968891568,0.07453974050692146,0.5034260391693258,0.19495447421573267,0.202250185565659,0.10726135013373081,0.3750910920840337,0.09435026169170767,0.3451393443819242,0.19220334747017334,0.5307202220158557,0.31206349054532306,0.33645659357986324,0.4465996477883157,0.26144954095096884
947878.4160299033,0.12712389542087255,0.29646744921084994,0.32996986292527886,0.26553938390559906,0.526149376676555,0.37240142141611643,0.28481325440189675,0.3253634040392324,0.2123182707134321,0.45186659767082893,0.4287195850944302,0.5928489172296606,0.17075809857378155,0.2036962089585719,0.7444063195796158,0.8607198070139308,0.09122626465436469,0.26170534672720874,0.5120019542563147,0.4241594217173958,0.3117453633402101,0.1021781677808392,0.19108644364208888,0.06528290753712071,0.6770593743861668,0.42721988160284513,0.21564875339128986,0.30664464869046676,0.06561633408538155,0.31951479175767306,0.741875424251184,0.5539576699523183,0.19016332072594352,1.1030937798530884,0.5621818559325225,0.780269644871863,0.07884257735639033,0.15214465654915135,0.060321992172279765,0.11547669975493141,0.22194336565244102,0.1524336302557974,0.06625353266840832,0.36212659370412786,0.39564587815146174,0.2434495999775488,0.32738586498120126,0.24320092827174947,0.7451498761202918,0.7442314120797147,0.21175019507272727,0.051344706279217785,0.4413341139033104,0.8781584881047118,0.08999178079780333,0.20330475922088073,0.6533044543770526,0.31331290759333497,0.22293418424910372,0.20548716113395646,0.31922093308821076,0.2780684448698498,0.3639741783658836,0.5632021496819462,0.13915636978606472,0.544110551387643,0.6244461388269468,0.4096189076446946,0.3703225651978467,1.2985411094630572,0.07455033814117937,0.5165923166048196,0.1732492400850593,0.2179800912657903,0.10824825630919045,0.370492340585903,0.1025497247545877,0.30970497452570095,0.19831568537496955,0.4732222561361343,0.3121078579487452,0.2946608348335979,0.3981778638880426,0.28274579465739985
947879.0160487578,0.15773132105094048,0.26538377883295244,0.27209395495793126,0.2595722182247926,0.4997304972574099,0.3899596352167194,0.31646770030053295,0.34961049945927963,0.25648362638736,0.5022144087734848,0.4301465644873293,0.6204957934879909,0.17402215005439503,0.21181758576933396,0.7067597697963874,0.7654576659380822,0.07084897113779984,0.259368472370613,0.5013719242107706,0.4542410469587547,0.32858129648428536,0.11113564100047035,0.17151221519784127,0.05558706143531143,0.5858957424276621,0.4549587182090105,0.19748406492780007,0.32026008183305993,0.05475540855639719,0.3344488196357905,0.7242482153122868,0.5119360993703075,0.14321895926009517,1.057581402632094,0.5879985147579089,0.9212656130626903,0.07546537468705015,0.1522401437051806,0.0566335636760657,0.1292324598234897,0.2248395426122961,0.134198899414988,0.07958887046451006,0.36286603960484454,0.4222349027285986,0.24066158449982805,0.35331516330755297,0.12569888523224337,0.7967314103323719,0.8977182029611297,0.2205683971791593,0.057342798077089474,0.4697147866884879,0.8675122966662142,0.11747664632368267,0.2605745823668408,0.5889664748303228,0.277599903273857,0.26851804873984614,0.21426700559828876,0.35887735227851086,0.30404438148708224,0.3299895020406466,0.7046822866400194,0.14905116345412397,0.5682033709941386,0.614394868664267,0.39346919957151816,0.30899208533280376,1.3032886542950246,0.08262495816615349,0.4640100740892949,0.16509520577516001,0.20372516932129367,0.10937466651699583,0.3729611079574875,0.1081046689731848,0.272741137317668,0.2047359650600646,0.5040967716249595,0.31215223166007106,0.25892811842770874,0.37160979959532275,0.2534770001450201
947879.6410684381,0.16611557861087586,0.2775903482633648,0.27551236818193936,0.2535130380561003,0.5412076093332479,0.4422813467081852,0.319152499489586,0.3487204951160349,0.29773353934223146,0.561623534239509,0.42676333541499584,0.6366671151682786,0.15914364723786031,0.19520009752857626,0.6955887809388414,0.7072729778041067,0.07285722453605485,0.262218259630891,0.5077829020491159,0.4755704353749126,0.31834283472690517,0.1147254429692963,0.15139285232198313,0.06431076561544909,0.5695015114166242,0.4478230085576605,0.21083407542039317,0.25094356802938794,0.05430842838779182,0.3393009237534731,0.6370562504043342,0.48827604622765725,0.1284944178248241,0.994502639339478,0.5844074504358379,1.037621391590161,0.08097677477738566,0.15231647553987918,0.05672398532826348,0.1428454247647066,0.22519099858899502,0.11188728741151932,0.14746614146184447,0.3829367179624899,0.4456575401945072,0.23031988836108394,0.34744192204109736,0.15903703363553812,0.8180976299312025,1.0593446932386568,0.20272507251960883,0.06362619560011866,0.43641857636276526,0.8561724619619971,0.24651008818255657,0.31322781436122216,0.6547797067578398,0.2733034311005097,0.2860186349244046,0.21953641999684473,0.3421332730741891,0.28525578732200796,0.3224061394287755,0.6667935521374747,0.1522080716076682,0.5217301866353706,0.6200563453306722,0.34587379719672035,0.31803030364046647,1.2142411569064664,0.08825648690286908,0.4296963331146526,0.16762378229220015,0.20488702981473184,0.11067287292366794,0.37533686430499946,0.10113905980190878,0.23813939074371335,0.19805943875983825,0.6277977665630146,0.3121966116801976,0.2192878233613218,0.37649933844994476,0.22871546643237917
947880.2388143302,0.17508841009907763,0.2866369141092516,0.2789782112804318,0.24735975167027702,0.5773748761600537,0.5059322019529596,0.3226806666364967,0.3477744772024456,0.3270406210512658,0.632780760086755,0.4238410919895206,0.6481001536038811,0.14689478965474348,0.18197414240811505,0.6850185160423948,0.6444472237357796,0.07478826299641242,0.26498528826875967,0.5133881638439711,0.49149045983058987,0.30926727421945016,0.11855377238159348,0.1307055340507068,0.0737841241269654,0.5512268489840106,0.44050597229629634,0.22468135306541248,0.16172883773284336,0.053755776214179575,0.34391762099654577,0.566887074748927,0.47090533235312115,0.11600284755790284,0.9445946158286374,0.5812628497373833,1.1385113941045693,0.08756978033585186,0.1523802563491677,0.05681143958107006,0.1563178700530577,0.2254274486401079,0.08396396585143444,0.21872844409989722,0.4050694028238121,0.46644981743537955,0.22274075999236448,0.3418697058503888,0.1799227839673595,0.8351734901179915,1.1839733338178133,0.1869197811216457,0.06994591034219393,0.4080422133085512,0.8440700715596346,0.33728436187958066,0.36180306118621575,0.7122252041616017,0.26885721942154517,0.3039080357397386,0.2257163841036302,0.32596587704342933,0.27009050941889173,0.317330256846235,0.6319163054964726,0.1556535383898414,0.48085746400732843,0.626486753631665,0.294208843109747,0.328461309594958,1.1301821035515234,0.09457714807934255,0.39649650540955145,0.17006774185435705,0.20598246001571047,0.1121859677513313,0.3776040357829825,0.09501839330820613,0.20288022122591537,0.1909548387256703,0.7317365282417846,0.31224099801002175,0.19852747559590925,0.3810699029639812,0.2051869415494429
947880.8524699769,0.12518049774473952,0.31673625965871666,0.22422885192552203,0.26181676436220064,0.5469235988380999,0.4736445769242182,0.32047946795613724,0.3951366167413738,0.26023782554203384,0.7195515913604621,0.4198795168409285,0.6220953155125096,0.13121234901279016,0.15668674652844405,0.7598015085021881,0.5764053986721154,0.07664650871848447,0.2561888636170517,0.5142489895299303,0.4245354389026727,0.28522553244419635,0.11980661125408121,0.10942614766727028,0.06917528833630934,0.5672544465930426,0.5043118109882891,0.19916160118012793,0.1599305235137027,0.04705928129150702,0.2603701274360562,0.5627707451575251,0.5237656362363057,0.13640822649249462,0.9355042871433112,0.5784878508124331,1.2244624739789312,0.07996526175685136,0.13218429233881082,0.05303264995489722,0.16965202308977656,0.21743760693548084,0.1502726691851744,0.26634148456327555,0.36500889816285265,0.4093449053072852,0.2169497332307366,0.3365760183929507,0.21613363328069535,0.7202451350629784,1.2072448890735046,0.181281315207512,0.07173085265145478,0.423881301092345,0.7963385220520206,0.3321492163331068,0.3642889595076991,0.6624687694639064,0.24865815648981215,0.3000940690935165,0.23306636769237557,0.32332185791583695,0.22101456219035115,0.39237234969848817,0.5997049656518999,0.1594291739102115,0.481653826287658,0.5815264234841614,0.2986139104145918,0.30478857489692746,1.1386485589330848,0.10172162561903601,0.41180491074783376,0.16850011750673122,0.1897589295300464,0.11397277031037979,0.31451600058365803,0.0895977211668927,0.2091984457141773,0.17322821821794956,0.6222566038485519,0.3122853906504406,0.2886671678281384,0.3601603661510004,0.26179613587462086
947881.4411249146,0.12424268634007586,0.3199193660523158,0.24991431942317868,0.27007596869380446,0.5606008471651156,0.42391738013099706,0.3130693234372424,0.3921023332670211,0.2536454548265681,0.5547170008381528,0.40541128974866936,0.6429458666521471,0.1352522506162218,0.1543639816815575,0.7371759009248043,0.612303675440214,0.07695179601181772,0.2551867453893898,0.5142233178960979,0.39447120134605784,0.30141248692628125,0.11223406214352594,0.12318002219198781,0.06722264823411211,0.5562444824346637,0.5310356799744285,0.20413711738715773,0.1566036550415939,0.0529447723271186,0.24945820857850137,0.5666637842745507,0.536469265760218,0.1341559733092694,0.963019264130361,0.5844030389328868,1.256995466602397,0.08229562562554794,0.1337693213273403,0.051206320852186175,0.16284139186775357,0.2174047908199289,0.15243345094980035,0.23290069048206438,0.37092522345201795,0.3874623641877702,0.2012581015066823,0.31862565740327514,0.21400748350258075,0.6480311961137221,1.0734667570508296,0.1822170011871176,0.06717051803100092,0.41908913353236266,0.8035935473376843,0.28980531694843803,0.32849083608346286,0.6793728131945135,0.2560992927220706,0.2833371509050866,0.22583564997593905,0.31602568318536667,0.2265039103276117,0.41385313736129364,0.613602279248698,0.17680791290470987,0.497821114414939,0.5814998176523082,0.28211994951482017,0.31812237216640493,1.1419473767582375,0.10674740223255301,0.4379008039138688,0.1635473423425613,0.19234385869939524,0.1043639995292257,0.3144987464745899,0.0891097830534526,0.21966051136868667,0.16673244407343565,0.5895568404951629,0.33646768903297797,0.2944113082551012,0.3487426222160901,0.26042658841478855
947882.0411436175,0.12326292216960275,0.323018354790625,0.2674309397193685,0.27983946137216853,0.5755699450604186,0.3774263852657923,0.30542698275881747,0.38866835305988856,0.2453063852753986,0.4358709695813738,0.39278627367095514,0.6646180111663453,0.1393601059205753,0.15197790544430448,0.7153436336142264,0.6514372276961857,0.07727554185468752,0.2540442890301283,0.5142019713660507,0.36423554768235006,0.31676731825855825,0.10391305687672746,0.1362795888639796,0.06524684113297988,0.5450824876867739,0.5568187681231648,0.21018967563491023,0.1535200124709073,0.05819420737327672,0.2394268638018265,0.5709334639610429,0.5490291971417194,0.13233378213714406,0.9886214343306308,0.5899216876890113,1.290241239666603,0.08472154922733585,0.13550066289762197,0.04912125020332335,0.15551096281240215,0.21737049990720714,0.15465664108921362,0.20064375974985138,0.3767729809768848,0.36423860491421933,0.18756674762909337,0.2993893172800724,0.2114396046478936,0.5774985115181788,0.9551692449023473,0.18323482183642748,0.06186470541079261,0.413939121963903,0.8106331565235834,0.24230155828674177,0.29282341028757086,0.6967835083133438,0.26323230582131163,0.26466486967520053,0.21901511493885947,0.3082165968870596,0.23199481488567372,0.43671361797596536,0.6263928578565535,0.19394131268754866,0.5141852418700528,0.5814595791529795,0.26530411070866267,0.3319733932774548,1.1454965245110011,0.11144895132298217,0.4658641838670623,0.15873719450222562,0.195148579580302,0.09307476010312465,0.3144760916230003,0.08859831178699597,0.23217000969818674,0.1603706804002897,0.5577067009780116,0.359878104685082,0.3011902906902841,0.3357013819326696,0.2589920255679363
947882.6366169963,0.12223839924569814,0.3260365985164174,0.28014679434999784,0.29156079567660387,0.5920235068866203,0.3338647816546957,0.29754152994689315,0.3847519783796032,0.23442665995815826,0.34611973891781445,0.3816739625525664,0.687161129263541,0.14353762248694343,0.14952594652153514,0.6942635698760841,0.6942635698760841,0.07761952955136343,0.252731058569349,0.5141846715672116,0.3338270823794411,0.3313530674408583,0.09472750749329659,0.14877076497344657,0.06324746425341714,0.5337653797358117,0.5817104068624653,0.21771331459528767,0.15065393921361678,0.06290574718770177,0.23017363637401167,0.5756382989971336,0.5614479304215289,0.13082994916032223,1.0125052062621138,0.5950830598937863,1.3242232926207882,0.08724902005961528,0.1373997510901258,0.04671865893375494,0.14759934162719898,0.21733468274381762,0.15694498282913047,0.16950850796974518,0.38255339564600543,0.33954739299821923,0.17551607103608866,0.27872467429807773,0.20827907096282522,0.5085884290952708,0.8498097475954143,0.18434638268448814,0.055615239242409936,0.40839033522122586,0.817467040753748,0.18863744055456624,0.2572859111893723,0.7147238848724322,0.2700761579517953,0.24373082772245502,0.21257081229506988,0.29983914793876104,0.2374872761961441,0.4610908477322715,0.6382050207556548,0.21083464238568195,0.5307497561214851,0.5814029895514004,0.24815704364865362,0.3463721967871929,1.14932708626545,0.11585687891737433,0.4959025499114886,0.15406357103500187,0.19820258464513488,0.07962378970409817,0.3144472986938757,0.08806161872867689,0.24739408107943925,0.1541387822663029,0.5266732344489328,0.38255339564600543,0.30931329579745237,0.32066651932100404,0.25748786245404215
947883.2411813184,0.129040777011921,0.3059078559932952,0.24373532964078679,0.24161623113793593,0.5879095231409223,0.3217285655773063,0.2963175185192544,0.4529400983021974,0.21294989863004524,0.2975838327009606,0.4132524602525708,0.6767276788088512,0.15924756452646002,0.15729431157050777,0.7344622253896049,0.6264922793704434,0.07970995518775731,0.24098813445721964,0.4840697011935627,0.4021403144607576,0.31926212514937496,0.11159393726286024,0.13104609146464322,0.06559755584380868,0.5222899920874002,0.5315619607024793,0.20523022944893837,0.1528133194950879,0.058963122200283366,0.25289547557180614,0.7290091978128797,0.5588769540969261,0.14477051320587275,1.1151218346266767,0.5398032314110448,1.22036672676449,0.08268286715846467,0.1394924215785753,0.044861884326777984,0.10647494931502262,0.21927229777965518,0.10647494931502262,0.13344285550590446,0.39281065916526803,0.3167827896494097,0.16676397366247656,0.30771434615461035,0.22409146915942782,0.5073304206656083,0.7818101569643658,0.16337935912993917,0.04927896587730927,0.43188302992639416,0.7545190080740486,0.1275359283004117,0.26095813021468856,0.6511044760599966,0.2672181354865769,0.26239130987719483,0.20647243785610692,0.37304259027870423,0.24997041946880696,0.4497319576909255,0.6195597828364262,0.14352917975930576,0.5356508988617291,0.5242668193557192,0.29502946503829147,0.3613517968511665,1.2740923698090798,0.11454740797170153,0.420118352048415,0.14509825285325528,0.20079685798754138,0.07142011984823056,0.3294678147760636,0.09627712234442845,0.24646513751306556,0.1679908732989294,0.5159243785070479,0.3795097461570955,0.3192262932610305,0.29131890990725623,0.20970672774228769
