time,RMDDR,IL1R,IL2VR,ASGL,IL1VR,AVEL,ALA,AVAR,URYDL,AVAL,CEPVL,URYVR,ASEL,AVER,RMEL,ADER,AUAL,AWCL,AVDL,AVHL,ADLL,OLQVL,NSML,IL2DR,RMDR,RMDVR,CEPDL,OLQDR,ADAL,IL1L,URAVL,IL1DR,RMDL,IL1DL,RMDVL,SMB?L,RIVL,AIZL,AQR,OLLR,AINL,AIAR,OLQVR,OLLL,SMDVL,AIBL,RIAL,RID,URXL,M3R,M3L,CEPDR,MCL,NSMR,OLQDL,URXR,AIYR,I2R,AWBL,I1L,AIYL,VB02,RMED,AWAL,RMEV,I2L,IL2DL,RMER,I3,URADL,AVK?
283897.5066016182,0.34473603820536997,0.2542217665905485,0.049025936754839294,0.286491795932877,0.1576939529603026,0.49606403846016595,1.9004652380534808,1.0830930011397681,4.489267316381592,1.6941944224732641,0.4087748795627635,0.3780975902897606,0.561643845702152,0.4784568272185242,0.7178648866953278,0.3088634015554875,0.7065895219828356,0.1278701982158089,0.3717227714201318,1.5219908078020326,0.6451998280471775,0.46375734687977693,0.2690800594347573,0.0911882423640011,0.48754109778772864,0.2636768453898827,0.5726497131391195,0.46865670378311314,0.6681534809159527,0.21783857898066927,0.27125616399418045,0.1761146311751094,0.5894997486157647,0.22940438330566312,0.290745120580873,0.5089576317990758,1.3269930791776279,0.3161636140357702,0.15656566023001833,0.2460635111409553,1.3740128826792923,0.22978469561220433,0.34276431526894025,0.37706530597772603,0.7758999569568513,0.44986199566240537,1.0371194946978666,1.3820717983293915,0.19766237506647635,0.06274420346146864,0.09062185576546691,0.35557679412377785,0.1604913065606419,0.24363270860610978,0.45277495340458873,0.17048236615878465,0.14716794988265752,0.713647114153052,0.48864585570582864,0.05235688556784752,0.592465981461024,0.8022426014428248,2.03066254003868,0.5384822932701788,2.0831796746948523,0.7779696201684009,0.11341821189552374,0.1732793204066529,0.48946630092441756,0.2817197731570765,2.9885781621486487
283898.1066206553,0.35599517538746217,0.24815990212746736,0.09771296146269025,0.283632519716262,0.1609389953503134,0.4914986824922293,1.876667899855284,0.9996021734494718,3.8381811120150395,1.550146930617607,0.3686758545968171,0.34670604507973846,0.4862842534552557,0.44586062415568295,0.758438700877072,0.2630733577841661,0.688550668440424,0.11601256201930715,0.3409299589975486,1.3611755825648395,0.5583597797868015,0.40434403470429325,0.2537704738277405,0.08921618220506503,0.48759735224946427,0.2759962595700549,0.5188895194915276,0.4433273251547984,0.6218097547625744,0.16202826097028164,0.26319106398451697,0.17613495199283222,0.525922584912073,0.2596631475906676,0.2688518477239339,0.5374212880447965,1.2136978371155211,0.37695489133162285,0.14633948015379372,0.2793475655029463,1.2338656310190692,0.24188919492317112,0.24872390190502974,0.3781412167174029,0.6987957243998455,0.4312499694529069,0.9542963452816692,1.2379747117514177,0.20817109181181837,0.08425972763811695,0.12112335847979314,0.3723949531300306,0.1321721217852815,0.23005093629654402,0.4328789260497676,0.16008293686440744,0.1502939272722097,0.6285320223816292,0.4897711401710154,0.04520055360178869,0.5940948056931569,0.5937100745697242,1.8152896840624235,0.48717288478549275,1.85871766693473,0.5836720898038031,0.11495642525022383,0.17500597150330063,0.4251370954867927,0.2884858862231808,2.8867640268347547
283898.7066395396,0.3053882374343301,0.25097857472902796,0.06939837047783039,0.3316701342317088,0.14153165210749644,0.44724811107209933,1.8551041406180324,0.9384757207238125,3.876394693833097,1.4777898125638227,0.362394041755405,0.2961340484211686,0.43748171245341766,0.4209659396017843,0.7099279548439025,0.2662325131535609,0.6623531549686804,0.12300645571641257,0.3581223535262623,1.2702152226634615,0.5827259997265439,0.4236644392146162,0.2691421581060588,0.08791256569997102,0.48765361320206696,0.24772892741998004,0.6314489094026764,0.4193033569019352,0.5990440454079063,0.17218079672487943,0.24980887498662144,0.24184280621062101,0.5793797470619945,0.27587994189952325,0.2624177807852836,0.512744099406858,1.3387668214793467,0.4233605126370618,0.14548720612004404,0.25761401647386545,1.2889907489459593,0.3081957640006974,0.26059796261062834,0.4163079485688461,0.6918431706239552,0.3927066519896275,0.8998773396398261,1.2588962414327123,0.19188120878102463,0.05593022310746976,0.09275520703090162,0.32314147363717916,0.1658350671158544,0.20664604066389672,0.4390860299772054,0.18084599991513434,0.14220315834611746,0.5541830090960198,0.4379652983962763,0.0462730316924171,0.5827259997265439,0.5427700188472186,1.9071032718323258,0.4828726954255761,1.9447930598132017,0.667675825773636,0.11693498322271785,0.16823046252975007,0.4502736948905161,0.27613820808740897,2.7552805421852895
283899.30665830034,0.3268709894516696,0.24506814898146695,0.07036238865767248,0.3040660366992275,0.13031401572824036,0.4353347338613744,1.8243962201953652,0.9544295040836863,3.8364446230393963,1.3865411273484776,0.3470318897110749,0.2770379445481851,0.4010384484033055,0.41092630518777395,0.6673449331767257,0.2907004966245362,0.6385386770683777,0.1256695134541701,0.3802425806301919,1.518203847575164,0.6428824775926525,0.38053234770347116,0.24770896955238794,0.07066323388080639,0.5504110630419915,0.2876932501077306,0.6590024369526983,0.379718830519131,0.6256437299622849,0.1604368535347683,0.23109018789141292,0.21242969687206303,0.5513924780335274,0.26250305326552015,0.2546319877880034,0.530215151494278,1.3699927006671515,0.4013671684429803,0.15220918638941633,0.2511849868384923,1.3322335189333596,0.2729812188210537,0.2776255117688599,0.42380885646131267,0.7545342392166016,0.38592996965671184,0.9284149653883079,1.3579312775317773,0.21675994695390474,0.08292710091797115,0.09795415947357665,0.3412539692451762,0.16097613707606165,0.17375202097098713,0.44414140192022,0.19244685867039715,0.14079579525420752,0.5300610639756803,0.4142733775116113,0.04315260441986409,0.5483734303477398,0.49410730963624466,1.751743273373426,0.49379319182973724,1.7693497825170568,0.6021699942474897,0.09891304808288125,0.17678257947629508,0.449188463305677,0.2545669144458649,2.800733259909291
283899.9066771381,0.3041011210670977,0.2504362173493746,0.07135333566937488,0.32498360148372246,0.14279530902281112,0.42175335807010605,1.9334135495366855,0.9041577974584245,3.8087419097584045,1.3551455792910456,0.35478464124494735,0.29789497573919776,0.3895227842881926,0.41361663733563453,0.6138337443761788,0.26486226673585933,0.6183389461697654,0.12619758338231146,0.36046202130560256,1.5425129233074497,0.6109921606760954,0.37078996340637355,0.24524283957024007,0.07433582959417945,0.6166789284357174,0.2400798324213929,0.6036292929452165,0.40780380751394213,0.64132216621081,0.16331356501751543,0.22011128762951834,0.19549357782884852,0.559567440698157,0.2382448273328218,0.25819906505696977,0.5717957698937683,1.3878282822444383,0.49669849774292624,0.16508346572213875,0.245620136246502,1.3502089775379138,0.2488100081458072,0.24243026434719678,0.40311078839126907,0.71196647601182,0.38379658727778543,0.9000850145869902,1.3701382613392115,0.18594718230854385,0.0791283529307244,0.10835787072505781,0.33391495646583275,0.12218348614303033,0.19932678523725733,0.398227658540247,0.18569006507636943,0.1501900976126712,0.5173800952383173,0.45801352519901656,0.04208726505948978,0.5748038531152656,0.44985993426822385,1.7341303598041111,0.4658570365283199,1.8683972878362485,0.5669313757036608,0.09828092437297303,0.16339761728978383,0.41180360144502814,0.2367810255636944,2.8304796653168327
283900.5066960502,0.3565734869802378,0.25017655941355393,0.06478641148753363,0.3455505018382955,0.1491437181119264,0.3953058460495197,1.9226697764717018,0.862986494408421,4.100206675994978,1.2972513739686058,0.37066600530758176,0.26489282761435123,0.37370985217536645,0.37924075021125536,0.5614822328919582,0.2550210452187853,0.5802210210042504,0.14625264426732149,0.3689400507289471,1.1819839050367642,0.684306471337074,0.3906063082577633,0.24113656609020703,0.07348257410330995,0.6867591827038735,0.22023656548779394,0.6082724189662879,0.38451506484654635,0.6231083316240024,0.21270876000661604,0.21013047200653587,0.16148825282290832,0.55472019603404,0.16529141819736087,0.22436277748756522,0.6830321576101893,1.3048424471373599,0.4908336846114106,0.1494844233503317,0.26068817955698054,1.395224861003923,0.34087749653479893,0.2209739647025968,0.4096528535895409,0.6312434317671297,0.5068936824719067,0.8733054015158849,1.5088862913692822,0.19748022369179485,0.06517204488924513,0.11037201150597968,0.3986251289342178,0.11405107855617899,0.21468438316457222,0.4511910800024664,0.1745043824903285,0.14653243497581883,0.504866107742019,0.48252379389152655,0.039798114649652126,0.6115603779877274,0.5188052492812808,1.6807527366173747,0.47178202251531604,1.8521895157523467,0.5969028410416845,0.09788291799457507,0.14296223020614854,0.4055149459775253,0.254368466113175,2.77101879751309
283901.1317156974,0.321069707611602,0.21434890405719806,0.05739081168827046,0.4416733973489088,0.16294891175776793,0.3712612463416924,1.9130112461347213,0.9208473661708384,3.6225702647642577,1.2484393546979757,0.365775616266382,0.36500556233740017,0.38645267409336714,0.3086444093294193,0.5463817831285156,0.26097897707124107,0.6517956470310717,0.14348180383063358,0.4333399370215709,1.3833322508797745,0.6302931102217992,0.43065837800534834,0.2563729544988882,0.05310927494327251,0.5353414914281869,0.23081234088982655,0.6514111068263335,0.4419989231429455,0.5904501743693238,0.16365738528714951,0.23873910327300885,0.23325495907797342,0.548514792666957,0.1672145900760341,0.2562539050656405,0.8491448846043684,1.2669904615750138,0.6910299481144954,0.14745257816279078,0.29627074865048714,1.5837018200589676,0.5703211911521877,0.2618518164594392,0.3978733617895831,0.6127254756816588,0.47500723865826044,0.86228378258606,1.6538055556236506,0.2232746790893671,0.08750133343704797,0.09858818580721235,0.31497941927592904,0.12807212713592986,0.23260158384246085,0.7413136648564684,0.19508917986998975,0.13722895499188886,0.4925157836175184,0.3727716381318129,0.04355674968226732,0.5680550142337022,0.5870609940324226,1.721918895772481,0.5405888067793249,2.178524189626375,0.6381216124779723,0.10407490575811817,0.1436965848169925,0.3999289340425218,0.23804710587221747,2.715815195962799
283901.6817329111,0.35100738284034616,0.21890527997408074,0.06435135352073013,0.3364164877105122,0.14636345586361604,0.36345800101235526,1.9042841478503818,0.8765472904289751,3.696107741308845,1.1810366057922237,0.35252799244109856,0.32702187834625585,0.3607697756755933,0.3150411468999929,0.6162531680176387,0.2665483530041004,0.6247931414558162,0.12626201054429081,0.3602925480778062,1.5188115076478628,0.5736463513847943,0.38410871198161933,0.2764183139867726,0.07327599379002847,0.5418676472597844,0.22559126178053707,0.6666861005246835,0.4116359307854969,0.600993128668105,0.1738322276923619,0.234825991794945,0.22384999132082453,0.46155453559696097,0.17699281365040484,0.228154798846225,0.7795288960579354,1.1668985895188606,0.3464572871368602,0.148053392687829,0.2759081288372953,1.5432909970736521,0.48732092957446116,0.228154798846225,0.3898122191342538,0.5634640942481969,0.47902184011153126,0.8604695270771914,1.714359423106214,0.2735149517325665,0.06004073653848026,0.1082768536897339,0.3506379013847247,0.13260278907301967,0.19250561152650233,0.6415236974360975,0.1950636448150931,0.13678846063549416,0.48032589230784206,0.3163261752927741,0.043458056923090474,0.5941212211566127,0.6546377080647203,1.7957990618864161,0.4882193597688451,1.7178714266068706,0.7054999453684688,0.1111014672642487,0.1530720094170002,0.4154460516304395,0.26808188864431437,1.95280881593113
283902.30675236724,0.31577672173685956,0.22352436663062017,0.07235011257302086,0.2690900907711251,0.08053451444779698,0.3546058012284754,1.9347027992862282,0.7814422063998565,3.6200627012367836,1.1845998791824888,0.34140076608150066,0.29207183906401035,0.3560379856358804,0.30868298076260214,0.6833732131946396,0.27176628283694787,0.646513185428148,0.1195087028056182,0.3394429947799707,1.6828357914820908,0.5848525903587587,0.33708575176066535,0.2767083316924306,0.09361276893077256,0.5378555072049298,0.25298342038492744,0.628324834942957,0.3607434917010842,0.5976723864095389,0.1549119559255789,0.24991265991340175,0.323869982833076,0.4945196271777767,0.2999863731645211,0.2657299168699461,0.6763138896359256,1.11835807942,0.3237588782077473,0.15300312044935288,0.29442725712097817,1.4397369681894863,0.3514513868047538,0.23578716174438338,0.40654104236529826,0.5823818506805837,0.39706093940552256,0.9364316268691891,1.6848257431472253,0.275486967104964,0.05592185102429082,0.07864205849471559,0.3362669199750119,0.10780210595374398,0.19752992847146222,0.5269337302701217,0.19502660193910948,0.14433782744442372,0.46650363183834986,0.3689737328601195,0.04753773422265794,0.5653003336722782,0.7215457172822891,1.995617968181003,0.485337629397041,1.8824942752172542,0.6439083780734818,0.11714111192406834,0.158136824351983,0.4333799770284326,0.2444797760022408,2.6621131164688445
283902.9067711171,0.3996468823907777,0.23151480711619907,0.07139451035091725,0.3005659133501595,0.16065804672109263,0.3549893709115052,1.96225885719322,0.7881702332132098,3.886526925001335,1.188127690397691,0.40286902269446156,0.326010646755464,0.33222575440591473,0.34434149450897406,0.6896936349137816,0.27006799139505894,0.673096729260776,0.11292042846137404,0.33701522554889735,1.6281069015578842,0.6975397611711248,0.3826232740363529,0.24931915540417862,0.06520212935109279,0.50812693908093,0.2633162916101824,0.5700371814998493,0.38726113190346023,0.587773341662534,0.14389435442999787,0.2648333402038213,0.269359616335662,0.4723178638359648,0.3149529756959219,0.25298426188224005,0.5839842889706571,1.077332709702155,0.33808511515381445,0.16971674490331365,0.27750026251825094,1.560041111277376,0.3298840405783011,0.30019235392516547,0.41688290577234133,0.6705984365104013,0.43239306832829955,0.9817991744066773,1.7287755291298037,0.26956048107565883,0.05182003293405628,0.08642175724641885,0.3724765320401508,0.1573844501578102,0.221075969831049,0.516943047041639,0.20372167453903672,0.1463873694480434,0.5747446957614846,0.33808511515381445,0.0457558802463809,0.6114649451107267,0.7675745211908677,2.09865545313237,0.5321235390643687,1.9589194482415906,0.7127575235913979,0.11702946293785885,0.18504703981182166,0.3997359302700983,0.22625696167986045,2.7943769721896907
