time,MCL,I2L,IL2L,RMEL,RID,AVDR,OLQDL,ADAR,RMDVR,RMDR,RIH,M5,AIZR,VB02,FLPL,RICL,ADAL,CEPDL,ASIR,ASEL,IL2R,SAAD?,URXR,M3R,ADLL,AVAL,URXL,IL1R,IL1L,I1R,AWAL,SMDVR,AVEL,MCR,SAAD?,AVJL,AINR,IL2DL,OLLR,M3L,AUAL,AQR,IL2VL,IL2DR,RICR,I2R,AWCL,ADEL,RIVR,AWBL,MI,IL1DR,IL1VR,IL2VR,RMDDR,URYDL,CEPVL,URAVL,URYVL,AVDL,FLPR,AIMR,ASHL,SMBD?,AIY?,IL1VL,RMDL,AVKL,URYVR,OLQDR,OLLL,AWCR,AIZL,RMGL,CEPDR,AIML,NSMR,RIVL,URBL,URYDR,ADER,AVKR,SAAVL,AINL,ASGL,AVJR,CEPVR,RMER,AIBL,I3,ADLR
329093.072414752,0.20951764847472354,0.5485033175468883,0.2218211945961681,0.1984463340126933,1.1151725877757546,0.3359345578055337,0.5847280018875518,0.28184340019277826,0.6239603629813909,0.3135530541796511,0.737688879309333,0.5636868003855565,0.6805877561473339,0.7391595509188014,0.3400031415564778,0.9962902313193237,0.7338511457588643,0.38763218336072974,0.385317375788029,0.17831399211060148,0.3329244565102882,1.3385999184322197,0.480250642286529,0.1379938995777327,1.1301435604781673,0.42550891823473375,0.4733865948313678,0.7662913995140351,0.37459550098349254,0.19811252316014602,0.7009737335872819,0.6385150584945896,0.22199557941085438,0.4181531173769219,1.416307400968741,0.34136757885944646,1.5971126010924102,0.119569927354512,0.5957364716352195,0.31771437839913186,1.15085340972606,0.29833983831116,0.25598781388393566,0.22205843651552223,0.7038449271521037,0.8419190282756818,0.18785512283422146,0.39879417675761997,0.26846832745635707,0.2600454710055484,0.126457595980924,0.29651898483789946,0.30930164083933553,0.3340826888428078,0.41107500471298963,0.2710630530941397,0.23990718404193517,0.46940732229812226,0.3463296716297136,0.27524560122230246,0.3122271617582105,0.4393637827511136,1.0013245147914795,0.9150233084087319,0.394624558778078,0.10568750267428091,0.5975126740464363,1.6067007556444228,0.31173588203140623,0.471348119426482,0.6067559015115841,0.36013503313909995,1.1680724138945366,0.7418406542005939,0.3666558848307662,1.1416965290700118,0.2800132482434745,0.24843973794770827,0.38816651343804404,0.2620352648470157,0.3484609311474349,1.8049365224466811,1.1353542633697162,1.934983052959874,0.6012178037402927,0.3508807987248477,0.4790372002470281,0.1829109869902016,0.25743815493741895,0.35651118368219414,0.8034900111409301
329093.67243348,0.216438235787206,0.4922465074348579,0.3138854236468065,0.17611436370792022,0.9505119725480096,0.28538318402830337,0.5254533817578009,0.3392094253177057,0.622087257142502,0.3613080919540429,0.741433684096844,0.5583700026529095,0.6691219180598097,0.739287089759563,0.3400618076543122,1.0113334231723614,0.7554150980512917,0.36478537257564725,0.4472172850189013,0.16168502625816658,0.3678833375232111,1.2193300422157423,0.38317791236937737,0.14405537006172056,1.0798195129729882,0.4081294345403883,0.45501360167344534,0.9390204633807626,0.40086547384708515,0.1609108845455762,0.7248336629739311,0.6010590414641825,0.2230215018157371,0.3382704372891446,1.1861659013598864,0.34142648038514173,1.4521710691705703,0.12957834155675857,0.6581115696453861,0.2533575056850782,1.1688206166494834,0.29839131558299387,0.2547668542404509,0.23606721814102866,0.7020568046637576,0.8882760695835565,0.18814761410333353,0.4644207475932296,0.3046512732525672,0.27580803040361906,0.09938813401167401,0.331402264148246,0.31391395695602836,0.34403366102238403,0.3992919540723935,0.2852937852706784,0.23368270078606876,0.4129611477953809,0.3045814391498159,0.28655529278123776,0.2799003304308042,0.4147327813414071,0.9718375616756894,0.8344565098965218,0.31854075065677023,0.1154609635365067,0.5952906745880728,1.3933641415760594,0.3303517124179496,0.42699599649783654,0.5775491795101239,0.31562493646258316,1.1920275402148608,0.7227851457917157,0.4085360933185256,1.012310556914557,0.3144550886624994,0.25163975205843814,0.3620201116101281,0.28947883813071235,0.3203318534935082,1.599038370484412,0.9820614518628095,1.9097349456969492,0.654200654417041,0.3203318534935082,0.44232431691147345,0.1806610927285662,0.24310138889374344,0.2731806961806023,0.8036286499293447
329094.2724525533,0.22681652932012936,0.6688783845947952,0.3884003923130226,0.17492237001129574,0.9863149785772779,0.28272329538597885,0.6119912520797427,0.2761039147951132,0.5902394304424344,0.22675562262589732,0.7093839815434276,0.42440891935328373,0.5134141593913006,0.8714529810720759,0.33383054063340106,0.8714529810720759,0.7608625012405942,0.3629243088255279,0.6793216151664214,0.1728197894953062,0.5476343870125068,1.1568231474090584,0.5551642087540383,0.12805485937730116,1.0158507134008794,0.4244770974929389,0.42522705702914554,1.14644481065482,0.4079141613528866,0.15027219514879234,0.6460772101051598,0.43572649053603796,0.22217736893669263,0.2642470329702424,1.03121936093529,0.351932934663723,1.3307902666617908,0.13026874459324847,0.6624220295311388,0.1938653500009154,0.9924881173320865,0.28560223749420977,0.2605952644363443,0.24593151613076988,0.5745843831244457,0.7514325106250236,0.17623435751048674,0.4456745839272717,0.30349108793554885,0.36249514758880474,0.10603230187949213,0.34768586402361934,0.4406406990759181,0.35293845733419077,0.5271006765929888,0.27754515878242064,0.22709473871157915,0.29534598940099643,0.3392047995945106,0.2700276842758545,0.2355278327221827,0.44635396591496573,1.1284198857471754,0.8885402944264303,0.328542434040542,0.1311515058578622,0.6272326203734697,1.3319150365730419,0.35546108438466256,0.4518645087040394,0.618450502696312,0.3111226451074374,1.021821338590395,0.7173545880776234,0.4557421950482942,0.9137337186982144,0.27499182958274393,0.2875202012380659,0.3639864271028948,0.3265616096094503,0.4439477450744538,1.5413824602712345,0.931295245866725,1.7676759435182938,0.6454105695994556,0.4550921123376397,0.44530289692144537,0.20029585977656603,0.2890621271365148,0.2780095399739138,0.8037673126392934
329094.87247116934,0.2509161149251972,0.6356234012193803,0.20081057494787452,0.14328288646123888,0.9971331763889487,0.23466243946445567,0.4630392778718277,0.2930390561785198,0.6104370008554484,0.21187195974232897,0.7190727609303676,0.6280671173901607,0.6497406765431423,0.8570766241392261,0.313777204769615,0.9534989630396579,0.71388464577214,0.355861721385658,0.5374887303923961,0.16356013417346188,0.7566666415384489,1.1944194008719913,0.5241810336089139,0.12431743453629755,0.9491941489486375,0.4264497060531248,0.36707599197434865,1.3128299369683063,0.379929663894833,0.1383919817474129,0.7626529282594809,0.5121464919698704,0.248707506654077,0.29403486390726974,1.0657158822839907,0.324057654498534,1.4294294883949128,0.13927682342293907,0.683234857760456,0.20633088071748285,0.8977188026596352,0.2734441871630632,0.2654017110700319,0.1955792875257763,0.810793810774199,0.8772265939795688,0.1743206693164528,0.5367015680925271,0.2655958695594023,0.29365847519259075,0.10573548794604513,0.39633601116264794,0.3904056656566391,0.34241560044303226,0.5118135930512131,0.2620157299541775,0.20388382376193306,0.25815003577118006,0.29053444886075463,0.27650864788126994,0.25397713410344114,0.41755881254871247,1.0129444298118202,0.903038221377034,0.3708374487011496,0.15894709758301376,0.7672428571910394,1.3954240770405704,0.3284937235862804,0.4119342388512525,0.6047859955876933,0.3039851177894933,1.1232377855537126,0.7223561981948899,0.3698685788079718,0.9546131891139082,0.29314013898506636,0.22698003817246457,0.36589492023760567,0.3127854460382742,0.4013137710882366,1.6128734824606379,1.0161619504056638,1.7866590594164296,0.5536364604900217,0.40709617385279395,0.4085640687104362,0.20847120979657657,0.25300340303527724,0.233652704354884,0.8349042583051159
329095.4974909142,0.27001221974609174,0.5736215072800089,0.1743507476074764,0.12366115827232076,0.9996976946150077,0.237055841045253,0.4480977158136075,0.28749325403360465,0.6334325722429898,0.21204820654963347,0.6385213782993104,0.5696118174676076,0.6023025826440094,0.843326985710076,0.32690765176401826,0.9566648164176464,0.7739472210868464,0.35140460758096015,0.5271870431609463,0.15809005612076876,0.8306763367686049,1.2025731052925936,0.5134481762169326,0.12122019434247618,0.8796787720195399,0.3997687260230598,0.32597309586989587,1.4585762932142967,0.3808893255424869,0.11284436722816751,0.7622580994433147,0.5056792145910792,0.25222531299454093,0.31008690010725665,1.0946229063591562,0.30556316591001015,1.474936880012742,0.13442931474408226,0.7078640352863542,0.17912748041864013,0.8617335801289063,0.24424134901909406,0.3011512913220047,0.18491745958368708,0.646469064162553,0.6376255912501994,0.1937893056512648,0.44822965478035426,0.33829249535779005,0.2687126217606267,0.10551486166446698,0.39068049771446817,0.516594807725856,0.26152612141121456,0.4788963737821745,0.2899649960209629,0.25077847258609615,0.28102587607784024,0.2813729644385786,0.2916529050051535,0.25448711607302454,0.4217403219153821,0.8995165959366617,0.8367669659422362,0.31731836064560703,0.14164388653487744,0.7019811282226621,1.406693531833048,0.3352898992451469,0.3391139795624032,0.5622445327257906,0.2670363962545627,1.0417766302077933,0.6688928052865447,0.3078570893069076,1.0734818757650406,0.2947357876221625,0.21938173540013586,0.3402348222196257,0.3431371096530121,0.30511380831308366,1.5076211704881783,0.9906292477697524,1.7774380107887937,0.49540190399481177,0.40878847602882884,0.38203325578697034,0.2090811770106829,0.25508329589630785,0.2897373939832698,0.774892211588784
329096.0875094344,0.2086608235245589,0.5454202205848051,0.20344430293644492,0.11927938008578827,0.9929396937294723,0.22371225040943662,0.3835274607798261,0.34587933439017793,0.7035364564600213,0.2633267583549383,0.6558571080757706,0.4239092026457889,0.5627182847178264,0.830164062894156,0.3299637285502629,0.9350024824804659,0.7130238426724927,0.345502207390064,0.5178979569918093,0.15938032948938083,0.891833393280579,1.1432620813702554,0.4576084444327934,0.13015583700818192,0.9051195518396938,0.41045070270106476,0.30832552743163083,1.3794304548782406,0.4077726658530591,0.09813639844800683,0.8373732978006432,0.4963649124613102,0.26280799011546835,0.3159513315887049,1.1256978532700674,0.33490358288497085,1.353861226289192,0.13382714943992058,0.6896618934438034,0.2071265527633489,0.8550720288889743,0.26254363044905005,0.2794133007786806,0.22180017989311665,0.7011188054068942,0.771753002451958,0.15800038319768284,0.4062280724217975,0.3123934674577955,0.2830435131471862,0.10671065783020352,0.3727471296498858,0.5198180753414487,0.25295984756647916,0.5282807866305476,0.26001117955524056,0.22154941654671403,0.25797913213449675,0.3073831598846044,0.29893856758008236,0.25494273550932944,0.4369975263485816,0.9801405333588332,0.7762759577482784,0.3242098484134166,0.10487238792727831,0.6449120760446221,1.3488020084184194,0.39403360870932325,0.31290108804165206,0.5725937737230433,0.28599468669066896,1.1476050741587152,0.6235128553450846,0.30300215330959884,1.0632977505389107,0.2679878573003263,0.20905304311765016,0.3116311430096549,0.3379628492423905,0.30902932091611884,1.3150029885353347,0.9376255741938093,1.7134572168652662,0.4340315839864998,0.3325819974366036,0.4050135431730148,0.21229776884231438,0.2753381543500758,0.2971842332632978,0.7142193613726258
329096.6725277484,0.22265223799156997,0.609186466147589,0.30631308488326503,0.10900682485003947,0.9835202242108825,0.21525398324817924,0.3767275866817364,0.3615836141367163,0.667533650547473,0.25915722350464915,0.673506453537744,0.6203878353881441,0.6808145552037553,0.817551186375296,0.31988918694310653,0.9127504800776638,0.7548035603061557,0.346606092808111,0.5201729185826445,0.17031084388866927,0.8720545988003158,1.111362604982728,0.42234034381360586,0.14260012307426548,0.8967353893324003,0.3645281992297019,0.28544730110881206,1.4348699781678955,0.3817295602295722,0.10835408937189552,0.7751596433780584,0.49831691360018043,0.24960417854749645,0.3222810473827254,1.071493094490074,0.35890682467632046,1.3542001702524136,0.1467399565288993,0.6430618444390818,0.2245634160000813,0.8536568224543176,0.2333667236226197,0.2455605007452153,0.20334905442877318,0.7143425968896204,0.7134992172002584,0.15280611746912628,0.5113411056601851,0.3026542431130508,0.27333054589263633,0.15051901294361617,0.37134611188006467,0.515663388440693,0.23294609146035833,0.502620559672182,0.284446993600103,0.2604838412000943,0.25872475008037293,0.30689029435133064,0.307325144836605,0.24915845680009022,0.4233888269537765,0.8474896805242506,0.7777784259570384,0.29606791934578625,0.14065396754843804,0.6364185986625861,1.3270396068700459,0.35576356766978057,0.3127621978819698,0.549734623884388,0.3016393430574444,1.137758734372287,0.6746948738086653,0.31480809168310153,0.9368512253365622,0.3095793825741121,0.23808474760897508,0.3156317018045919,0.33732221843704524,0.2814859780937728,1.3483305719912575,1.039757406261915,1.7123456194986333,0.36149271830611385,0.3199253557728969,0.37574056668566663,0.2191946553864282,0.28649229608023197,0.30793619364165453,0.6938929065722943
329097.27254658326,0.2978261208204689,0.6454317504066446,0.20746625406668584,0.10346896678014657,0.9264666737372748,0.2629255857512379,0.3297534709247908,0.35320701105568,0.6563712715999777,0.27969445222320105,0.6612531446655127,0.5708978627675481,0.5566045500484045,0.7164541630961788,0.33855328301913257,1.031323560273583,0.7922818945446052,0.35769217945003784,0.4397066872325812,0.18623595760507203,0.7819769576222163,1.1535615417032445,0.3522774727674854,0.15055920818687818,0.7761146792567303,0.3808042300280655,0.25870489308557676,1.4660125775916357,0.4030644632965328,0.10556948951273103,0.7377061557438916,0.5111693636915717,0.2683106173669605,0.3038649914730498,1.1323364042221835,0.3742552655920593,1.3904718477228928,0.14198687155394446,0.6227976684736888,0.2588815839630399,0.7693686627059023,0.230616933264857,0.27857500274462105,0.2052247219099029,0.8075972852935994,0.6807454190182145,0.14694363949929243,0.46335894243720266,0.24614376155451542,0.2671329175413958,0.11746869604270536,0.3844883404907229,0.5783438623715454,0.2462696662918835,0.5167338176916343,0.28799223947262315,0.25560088098899536,0.25938124574723836,0.3829977974388686,0.32958062072900374,0.27567103189192915,0.34434573611241986,0.7668380129083117,0.7327616246250138,0.34415320458836884,0.115715431922665,0.6947711939658171,1.2454631322021292,0.3861324520310022,0.27962413011821696,0.5556651617392884,0.3154784288934146,1.0394323556132206,0.717053205038567,0.26194018020129783,1.1186376111723915,0.30160362168534793,0.22407478269306388,0.319489035940325,0.3335564601584727,0.2526387093856391,1.3906486400747966,1.0870961718560799,1.7637311345785407,0.38443161770089634,0.27628856195013324,0.3866157216831061,0.21657704211389261,0.29846219938890367,0.34774188990289107,0.6079005020210003
329097.8725654538,0.3653454923627206,0.5844352542953263,0.19207828918826428,0.10303076932259711,0.9661337864618454,0.23818581935746083,0.3183883643821017,0.3965252560894092,0.669354583235204,0.255046226169985,0.6953558838669349,0.5389712716527384,0.6591130923441735,0.822506674059746,0.3387788595715341,1.1631407511956002,0.7642431217791604,0.34076389195183604,0.6082479157628369,0.18929957976058595,0.8814426005154159,1.3473554513195107,0.39615205584838387,0.13420854821487696,0.7786314119573854,0.39413654972742485,0.2556449838352868,1.4997805263012502,0.4128431678626359,0.09598341157150324,0.7705069443199282,0.5004210208632234,0.2536428780968557,0.36199788685169193,1.2358370481453254,0.36748836725766504,1.3982147581545241,0.14135391073557643,0.6055801617463332,0.25754433631095425,0.7725521726691117,0.2165421611268405,0.3275055016165086,0.19249160319082118,0.814747177134654,0.733703023519079,0.13530412820030452,0.4761940919459051,0.24405185404550545,0.2672356831532145,0.1316185586879232,0.43689165695481225,0.5428748907243653,0.264164008634212,0.5731722474303229,0.2770318343219251,0.23996026958763103,0.24967417848940043,0.30218852849689615,0.31315327916804625,0.28210503293923145,0.3343389163678983,0.8602395139050795,0.8403691927388213,0.3662774961697684,0.1082390950152479,0.6401964215249978,1.3321105224841503,0.3256258093784918,0.32876086530995047,0.5601241795345407,0.2915689753670912,1.0583725585327612,0.7377327912675798,0.3637279128738784,0.9627826644805046,0.2960482681210521,0.24604900506060776,0.33552137053719244,0.3493508228122617,0.29463664723994515,1.6179586090349056,1.2554535092269972,1.8059290610668532,0.3464963686388763,0.35350356163787855,0.4020550300688874,0.21172224320561012,0.2811245503304981,0.32992934769490584,0.6542666725475252
329098.4884937891,0.2267141794743302,0.5874298391660113,0.20038417254973423,0.09021777070074345,0.9516304109471012,0.225063406992881,0.311879888432674,0.42898215828312025,0.7270884038696954,0.2572543713485355,0.65630988667884,0.4575336785326376,0.5618410393538555,0.7781811025199983,0.33573390814628334,1.0866180072555693,0.7201637524042697,0.32897770404596055,0.5260698451527795,0.18189533629011362,0.7492707619538556,1.1761724180245074,0.37407799153154647,0.13817969666301902,0.7577026524536826,0.37374514372048223,0.25171164192312306,1.5478904242381517,0.45202122457441307,0.10565503368731512,0.6944436183898315,0.48005354857902777,0.26282144756340653,0.35177229444362407,1.21224296715974,0.3325400549019136,1.3691633943638573,0.15713379723439863,0.6414591772118706,0.2562121042207498,0.7358485051211375,0.19579860954601244,0.2929582473985926,0.17606625026441056,0.9624551655347309,0.7487463563253884,0.12414555001324296,0.45978536410681153,0.2987384963725488,0.2874924263576727,0.11975573710794984,0.45443025241855967,0.6202649890831525,0.23848499646926008,0.5497292672032148,0.27778505686303745,0.2379562049028094,0.2780188879881411,0.30550658156661387,0.28348573147266104,0.28284537908777163,0.36232949577086493,0.8053902319787396,0.8139486292984242,0.3420455747107936,0.11928270588830027,0.5888224123141468,1.2199976854540864,0.32244790084656055,0.31626020125675447,0.5224264827804478,0.29204717555432763,1.0987113658475398,0.7384847738363051,0.32465342684414306,0.9946569364937432,0.25598319012271925,0.2299851293953567,0.33753885026359587,0.32308279703331233,0.26729955194284755,1.4032806194685121,1.2092628190674934,1.8301347141305504,0.3227077299366867,0.37743240740202166,0.41629375280382563,0.22246974835216568,0.2863609713702185,0.25504024012660087,0.5537057844853834
