time,SMDDL,AVEL,RIVL,I2R,AUAL,ADER,URXR,AWCR,ASGL,I1L,IL1VL,OLQDR,AIBL,M3L,AVJR,ASIL,SMDVL,AFDL,VB02,ASHL,SIA?R,RIML,CEPVR,CEPDL,MI,URYVL,AINL,AIBR,RICL,RIVR,NSMR,OLQVL,IL2DL,IL2R,AIAR,AIML,AIAL,SAAVL,IL1L,URXL,IL1VR,URBL,RMDDR,AWBR,OLQDL,AVJL,FLPL,URBR,URAVL,IL1DL,URYVR,AVER,RMER,URADR,ADLL,RID,OLLL,RMFL,AIZR,RMDVL,M5,AVAL,ASKR,RMDDL,BAGL,OLLR,AIZL,URADL,I2L,ASKL,URYDL,IL2VR,ADEL,RMEL,IL2L,CEPDR,AVHL,IL2VL,RMDVR,RMDL,I3,RIAL,AVDL,FLPR,AIYL,OLQVR,RIMR,AIMR,SMDVR,AIYR,IL1R,AWAL,ASEL,AVDR,ADAL,RIH,MCR,ASGR,M1,AWBL,I1R,NSML,RICR,IL2DR,URAVR,M3R
1293481.5273656326,0.6085239083554644,0.44677927577544135,0.4219564782158365,1.737220119552617,0.957023716121968,0.30018584994351255,0.22272119615571404,0.4795651993000018,0.22752950008775302,0.061123047868956004,0.09819331048479321,0.64909740881276,0.5678230779852648,0.10403266228201097,0.5628283920088571,0.9777228968450944,0.3796889752763511,2.0327434669577142,0.3945214907905342,1.3046719122252195,0.6997565389284738,0.5781487297311757,0.4198844049835804,0.32956195361900587,0.1115334498446638,0.37722587253084555,2.180254496344295,0.364443535272741,0.9901515777371929,0.337838026998283,0.1982381349673499,0.6383822458214309,0.1362799834745481,0.23225896695518727,0.9181721419470388,1.2765170566638613,0.9037837535749703,1.3628278758943437,0.30513151392536253,0.15511902325958968,0.5774356481367369,0.39550348333074864,0.6293123341321647,0.3653830089904776,0.5196760389871883,0.44367936805986563,0.3470433212805308,0.566131231953269,0.25055753873554754,0.18799603144662613,0.34168073441437724,0.44500095732113787,0.32199158297083513,0.3544541422037088,0.5825829087792614,0.45751622461954194,1.243066043171742,1.196375616243126,0.8025376804612274,0.4623673879200487,0.32165200685152373,0.7613299376092622,0.4213322822421445,0.6202947488564904,3.204205998285938,0.8926673602262877,1.1890577293525664,0.17737245836280752,1.2313319288105542,2.7120238856965617,0.3237509960951543,0.17916736281901888,0.3745175842152395,0.16610369660748917,0.24135577649426546,0.25710589305394016,1.7829904128907335,0.09416749603113063,0.4515123159955299,0.9413368364476397,0.6453340843549447,1.1235527526457185,0.257455696990068,0.4238942806416268,0.9522535166836346,0.26875104422852836,0.6413819861835874,1.271893301815309,0.31585820355502126,1.6003125260235753,0.2770307973127708,0.7553295816105671,0.7188773854318735,0.25760468755545574,1.02474569413732,0.5113605476785,0.21846859079222306,0.44608769847626695,0.37016272858482974,0.28318427689299447,0.0749035168430479,0.2987516913559065,0.6909203708798384,0.14327630001116815,0.23554565044983616,0.11508613264947463
1293482.1501125898,0.5599195621675003,0.38403036555248893,0.39117298621856844,1.5408625778340606,0.9732881626186469,0.29993112317334863,0.17709612871995814,0.39933440789794483,0.2200781720413171,0.0750783422366686,0.11118716443258583,0.6714848093786054,0.531089125177133,0.1120537961040646,0.5350687632918275,0.973495150834911,0.4044306295641445,2.0148106534988814,0.43319624074338353,1.168190176167473,0.7209222939042543,0.5687934865280722,0.41991865572773585,0.3238700265265497,0.13470590795153906,0.4146504813243841,2.1956269941974993,0.3375934593321212,0.9877324216885003,0.3569588572789402,0.19825430561708596,0.648256386295868,0.13103724815310064,0.17641759949114605,0.8537494237818131,1.259350248675258,0.8118817940121661,1.2670725575174528,0.3183659141586374,0.14791392184707147,0.5806542305555168,0.36414401946249375,0.5564625059318627,0.3861866356527173,0.523366165795773,0.40467740062844054,0.32710950471110484,0.552458498098812,0.2267001865525901,0.19609242471320693,0.37268471075052667,0.3851639607852872,0.30514013859906025,0.315883968690356,0.5575334823613318,0.4547385964790858,1.291258025292778,1.1175134066667858,0.7072584450958466,0.48793491441624476,0.321678244598063,0.7179232839123638,0.4528348345072229,0.5596336898202504,3.0456677236847973,0.8890447592240565,1.178214329765117,0.17738692696087763,1.1102676838305423,3.4059184740306714,0.3184240738068213,0.16072028151116463,0.3564248374831045,0.16148274691091732,0.26523794918543386,0.25712686565511167,1.5553934029163063,0.09994964258119812,0.39683335732655894,0.9690567745860204,0.5847018386198025,1.0909680647418267,0.23664463391375423,0.4046625571629148,0.9106458759870527,0.2770891809904107,0.6150667891761449,1.2752472191788558,0.31575278764023545,1.493044109254172,0.28425528049878335,0.7496150333375119,0.6752882539074212,0.2617285139886674,0.9935196989761399,0.451938994862419,0.23516149984857718,0.38285092545880767,0.3928450259225918,0.3036109876557415,0.08982376071550591,0.3052093183017466,0.7331094579980101,0.15266907648272254,0.27019641529413185,0.12031574146645843
1293482.7751325038,0.4877836033526537,0.3845013011074745,0.4150916299704633,1.323511360328223,0.8825505032730278,0.23909277886298685,0.21228770919879256,0.43527430744547163,0.23686593435396885,0.06823883029021159,0.1086947082479799,0.8584094907789181,0.5072419718239062,0.12219487651442694,0.5873571125716965,0.9836986157883516,0.4378670308384694,2.02116416465218,0.39063205918043237,1.1038908322117815,0.8859520412851936,0.553501152442264,0.44340586610102806,0.3541471221461454,0.12599464922507098,0.36796847476384,2.1913324944363133,0.3116871470014899,1.1254946460404767,0.3764148569190978,0.19827047758589167,0.5911125457493004,0.1434878034439834,0.2514532851776629,0.8663724730681475,1.1819476133476798,0.8057797334161515,1.189438370654073,0.30759198740584986,0.16635194363974024,0.5104755585546153,0.3904740924173811,0.5494355471444584,0.3847776115282639,0.792019611573493,0.5529879321475476,0.3397727027057343,0.5121192984760591,0.2583301288864456,0.22397697457159493,0.3470746574287298,0.3768284087285013,0.3037578061211812,0.2954266429304069,0.64072670125125,0.43884463806665547,1.183286049592506,0.9393192531557375,0.7345779638021008,0.47521176694409584,0.22489468405517826,0.7273372560880507,0.7510117237057682,0.48858089593740794,3.262777509448673,0.8407325499843749,1.0959894912571237,0.1867776239250701,1.1279135181305961,2.9093490243522027,0.3366311728544777,0.12064650957963602,0.36115521858399413,0.15316881145910097,0.2776399814853696,0.3745786868853461,1.5406058896090848,0.1011673738817763,0.5113702210038855,1.1179843725656684,0.5460063921211479,1.052057423042176,0.24987195147186492,0.37083290001649266,0.871692422937973,0.2583301288864456,0.5868739644661417,1.2205022214347527,0.35726995609325074,1.2997998598545133,0.2688363781473776,0.7385226476446098,0.6897993908272112,0.2347786641446614,1.0093219481249112,0.5592667894468709,0.23879391288940816,0.3637437661903154,0.38418326860035495,0.30671077149148546,0.08343341762406313,0.2996629495082769,0.7807776525337411,0.15338351402632705,0.2614753820790565,0.10867853584681221
1293483.3433319787,0.5500624013629322,0.38063365959248113,0.35057014621798166,1.5501072081047307,0.8301779904211691,0.24364828745277614,0.2051431563106856,0.40257780527229764,0.2360982617386407,0.07320531008625779,0.10101173704585913,0.6442143782167578,0.4994073896524344,0.12183414899443391,0.589486624401926,1.1794890047518605,0.3840068786513774,1.9371916279368195,0.37945332698397055,1.2215518759520976,0.7002830424001665,0.5442436156757648,0.4425693256768042,0.359724106516578,0.09842440274391105,0.36939426411235127,2.042737322836409,0.30642611505823864,1.0912166534732801,0.32472409164756766,0.20535058114012006,0.7041961096911322,0.11564813159740198,0.24603573094741404,0.8104526869297571,1.166897772411282,0.8555890094117161,0.9846321685043108,0.32483008593260737,0.13892793079260943,0.46394975178119263,0.4207037385277732,0.5709504893887216,0.3945537154888488,0.8291655782377287,0.46524051017444407,0.33955808481631405,0.44655406326195884,0.2625399499082542,0.1891847175512596,0.34319790800558936,0.3864568234061305,0.2924108111691568,0.335856561756025,0.5619138629379649,0.3939470057286927,1.1681893466341904,1.0175683735895837,0.6307196420732258,0.40987779654508044,0.27649729763614145,0.6794155195771667,0.5060245808715543,0.5826141953813123,3.3627487652505152,0.7885233396150199,1.0531329856619447,0.15088427801112023,1.072626808722413,3.047416452441344,0.3029448652361202,0.1202293175205105,0.34998095269492624,0.16246195390240392,0.2694107562031338,0.33772316570440347,1.5748497982838485,0.11131799179649605,0.4026819247098438,0.946295519904225,0.5684914499623224,1.046506245329306,0.24198751368133836,0.36330637689954626,0.9421990025020422,0.226578170539502,0.5789009168692637,1.2064238608216724,0.3353313827803832,1.260105838814373,0.2469439032811952,0.7238328759457302,0.6025599164753558,0.24337918526419133,0.9192864833340939,0.5305624456924991,0.2627998508638441,0.3377624312741866,0.4330742681602812,0.3828354584205729,0.10063775463490733,0.3394517402861493,0.8350664351994757,0.16809389062246813,0.25175352282166885,0.11066137344511344
1293483.925168394,0.6085863602982776,0.35585489432223383,0.3798962252830068,1.6486717205096595,0.7652342908266,0.2801793372511344,0.212668234821749,0.36634519141682326,0.239974498451558,0.07180596157550502,0.10406661097899278,1.1229636847988251,0.45369580711631574,0.11153193457863358,0.5497431840846793,1.1980668588956542,0.3775724006948192,1.8170030276932139,0.4523711865005196,1.4643281504252184,0.7274559214065515,0.5347272006160135,0.4417295508576396,0.3372916278561791,0.0873795450785712,0.3553972940980697,1.9666720014952168,0.3162897870802575,1.0521271902942222,0.3242075188191698,0.20012809803652457,0.5848915714720282,0.1218707781585313,0.17110952382122852,0.7394206569560013,1.1341835026696803,0.7069815571669639,1.063709430792419,0.3180903958225817,0.13991177698286808,0.4547911027880021,0.41320566124011837,0.5884493820812138,0.382384291504206,0.7187856618781595,0.4989361816095635,0.3241500657766713,0.48866060807527045,0.21303047423934993,0.17261940822318067,0.31041583389162414,0.34726227571297746,0.2847262476385242,0.32195607771625895,0.5415711387682277,0.4198250988200587,1.1338655879410258,1.0374640602213434,0.7483382930197924,0.40878540384559425,0.27997992135273503,0.6733325412436126,0.6037583546053961,0.5851861602876696,3.0378823122054164,0.7757692818434008,1.1334211326190302,0.1438463394078228,1.0088984074910774,3.1497494256308483,0.3139537645826917,0.15163991885510378,0.34989943540483986,0.16597210982748956,0.268155043228027,0.3858151344533681,1.5625447084123025,0.0954176433104974,0.47891611652045296,0.9190601823538014,0.5922141160866393,0.9865865507137659,0.23902799709237402,0.35572769425992246,0.9425651007141894,0.21002534215760363,0.5574997016731756,1.1350068692755568,0.3021288705841726,1.281341333878152,0.2239694453678323,0.6949839759292735,0.5344437818073696,0.2603574753575351,0.9942718817426428,0.5100294300455587,0.25499043946685146,0.38091367176521285,0.4063189002194498,0.30327983771020756,0.09676601964755835,0.33024606605472273,0.8436545103793155,0.17678785720527687,0.268415710025085,0.11340870758044726
1293484.550187744,0.6302402075100422,0.39423384354829616,0.3518601174837923,1.3726131097921193,0.8018513377433675,0.2810027696870562,0.18227206682403646,0.4425063599388495,0.20845099485456,0.07726387491395369,0.10509946110342652,0.5476655500415483,0.4659666180886628,0.10220634809059595,0.6529969124156354,1.2443096500848403,0.3485305670537131,1.7124504164978067,0.37627151496557387,1.7890509670075911,0.6602797320515529,0.5249410140975743,0.3406094178024924,0.3215920586418532,0.12324682881011237,0.3723188719702976,1.9008389010433673,0.3363138984385144,1.0079963988774265,0.334527106770305,0.20418886378644224,0.5826441608765516,0.1297335040106446,0.2302000090656675,0.6583881318754699,1.0514253680598304,0.7377926601372481,1.0358533470816975,0.3079187437950118,0.14311942307042613,0.39265804663530884,0.3768656937209217,0.5909782912574879,0.3670016680123346,0.6507684406545704,0.5386634562691174,0.32263280964069413,0.4880160145825626,0.22822559974583245,0.153466672710445,0.2957923891442697,0.37595567814048686,0.2819121637637133,0.3078585122445604,0.6220113391510359,0.4503975844782453,1.1069806078581002,0.9904714742347814,0.7088358154268085,0.3903889922750024,0.22380751567995627,0.6534948132257121,0.6030653048078375,0.6377029464884524,2.8346770626325846,0.7353604818676197,1.1069806078581002,0.14253763679778214,1.2132781778434418,3.5410918131295697,0.31612811589793827,0.14114294367843006,0.3531238213319769,0.16984833183407,0.26096442956011856,0.3683282831835546,1.3624376712099695,0.07346477638877286,0.43068263695754844,0.8696296240841529,0.6212968083989907,0.992158443494368,0.2612882417029693,0.35853622926578144,0.8430083090611686,0.16960386647778428,0.535243370832488,1.206620689281225,0.33514091797538814,1.264512463591753,0.1706494552755402,0.6644544658225183,0.5442075563975876,0.273773908069491,0.9096327627664986,0.503029649439792,0.25331486575562717,0.37177342381277195,0.411223565395692,0.32363552654987643,0.11333445040759088,0.3043351296249706,0.7343539047821735,0.17292478134588074,0.25353633355223115,0.09497111500357765
1293485.1502066823,0.668918431405557,0.35705805360297876,0.3674553241921328,1.5769787010673413,0.8225961104195127,0.2962379085247036,0.20135797217478593,0.36771271665898236,0.2049890540936365,0.07300433903222746,0.10698285381261788,0.5389741789203892,0.489665977788684,0.10052951569447424,0.5741385097213743,0.9894699675398666,0.31448113107670755,1.7970350347240434,0.4179930605478321,1.8565498178130075,0.7226374926869026,0.5148735431259475,0.398530586041591,0.30247685641785044,0.08809582808791916,0.34552339131204357,1.8264349619232674,0.3186047085005239,1.1053677202951508,0.3138120222871827,0.14836760115552347,0.4574199853535787,0.12966977018955292,0.18077676067865983,0.7314367315628466,1.0758985363660485,0.7229967457282582,1.1392933443261977,0.2932822638197969,0.13675216136275528,0.3449044435764568,0.3460907532025395,0.5699398236669021,0.29299301180077547,0.5901760978055409,0.5125625821643648,0.32664308843340284,0.49496519190183286,0.2518626481324896,0.17054660445186454,0.2660598263673014,0.36413389917742806,0.28363814822888606,0.30002742875494176,0.7447948657170717,0.4796976890345101,1.0588675286718383,1.0697480030058741,0.6485208267702972,0.3931578501472952,0.25071899936903974,0.6367882021340187,0.6182565215210166,0.6110776720782635,2.815213277408509,0.6829991492061864,1.0803420747657666,0.15973521969583107,0.8016437997577284,3.3323811517650426,0.304140358874959,0.15815298661497867,0.334795950282139,0.17152874125295495,0.257395903718141,0.35353392292686336,1.6135446407682035,0.09530910083349006,0.41175925509225214,0.8648293755245182,0.5305499782427603,1.001890710672729,0.24575609327665734,0.3611855903654364,0.9312419976564332,0.15523323916977905,0.5075794429788082,1.1248124272392233,0.29550545909617465,1.17344061024155,0.17916027697661518,0.6323078061010398,0.5611702522846774,0.22861216975434417,0.92285390317857,0.5014151343908659,0.2853325987514271,0.4074662494057522,0.3687216520998971,0.28670297829946134,0.10310856756613364,0.28706925486068713,0.8308585664709315,0.17173792264472684,0.2391708013620954,0.09645766312359094
1293485.750225821,0.6993836511851216,0.3663835085034391,0.32428686390421235,1.5613811965758373,0.8004991657071643,0.3046597456733341,0.19086790702067244,0.38807944252623716,0.20726299069590762,0.0763341918325965,0.08389510906974648,0.47564545542344544,0.5105885209450878,0.10924679937703143,0.5186961263201086,1.0377179644934795,0.32896275591979474,1.868114070696061,0.4282645567750868,1.6506029792373138,0.7320336028597414,0.5045126101554839,0.40788367640171974,0.32293413144196503,0.10484364713469521,0.35002391659502285,1.760386896179491,0.35790815456720776,1.0068719865769418,0.3180060785686568,0.1688277901597902,0.45034496233582016,0.12698701291844405,0.1980288346876672,0.7100803658313044,1.1527954628924406,0.6841314979733603,0.9840071425902398,0.2756645422920099,0.16429458859492022,0.30337223249151707,0.35832619165657464,0.5511760945289568,0.34319467885132265,0.5786295022604574,0.500043624369625,0.31544655646557523,0.5024808578071331,0.2608216317007364,0.15022034835860826,0.27210792637421233,0.3572287148061717,0.2746059376164945,0.29191039762070004,0.5658696954033237,0.5031117188966587,1.023572117755271,1.174661395566342,0.6376321116906561,0.35391307122385646,0.261683999426118,0.6322982339136093,0.4087979860125828,0.6279102876552292,2.8825499013707767,0.7026215384591268,1.0893774555419924,0.15473146993093884,1.1822860239574244,2.8897562761242037,0.3058596042607462,0.1012787803184327,0.30472116900915536,0.17307513602721994,0.25666540217684997,0.27511931970045134,1.4701717999441795,0.06629864773152785,0.40523288729735685,0.8310876547318516,0.5806200799434102,0.985118858045786,0.23234016034078003,0.3640526106005838,0.8736717257244573,0.1531354635103225,0.5117860588776355,1.0832082051244871,0.31227623931516746,1.2199747110558967,0.2025575606368654,0.6436919900722323,0.5770013240073436,0.2665253763149896,0.9858773419217066,0.4745507916230492,0.2129156177148869,0.32083175272106246,0.41524299930557407,0.29718131536035575,0.07306742089825645,0.2974602133622581,0.8048810111926147,0.15584296253157695,0.22794495543593776,0.09744790446714445
1293486.350244432,0.6412251798265245,0.31319019508602186,0.36357512770926054,1.4977286341630942,0.7930232764966137,0.29777605122759054,0.19589834678320645,0.4120541019294237,0.21124374691699127,0.08075271336552373,0.09380925957712373,0.6943729559891947,0.49974897540296065,0.11376705232440873,0.47821199690284544,1.0101610939867616,0.3205201783752692,1.7415413130906028,0.4734097384305462,1.6730448871236578,0.6901310159385089,0.4938453244384449,0.415645187957412,0.33494753625517815,0.10155265468694649,0.33883715186713553,1.7013628385337962,0.30647685966707117,1.066268607559312,0.3457029649115408,0.1726622759641817,0.4234219771716115,0.12741909860333778,0.21293298563392007,0.6563946167924674,1.1125748499372323,0.7274108204885469,1.0145492088988544,0.27751929407264464,0.13030669496373412,0.27469469979161204,0.38508389096846224,0.5434615899200474,0.33695711059964195,0.560714510073362,0.4862419064349263,0.33911549563920607,0.4382298220465839,0.26268368321193875,0.15216848530402555,0.2580459063190726,0.34161983218982117,0.2747813652067406,0.23062280290196882,0.6086464027317015,0.5067661427068321,1.029866541412306,1.103295393322858,0.5714091768330032,0.413760136551597,0.28742812456071337,0.6165956883142917,0.49149121929927786,0.6012973265960847,3.1914896905601666,0.6725501604337758,1.0993523984099647,0.1492792706568605,1.1123979418675969,2.6710014864605767,0.2774026670531681,0.1656406871671599,0.30780168759070403,0.1687567846213273,0.2559139031044706,0.214802641117535,1.561508561315414,0.09874835631968941,0.40934873967193797,0.8235971148309817,0.6045840839964808,0.9643188843372987,0.2372380959624605,0.3610512478358567,0.9044113170162108,0.14565331958488315,0.47939307423823535,1.140955028543962,0.31365954579466143,1.2462325470307778,0.19370612532773487,0.598793365661448,0.5827741372991011,0.26128212560624253,0.9513933605540305,0.4350870008451495,0.23752524594656999,0.3159331275219558,0.4039351487953646,0.2878607086946676,0.08874980299663777,0.3035964380536589,0.8615912190409165,0.14264299660459145,0.2165963488276219,0.10712055318238846
1293486.9684455746,0.5857849588829382,0.3007288302012229,0.3643817185036856,1.432243244567548,0.9156865263696515,0.3096803467186287,0.2018114133251182,0.3862994158572908,0.20259060797116113,0.08562240648417713,0.09782870135498353,0.6892544223083591,0.4953750120122677,0.12299610472880411,0.5341670586342413,1.0397207682116443,0.344837080389574,1.8052511425296882,0.5292460695269671,1.685519904586881,0.6452797548704082,0.48897871595954806,0.4053164566686048,0.3123271872888734,0.09766583055287247,0.33691464671374216,1.676703847550794,0.32300503984575796,1.1213674917118586,0.3387955929913203,0.17552952742092356,0.4028715510305989,0.12788884827705957,0.18419295660625865,0.6477897217843299,1.0619124367821695,0.7234920920742257,1.046590725707621,0.2862319653743983,0.13071320354593005,0.23683851287034496,0.41829534011902686,0.5542219959285,0.3632119537572853,0.5456750858380317,0.4611476652447002,0.3105823426671478,0.476709917440912,0.24826007194756602,0.13122991062557704,0.3254778057010365,0.3439373406851793,0.2708153459403523,0.24693015890347753,0.6086960511396291,0.5107793293007417,0.9837407185048777,1.0527882717602475,0.6295344868791354,0.44389808902080036,0.2962070743965444,0.6352909041758198,0.6107111965737793,0.566093026961083,3.3069937477645417,0.6439487181940478,1.0623768638264652,0.14370882850715033,0.9796929720941583,2.914098619016369,0.25693911466621605,0.14026670087823653,0.31519257432822084,0.17847267845078477,0.25554042596362364,0.35402996513710366,1.4925786689031084,0.08815686737992394,0.38569715154423373,0.8069016921063953,0.5448374267150347,0.9434435036725969,0.23019270205027692,0.3747926247466481,0.8868755959913999,0.1668597301954255,0.49304051617872363,1.0861107594009471,0.3340028911385744,1.0868986117652792,0.19265041458939852,0.5837345024463169,0.5435588943694077,0.23616543465080791,0.9547162286527392,0.4515943921127645,0.28577937636931916,0.34259678253272896,0.39630640078950696,0.2737249506576643,0.10092487567978221,0.3317263914683065,0.9092602138824005,0.14752475654921254,0.26770901767617716,0.121898572126337
