time,ASGR,IL2L,RID,FLPL,AVER,OLQDR,SMBDR,AIBL,AUAR,M5,OLQVR,MCL,NSML,IL2VL,ASEL,OLQDL,AIBR,RIVL,RIVR,AVDR,CEPDL,I1L,RIML,RMDVL,VB02,URXL,AWAR,AIM?,ADLR,AIA?,URYVL,ADAL,CEPDR,IL2DR,AVK?,AVAL,AWAL,IL1R,AVDL,AIA?,IL1L,I2L,I2R,NSMR,ASGL,SMB?L,IL1V?,IL2R,AVEL,SAADR,SIA?L,AIY?,AINL,CEPVL,RMDL,RICL,AVL,AVJL,RMEL,CEPVR,SMDVL,ADER,ASER,AUAL,IL1DR,RMDDL,RICR,RMER,RMDDR,RMDVR,AQR,OLQVL,AWBL,URBL,URYVR,RIH,RIBL,AVBR,M3R,AWBR,AIM?,AVJR,OLLR,I1R,RIR,URYDL,OLLL,AIZL,M3L,RMGL,IL2VR,AWCR,SMDVR,URXR,AIZR,IL2DL,I3,ADEL,IL1DL,SAAVR,AVAR,RIBR,AWCL,AINR
695518.5689540603,1.4443174064187223,0.21470723651438253,0.2960706014687514,0.29888438636598597,0.5240861785082315,0.7725636081412278,0.9139067245356859,0.8958015692357358,0.6218464622888452,0.6612841001604493,0.3886540389305282,0.12695918175689586,0.2255512977607092,0.05928776969710071,0.4139910682803886,0.7069851725619488,0.7393330328513847,1.1321724345864022,0.8596380933592613,0.22069855105689876,0.36624118061103345,0.04173466189858021,1.1818982080366174,0.3190396179414127,0.18585373344440503,0.2688746359483752,1.3602161005985263,1.458318554702028,0.8987099651211212,2.746140752926578,0.4468547883845166,1.138692309301035,0.4280229278435784,0.08152817673211019,1.872368695177212,1.2139778453059014,1.415394641618608,0.3334701277554848,0.260189532773961,1.230865653494156,0.3147542922134408,0.4175921169969702,0.2996334700410887,0.16905715835059396,1.3881096717865051,1.0056852520093122,0.10483587319021345,0.24953849926859417,0.9721469879106142,0.8838552549538301,1.1685705331602458,0.18117372607135596,0.964070689857203,0.3736708100221716,0.6587165107304571,0.5000794487494582,0.26942042847861225,0.34839369932727826,0.1243416992928774,0.3631414405836621,0.5318130460377333,0.25678779231865273,2.418096253858702,0.5287781662550113,0.18430763188446525,0.2358259810895677,0.5213234921641614,0.17843080087074148,0.29214263329006146,0.3267287888684819,0.22020801504275989,0.6910901002560594,0.40351665771149253,0.3086648387717616,0.3354230234071076,0.6041092309819486,1.2836810816033408,3.577657173350678,0.06500360382668888,0.6910296902822608,0.19143030444532977,0.3490199601252947,0.6553887646295559,0.029117205975753638,0.4595082339472834,0.43385361212479284,0.8897295037467976,0.6376876834180911,0.0805496149400581,0.48409194469363975,0.0665146174008622,0.29779700683761107,0.6471514028577311,0.5111066813332974,0.5469437269866565,0.09446528262073844,0.3613128946540036,0.22008951745618982,0.16329369895689028,0.7398417336566492,1.2972982897814604,1.1294552015063466,0.6766722531761253,0.8408464253028052
695519.1689728756,1.154764402553127,0.2091817541195153,0.3236240713401,0.35014550473107897,0.6751967044166595,0.7692825025010349,0.927604412592606,0.9444287366721015,0.6219481088469581,0.5615136996709915,0.4818419109975703,0.13820392013568814,0.22558816620732042,0.05493497733721279,0.3897329858616803,0.9165405998108741,0.7649271662080108,1.1323574986466565,0.8686023313915112,0.25257135122098057,0.2903555962092517,0.048220024525258275,1.1337237274355538,0.2799407280777402,0.18752204286842955,0.1759005672481352,1.360438440506044,1.4184716623937275,0.8318481417464108,2.9611001384537197,0.39479159119902707,1.04839075628955,0.34359425103464186,0.06507296821850592,2.049567350231975,1.1802845479923934,1.3209271775767626,0.30381159526881985,0.2809224063682042,1.2423583735533548,0.3281635750197517,0.4584366412121178,0.3136967857281782,0.16245334241603834,1.2000438889112621,1.0058496405692074,0.09739679556887484,0.15135041613580552,0.823885262865282,0.8715764526548032,1.1501110966111818,0.17832823028226658,1.004724838499972,0.5196439811489072,0.7857422405679789,0.5747055950454801,0.2637755417608427,0.34845064750106775,0.10095017316545359,0.4468794149630728,0.5333354648922123,0.2735399364913081,2.057020322414637,0.5722061739671398,0.20372030235191826,0.23895402974060537,0.6192291681580758,0.18288515702366054,0.4442894921155524,0.26947593968349476,0.2274291666163256,0.7347953029178768,0.42697498444548687,0.24297281623791805,0.40581998153697857,0.7033776647736083,1.280556129566424,3.489263841253866,0.0650142292672029,0.4229609094284705,0.2060985763377084,0.44271270713124933,0.6710989033053854,0.03179912251278507,0.5351697609152913,0.4495816001645743,0.9210905360278883,0.6139408903563317,0.08056278151993353,0.4351324463904409,0.06652548983052613,0.34994453336385073,0.6823853492976863,0.3957653372183012,0.5822936992224875,0.09448072384525584,0.36394346901179564,0.21399859308090813,0.16400363640952476,0.7399626676336596,1.3278237691756665,1.1542181339134987,0.6682180830115845,0.8469936056373012
695519.7689916982,1.2378766832083727,0.20883112287624928,0.33437775109099105,0.3640296288620659,0.6983187952686836,0.6803304083785383,0.9516473022300903,0.9215991008977296,0.676875122041261,0.4692932175796059,0.6171863094699249,0.1481262041013372,0.22929454683654146,0.05988486637887816,0.3727062183024906,0.8243659809044185,0.7407682167438899,1.1325425929573436,0.9276615301085258,0.2632266126623735,0.31643274808304106,0.04950858035501795,1.1057582368308752,0.28082712825466555,0.18931287319297474,0.23045858696532834,1.302444091386939,1.3841773924257101,0.8899312444468782,2.817070434990542,0.378396008274505,1.0604212182088775,0.35599073752488525,0.06392709485945243,2.050693244434916,1.118535473219699,1.3086691746106405,0.31424403256212763,0.26007233835822485,1.2329305164942048,0.3226112138653586,0.4752715142633576,0.32500626977907954,0.17631342135195313,1.1678899075414144,1.0123387776322443,0.09947959094628549,0.15564857878823202,0.7819242151706636,0.8590793831358927,1.4299514893487764,0.18317520799579617,0.9929055146500839,0.43096917882776914,0.6816454800442184,0.606956153390845,0.2757214978180837,0.3542102576907378,0.1045492611495208,0.42082293301765256,0.6589498883945769,0.2626593880170908,2.1430797514787865,0.6301385064717454,0.23153167275528388,0.23956002684302466,0.6880046083528513,0.1891962936151025,0.4089935802354578,0.3058306199256196,0.22550464895364444,0.689113995883553,0.3702984211653662,0.2629083217159861,0.3761053087250963,0.6714910252973623,1.562412891441238,3.8329786068938763,0.07268099015848922,0.40807072292620855,0.21622472131129383,0.4478867267171574,0.6522513887185201,0.034567598069307176,0.49251058480609533,0.41848502783422115,0.8661320038896284,0.6044535130014297,0.08252160015827405,0.4958466936171111,0.08021004485708802,0.36159550183123607,0.7348512651805017,0.37157623887056723,0.607205929585656,0.08254372794568791,0.3745642483468203,0.2256250406804203,0.1647457309299681,0.68612434731139,1.284358739305468,1.4830403207981915,0.6752380187366926,0.8347237665081643
695520.3712833303,1.3298041387437805,0.20836223783161661,0.3498184700326211,0.37709426592021633,0.728163668432124,0.5677184449650163,0.9756164736694836,0.896366295683408,0.7351433668949672,0.3909144160303554,0.7393114370120187,0.15694730171298488,0.232521384417258,0.06486345006470531,0.3541705573565644,0.7193791213918497,0.7164161801937038,1.1327277175234087,0.9949836655003299,0.2738853507574791,0.3543466253534827,0.05069457638300097,1.0822478546832128,0.2818471342097314,0.19124043754576256,0.27953961381269266,1.2409766474243917,1.354354545905508,0.9463118301519255,2.67726981923879,0.36048596424849594,1.0730776671543776,0.36920326352619787,0.06288222914639426,2.0518471370468445,1.0429674281357173,1.294968089345364,0.32601121506880615,0.23881898092929363,1.2237465314405431,0.3155570886905839,0.4895079677213242,0.3343020175209869,0.1890046742168124,1.131282797760649,1.0191403293185424,0.10101401290076774,0.1600105384807883,0.7402045948942441,0.8463583508442949,1.6948659882679151,0.18807963352095441,0.9803378581208048,0.3525988839496228,0.5746973096949177,0.6349659575299696,0.2875203857034861,0.35964868688220936,0.10853892237922946,0.39921978901613264,0.8037862716351599,0.24816728798341128,2.2366226688978363,0.684100228053122,0.2584715398774927,0.2401996195326921,0.7537899963659873,0.19884134871136772,0.3701309099169672,0.34999043275257063,0.22368327198622334,0.6451796160282219,0.30947920619107766,0.2890201525229524,0.34875024182517267,0.6438466002926265,1.8246204411732716,4.173505641182562,0.08055123695699527,0.3919288431940036,0.2246138081058396,0.45390283574691387,0.6230305072004588,0.037426855220262435,0.45082660713353206,0.38513917787038804,0.8040750917112056,0.5948878074561825,0.08460908122475368,0.576220807717673,0.09267602245017366,0.3729420307517796,0.7913825415457556,0.3449932134589062,0.6340356044786436,0.07167774530311062,0.38641189021597827,0.23832543998133413,0.16552228994671,0.6181128407805403,1.2336481460582265,1.8342000296075058,0.6820004729025599,0.8237148568823127
695520.9940301164,1.4021819615207654,0.1910975118976726,0.32081152877794455,0.39574425214539477,0.46976474743427277,0.7558364583010977,1.253595663395121,0.8647524629324,0.7381793021729237,0.41846752106816304,0.4249601439502536,0.11454708001796353,0.24556030278850932,0.0646211323127656,0.3782592523556453,0.5987218921011044,0.7346472826695568,1.140639443277037,0.9728079222113815,0.23512093334786413,0.41270639124119207,0.04457953740879327,1.0213521910569099,0.2834750970141522,0.23030811006872612,0.3366552538229563,1.1672760871988999,1.4934235667078442,0.850222422413868,2.6523935144403445,0.37585760630894277,1.098527306097879,0.4724802873895936,0.0713009009258157,1.9308460022318117,0.9483848903376811,1.279558954811319,0.33094380429718234,0.24229459305601517,1.207090049289852,0.3255350274402478,0.4907570818127129,0.3189094841409212,0.21601011856835795,1.2369642118077893,1.1510639193211374,0.10932479233735003,0.16704782502619678,0.6720457058896846,0.8333070773326383,1.5467109980834677,0.1985662825783094,1.0008712906230604,0.31636112068317407,0.5825051561287018,0.6687633816973427,0.29035846613506167,0.3647924725999426,0.17627562570538893,0.3517641700070875,0.6328873783209003,0.2717468139510666,2.118928787245047,0.7260155472292399,0.24232924617287105,0.27180338858270114,0.6648234004066784,0.19132803215209748,0.31485025767829194,0.2913906818803739,0.23516261683743275,0.7854381626129784,0.3437330245731357,0.30241416599570115,0.3418817774900553,0.6141864250759597,2.0387427736151746,4.385005406937666,0.07097118577702581,0.4358103533275472,0.25243703583363236,0.4303801603105487,0.6067899373924555,0.040381395719142614,0.48506696979398956,0.317566707365591,0.8048738896472502,0.5959901715063166,0.0815273249629845,0.5723152596848221,0.06378189682818423,0.315359977896202,0.6817976148851468,0.45332063849057386,0.6041563005114118,0.07407911041693059,0.30987371542359504,0.2370273192939279,0.18091980350302259,0.5865293856413438,1.1906306071817505,1.991694044646454,0.6778002457921348,0.8563927008849541
695521.5940488706,1.175042545440796,0.20513861793985727,0.32122978431605914,0.3572851255973912,0.5640266818191495,0.699611453665745,1.097728095101142,0.8082329757633512,0.741187047853043,0.5511261496315238,0.3581106480154757,0.11423276367075934,0.24297206483853337,0.05433638094958686,0.37591904371244783,0.6175096824716476,0.6773316102926988,1.0053953188236313,0.81202890956226,0.2883206245757509,0.3284923383303993,0.04416716679660385,0.9846752767879473,0.26113460288421947,0.21521015885396644,0.2293682287785721,1.2698956750286172,1.205219237114454,0.7223542408592135,2.4030643405760226,0.3845940985673505,1.0586225943626404,0.3264926509280334,0.07002413559349518,1.8420033141909946,0.9503785058309008,1.1499149609496626,0.29378043288532607,0.291691899484423,1.1927835313754815,0.35830303193812446,0.4248668358625062,0.31885696664848484,0.18078549430445967,1.0379542484727033,1.3428283900855562,0.10230556511485993,0.14905722430428217,0.6562692967226369,0.8581174410702805,1.5469638223075886,0.19058940817026163,1.0373919763987745,0.5693744580206082,0.7464002647799987,0.5798073386073348,0.3150307478998683,0.373824787201515,0.12850128071587996,0.38450167028122517,0.680686217952508,0.30630440598792047,2.2903215811369506,0.5486818382696579,0.19735749794903512,0.22020362393197782,0.6662924076057168,0.16912803857006162,0.34233379999519153,0.3139506039019259,0.23478170110520477,0.9127645139210874,0.46581272807846796,0.26545160542852675,0.32486830938112776,0.6388650414798163,2.0996067851981564,4.418209007583338,0.06732878394849813,0.3863071347304084,0.23922120963519405,0.4090310838321971,0.5994458695589324,0.03713993688533855,0.5148026031276562,0.36874977505126516,0.8005311067530677,0.6189882135599615,0.07561589959733146,0.5642449583988008,0.06916551102953042,0.35627720199291874,0.7199204327700652,0.3680076449649354,0.5912603230736525,0.08146852340517446,0.36011794998846425,0.20490669185965396,0.14043519830727494,0.5977990737592854,1.1201527881246907,2.4285118321423558,0.641795393421828,0.8699052790539772
695522.1940677774,0.9082509119749584,0.21845506798535314,0.32157816928666133,0.37381968373801394,0.5319134527547125,0.7754488078718176,1.0421285163638556,0.8040969437575703,0.84305219074394,0.4728795283106872,0.3623580095947524,0.15072345680801896,0.24013352537493196,0.06587143986166508,0.4113476864193914,0.6921315909265543,0.6430552199418161,0.9741662214678426,0.8514852299765234,0.2889644691131014,0.27870515349412084,0.043421315982273896,0.980410230209921,0.23250818103541881,0.23078735039069345,0.23283468014868602,1.018785847010034,1.6049447601554099,0.7117618103062764,2.6264480812407167,0.39397781667083703,1.0226054258502215,0.3440344363541509,0.08160816862354277,1.9162718104926204,0.8578959512374994,1.1357744003745294,0.23309579564574717,0.3497975609886185,1.2671935072377891,0.33420488102974655,0.49696072627111165,0.31879584450685866,0.1779404525765691,0.861480825086813,1.2099396970737712,0.0924647823157493,0.15257179351357997,0.6375551870659475,0.89678309742982,1.399482939312064,0.1914082500443094,1.0056713950498777,0.5136751008590431,0.7562825971578316,0.5778542478882595,0.35859939789323175,0.3486290330611607,0.13829916146553609,0.4386439063515424,0.6231953059750571,0.3196319937755425,2.349347023848939,0.6687844312086296,0.16790197372307844,0.2704627528990731,0.4798839317350208,0.15393770034897458,0.5071310590160955,0.24997986060894353,0.23687659785751983,0.93490934391511,0.41410438711509245,0.2498485633608357,0.3060306323382854,0.6102871740543199,2.075809492584387,4.437051821940602,0.07157359777297895,0.3416361193699513,0.25578212441982523,0.5998549146687759,0.6365003066633019,0.034564810631828854,0.5764433109847608,0.3850951697320034,0.8537138599625029,0.6498428242245072,0.07779496292728583,0.49891558814030396,0.06393190537917216,0.2874925304786673,0.654570782852766,0.35223187977197024,0.6784359084903856,0.09389930717005494,0.32321129941692595,0.1919067090287998,0.14502975185691191,0.5848585418020565,1.108612459833749,2.3939548787321465,0.5962943233456721,0.8849385785115419
695522.7940867534,0.8068332997825133,0.1933323012826319,0.2978933132298863,0.3298613584637155,0.5657122297652721,0.7785829126865123,1.0431999769785714,0.7410279046872417,0.920327850618587,0.37186370477476194,0.3193018913081611,0.12314824049312045,0.23311825598882213,0.07550595012430568,0.3758605487698858,0.5875772550882519,0.6151687158104173,0.9004458027203942,0.9093378030957917,0.24444029648816376,0.29877305509069685,0.04515858021170784,0.944565630205796,0.20564794066722264,0.21663286172149665,0.22374495944593822,1.084931838330861,1.475308761326159,0.8466441533902032,2.76265484940531,0.3822928646804153,0.9419482145071217,0.3648723858174881,0.05508536766452361,1.956570751972595,0.8516953759035553,1.0257294467833677,0.2908339415578399,0.2994132862977499,1.155641110481173,0.2967405853281751,0.43605672429154924,0.31872501345575244,0.17548624270269667,0.7188854744380271,1.123248518466677,0.09042230062925209,0.1875425494532636,0.5751430347871699,0.7892874386399826,1.3055753598664481,0.20080515334139418,0.9617995994282413,0.3794950427592751,0.7414911663494225,0.5831375145710728,0.3950909779422814,0.35047535723909673,0.1247130841654399,0.36623215868388864,0.5588109404499279,0.28611887397178803,2.2306525921011793,0.6580734101351124,0.1876962403444831,0.26907890547746816,0.6784261960155799,0.16918748774759151,0.48771800698581275,0.22380854141793194,0.22484723789734906,0.8490397566817681,0.3752172952524764,0.2460841564336666,0.30372618929312883,0.6055511191853616,2.2736208350164624,4.692078971554372,0.0662591076566246,0.3703443433660806,0.22412645127790062,0.39805416027684853,0.6463487462033239,0.04637985918248185,0.5491687124578507,0.388915456800571,0.8484518339845976,0.5749833330978508,0.0770803408650205,0.37016629320100075,0.07774706955182763,0.31852766050624426,0.5778894787874632,0.7112217765924269,0.5404467619467107,0.07506048729171391,0.33729210626996803,0.21373324431738694,0.13519951772425656,0.606619110577223,1.040341894849863,2.366187452835541,0.5339581401894017,0.8132915049233164
695523.3941054437,0.7000306359042878,0.19669776363677452,0.30830422958793086,0.37838283082814483,0.5655480998924013,0.6695138958306025,0.8463341166786185,0.7693434388620273,0.9850327566739571,0.4053661717436003,0.4387873188820354,0.12438065732089194,0.22350215493616787,0.06210528205714963,0.35406469535149837,0.5321205331193745,0.6260613110599762,0.9134503305028537,0.8229886555108034,0.2525013545276904,0.2925248792546903,0.04696359551518113,0.8698766146257896,0.24917436788319824,0.2511731947527184,0.1750112979185163,1.1265319818106159,1.3603596010868524,0.7923732166219282,2.8348320116863626,0.3660471751101472,0.9748256530308017,0.3735960600767045,0.044915237365877644,1.8655725743196474,0.8202537552606218,1.1079703391239597,0.32776884061067707,0.30117278699615285,1.1030384775058284,0.35693402698049365,0.41327642824935895,0.31864317204528764,0.1860076677869498,0.8494749572445317,1.0153756139419001,0.09191987312548569,0.15783716506548037,0.5741578747073443,0.7845677028124822,1.1819357838094136,0.1922065489050991,0.9843694349522911,0.3834563666476439,0.7342971458842227,0.6677198330813583,0.4096490984875253,0.3426720014126372,0.11713881728745087,0.36135426260873504,0.5460464412754219,0.26185694836508566,2.0781828845210515,0.5789042778527694,0.20484822345597786,0.2873846657214609,0.7130293931833076,0.16742381387130148,0.46578961542862224,0.2364449801229621,0.246366548839865,0.8053691295936094,0.3931990260111746,0.2578552639356159,0.27002296546586796,0.6200623888448841,2.4448025251639396,4.829863334847515,0.07733827897064029,0.33027002496497293,0.2605299705862085,0.44490993263387785,0.6546487011585287,0.04006743891795869,0.5496388520732864,0.38042644395683867,0.8656551180660869,0.5830665389890097,0.07625056094316572,0.4463853676938456,0.07156188033269248,0.36805227271887636,0.5340549301131589,0.42777831804986965,0.5354692705001111,0.06500552872326451,0.33065015972627315,0.25714977757737895,0.12611851081639341,0.7203213789739773,0.9921348737283461,2.3899282635108197,0.4816318719041871,0.8141660656712912
695523.9941243964,0.5039800619730482,0.19232866414433217,0.3147980181968863,0.3978988654079347,0.43719669787051646,0.8969464455782639,0.8270518462301649,0.7937624425017623,0.9189783373392157,0.5655096389532431,0.4243112291582014,0.1563750612024084,0.2434008136145918,0.07185996021299129,0.3028836271406603,0.8349025690948414,0.5691044558873918,0.8402354625921167,0.7440554328507587,0.24652614506829737,0.2951791334170615,0.04619568870835155,0.8729305322652685,0.23495088834053415,0.22229413652608854,0.22742492902573072,1.0097641691117551,1.3259145546290692,0.7241174205034105,2.5609369455471596,0.35997551859317994,1.0234875201461635,0.3476675533310354,0.051462298170215734,1.7766590607211956,0.8473209223259113,0.9920874117457196,0.307971258055677,0.30110606542818585,1.0277078848725045,0.3034663593341179,0.44504015600721775,0.31854877556366407,0.205715176279378,0.7030588190827709,1.012751637067707,0.09752423171763104,0.15771496848085648,0.6516261594296562,0.7798778322513606,1.180125156919233,0.20746063838114243,0.9218800017081727,0.4092985890739956,0.6776880306193733,0.4948209340840877,0.36362606397573866,0.33126779354408226,0.1439886562532563,0.4029381958155504,0.5361430669796861,0.2313984043481973,2.143413005794022,0.5981486212014704,0.21861862143353658,0.2220197518023641,0.7181329790116469,0.15936724282048378,0.44082702049942646,0.27873479740917523,0.26050317544810725,0.9967307072157886,0.36160670187436234,0.22842253453535305,0.2677783989534954,0.6391320185780464,2.3735474987051615,5.341973864946791,0.09008159298128553,0.3147678651300092,0.28853163582757696,0.49009639289570933,0.7472682415648207,0.04346527260258636,0.4460534532658863,0.383114822521225,0.8996610375951464,0.586512552432669,0.11428007287180121,0.40580689725181623,0.09079842263365649,0.3190365570260192,0.48626665536985486,0.2407899172497262,0.6284894932914001,0.0671038291635076,0.32754494151227687,0.29087169111130656,0.1951883834233792,0.6403477856176529,0.9943379709392034,2.0915244251594483,0.6012714443693317,0.7309788389733275
