time,IL2DR,RMDVR,IL1DL,MI,SMDVL,RIAL,SMDD?,OLLR,URYVL,NSML,M3R,RIVL,RIBR,OLQDL,IL1V?,I2L,IL2R,I1L,OLQDR,AVDR,AVL,URYDR,I1R,OLQV?,AWBR,SAAVL,SMBV?,NSMR,M3L,RMER,AWCL,CEPVR,AVJR,RIMR,AIB?,AIN?,CEPVL,RMEL,AVAL,CEPDR,AVJL,IL2DL,ADA?,RMG?,URXL,URBL,AWBL,ADE?,AIZ?,AIM?,RIH,AVDL,AWAR,AVER,CEPDL,I3,RIVR,IL1DR,AVBR,RIC?,IL2L,URXR,SAAD?,OLLL
591521.2886888786,0.09302105443092254,0.22979168002642217,0.19832580152379162,0.09959078814382416,0.956405986307606,1.3114661639225087,0.8660367123905419,0.9401478848096214,0.6227045069203321,0.2149064375735153,0.11429057446683558,0.9736797538763979,2.5293820377158753,0.5429157226846947,0.19763040951283864,0.09282640446815148,0.13784346488887644,0.049442274379878574,0.27756282370517205,0.21396086116096555,0.20295018659581843,0.46073843567590234,0.03295084391514221,0.4551202945345501,0.42274163249332314,0.7769676751000909,0.7226737259560883,0.20995601827981641,0.1686120954444292,0.17401873039221766,0.5571232522722921,0.4809076625184751,0.41764835981268067,0.9201722052451183,0.647593890868797,0.4538609688717539,0.3836038529473338,0.26783780892214604,1.4133907406414319,0.35909908762144227,0.4322128305680009,0.18907933427213175,0.8904773626509109,0.5057168469235361,0.3158112809779969,0.27637067712343183,0.7758514601568841,0.8215106017445839,1.0946525812451622,0.3120809665441453,1.8402789490230895,0.24478963040351323,0.4479150200343745,0.4089778722058345,0.33181690052104285,0.3439691822304386,0.5342864175905465,0.27806205213642715,3.6830640858322403,0.3283096038738443,0.09967142845811067,0.29324063555511215,0.5681368002953837,0.9910399210797786
591521.8887079279,0.11647663523937393,0.21327194179699596,0.21845478021818243,0.08551763621680508,0.8318072028163596,1.2051441989512108,0.7962946041593302,0.99288619237515,0.6596315608858261,0.21496261631556127,0.10828325659785686,0.9107499852230556,2.631313077907675,0.5219517838551024,0.1545962613177145,0.2152670813233061,0.14371713864213076,0.052260777688047544,0.2789771389861957,0.20575934530922463,0.22394251173452773,0.4473123793078367,0.03569854807725347,0.4082440060777189,0.39463587254179494,0.6746769363600196,0.6653916873496053,0.2294338766131336,0.15364985852897137,0.1769730431588823,0.5428246598079595,0.41690651997643347,0.3370982461430893,0.856775249597318,0.5675073388322273,0.43502258464402543,0.32768032844352424,0.25846261621299094,1.413760215445096,0.3597672810396457,0.35239117610556353,0.1856346374127522,0.9325226396741817,0.5138592766507583,0.3492476397464358,0.26471962554403167,0.7828594348974639,0.8181831803372469,1.1069948257610907,0.340540067546867,1.515697245679379,0.24816317266318533,0.42218293500958753,0.39431285062762467,0.31373620040953704,0.3181759112184071,0.5823078111789213,0.2484723219790046,3.912655959739107,0.30972196188651707,0.09969748358950609,0.3347775279204817,0.5092543796403309,0.9548728580278707
591522.4955452518,0.10363711490605428,0.19284351655176457,0.28498076952713625,0.07450609723653641,0.7340873231167899,1.0837572023662645,0.8469284534686338,0.9123414887570107,0.7108476690336559,0.24344781829266207,0.09885449502625418,0.8672045542966668,2.6946608812561443,0.45126460102761,0.14526086885551728,0.3368113866251661,0.07883550558947028,0.05190688453959479,0.268963919484592,0.19101838465727292,0.20627340519263615,0.43823823720108174,0.03764453530175664,0.37447900556963043,0.3862349755707496,0.6855159388309434,0.6091689209275573,0.18124098324479826,0.13504230124122224,0.16830754764736114,0.5371918943863423,0.4189312278505472,0.41525507631675834,0.8711848937673728,0.5261993117330384,0.46607519897412986,0.2830338642453014,0.23042766703293563,1.4137932726258287,0.362705238412288,0.35352537398108586,0.16865011376731828,0.9489459006139941,0.5455493763290811,0.24104752445414043,0.25333516977035486,0.6737594384508292,0.8298963239915111,1.2095335187461225,0.3392526104352656,1.2554482071436706,0.24768422075996685,0.4225892702634799,0.36760635812675035,0.30899509606042375,0.2926353556994253,0.5719438640804707,0.23213274156062758,4.128436066517366,0.35727726942559584,0.0997235455319795,0.5480741201594971,0.5115010069360261,0.8421965056255457
591523.1137464241,0.07367869237130956,0.19190729175782953,0.3029560763757193,0.07778462569231132,0.7072732844227283,1.1128247532108166,0.7882102673589751,0.8300210867137875,0.677948726250699,0.2178472498814574,0.0872249990404741,0.8629229375138163,2.4547067000432534,0.4334763067845378,0.13287984443937054,0.30054766596463356,0.08312467857275949,0.04547166822915804,0.247642271581346,0.2306866866940498,0.20341097815451734,0.4097859856606543,0.02872756748741715,0.30354134675544553,0.3317695504439085,0.6965623403103806,0.6103925142058281,0.1896043413775443,0.11719276330140352,0.16090611092318538,0.5094355301101975,0.4242399753987786,0.3899984919503904,0.8249382163716266,0.5051274072340013,0.4739163348290165,0.23789786740786018,0.22790131300875946,1.3165897199560448,0.33451350913179045,0.3786790912759043,0.1855282735614903,0.8881814970788,0.5065410100527532,0.2616059900019282,0.2422081151516613,0.6374124596251015,0.7548908309814744,1.0825100186861634,0.36794144533893236,1.3714084052597688,0.2369953606600607,0.45875412231192736,0.3408287190003335,0.2912258063367361,0.27607494093711804,0.5060986161575106,0.2227927920793035,3.7199461142750505,0.38229510192660615,0.0997496142873114,0.35834058327738805,0.5052902915094131,0.8026046498760209
591523.7137653031,0.07391471142000905,0.19128345035841415,0.2947918109419716,0.06640789249581508,0.7455865875284172,1.1276404780712683,0.7799561049964976,0.8031450528654237,0.6727938556118339,0.2453888940959978,0.0994130411741731,0.8120064595659799,2.525572149512468,0.42410166482320377,0.13724286331894053,0.3204189608132769,0.0840336412288852,0.04466169756758585,0.2309202519045444,0.21834246797102028,0.20889608010258642,0.409065041026219,0.025032796297328942,0.2813965793752186,0.3353818001389309,0.644130133840553,0.7028050734654867,0.20766122642710316,0.14347041314315026,0.16895632545304046,0.5222740342064627,0.4163363027596159,0.38933852662237367,0.8114645456050729,0.4487349149475456,0.45411394112948944,0.22164590279625768,0.24101222381066598,1.2743538852807326,0.33711340756235364,0.350906027887901,0.17918407821741084,0.8594010626534012,0.5053040374212259,0.2830754579165987,0.2511714414810068,0.5997578525270731,0.7787969050306862,1.0647414750469895,0.3848039580605417,1.1976559287747,0.23689906921232864,0.44235597657902015,0.32307240974033613,0.3108763209717894,0.28427348309408934,0.49999868532523023,0.2079452075914479,3.804631570944912,0.38400512214809457,0.10027754224665426,0.37192150040789584,0.5421978622898783,0.7680302852711982
591524.3137840952,0.07423635347350813,0.19070323821759508,0.2871749255963458,0.0550603913227064,0.7787749678172894,1.1410719094477044,0.7718868892140484,0.7826412031865023,0.6674396777045515,0.277466134039527,0.11516979876670448,0.7597036898781394,2.6230294294150287,0.41527716749396437,0.14251995506009627,0.3418098813950971,0.08535677889261663,0.04383185943134368,0.21798102136555322,0.2044452027017206,0.2145038090808442,0.4084817386892918,0.020460688698694957,0.2573547752111177,0.3381736060611067,0.5909495349634034,0.7888029177819631,0.22860179878953443,0.16904982395936022,0.1762285332202922,0.53549299965651,0.4078822430249386,0.38884754828858686,0.7953617301281161,0.39458457385403806,0.4351113850867531,0.2052627301941495,0.2530172403247654,1.2288921208931476,0.33923113580029857,0.3274745651745581,0.1718936054196934,0.8342243462274799,0.5042718453015367,0.30056132181492806,0.26246178630507483,0.5624831397800424,0.8019292956182021,1.0459875546116106,0.40447705129186234,1.032874959065973,0.23679960377448614,0.4269727368942616,0.30682301601940576,0.3265085635073765,0.29168683434527265,0.4948810305649134,0.19566704767031376,3.885331026384774,0.3856229588637547,0.10100045900994672,0.38270429934411904,0.5827408565753556,0.7355608760309095
591524.9138028974,0.08902332156591124,0.19888413228299998,0.18114843819094062,0.07712927178614395,0.7156776831769334,1.2157799093854458,0.8406787034831057,0.7477875539130011,0.566943307523496,0.26004776884902314,0.1123063441293034,0.7135638672350606,2.754478492477844,0.39413518631057587,0.14176006000705862,0.2905437758569043,0.08747171683273632,0.03695665734071135,0.21859469661101608,0.17780900997448937,0.21951826184295542,0.38538518335347205,0.023248128561798476,0.2425839999725495,0.29321505079142596,0.6245480581857372,0.9051421133126627,0.19729492887580327,0.16313505083945387,0.18339588182731364,0.5258050874597915,0.41480983524166853,0.37398087316511214,0.7238662150210631,0.4156390126841826,0.45139554741826293,0.22218288470025369,0.24739207318316453,1.1724018739407658,0.3308177595291247,0.33084398160898587,0.1778350606682077,0.8111013742671912,0.5278596245230928,0.38476688056564523,0.26520498394893843,0.5488655916093775,0.7804110519976218,1.100441630584727,0.3822896751533644,1.0689659730226566,0.2311689170773903,0.41472604204612035,0.29436420683464143,0.3199914704387442,0.2703671247557304,0.4518993370917208,0.2025246941927968,4.069905120583303,0.49335032043055954,0.10753237916421095,0.3808759963407559,0.573133615701197,0.7279712525750557
591525.513822043,0.10921526598592927,0.20066600195769888,0.1603674294543744,0.08432189877886354,0.6538394065510797,1.2225053833390178,0.8335716597334849,0.7464686528087678,0.604468650357767,0.24643990784148256,0.10278094342303086,0.7049521959544738,2.68054003238761,0.3708861277562986,0.12824885431435584,0.2321850861467782,0.09014593382965591,0.0365456488498605,0.21012433496984542,0.19546494563064004,0.1993009015320871,0.37900772179475767,0.015250251963663593,0.2449473459730709,0.2778470563242819,0.5977067351748925,0.9024391854034033,0.20702479976052013,0.14429893582169967,0.16944443163831588,0.5205386803059651,0.4544857497245153,0.3817945432785427,0.6259702560326538,0.40181767981483846,0.39166854008747054,0.2475193437356654,0.24152767115388185,1.1277520020921308,0.3331563554513028,0.37948530208935793,0.18556636378764274,0.7585224637652896,0.5088133893993465,0.3140260118466014,0.2729132047062581,0.4883893191363266,0.7644166758850013,1.0668771268739776,0.402724244145017,1.1439294262428081,0.2311563331162685,0.3837293129235353,0.2813425515490068,0.3367110967155132,0.24816645313105276,0.42014444159893205,0.2056985636325285,4.240956432440631,0.47267824434158706,0.104141696172402,0.36071344169823466,0.5482703866123995,0.7179545300221374
591526.0963401665,0.07445187982508983,0.21589276696073553,0.18563829022934017,0.07662472438650876,0.6091475452934925,1.3003390893895515,0.7550151534545497,0.7824480295363838,0.7139127542567636,0.20217936085373875,0.11500227533410268,0.6537995327712356,2.317153167855336,0.43647264684576814,0.11593221287049701,0.18617349478615108,0.08964525762660526,0.031735633690806446,0.2276230033189027,0.19885061677787239,0.202437430789183,0.3700706517324431,0.027151410449224207,0.27374635683240317,0.37837998311107,0.5820452743858116,0.9154007528254444,0.19885061677787239,0.1679423228413423,0.16714551100713784,0.5580525716539212,0.40042376155928244,0.3457804262137433,0.6621649704443725,0.5060562829985185,0.4313513866262637,0.25360171565421225,0.2460476219964272,1.1413932180416122,0.30240808357257004,0.3511004063357798,0.15922335565125223,0.754805966592322,0.4942927985114828,0.2894844658691665,0.09408991189489614,0.5884256990024883,0.7611549424325046,1.1064457291762315,0.3985427673768687,1.142363219867799,0.23133984559225876,0.4583226861149701,0.32083565887416615,0.3455184946904551,0.23246823934969454,0.4228115998806362,0.21401202138998857,3.688310460963777,0.42920681476055117,0.10095992471542099,0.3581380097126152,0.5703378444363263,0.7310691974626671
591526.7138595066,0.10721063053075203,0.24014731875435302,0.1966661635342794,0.07610040292138202,0.6154050499328356,1.2350257092133872,0.6421516801926554,0.73716855743267,0.8015909107718907,0.24993556490800853,0.1463379088534434,0.7025220226051461,1.9099708968503724,0.422584994146631,0.10130890872529276,0.3246950524645633,0.10217676476157588,0.03954619228735066,0.22830120876414606,0.21361516609510742,0.1997635576686278,0.43324885472702146,0.030064356709681786,0.26297123747894036,0.36805495077504846,0.6356463990047005,0.9313239786092943,0.2104504969677725,0.15455484497313213,0.15804398120418642,0.5062402613344635,0.36318144432597227,0.3449884932435985,0.7346977170928486,0.553891560086608,0.4607159528213398,0.22810854951624385,0.2743901851813211,1.153288437715662,0.31484282791748547,0.31860009414184964,0.16911200649196007,0.7786504994564595,0.48036372476956757,0.2913327532967138,0.2726931104682856,0.693956092522302,0.7390447089678492,1.0900476761310338,0.3944893160784414,0.988807849723578,0.24108828827409673,0.48005988939653177,0.37104575152200464,0.3140989435263258,0.24714916702959078,0.4222491713664724,0.22333522127192182,3.7695761227906495,0.38132791045256853,0.09796833479534238,0.37396088982750414,0.6726637013470411,0.7343077313336428
