time,RMDVR,RIVR,I2L,IL2DL,ASER,OLLL,RIH,URYVL,ASIR,RMER,AUAL,CEPDL,AVAR,SIBDR,ASJL,FLPL,RIS,CEPVL,VB02,IL1VL,AVJL,RICL,SIA??,OLQVL,IL2VR,ASGR,AIZR,RID,AVEL,URADL,URBL,ASHL,RIAL,RMEL,IL1DL,CEPDR,ADAL,AWCR,AIZL,ASGL,AINL,ADEL,AINR,RMDL,SIBV?,RICR,IL2DR,SMDD?,M5,IL1DR,MI,IL1L,IL1VR,AVDL,SMBD?,AIBR,RIVL,ASEL,AVDR,URBR,IL2R,M3L,AVAL,RMGL,RMDDL,RMDR,SAAD?,AWCL,M4,AIBL,OLQVR,RMDVL,OLQDR,AWBL,I3,SMDVL,SMB??,I1L,MCL,NSML,OLQDL,IL2L,RMDDR,IL2VL,SAAD?,FLPR,ADLL,URYDL,OLLR,I4
1387985.7243208764,0.33204058354183563,0.3360731535547203,0.6701095001181998,0.06915606881296281,0.41084094352484873,0.9125656743932761,1.341836059840932,0.9375901829384896,1.27639904784419,0.08728477267984032,0.54025801282514,0.25060857731199376,2.586878271776915,0.444524527684949,2.1880142670868663,0.21875034906817467,0.4664134866558469,0.2405680672966079,0.22541058766434466,0.09136104594133079,0.27800639145269174,0.678039790060427,0.5391756623070861,0.3883305364039009,0.06696134901255142,0.6167022768005087,0.7036149751241098,0.45111384325774156,0.8185314911905627,0.29330020673866497,0.4011163123493829,1.6529020822014913,1.077963521452599,0.10501716046628505,0.13718440659307535,0.21142806313983517,1.0784471610276645,1.0028428546803545,0.7836178440157724,0.7869000129959433,0.5511509859165445,0.2528838386599155,0.44212111755918826,0.8182941840973712,0.93161564650579,0.6265958962144207,0.1250665196073138,0.16777929589425605,0.8164610139809629,0.1676488597104996,0.1144271802657194,0.23956903047228645,0.1411728103519237,0.2505913872791555,0.7970218158688314,0.8643712088632668,0.34277490559041557,0.34295479270959184,0.2658033123569151,0.22459714014950655,0.14620570911669814,0.16791606963518696,1.8495806339196146,0.602219397700977,1.1279324028707105,0.887322789170489,0.8457607452343728,0.2057479062196605,0.4248015581106446,0.810838227474075,0.21805150400671583,0.3891342262920012,0.4208689187808497,0.34990939415039,0.21899421790771556,0.424327520723363,0.6335939603473996,0.06351640921793027,0.10478546237369535,0.25052725992260966,0.5636435047723176,0.18903631468072185,0.3553654025637422,0.08876775196370959,0.6835925886517652,0.233341700934016,0.7081391977765712,0.6273771878555858,0.8782180405275787,0.43078467864741415
1387986.2993389876,0.33210189521606265,0.32801276372109783,0.6124233617498165,0.06079679227751449,0.3240098960960268,0.9226114351716767,0.8520732263685072,0.8864907587611397,1.2766347363909645,0.08503899148656918,0.5861148951689692,0.2506548524729598,2.6326428498705847,0.44460660964835425,2.2133436140339926,0.20561850146860983,0.4664996104406081,0.257049678811675,0.23347322457396336,0.09441247925998916,0.2780577256514332,0.6690438253601717,0.48377737379026026,0.40684884058098936,0.08229990786565347,0.5521254121906433,0.7153972013360689,0.38940030243891766,0.820282589890487,0.32191005206410095,0.21208342609085648,1.6198611245354206,1.2548777650877498,0.06366439909194693,0.10989382995216158,0.20671520550954853,1.0786462975317106,1.003028030762601,0.782184282719541,0.6611293659441078,0.580140017511524,0.3465313683922449,0.5459117387158745,0.7467366773568566,0.7839785119904664,0.6280393766736906,0.10490607181647492,0.16781027653349653,0.6643493055576444,0.14489239375410728,0.11431091644725219,0.24081178520689842,0.14119887807312115,0.23858930944765994,0.8076450717251625,0.8012326902497426,0.36359174253439697,0.33500903672371884,0.26585239324311843,0.2225656254006102,0.16190049611503596,0.16794707552985544,1.9689493005587972,0.5533648361047601,0.8653264781581136,0.8360935047027324,0.8617284470639011,0.22716356339679572,0.41570819556851507,0.8109879496818949,0.23018773585953523,0.35304030495628336,0.25332739889589384,0.3727317489284334,0.20131547766165211,0.4146197914059704,0.6561785422596678,0.0627472170192161,0.09031215165735208,0.24620812773254316,0.5103189454126551,0.1878649695020827,0.3558381149567353,0.08448318108469619,0.6819814090260321,0.27857600659393356,0.6694419340827,0.600857800558204,0.8968588633710625,0.4341038041600104
1387986.899357808,0.3073864746619803,0.3030073474953804,0.7288445190761365,0.06742657830887376,0.3324884618709193,0.9037736909220466,0.8630321712106876,0.8572160888854555,1.2768704684578993,0.1002704543015016,0.5406674769577268,0.25070113617868733,2.434319346227437,0.4212378420436279,1.958835377747914,0.20322917044134606,0.44603519963349386,0.2474188281546576,0.30210492011452356,0.07927341607011126,0.29779503948752334,0.6685153558416598,0.47012049065949923,0.40434231501166806,0.0792540290766972,0.6246263822526493,0.6535191436090841,0.37973805493333895,0.8437334650151094,0.304975600350906,0.18983346394984846,1.6650100710857267,1.046404340946801,0.053867972888067626,0.11160166613939752,0.20674561557040286,1.0690720773170344,1.0572344367570932,0.7630941297661438,0.9719728939803354,0.6514266488789573,0.3281663955022028,0.5484739057694158,0.7329791650021584,0.8044283951284765,0.6074255228521149,0.09455306633517356,0.20420105414799788,0.4523934736663055,0.13649109144592222,0.3915110186374588,0.2165768756115129,0.1412249506077532,0.24586333108975397,0.7482512745182295,0.761936287344514,0.3860191416226004,0.35806358449127307,0.2546485991072288,0.21948689574268546,0.1474281363252377,0.16797808714979787,1.9092573688888905,0.5163731674204192,0.6679206971013629,0.8841298259822197,0.7816137242582362,0.22969619735156466,0.38024451450400676,0.7809510714801572,0.2756171620939612,0.31678253126963485,0.29584241403057737,0.3770758102164734,0.21374811641985234,0.407249279566147,0.5704874843002972,0.058740788279429385,0.08778484470648057,0.22304438614356434,0.45932139822474816,0.18736686221936566,0.34081413498699514,0.09174932156419259,0.6224743533732259,0.30985214157103363,0.9568412811304214,0.5660157151223822,0.8985730369759302,0.4360437095318137
1387987.4993767296,0.41589973079358555,0.30530821146892756,0.6187697277551415,0.058246399644310505,0.345561829613918,0.8814689110816627,0.8729311429521565,0.8620467147357955,1.2010538497442544,0.11666400732186821,0.6031384864192425,0.20617689787466295,2.244489084036507,0.442576560761264,1.9302350351692814,0.19845679763701768,0.5617021307072436,0.28827285637467115,0.3142878647474254,0.0834702995904443,0.2615197898636683,0.7058788316314847,0.4568110796035839,0.36617913546299274,0.07632705286723189,0.9357743942855674,0.5714138223391558,0.3699693088612399,0.7969865853217731,0.24691790321578064,0.18823848857754344,1.50418355326348,1.2369605226238485,0.06003110826850944,0.13235228093090337,0.17783481178116062,1.0183645190078865,1.1206607291565343,0.7646606842007893,1.058462421890787,0.6261772553292586,0.2942563305107763,0.5519579684279554,0.693132155767295,0.7918347651193053,0.5984456532050151,0.09732785488952529,0.21012388671685014,0.43838229273759355,0.119417726716647,0.26407769078174015,0.20015860394920845,0.14125102795670866,0.24066603865652333,0.6923524795515837,0.7093926090013316,0.3884321165212675,0.3418202625387154,0.2615197898636683,0.24732816606625888,0.1582237640970764,0.13854322201111,1.9015736354466077,0.5295429819091315,0.6056350094402942,0.9462110389555625,0.8543498690685116,0.24882749374620183,0.34705776827025536,0.7475090393513191,0.35898931682148194,0.3357695767341082,0.29056399755430307,0.3373226275053113,0.19233837990072855,0.330886617777376,0.547460946799036,0.05442214108180527,0.1004640908150739,0.22045784835866244,0.4093171451263489,0.17092305550795944,0.3251318059038121,0.08884604023739397,0.7704282233145998,0.2847484623335433,0.8342387561959311,0.4387973257372586,0.9005182210132607,0.4388035623745385
1387988.0993955506,0.40010861685040605,0.3626739072255693,0.5785855332252999,0.04692276966799818,0.3683602639957815,0.9126368033516052,0.8872763547619036,0.8792371201585918,1.060414143833252,0.12392028011763588,0.5803954063360223,0.2163527797540483,2.2463369815516296,0.4979406124215912,1.692944416954062,0.1973105260890317,0.6112852923118509,0.2812683857118687,0.339228547927659,0.07939537299033861,0.271926473835601,0.6621741255547904,0.47101988579924564,0.4133474707759387,0.06897647141195733,0.8818014811187727,0.5451226172670431,0.4013336891616443,0.832297858712171,0.2921134718265952,0.18418013199789074,1.3598218649785874,1.2658500525840894,0.058327076207601664,0.12172318484463057,0.1941905163624925,0.8983823636697238,1.1643464191334678,0.7461397147928076,0.850593692075063,0.5929939261681986,0.2960586498856602,0.509771367186911,0.7579067927321924,0.7787666127156472,0.5521142996790444,0.09104037375801821,0.23594147738042834,0.4219790744448447,0.12111939920552031,0.19553597922586116,0.20566379090721223,0.14405405577435804,0.2410657291693407,0.673496678409206,0.6936794917052463,0.4067843185833381,0.31979357903597017,0.252949993742588,0.2699836633548835,0.12472160711281592,0.11819002123958981,1.875463201274607,0.5192231324155907,0.5207047351686974,0.9777914652147935,0.8692443080996664,0.254079997350809,0.3096319503989797,0.7701584467152923,0.41353448769707957,0.36104871754696416,0.28223286414065274,0.3463562132865379,0.1665625019891015,0.32011847502922397,0.5486764771405697,0.058475724321103796,0.12879424122564645,0.23234769185034326,0.4047487284739383,0.17542717296331137,0.30874746819012727,0.05889384512632969,0.7384812802513369,0.3065620951642548,0.7229264792214758,0.48529874529127115,0.9027500983157213,0.44307802816708697
1387988.6994143927,0.3970034454063532,0.3233869124833208,0.6978349164113764,0.05611279759984561,0.36853209399808634,0.948106945457792,0.9016627500800776,0.9842210379927153,1.1817595814205304,0.11494271667213042,0.5501967379806724,0.23170617837188776,2.248402058192192,0.48735347260841594,1.5937380328291928,0.19617784264391025,0.6932440291161883,0.31821590404262806,0.28504955186814324,0.09119630927173424,0.31609823948547605,0.7121045143572114,0.4681410542615691,0.4206013831071411,0.06880572606028101,0.8180148948149524,0.524411209432412,0.36759802647873635,0.9049454973025983,0.2804009220714274,0.19137417286684189,1.2184661113799415,1.091205000781708,0.05350440401183896,0.10474650964517988,0.2184156148358964,0.954515756569589,1.1969341325108802,0.6988130982398195,0.6952171474770075,0.535574114709219,0.30661870220640786,0.4492560700367091,0.8210732167163994,0.7651972013689844,0.6406140742526736,0.10200017311301875,0.23893555317238988,0.4025201261353087,0.10340109112176524,0.12498044926891624,0.21109979009327884,0.13924427302034117,0.25637881350029035,0.7742401992301403,0.6833012601397116,0.39837518204467054,0.31372780518095156,0.29861833558330375,0.2545535536013288,0.12013046168534636,0.10752682044333194,1.8751546976332738,0.5082958019888972,0.5075835313383826,0.9521947978675557,0.9902757128675852,0.23477403119639045,0.34692848848785374,0.7775937733822244,0.3768318083839256,0.2785015158872751,0.3178304363238136,0.3612610553867728,0.15844659969062302,0.3887433226177452,0.5299266453925154,0.051697907777945834,0.1595565383177618,0.21718824739620554,0.39969937966192454,0.16952476323911972,0.3308578972601632,0.07132342931962964,0.713564847414177,0.30870657274672386,0.6859722386009834,0.4347657844651108,0.9053438136749884,0.4599280533096118
1387989.299433139,0.3227628067414627,0.33174012948438036,0.7479232010193302,0.0566135664988788,0.36469149805061407,0.9519713049055477,0.8662683381207428,0.9431137317513015,0.8433571291780692,0.10220388042364852,0.5310913739615681,0.22698008859457602,2.314262829226015,0.4774408760092806,1.4630669822773745,0.19505850723039184,0.6330986713526827,0.31001764413736044,0.2751155211758396,0.07942213044745754,0.34272490198386313,0.7047454945875494,0.43126216832969444,0.4485587793589602,0.0609392194378916,0.6741569527912465,0.5976546584726474,0.3570285164040913,0.9850687779334004,0.3354261309230957,0.1945158741427702,1.2346795072992267,1.0320622898111116,0.04766251787647617,0.1076608569431375,0.21378808344548955,1.0016411651528387,1.1349004429728802,0.7638591911374661,0.5338000265339574,0.5009069905444278,0.30330526124286206,0.4716929966106033,0.8488575778038704,0.8182923193948048,0.631902856269178,0.09206720447487858,0.22091380560318424,0.3790712052834257,0.10522796907244544,0.10227561304261527,0.21156257314286897,0.15619152977735412,0.295149523840256,0.8159852537461125,0.6759499234103721,0.42304765083770024,0.2979062356273839,0.3067870818438643,0.2770532717754401,0.10147345137169281,0.08481222605370614,1.8505995530928665,0.49670662188945347,0.5067547410554156,0.9659263770191403,0.9463808693901629,0.24628452260004607,0.32716440356045784,0.8441382379469003,0.3748965961771812,0.3248308486135216,0.31509961653766394,0.3521974374692505,0.1933244202857251,0.4275379699848785,0.5626623602426483,0.05187209297392129,0.10727914635067026,0.21949544051188752,0.3610035634230025,0.15448197074496517,0.3188441462492019,0.07600789173626799,0.7250702591041078,0.3281932224395788,0.7086299529400788,0.4067800365031179,0.9084032907370159,0.45247178316558107
1387989.913088821,0.31538970423721346,0.29068686614958006,0.6846695260051553,0.054294772202087144,0.3304516851275051,0.9333310315644798,0.8253729150957062,0.932459482402021,0.9534924030577059,0.09339440755857557,0.47270334398164143,0.222269527282833,2.38134422377353,0.4220786254431781,1.5518665926860984,0.18465468420419975,0.5909942863108136,0.2781842052399207,0.29172875455871833,0.08526523980831643,0.37327655888934913,0.6346178227247784,0.40021404252053927,0.4531512183071199,0.09693074188387592,0.565032535145307,0.5119221379053931,0.34670407617933424,1.0321393104527716,0.30383825003096704,0.19985925108080105,1.3826572811463012,1.0306580542667028,0.04461416941209127,0.10628261986083228,0.19390594741081785,0.9916172933973577,0.8982058687627632,0.7135416917797456,0.6935299551652221,0.5240876494622397,0.2754787975220742,0.42456679926728064,0.9144446189324854,0.8758543447934651,0.5663015061105217,0.09234994181051259,0.2010234624713497,0.6332464743711511,0.11115346420260616,0.09846644188305828,0.2248483858274377,0.13590221139472192,0.3949449168859181,0.8336043802013329,0.6916028882938151,0.4966966197746491,0.27234891896211894,0.2770307907475507,0.2371118674270485,0.1460448618856666,0.1109401178221789,1.890893404709407,0.5678423714412376,0.4413730060665792,0.979195468657373,0.8432537918933765,0.22864823282493082,0.6193625866015866,0.9152726161647127,0.36828013451435193,0.33301160349952874,0.3126900292702268,0.35102298319464303,0.19170746728144347,0.4780115700575009,0.5665930441898595,0.05103198776928566,0.11276909840084912,0.2349091500490927,0.37006821215721686,0.1574739909811857,0.3041177549146535,0.09210145225265079,0.6713771971320845,0.3152664329046994,0.736051147314533,0.40258568129103134,0.9128927013402071,0.4776843089698778
1387990.4994709415,0.370047686501811,0.405432205216971,0.8403339531096906,0.06313484621577596,0.30245327693961266,0.9153235039023023,0.7775968614665438,0.9122766059963601,0.997062904681736,0.10268764013560264,0.47437683152315363,0.23752416862826578,2.4979104909176266,0.36338960523811054,1.6837420445647104,0.1839885591925432,0.5567720662712697,0.2473885232837282,0.22579066497106168,0.07949268204210552,0.34908911151878164,0.6206902139256341,0.4281281556362416,0.4582257403599637,0.0908255682402391,0.6459270858649407,0.5690210959895077,0.3366162018654591,0.828772102693633,0.29090131999230867,0.22870534653265032,1.425961421371754,0.9447888718621521,0.05197848784832961,0.11243104432162933,0.1808353379633503,0.9939076423251482,1.0332131520832295,0.7372648238843823,0.9201746523209606,0.547021241993314,0.28127918269994756,0.4486783071067812,0.821315699969221,0.8716474176524988,0.5276890452304801,0.09259777444980476,0.17896000853261929,0.5177057389693629,0.15217411115160062,0.09558439292348517,0.22118561605713052,0.11835455684402839,0.32418006425026524,0.9055963752241859,0.7410584383976884,0.5114589125564596,0.27833641880073273,0.22628477969657612,0.31788948884083684,0.14903650061239235,0.10405341073904945,1.8388207919686872,0.5337586301001959,0.47381546437465777,0.992025592092894,0.8812012578201921,0.2327169642670027,0.5426125442806038,0.8508945297600641,0.30731390897724736,0.27396836551298404,0.31054906037314517,0.3665460432552507,0.1871518399091124,0.5752285988548477,0.6101274050615225,0.05653956313530554,0.11852237613767468,0.234559234484501,0.36151228001023644,0.16924995312459942,0.28565106188867007,0.08345950653027924,0.7108394861496434,0.2353207904406195,0.9249675869585952,0.3986929254131875,0.9156328646328746,0.3786576747857451
1387991.0994897548,0.42183408059249544,0.42401843337013,0.7760330069194501,0.07575973715221138,0.27976445697536634,0.8801686327154628,0.7210571443424227,0.8498866879049716,1.0289641892144832,0.11663390786474546,0.533782856579365,0.24271937527841633,2.6000944926327425,0.6396548168526652,1.9013017730142614,0.18028471101349647,0.5150724731424277,0.2258114625503286,0.27484147236055634,0.07454504253659741,0.2667461417201182,0.6028324353320144,0.42304030549615046,0.37004489268036,0.08452083629397315,0.5995192435588809,0.6772170223817542,0.3267567784457601,0.7425210441701203,0.316740177668288,0.3482738942339822,1.4276826902521937,1.2321176319354146,0.06541834121738664,0.21298452303633117,0.18036289850200954,1.001586521830156,1.1926211279112309,0.7335518897303249,0.9781574278432157,0.5711957160828599,0.291452505207611,0.48302363239485835,0.8188714277069804,0.8185175725311085,0.4664876882227822,0.13276957280186877,0.13818464601282113,0.3527600328458411,0.2043200627803593,0.09251383832834216,0.2064851945108818,0.1185656207566238,0.2179596058624535,0.916700139323125,0.7908816408190639,0.6083458294774151,0.23825214751255594,0.30249562463106183,0.3089600104248925,0.17075445058208258,0.09838225344618476,1.7831913407335325,0.5647920308980019,0.4617818913679032,0.9883778488604008,0.9186797860000274,0.2572001699720931,0.46503746743037977,0.8496842876687497,0.3162773815314272,0.250314304203186,0.351668353252725,0.3525884569543791,0.20752546130028168,0.5599145662614854,0.5540976242995217,0.055085248290137036,0.0993760135820048,0.22212293508835854,0.377335245692194,0.1740210244337251,0.29612821384730537,0.07725083839494921,0.5186730533446742,0.23585153926294702,0.9363574121851794,0.4119368294677629,0.7870337176476975,0.42365563684959945
