time,ASGL,AVER,RMER,OLLL,RMDDR,RMDVR,AIZL,RMGL,AIML,IL1VR,RMDL,URXR,IL2DR,URYVR,SMDVR,FLPR,AUAR,CEPVR,SAADL,IL2DL,CEPDL,OLLR,AWAR,RIAL,AVDR,AUAL,AVEL,AINL,I1L,RMDVL,CEPDR,RMF?,FLPL,AWBL,AWAL,NSMR,I3,AVAR,AVJL,URXL,OLQVL,RMDR,AWCR,OLQDL,AIMR,OLQVR,AVAL,ADAL,URBL,AWBR,ADER,RIVL,RIAR,RICL,AVDL,ASI?,M3L,IL1R,I1R,URYDL,IL1L,M3R,RMEL,MI,I2R,M4,IL1DR,URYDR,RMEV,CEPVL,URBR,AQR,ALA,URYVL,I2L,ASER,SMBV?,AIBL,AIZR,RID,ASGR,AVJR,RIVR,RICR,AWCL,ADEL,AIBR,ASKR,RIR,RIBL,RMDDL,AIY?,SAADR,OLQDR,IL2VL,IL1DL
1467483.0873461368,1.324711872949875,0.6431053299205881,0.25262613447390053,0.9532813734506154,0.3188788895423868,0.2074075512322704,0.8199897477004899,0.7133703667944008,0.6215347347872513,0.16841123025488366,0.9960734038510414,0.38619776622355734,0.1131313915812384,0.5609539862638302,0.7090856452385312,0.2693166576976519,1.3481490830097576,0.3432952572120337,2.1838795100339055,0.30141544538836046,0.3714553350103956,0.6977692829638381,1.0681669872363524,1.3745833787550468,0.26796982652612594,1.3824873210044688,0.7344848324585719,0.9250457645603014,0.17783071683194662,0.37105823511596053,0.40393980015273634,1.6156389804323286,0.2857918377725363,0.4558645136459276,1.5262828957798156,0.35046223541553445,0.5780525270454944,1.4392005461324209,0.31331030427877316,0.358444364758872,0.7444449606729705,1.0211332647523046,0.6193177860324937,0.3955044301495467,0.4890811749905834,0.3905501521810997,1.1352317969740098,1.3779424329105256,0.4893965849281996,0.4785637437523814,0.32066527602577144,0.6319853530343532,1.4476553248509538,0.6110188202310363,0.2716051266136874,1.3281765040022055,0.24375851417702768,0.9775539887624864,0.1452551200549234,0.46728673395158926,0.6841353555571904,0.13352275263035937,0.23391931969755317,0.08128375177492078,0.6106120528644703,0.8799437295735589,0.24634852721664247,0.5555663591024739,0.6935564646697596,0.6740745415048788,0.3338273919833685,0.16364815458499946,1.5650155192484747,0.8075593520495375,0.8987660553398383,2.496572375943995,1.242603916704716,0.8932124030926303,1.0583103255185078,0.5669901561234794,1.1497422368309629,0.3889617802521149,0.7190128442718707,1.0573718298115746,0.41805721458773215,0.3965144361793404,0.9740395943130241,1.2233204642125577,1.4454931809916687,1.9088596281084784,0.4405019401665611,1.0294539766520088,1.272551938168089,1.1166050189936354,0.10294236757196386,0.35950642213593537
1467483.7179214833,1.2924174993216937,0.5958476504495213,0.28285093530301386,0.9401614275261974,0.3663706166311775,0.19272116864427744,0.8424706054517842,0.7017619144958059,0.6379191306833931,0.16688876990054344,1.1276934053981635,0.38815533881458525,0.12085862827309508,0.54188166000991,0.8169999481903159,0.28730218615789754,1.3483290716717171,0.3315563290996026,2.3323727450321283,0.2706872757522766,0.38896388347257976,0.6956203585844035,1.1899539108721822,1.3520231239228724,0.2520241255461153,1.31276163812642,0.7324256685624142,0.935362583053423,0.18813894023326286,0.34088902577055435,0.40752605793186614,1.5828210841363637,0.2770684053160705,0.48828377904160947,1.4374078691995784,0.33508769828527885,0.5183507643955343,1.5716831099134825,0.30826351494511883,0.34603733568717754,0.7010810400521463,1.0916494214588168,0.6312631562826676,0.4413167939732185,0.49645589249837285,0.4762928668762429,1.173635814491627,1.3008723548633958,0.49623046801798215,0.5006453937008908,0.28982774437803266,0.642874198729553,1.5095578389721447,0.575732799198667,0.2719200740152993,1.3283538261654695,0.18682129102095343,0.964062075414823,0.1330351350716094,0.4696723576468995,0.6578803683035915,0.1403465204714055,0.23251532160812852,0.08540485014547694,0.7433096164344082,0.9588117842998878,0.22882869362574834,0.5439231880483155,0.5261127162013172,0.7626911920567289,0.34795588946366895,0.18241452803382643,1.474488516974334,0.7517589592429753,0.8424115316901828,2.3763654136742907,1.1519236751726198,0.9361241349159218,1.0527061201287204,0.6456632709062124,1.0232993415916838,0.3461548755430495,0.8847303619893158,1.0289135892840777,0.40730774040083123,0.3913517486938317,0.9840964352102123,1.357056120679301,1.4253364433663636,1.803845649939189,0.40348404269591887,1.0360537239035923,1.2484528441404787,0.8728091487840809,0.10248981105542024,0.3512888002822865
1467484.312384603,1.5334858102215774,0.5411021607073013,0.263952359536286,1.025287843406884,0.37231563945392315,0.17892127057352816,0.8394899758639831,0.707478679042932,0.7271680688021276,0.16214216371514711,1.2255639318072067,0.34154911227662405,0.11939924184469372,0.5201796048698162,0.9397857124018489,0.2822817651000027,1.305924586962644,0.3207391398573145,2.0752386496520594,0.29607983888222744,0.4660491518557226,0.7259435615994846,1.1119285432471788,1.5038293526617719,0.2613605235673781,1.2691850205775057,0.6205596412116906,0.982151125027824,0.1717440814991377,0.3482131453566097,0.4518200540393504,1.6680979425075741,0.3106716393062289,0.45079842589676533,1.3308815146333566,0.3282085602154793,0.47846861704547766,1.461110043311796,0.348971502551677,0.37075288521004396,0.8290833629791021,1.1909909292100167,0.6983167771723424,0.7022769955888467,0.4717218089789018,0.46977239543701,1.078419346862512,1.3119216285862927,0.5742038681806295,0.6019431854840416,0.28171618352296396,0.598304030533735,1.4139706904006677,0.5232496186723342,0.2772196375520989,1.3060059327074405,0.15696931140740314,0.920097107415242,0.1284294366060571,0.4395140719407288,0.7047153700947749,0.13517663526833185,0.246691802708575,0.08420442400066555,0.790035625182715,0.9651905511804906,0.2164953359930677,0.5272500727465367,0.6533759862308152,0.7522839995856283,0.32242833240761176,0.12211323480575924,1.4983434270706664,0.7725524571225897,0.9507812741411766,2.503627331047148,1.094338269126961,0.8009484458607481,1.0728470063445215,0.5808780940072125,1.3266582427188192,0.358883217651966,0.8030904010555976,0.926582929133271,0.4310303009381369,0.3998646569176318,0.8939836760399282,1.3716793435451047,1.497398099987341,1.8400519640357034,0.3473936982763841,1.0019721011825786,1.1661635163521695,0.8684449438488904,0.10316462940486555,0.4006440033254173
1467484.9124035463,1.4771357040494333,0.5377606940580392,0.24486837943169146,1.0733753211764672,0.2862889013256094,0.16731310563666724,0.8228751056818628,0.6852562848249588,0.7642571686168808,0.15655709712317237,1.16261329582612,0.32093805937016073,0.09529907768060861,0.5142159190772638,0.9859632072344656,0.27851716978709856,1.262602581444659,0.33905592429602005,2.1378362606097046,0.2766541786848437,0.4621382303030912,0.7196214086378935,1.1007238566732178,1.4830746320788046,0.2667531733273467,1.246279007646878,0.6085455707111621,0.9106904033074238,0.15551484895256373,0.3658702261345848,0.39961159143366315,1.6724202672023345,0.2931932871931768,0.4665735337820067,1.3177215957429522,0.3061888815444419,0.4770873081401897,1.3651247591233848,0.3709188531453453,0.37223295470278533,0.9620183195329831,1.1975594181581162,0.645372720165366,0.6743445605443066,0.4898464669186839,0.40694391421226245,1.0045733278893894,1.2698426801634326,0.5984807974830721,0.6007261587381596,0.2837048312969575,0.5734049345005676,1.5045376417477418,0.48127495607311505,0.2679805745485518,1.2821857127509102,0.14244875406846785,0.8340949491009243,0.12913839579543873,0.4478729537449655,0.7847496181599233,0.13019713264342092,0.2584477387865219,0.07358576619750319,0.7031627041573111,0.9567623679517512,0.19980579571683157,0.4896050925409405,0.6938665287982774,0.7821313617879346,0.2956585760945008,0.13021825996717645,1.6483978146638605,0.7506854541908318,0.8991260807257421,2.1882345579108424,1.0377265437625165,0.8236811479896236,1.0559503971313948,0.5746991443814021,1.1998371445136158,0.37241030736330244,0.7337349956424116,0.8547247927886684,0.3921599214290531,0.3820567691262738,0.8354573945258191,1.3839951190228699,1.618987148471897,1.8872116323360097,0.32399929841613395,0.9747025363846649,0.960083781113928,0.8387048081009721,0.1139737285426997,0.4485706274702378
1467485.487421592,1.3831624661342872,0.507864389712077,0.2371453299761162,1.074606129274128,0.27378037849430004,0.16652705948765012,0.8158109141085705,0.6988959491450601,0.7557044868580405,0.12243257049655404,1.1147429520775756,0.330533709426298,0.10036229031621773,0.4966424656484625,0.9851497141153546,0.2735570724787418,1.2337483015954602,0.3392933913888217,2.1398727144163043,0.23611490334058996,0.4309486203993502,0.7589967261785743,1.0319919772248947,1.5537729956515087,0.2607622014663758,1.3346705588831242,0.5296929207264707,0.9767196332164884,0.14955479201748026,0.32829620298993883,0.41539978303690994,1.7615369224159374,0.30258187066073594,0.4735391808622221,1.3053572727580318,0.29974870707777024,0.5116400344948148,1.2843622331105315,0.3474360013855973,0.3939798084493026,1.0683650415690176,1.187824069041102,0.5772938062238537,0.6018120759862569,0.49215497175606865,0.43173354892103244,0.9678832698672692,1.2734485394239463,0.6588815919728346,0.6282404408616281,0.3049617280704271,0.5760295438505194,1.447496175791684,0.4332731311396861,0.26773670923451326,1.2567445792159724,0.16817431324456042,0.7932743561048061,0.12262447107726963,0.4190826263106184,0.8278258516768745,0.1314339912950421,0.26660623750850604,0.06332719163614865,0.7572598915648932,0.9165393158724128,0.19761967570544647,0.46293763872147664,0.7461829516616834,0.7793466384022026,0.2733391293616671,0.13755591352199045,1.4116072833313598,0.6815109829201604,0.8953020592980769,2.2720597264297258,0.9820636934696901,0.763333447016489,1.1319921761407559,0.551756758459081,1.045490300119005,0.38681370632267625,0.6934327484158276,0.8667432493815043,0.39870189471549194,0.3566501565569402,0.8106289751990103,1.3297362856535127,1.7067324341775083,1.8448451353136992,0.3538549718932522,0.952393055112348,0.8836747598266733,0.8045094897321425,0.10579366132156597,0.456891793698218
1467486.0874403242,1.2218171183922188,0.5263732280730777,0.22247479134242384,1.1151583721231635,0.2837751666495408,0.161650783585616,0.8730111249389012,0.7084629796562735,0.7064951093416357,0.14126170331422702,1.0209816696354443,0.32692837381232737,0.09402464585748474,0.5120946207927376,1.0024555815429375,0.29519073932851303,1.2073682934409595,0.3455991379734808,2.0573483809010376,0.2659416117053683,0.3988015161353229,0.7400831830006922,1.0390735451874,1.4493917740877094,0.26240858553308655,1.4028845660242595,0.49205227936434404,0.9262129293423871,0.14386146290394533,0.3213286639069981,0.3918030873441465,1.7578520747268886,0.3029779676875472,0.4471708928563399,1.3802353421662872,0.277985909491694,0.49280338507794264,1.2057800689034155,0.3610594144321058,0.37676150690249466,1.0381572545831783,1.2214483901574722,0.5386129534762794,0.657136887221934,0.44011536358822645,0.43517718279060263,0.9653196974701767,1.2622683196733269,0.5987059729904046,0.5511009770148227,0.3245538815420929,0.5541869053143237,1.349049266650868,0.4496830888836227,0.2668611117637236,1.2295132556818038,0.13817078150055445,0.8778796137932838,0.1412855650884355,0.4463521030400403,0.7593985938100912,0.1325988595426067,0.2824558902423495,0.07257133422905726,0.8289338867372804,0.8342804675340895,0.161129589435448,0.44146969913232365,0.8265061329861014,0.8139157095708325,0.252630948811024,0.1252017880882476,1.4098172516351415,0.6924697331165646,0.9129635065887803,2.1841750031490244,0.9273257480605277,0.7236566745182742,1.109062954966862,0.518299582010279,1.0136923868054546,0.402181354142395,0.6706480549729891,0.9767310102633524,0.3998330968362136,0.3947061595216751,0.8291927021134317,1.25169519586163,1.6202680487190582,1.8340016174077158,0.3848143792402639,0.8689979691673124,0.9825674541245677,0.7637999524420356,0.10184460201197029,0.3966636853907938
1467486.7079142532,0.9948579733376146,0.5866214676063165,0.2319212788757922,1.0088832267211336,0.2554960944516227,0.1852407327411629,0.8564960986595165,0.7051057470804737,0.7100111374130156,0.1577513828571455,0.9822346867399431,0.3391505534029961,0.10402221942588198,0.47767748076514344,0.8729389130803717,0.2803954051953649,1.3286304537312528,0.3589877860060179,2.1652791184406905,0.2946592889011038,0.43713350483311814,0.7647614375049747,0.92231585059186,1.2987908941676298,0.27676500010144167,1.4134783933752197,0.48071932994951794,0.9133958315203505,0.13852088255077155,0.3148201876153899,0.3140579111320596,1.7475732863548172,0.29054201891180104,0.4257277155686618,1.450910429879623,0.28818491515417105,0.5032568641085075,1.1612909801553735,0.29821242261604125,0.33345440432782725,1.0194177503736435,1.2270448270393395,0.5730597885164931,0.5543345496217829,0.45777425239992914,0.4457630975085166,0.9117102990317876,1.2286930335915587,0.551036621823591,0.531870130629727,0.3174657354104772,0.526470954917375,1.3107755023391698,0.5008903825365307,0.25737512177575067,1.1484511946173661,0.1657663482480689,0.7974168885901466,0.12615515432393903,0.44974312516484266,0.6902402041804837,0.14106334184137134,0.28204580355165304,0.08177147730269867,0.7487615273014678,0.8447877621339612,0.17688068032397777,0.45788327222664976,0.9387009097446035,0.7651629702804523,0.28939992401911613,0.1481081777651289,1.4501921178784722,0.6655772963432424,0.930107058851547,2.3888953012002685,0.8807956269462114,0.6874055472703008,1.0396072239991336,0.5099532059494258,0.7388637056279558,0.32308077562862164,0.5035401497060918,1.13123161613515,0.40086873505362486,0.3695341601672911,0.8338633540792177,1.267950497452689,1.6041215748952575,1.8299892679121184,0.4402415098444587,0.7946238636332195,0.9150617698159137,0.7705217970156288,0.10245113662056261,0.37073419777101896
1467487.3124787754,0.9032707231953686,0.48185021461385047,0.23217452155034193,1.09998594400993,0.26107076341168683,0.15570109712124877,0.869719085137961,0.7162742414171824,0.6725422389542829,0.14170790117544532,0.9703849448357367,0.3074925621741674,0.11293759233229589,0.48677329297875954,0.9208568823618912,0.2866253635053623,1.2778081875311191,0.3446543766002823,2.2607498430320065,0.29532531328272776,0.3995146163539013,0.7801725209073279,1.1679099838646498,1.341164643770811,0.25797534719108867,1.4236194589013542,0.4597077191306186,0.9621458170297014,0.13485044718258837,0.31966594179197483,0.35278679957755715,1.791344400828724,0.29986877964092357,0.434693502270176,1.6230397698064989,0.3013035584908802,0.4842428552902153,1.1473240264522293,0.34039158770050787,0.3582264762776302,1.0756629494040768,1.224603787248688,0.5876990316320291,0.5584569220845251,0.4498031694613854,0.42213873762663046,0.8996063389227708,1.2399979266232786,0.6297244372459395,0.6871992866771165,0.31427295682891554,0.5667244826241308,1.3446073393151734,0.46839007729036825,0.25783110025200906,1.0602503280161226,0.13487351408137493,0.8576247097730415,0.12690875138374802,0.4236159986365787,0.7927780861756917,0.1460500792033514,0.3001432590730892,0.07914425269115286,0.9525243588594043,1.0590302470862998,0.16605636722051142,0.48504120577863674,0.9044559687821927,0.7733860617779943,0.2894082408162402,0.13092862209674128,1.5010873213420652,0.6419823527185593,0.9504931621345637,2.4308511711317418,0.9208568823618912,0.7035275017207075,1.1847274736633209,0.5182917178978926,0.7871555465574244,0.3795214242330439,0.6614752492079197,0.9681477742692675,0.3715765312941879,0.3738988846147766,0.8313150548001662,1.1909561191420772,1.6473310881572816,1.8684131654549856,0.40801216594174566,0.783378129759622,0.8773020495279913,0.7591414895120223,0.10974579048714213,0.35069399652921573
1467487.9124975135,0.7951529753291723,0.547560790139451,0.2447108731942113,0.9985817375054191,0.237241301035214,0.1759612601774096,0.8173571212519349,0.6966908301814703,0.6596498114795527,0.14511716831429702,0.8703103591485168,0.3050136454015962,0.10238266426587991,0.5085410333101017,0.8282925860268213,0.2784867563364843,1.319598783871341,0.3373974163307406,2.3074234416841204,0.29644166059117094,0.40543228629043726,0.6988374038964509,0.6693617019637237,1.333933172685805,0.2688071596774954,1.3927272345341986,0.45764632249705994,0.9138213747791687,0.13113421849291942,0.3184872366543864,0.30526432906114626,1.7857375449700175,0.29489989903368835,0.46318491171296816,1.5220042040646624,0.32390151967751096,0.4721801962226552,1.1306907030036568,0.3473037307998642,0.3432802430770202,1.0402378780574975,1.2937795663810354,0.5660043803369722,0.5142952445058687,0.466628310784544,0.5010077643890347,0.8935639336613221,1.2408167669237984,0.5499668341262474,0.6441580474766178,0.31777572261505216,0.5131432146070258,1.3182948325038792,0.4819963090439151,0.256697986747116,1.0633130696483948,0.1613795049539627,0.9218508642916409,0.1230508224265054,0.4287758832536495,0.6982539577233322,0.1404836025891739,0.2854979648613097,0.09383650024740434,0.8159283924338171,0.9494045907384439,0.16193496130594517,0.46744408331492643,0.8709351973550851,0.7522712764115032,0.23135822834107925,0.15877525474387794,1.4506825241486525,0.6592055130950443,0.9689361699754602,2.3916778879141107,0.8185655530223466,0.683988222752237,1.0823441870411876,0.5250528254136548,0.6927893615324541,0.38449848014899213,0.5318824832027882,1.1515017446239817,0.3816443026717462,0.3657904229509231,0.823709203047054,1.1605938739266501,1.7180822785076126,1.9567821012697235,0.4304911213151395,0.7673416262417571,0.8228267475188431,0.7123479587476336,0.10691447683850402,0.37010023919022134
1467488.530698757,0.7922562141409188,0.43997699368367876,0.2506446496841592,0.9959204079069878,0.2586919490664062,0.15373554153421445,0.8767735753835556,0.660698153000624,0.6627248344515461,0.13793268502480446,0.8862283973471304,0.3185068414324056,0.09919568424356016,0.47619617449039636,0.9036195057784511,0.27487274469420153,1.188404956107824,0.3388175327341163,2.3503992257150537,0.2662267941448043,0.41100258296071246,0.6941673495329955,0.7470424306644396,1.4514303641946427,0.25239598752215964,1.360743584902078,0.44660689427593764,0.8509123099623997,0.1261549594921076,0.33351602636509997,0.4147730256902881,1.8174867045473126,0.29157039510696897,0.4511230775236652,1.5487870061356617,0.3282459165040719,0.4988279866813193,1.0847891223112058,0.36492518095143484,0.38525957287635576,0.9829845619896586,1.22031505890777,0.5336299392404811,0.4605317367451912,0.4771913598080356,0.36848316279199567,0.8432847801734168,1.216614980893758,0.5471689482656817,0.6006001658072365,0.3323757579512341,0.5565717637888009,1.4427539912824665,0.4441302784724697,0.26129085016640535,1.1102003064921646,0.15020622710142098,0.9840257589258055,0.1274258246520359,0.43740222601646184,0.6658205346897679,0.12247439059183286,0.2843397019583505,0.08205287819538955,0.9952848361710457,0.8286356850273968,0.15797650524847287,0.483405944959024,0.7740105011405726,0.7696362086649204,0.3239447631153979,0.10993600558214861,1.5394965315390396,0.6731500004754413,1.0819583688708727,1.9977725607920243,0.8441859519902981,0.6892975074027733,1.0817304442092188,0.53077369356661,0.5754383608034608,0.39307376992542264,0.6494175675662458,1.100330513748329,0.36404356799349435,0.3384743957118072,0.8064522750081295,1.189627661158241,1.7673781965550024,2.1325517321076353,0.3807482920987841,0.7849725347358933,0.8420582527464472,0.7316076697002983,0.1022552913874362,0.34405898043302063
