time,AVEL,RMEL,AWAR,URYDL,I2L,SAAVL,I1R,RMDR,IL1DL,URYDR,SIBVL,RMER,SMDVR,RIAR,SAADL,M3R,RICR,AIM?,ADAL,RMDVR,AIBL,SMBV?,RMF?,OLQVL,RMEV,OLLL,RMDL,RMDDL,NSMR,AIZL,AVDR,URXR,AIZR,AVAL,IL2DL,RID,AQR,CEPDL,AVAR,RIBL,I2R,AVDL,AVJR,IL2L,NSML,AINR,RIMR,M4,IL1V?,AIYR,CEPVL,IL2R,AWCR,AWBR,OLQDR,IL1L,URYVR,MCR,AUAL,AWAL,RMDVL,RMGL,M3L,IL2VL,FLPL,AVER,RIVR,I3,AIBR,RMDDR,I1L,URXL,CEPVR,IL1V?,IL1DR,OLQDL,IL2VR,SMBV?,RMED,URBL,ASGL,ASHL,M5,SMDVL,OLLR,RIVL,IL1R,MI,ADEL,URYVL,AWCL,AINL,MCL,AIYL,AVHL,ASGR,CEPDR,M1,RMF?,RICL,URBR
345357.71254042763,0.42511333969279114,0.193054416468233,0.8099142075181623,0.6079120757606913,0.9687209148746647,0.8716551566709098,0.049540100342685814,0.7640768169857174,0.27632367080031417,0.4585106431782012,0.7626767983872792,0.2504236867588198,0.5719117369505414,0.6896967628671289,1.0596878637487777,0.3486941560099203,0.6352268294260097,0.8416248120222563,0.48173582775508056,0.3722168168314735,0.895929990649483,0.5884670767043728,0.9316175628813035,0.419173632351774,2.308052366568516,1.0036405970244837,0.7268913277463157,0.4446088413820569,0.28117145449856534,0.9085187358131542,0.38378287611154754,0.4182057413226668,0.5927735512217962,1.0770177688078462,0.15941750238479666,0.739427610958304,0.06622135901532585,0.47458980747624585,1.0042731261344753,2.5311248245308784,0.6967135289409632,0.3021638934090917,0.31355877537624305,0.11311495295919294,0.25790209274695997,0.5714100599883041,0.5874050360409194,0.5802797086806598,0.10979748508621756,0.22002157257185176,0.4558559992863941,0.19022281685528877,0.4908171315253562,0.49520371111167416,0.34497337178566073,0.25884334126063496,0.6615021210068127,0.20468420059282533,0.6447552318673998,1.2233079176055577,0.39080718831991196,0.46715006546783583,0.13763247970896877,0.1043293255448867,0.44135030752827964,0.43953238864143546,0.5632496886816956,0.3411403343213755,0.7492714389576741,0.336306738303743,0.0782917067267557,0.23449485824797303,0.23496910782339644,0.23604710229656467,0.31627408103650423,0.5836037124340887,0.09299354305779806,1.069192093046442,2.2643189690581305,0.4900139762192239,0.7150480954920411,1.5572197275317468,0.16036641608946806,0.5996952567728642,0.8283528386407629,0.6088487661701839,0.6568349551810748,0.292318454140053,0.6092739823093828,0.5349221118585693,0.3811360976556058,0.6908091770007855,0.29141479406436155,0.21479055909919326,1.1711731742529874,0.7280909421087643,0.36226534247182063,0.3297689898439964,1.4271367881450336,0.8515635137871318,0.2957592806731192
345358.31255927566,0.44586485649808516,0.1930742685478772,0.7728490529049397,0.583634088289726,1.0975685668591963,0.8467353464027387,0.06385214546769652,0.6371112692616434,0.19917267429491212,0.4357960178711976,0.819485621753985,0.19456564281005317,0.5551046235947368,0.6897676854355802,0.9551339363508891,0.3070578728713228,0.6505788681461153,0.7561872988622129,0.48323861960077036,0.33688635195025135,0.8881329579750169,0.6672603775857592,1.038291046897407,0.35578262515329917,2.1088502967011604,0.8972815074683612,0.6568009208951613,0.3435315981018943,0.373941765972007,0.9086121601783235,0.39587626585063107,0.3620965481973147,0.6170968901394547,1.086561783960109,0.1512374597724426,0.7395036474255988,0.10235262429044094,0.4072140889151878,0.9927210841373835,2.2597540331623915,0.972349930759189,0.2700746742370589,0.3046958892338511,0.10214626819308117,0.2699252928961861,0.6042106530693772,0.7314187533564095,0.5117631214522047,0.11047285094078958,0.20009099092844396,0.39777951712875914,0.15019135086097313,0.5035430920402781,0.4826697385203328,0.30951433585429344,0.23222864334805926,0.567941629521394,0.32578091390006203,0.5682005497992703,1.323703267083938,0.3561680606131648,0.4671981032204816,0.13764663266645508,0.07946226103059792,0.43976932640045385,0.4875292131940223,0.5633076085049448,0.2984808373162579,0.7803572692717058,0.3082885657485626,0.06898657055699323,0.23353697373311877,0.254595723737529,0.20713776067553585,0.20470524858088188,0.47537107726004796,0.09529382261523811,1.0651069965224012,2.2397162491790605,0.46707394746623754,0.489896878990156,1.665952288982709,0.1742760900080481,0.5891922171004929,0.8277212225226963,0.5146462939674283,0.60662652933115,0.28573440947748097,0.586362438002353,0.5814251737259268,0.3188677910586814,0.6908802139604764,0.29144476069142505,0.19174429126584233,1.1712936077740528,0.5225888797906167,0.33067770924603995,0.3298029004914208,1.497238965124721,0.8498150988621822,0.23687321621502044
345358.89507765195,0.5198088391012639,0.17421553561729097,0.9306690416908241,0.5582611160982137,1.1798699848052732,0.9367953388668618,0.07624289745931098,0.5890637740505625,0.20649118061896726,0.4146337691856396,0.7804375145980958,0.1558536672687983,0.5384035778376669,0.6898386152971073,0.9651382654571511,0.26844905396821417,0.6688660581904167,0.705497600503427,0.48663771412621376,0.33252881066449985,0.7901389084324885,0.6318955951288515,1.0109707883502717,0.2903711113839566,2.126536704512048,0.7943870753245577,0.5917794305738874,0.33701098406872076,0.2522520466535736,0.9176269674450671,0.3854679264853589,0.3618072043069121,0.6327903779030356,1.0901965662226936,0.14976283429507514,0.7395796917118392,0.0939157050014571,0.42576544995538207,1.0480036720873105,2.080283358096792,0.8711994125445726,0.2637152322666689,0.3645306398309383,0.09319469025584905,0.289157217554017,0.6051468536088287,0.877015279726645,0.5078787026269274,0.09579560217278842,0.20992000096134864,0.46238563288061224,0.1766816002767138,0.48343784403861795,0.47120610396984003,0.26886801464549587,0.2246720594555166,0.5931453723575393,0.2964080759921764,0.5938032930085358,1.3718450017742474,0.3345974605519572,0.4699503688901163,0.1376607870793115,0.08225610216964356,0.4324320799775547,0.48757934656546376,0.580326516094493,0.3070894481000026,0.7904594516002096,0.2896957098287134,0.06440827375880205,0.24156650673162156,0.2029913301000017,0.16317135251708603,0.19714384322469303,0.436523843580169,0.09771027894090992,1.0296528553941264,2.204463538146447,0.4480485390311513,0.3923920725722255,1.5982609912477408,0.1623691334781623,0.5891268622760576,0.7927192730023322,0.4973218495778803,0.5917636080175233,0.27096127773529644,0.5639703552558983,0.5527610065800046,0.3078276438887045,0.6402637141853337,0.2914747304000025,0.18624023132749484,1.1288068174664931,0.5649287016934009,0.32137267824418875,0.3296281231899111,1.5283992859534556,0.7677236202500065,0.2655908740324347
345359.51714242256,0.5090246644169852,0.152519928977046,0.9080099916148504,0.6559866587051889,1.0872084340776635,0.9731250504980038,0.06795645356475787,0.5671415595797525,0.2118945891774237,0.3948698913115001,0.6464402252922139,0.14077970038062176,0.482618756047389,0.6899095524524599,0.9213630797268335,0.23656619614607885,0.6398354720325232,0.6158458183030532,0.48474699343837135,0.2581250651374786,0.828176785338507,0.5625164065700667,0.8894346561719432,0.29679763072433013,1.6321288840875336,0.8601655319959,0.5560547570246009,0.29289337518472824,0.26495155919605834,0.9245846289566476,0.4010639288222687,0.3290582427595834,0.629991849385869,1.2268149702884468,0.11517038496585419,0.7396557438178292,0.08275716284971558,0.4551643956734357,1.1561334798495362,1.8940425841473132,0.764312554773396,0.2502853866830108,0.3033756482027379,0.08339047741456992,0.25996966564906504,0.49544995796631613,0.9041413399188553,0.49139364252097784,0.09905439253035923,0.15776014682599765,0.3829415300114652,0.11517038496585419,0.41609945536050547,0.46068153986341676,0.2966617965683922,0.2187986398479844,0.46068153986341676,0.383901283219514,0.5947423054321359,1.535605132878056,0.2898531776918419,0.47239378240231716,0.1321786696654529,0.08514246281304072,0.40980029516208416,0.5408811601635257,0.47127192009016194,0.2768863141147997,0.7202029464172014,0.28702899679963656,0.08221795187364095,0.2342588313719075,0.21576224018919518,0.140981367686177,0.39457477181126727,0.37780761205729946,0.10391312929250002,0.9017596099454115,1.9151189728607756,0.4177366505541152,0.39549075592048044,1.5803126240884298,0.21877114221824356,0.6128035471719454,0.7466970930487609,0.530169816826055,0.5741827888152731,0.21835772409711082,0.531695690277145,0.49223506999104805,0.3313384551944766,0.6066588179271332,0.2915047031904106,0.16965457982231213,1.0685630983814163,0.5448059949689102,0.2651893735007122,0.31379757063160274,1.415469463176555,0.7245264217851918,0.2739187534323019
345360.1376164872,0.632479927147171,0.12577968801363199,0.96753071614022,0.661852059986823,0.9595632236693195,0.6910933686715857,0.0660165449503662,0.5386299362915419,0.2032872597418528,0.43677664482811734,0.6323730170851111,0.13920216730768667,0.4607289124477238,0.7100184939704298,0.8858459282811308,0.15997531682212632,0.6099791235223385,0.5424430969195843,0.4525016104397287,0.21992497935571106,0.9286454834359738,0.5792020613628528,0.8464956739339906,0.28678024142154235,1.5956126306093965,0.8256487544170219,0.5152237300490674,0.36405811385378173,0.28010223654492294,0.887061560311924,0.28371201450728256,0.3226156686704885,0.592365744575645,1.3132849360221606,0.12758646806244658,0.6857854318922341,0.08296083310955799,0.41821776591264703,1.340745512414011,1.666906851777158,0.5311933343514933,0.2573157205301549,0.2955019921216435,0.077713310533351,0.25545365442646073,0.5275521898256379,0.8779555241493106,0.5283024862733899,0.09296607135443685,0.16261020439331428,0.644205028024251,0.18429156497908952,0.4715152080568678,0.39180096491617455,0.2692571566252931,0.21410343578453048,0.5007922961388301,0.3325562074810638,0.597288451594279,1.5130109964332656,0.2572126878125422,0.44992290384020783,0.1366420348704276,0.07873215592461102,0.36761572016826255,0.49394761146433086,0.4655181942818998,0.28596966979513894,0.8245964214486232,0.3015064206459369,0.09477199438205966,0.22626237124892903,0.24681906023985203,0.1395165016567051,0.23431356118769953,0.35260859684159834,0.10125910163686237,0.8261346016304013,1.6753778634462682,0.4267804662673652,0.36200128835178297,1.5995116960449278,0.22364106963668312,0.548529903621455,0.6924564719628511,0.4645683200514548,0.4280320218869176,0.21020756630427398,0.5167390939609765,0.5242215894281522,0.3545752200310273,0.5759111405596548,0.23421670465569905,0.149357174914372,0.9901379112230585,0.4842698057844688,0.26231281146658725,0.227989564922585,1.1286495251677968,0.7056733975465136,0.2822483427607677
345360.73763533594,0.7340505397595702,0.12043449760916675,0.9856605853586328,0.6456074570398284,0.7944418791438377,0.7121088116689309,0.0638583796560374,0.607265861838041,0.15626961337453746,0.44925688265584024,0.6655657520827263,0.13604642654442098,0.4047359303205768,0.7385044646397374,1.2695857349466735,0.21758880356550667,0.5744743354640115,0.601981927131895,0.42290426607574705,0.27137744681428766,0.9639603091430963,0.5151986863487124,0.802567310009005,0.27210187593182805,1.556865343158545,0.8012454545056962,0.4947933314399204,0.28757669157093246,0.2984903010066218,0.8389021242187933,0.34676978518505247,0.3254069843950748,0.5392062966954984,1.438682804446668,0.13552243820688997,0.6326447916294177,0.08319571901034079,0.4245354581132688,1.5666393856716478,1.443278114406498,0.28096115238013775,0.26443175399956054,0.28524246517831126,0.09424969566206438,0.2327152979310232,0.6310631796503442,1.0699674147570188,0.5097950441484712,0.08456600144109934,0.1835940513706556,0.4226956047874403,0.16867703469678982,0.49763839309569996,0.5474569781030802,0.2637547038757541,0.16533737461240575,0.5363133866089055,0.27193354813972676,0.6000807496416709,1.7888961843309474,0.24914478348080785,0.427157418966266,0.14349434633670702,0.08463237977818026,0.3588600388655965,0.6208354221856686,0.45868185222204666,0.2954978380902405,0.9346428153154718,0.2944180969253059,0.07376960306335636,0.21747553505766412,0.1615992675490688,0.16262692584826796,0.16687573742448397,0.31732706757500084,0.09215525798068518,0.9015188280719202,1.426699919849126,0.38146233836267224,0.39949077351232987,1.8625745803138485,0.22860219033968412,0.4820144756103974,0.7268583728054041,0.4607762899034259,0.4947282270542046,0.20061008540013098,0.5023741494085963,0.5583128768172898,0.4215374330989979,0.5808377175543186,0.1510741934109593,0.1671240048267088,0.9988084847008393,0.5035287291728159,0.2594985603788247,0.28642850453456203,1.5105861875184476,0.7222979679567216,0.29057964228143973
345361.3376541272,0.6322043767797516,0.12474097456691782,1.037891153673477,0.6870462022353445,0.6656341932225898,0.9984512898338846,0.06144315629746983,0.6487323541116353,0.2835837982960146,0.46947763790672375,0.7063720523249268,0.1471253559049507,0.5202847912285752,0.7469350652509811,1.1308989099138897,0.19084616728759568,0.5441050587787991,0.6440751910129513,0.42188082669037386,0.28739540848816536,1.0615965308304294,0.5671675965920292,0.9129251298456873,0.28966059397378635,1.5623647497030428,0.8519695383515147,0.4632748619769334,0.26198430345495516,0.32127847571036167,0.8935483400577168,0.40735794230366734,0.30592495887605775,0.6014961616489152,1.6021382594145954,0.1279020804559576,0.5734112739692853,0.08980153612707129,0.42730922334149474,1.7853901437222908,1.3720523945382828,0.5552092436518359,0.2740504414404194,0.37238276543921106,0.07880256105065833,0.29402246571795376,0.5954463180513229,1.1911543296657507,0.5760295902887796,0.08714293801804615,0.18508491753541118,0.4530131015152437,0.13700163228489895,0.49198256821817477,0.494078988783778,0.26463141573662746,0.2165619443271478,0.6247408173870255,0.19927510150530758,0.5161225128987467,1.7824753210154318,0.26727772989399373,0.44477508663093834,0.09830905007595174,0.09963755075265379,0.3888678164341529,0.6457050257608357,0.4504291533085194,0.301630040005761,0.970060726369587,0.2651607209125148,0.06447738623808563,0.27748522198857345,0.17521812632358316,0.1295163144037005,0.25657581750591796,0.3496838453988356,0.08346994817769486,0.8040902852194394,1.3533049614885762,0.4377824886194725,0.4653862828471725,1.7527757533072865,0.23365707324389934,0.4549904611901247,0.8317305303681892,0.4553376761330354,0.43202219271658476,0.1280065756197288,0.5321645754634415,0.6144315629746983,0.332914440014808,0.5765036887170009,0.19221522157229867,0.15977193130321207,1.0293723587498191,0.4715405018177917,0.26674026815964225,0.213715326252069,1.6566319356153258,0.7899834381103263,0.23612452626713612
345361.93767308805,0.701360495329578,0.10735486006764401,1.0199605413637298,0.7184310258362645,0.6894921361566421,0.9407751419653831,0.05989132626520369,0.6324924999722766,0.18977043623630177,0.4955602789580845,0.6687148705469682,0.12534150151889628,0.44272652953215963,0.7556331151095147,1.0030723058204523,0.18915751308820938,0.7323430533424405,0.5786619257372095,0.42079531513266916,0.28742496179568905,1.0121089932602763,0.6082243913579429,0.7214570322868749,0.30500469139960357,1.7129041042186193,0.8203504857872131,0.4694916691757715,0.2531351490606192,0.35026200516757416,0.7799356390371084,0.3943007952909826,0.285610234013589,0.6803334686838847,1.6102723763252458,0.10038775551962782,0.46785395427088255,0.10987654397030908,0.3821857566013325,1.7034727766311069,1.3027710221995175,0.4493492829452432,0.2622720173735731,0.33596208070672384,0.06827719398978054,0.22108205802963993,0.5573324439630922,1.315058788474177,0.7005240103351483,0.07130457900630854,0.1832880795107749,0.43265446395565016,0.1334100435195054,0.5022826618726464,0.6030088628069402,0.23148774674617373,0.21057039784348267,0.5971033851747788,0.22744286049842477,0.5556295950149663,1.6819824134790167,0.27837849227376965,0.4296255638763733,0.11664020639920843,0.09952365070769505,0.38935658469172263,0.691306589146528,0.3873988615507113,0.41766439760936064,0.9370196125448336,0.29126340557490193,0.0658387227758598,0.23772424476733808,0.14664079163714228,0.12626604367973113,0.18211840251709607,0.3063516080182864,0.09009509432486078,0.7155629606955289,1.2560995541355213,0.37251754026548656,0.39287369000676997,1.616388353366761,0.24680526679912473,0.4275185485511423,0.749383836473201,0.4441121118153452,0.3686968475448149,0.1334100435195054,0.49735668496930757,0.5899149560717039,0.30153645524111256,0.6156541699569079,0.27310877595912214,0.17711701886035736,1.0713755797162643,0.5142350768388207,0.27751375621652735,0.30034293760673125,1.5203124582450065,0.6577014077296828,0.19326850879365298
345362.5376919403,0.7465071391024134,0.10327987524439496,0.8987909804326272,0.742856316749942,0.731730459975081,0.8754551720388757,0.05692065214355532,0.6233373344148135,0.26338197228794935,0.35867835862486197,0.7111313251774634,0.12714991765625142,0.4751005577040317,0.7646115784373683,0.9863654862183704,0.1873517446760503,0.6642648271674017,0.5856974798116001,0.39240354655062726,0.3352134192755719,0.9942505250645469,0.5721746294531314,0.7908795713827561,0.3645682667262576,1.539467628023064,0.8061691547216702,0.47681219121094287,0.23182288980965957,0.2353626135339122,0.7767762736005004,0.3439689936596354,0.39189201673762514,0.6035836864932173,1.6263143678327483,0.10498698062033537,0.4982902178420664,0.12638086573494342,0.3703449566668982,1.7454069280300402,1.235355037533326,0.4473620264596787,0.26160236436708484,0.286328128964551,0.07987034538695938,0.2581143328421904,0.541959058361742,1.3174144246050494,0.6073278419816244,0.09197465698944264,0.19175464990103047,0.4325771874955802,0.17623352557502492,0.4749803703633527,0.591367069854075,0.2926466358754993,0.1920493547932964,0.5912471171015691,0.22347561285038126,0.5044013242872992,1.7236206279495103,0.28668810901102393,0.4382179710229907,0.12664213044516415,0.09941378365770638,0.37299759081241385,0.636092310431274,0.4171816641349271,0.29824135097311916,0.9576159608871219,0.2347182258171869,0.0657387742825676,0.43323077067152094,0.15382260598461883,0.09703546347450766,0.21905035318997768,0.3591572349381128,0.09667203477235595,0.7846332709322399,1.2485229633719985,0.4974992809883488,0.49816438697897497,1.3693953993956787,0.22626905801101105,0.4033036450659225,0.6329029483337291,0.5430977102991824,0.34359375475746123,0.1164425561694092,0.46283097619894836,0.5586056457032479,0.3048158096118051,0.6429618735264646,0.2387890772851589,0.17790828982449686,0.9799053693390243,0.7356967591312432,0.2889339546740937,0.2581143328421904,1.427024358328494,0.6391402527520905,0.20605766067233686
345363.15362046106,0.7516304251118591,0.10835974446981081,0.8638572593003808,0.7624117086326516,0.7730042689395715,0.9029227959333876,0.060763680022981326,0.6713094880342765,0.27327617074246574,0.38990028014746353,0.6083494870703362,0.10403743107383058,0.4969788053603753,0.7738842711207791,0.951671429058484,0.18541643066153427,0.5577117672607397,0.663891031735347,0.4242221938635928,0.33866878661647587,1.0786974105433906,0.5780365401200961,0.9055174827122686,0.41623076611115395,1.4238722874350722,0.7316918229368304,0.45675611467440225,0.22489346671892937,0.2688967449292852,0.7721177961540904,0.3210707402140719,0.2747170207935554,0.5590436885459912,1.7167004011248947,0.11086520405764382,0.40644300616039425,0.12292422625338752,0.37362495084911207,2.0272310241235454,1.1046934870348482,0.4084507517913193,0.2606395685162364,0.2847142005133608,0.08687577322538355,0.24848940268018765,0.5281900346825245,1.389344620154109,0.5337499297844458,0.08646145524145013,0.17624012897416436,0.4028816798787299,0.12629201327402828,0.5075442791298405,0.5794999237659697,0.24711571257124296,0.1968871081516122,0.5386022018733954,0.22039444606036648,0.514072513018199,1.4716761532002784,0.2718794651251395,0.44699718637595465,0.16430465885353776,0.09381059371969047,0.39471081824482235,0.7115208591693828,0.40243050261525676,0.34433593498689874,0.9490473350445359,0.27761538738124597,0.06456104320030857,0.27548846564183743,0.1602454642467975,0.10598584862004672,0.23594460489394284,0.34892553806300103,0.0917760060262848,0.7496515313180072,1.2397187590895618,0.5947946431615525,0.7465398130998413,1.3068459407241453,0.19780909971809488,0.4172953996496577,0.7556817187708249,0.5306081708779318,0.37299526668489724,0.15565080597019848,0.4407641578806724,0.5505249275776714,0.3073105656334688,0.6704957795639319,0.21527339115440963,0.1632749874939242,1.0334556924931975,0.9908611695658573,0.30318559159812025,0.2693956257176512,1.510158055658948,0.6635114485268077,0.19975186766175473
