time,AVEL,IL1DL,AVER,AWAL,IL2VR,IL1R,ASGL,AIZR,VB02,ASGR,CEPDL,I6,AVDL,MCR,MCL,OLQDL,AVKR,I2L,AWCR,MI,RMDDR,AVJR,ADLL,CEPVL,AIMR,RICL,RMDDL,SMBVR,FLPL,ADAR,URXL,AIY?,RIAL,URADL,IL2L,AIML,ADER,SIBDL,IL2R,RMDR,RMER,RID,M3L,M1,SMB?L,I1L,AWCL,IL2VL,AVDR,ADEL,AINR,AWBL,SMDD?,M5,I2R,RIMR,OLQDR,AIBR,URYVR,BAGL,AQR,IL2DL,I3,URYVL,RMGL,NSML,OLLR,M3R,URAVL,CEPVR,IL1DR,M4,OLQVL,AVAL,NSMR,IL1VR,SMDVL,AIBL,RIH,ASHL,ASER,RMDVR,SMDVR,ADAL,RIML,RICR,OLLL,RMEL,RMDVL,AWAR,URYDL,RIVL,RMDL,FLPR
607644.2034620458,1.1064672414257324,0.14828942410860332,1.375587829149886,0.8760162270589051,0.13501946938549303,0.2256427064645697,0.6723331688140614,0.9652161042224475,0.3446527747760154,0.9893668015316299,0.33711124537717047,0.5874072829394674,0.3218196012569689,0.08744118017346214,0.14427794728621254,1.2307936928199754,1.939604360211342,0.7667918876749757,0.5711217240463531,0.3025263819794495,0.39479692848318154,0.3084351003774856,0.8588980439619104,0.33128488364687975,0.1692646308944393,0.38528770013931757,0.3476423619517742,0.9575613902431284,0.36350547757824975,0.758457193243726,0.17806203962595926,0.13474297900449883,0.784585862101883,0.23431503749607432,0.22332950071330196,0.14384074138534522,0.19475535584089296,0.8430124688541509,0.16863656176310557,0.9844419534528945,0.07681585748306136,0.22077229268986723,0.07580909657240525,0.7849681517861945,1.5762918124818204,0.04938919073245896,0.3367198826260127,0.13501946938549303,0.3300199380740345,0.26966126193354406,0.6599076566215971,0.3592691967996597,0.3272551099561256,0.31869058228509756,0.4259377075459883,2.1102810401165195,0.5416112216737947,1.1846018503672047,0.8671250367201663,2.7097312753213973,0.11804559323417388,0.1161492784834241,0.3447262883790208,0.8576566055337186,0.5100735510118625,0.1998655546821992,0.8550846739280407,0.07580909657240525,0.21225641316300084,0.29021426178261145,0.09636885792018013,0.3825551632588969,0.5335743219485347,1.9207478724706508,0.14436043896562145,0.1396399075013464,0.3991101820198082,1.3289966371614077,1.1245015991573446,2.1944373101224635,0.540386493471996,0.4370149812599451,0.8998913509242396,0.9588091433577416,1.866684832769316,0.4163623637329389,1.0957710502389622,0.08655614798547163,0.19805629407548436,0.8785577197600872,0.18430490131389218,1.0803261266541466,1.3920671284902693,0.29577419333842225
607644.8012081628,1.106584357214645,0.14236117410975146,1.3569895167604387,0.8519129927351043,0.14154527014746238,0.20478501268521443,0.6724043329900348,0.8857258713085022,0.31890607924825165,0.8199827874185747,0.2984246112275665,0.587469457999676,0.2812595088492657,0.08745043552456161,0.14429321861552666,1.1863975369903255,1.9529175308850881,0.7124194962992303,0.49297745514832203,0.23363237656413946,0.3603179337119595,0.3372406795410821,0.7651913108399141,0.30303401415369957,0.1800196200960475,0.38259565541995705,0.31938419930709455,1.084174676563541,0.36354395339496326,0.7585374733543496,0.16497741737257723,0.11264878266797909,0.7115432115559349,0.25066611906824776,0.2243905065871388,0.14638442468241833,0.19706296772315593,0.8431016988527054,0.16865441136879739,0.8543954315688453,0.09077054518272906,0.23846559060205086,0.07581712070707405,0.7850512379914844,1.575212011607823,0.04916891957204267,0.3367555232787314,0.1530382621679828,0.335596595211008,0.2781498341593264,0.6863056086914693,0.2987390734101035,0.3949374507560847,0.3187243145977824,0.5221305415142943,2.0518257185940096,0.5620479948660436,1.1002825242857945,0.8672168189519026,2.710018091147631,0.10661907364309704,0.127050632743231,0.308749681753747,0.8450739202133116,0.5101275405599427,0.19988670977042652,0.8250429084204618,0.07581712070707405,0.20463401912747417,0.29931240225119293,0.08644909465977654,0.3339016629119625,0.5336307989731757,1.8337058339528016,0.14437571902639887,0.13117565328684241,0.3771700935582559,1.3291373069289307,1.2182898511652687,2.1944130473578554,0.6028780024799323,0.38932933895534827,0.8999866013587334,0.9658207399015988,1.8276769290582262,0.416406434271023,1.1005083964337823,0.08251621089198838,0.19530097264661958,0.8417104419239054,0.18445374120539862,1.0359872587066197,1.3228731136554446,0.31207802481314145
607645.4012270154,1.1246400409603643,0.1782832180127442,1.3406437024672517,0.8148533262293881,0.14595922084462076,0.22320442192240184,0.6724755046984939,0.8003765378501854,0.27370742005414783,0.6652445852931338,0.3011602784209352,0.5875316396409028,0.31230545836591933,0.08745969185530847,0.14430849156125897,1.1308913471563846,1.9700417740815852,0.6773474007517507,0.48251067286276117,0.1605205320027308,0.281586383583873,0.3623330091148494,0.8120740809870998,0.26423553128926924,0.19099103648744714,0.3799030364964962,0.26542999504925013,1.1102933762648481,0.3635824332842109,0.7586177619623495,0.155073648883291,0.10921155937464838,0.6318088139627484,0.2707886613212435,0.22535626122226723,0.124567983825463,0.19897079897082678,0.8431909382959513,0.1686722628638092,0.9008348261096772,0.07591501253040775,0.2469216980023739,0.0758251456910702,0.7851343329911661,1.5742744533955524,0.0523607365712702,0.33679116770389184,0.11144742287387609,0.3151884234022875,0.2874152468985519,0.7121717765360832,0.3504141601308083,0.43215377152034773,0.31875805048091765,0.48035553834377115,2.000191171951198,0.5884787837692899,1.0363687668867598,0.8673086108984757,2.710304937332343,0.09529806046498235,0.10740663912055426,0.3011516919957079,0.8568120529844215,0.5101815358226328,0.1999078670978479,0.7840684655800461,0.0758251456910702,0.21069834856051586,0.26372460928677627,0.09769433664688712,0.3518264876906727,0.5336872819757174,1.8688755206976442,0.18006407146681155,0.12746491368186913,0.3488839672918091,1.3292779915858697,1.3264719931388451,2.1286215491904086,0.54170960826111,0.3490319436956314,0.9000818618751614,0.9723459859207825,1.7837927332633767,0.41645050947382345,1.0947285158499205,0.07831976009385282,0.16559990834898572,0.9054830335089804,0.1896140282935939,0.9944011710057705,1.1885823772560744,0.3140085065643817
607646.00124584,1.0631649870690494,0.15241929652509673,1.2391027254033165,0.7547444475049534,0.07480376195627789,0.14414725927548816,0.672546683940236,0.9279908825559776,0.2650844683902501,0.7187665822755398,0.2740537824398181,0.5722117904852101,0.24743422149315475,0.0748715189870354,0.12395906292822874,1.0298230996125133,2.048571837472064,0.6178999161254215,0.4475941033877418,0.1345809376273893,0.23596787041959363,0.2465567694606624,0.6194022097904198,0.1675956142775488,0.2021854199062849,0.3772098432775402,0.22475027572664158,0.9184239662409674,0.3636209172464238,0.7586980590686253,0.1509981375831378,0.08239892439057067,0.6972524804931426,0.2642041546720591,0.21235236213663986,0.12672826820999397,0.20946511510758906,0.6565592816516006,0.16869011624834096,0.8119841026037692,0.05839689958757596,0.2444907937717334,0.06627801818233785,0.7852174367861706,1.2405378790385242,0.04182575937340269,0.33682681590189323,0.0850392561334229,0.2583067405052721,0.25511776840026873,0.4756124110890725,0.3024967825317472,0.4157362924108521,0.343774716645445,0.5228983165459522,2.0124289848515318,0.4871370361480807,1.0429560294600817,0.8525280762864585,2.5486265063186844,0.12060112688012704,0.10543840095817753,0.27935395639829425,0.8745851134371027,0.507381072258996,0.21377109559057,0.779474214890858,0.05707719564209402,0.19899185935220962,0.23656374888024917,0.08155888503298167,0.34246317385256414,0.45269173183885414,1.780943864971615,0.16737633029625107,0.09507494474544177,0.33870954783354823,1.2130411469009177,1.3021210899149716,2.0676560496524394,0.5420207013881119,0.317140411496382,0.7991481264694131,1.0158773131411345,1.7340640229026207,0.41649458934183403,1.0376766905396977,0.060991076894806914,0.1401565109772196,0.8075796944532645,0.2010054780597228,0.9656571987905028,1.0966256313324982,0.27012469595322575
607646.6012646626,1.0189669936554917,0.11794240810723401,1.1551809716755301,0.6560865559211936,0.0940654218730386,0.1349240148900082,0.6726178707160583,0.9429066962973615,0.25561292729162094,0.9577742200969219,0.25067211439379466,0.5109654236843203,0.2509620705709484,0.08557650729406872,0.10864228990522991,0.9433460750002026,2.147528388677259,0.5728411649548486,0.466620534483695,0.1099388282894973,0.2632019750654613,0.2939267770526947,0.690997583667459,0.16802216676030565,0.2136095763464351,0.36885496136041906,0.26291004740900004,0.9304500247609653,0.363659405282033,0.758778364674076,0.17950309929153654,0.12120072254422048,0.6861242536621638,0.26541683398630106,0.2018727864372903,0.12881699451623435,0.19443149029489384,0.6868940985470583,0.16870797152259265,0.792104500441441,0.05516643713451477,0.2424522907160553,0.0682492516376226,0.7853005493774287,1.3822696559277785,0.04853973706408831,0.33686246787313495,0.09950646098138102,0.2563314916157221,0.23793018473768587,0.5719094128973423,0.26291004740900004,0.39735398935415245,0.36893509931302576,0.4750971611843126,1.8798408344207962,0.49871596621913405,1.0288337707803423,0.7951377364298644,2.4095160211877884,0.14975888776462026,0.10333363255758798,0.27877296461709855,0.8922777160528232,0.5045398021591151,0.19388309831971948,0.6789069578662785,0.06518537394313795,0.2016266001123668,0.2092833064457478,0.07544321792933642,0.32287411115636916,0.27883678626650726,1.831594425510008,0.15582055703128347,0.09874102666613963,0.3610601607963717,1.2479166544281763,1.1481514728620887,2.0110047009523857,0.5693757011620182,0.2795499238272912,0.8661702303042493,0.9554895229267166,1.8179064986983073,0.5235570716251124,0.9220070271636357,0.057525453671119026,0.13815155933625134,0.7667655053548558,0.14439104387908963,0.9388199888596084,1.007518659915544,0.27206197943906013
607647.1623934372,0.9803997925114057,0.14672377232251804,1.0527730680463756,0.6689938352399122,0.07762972399672724,0.16860717479879894,1.0224904459286246,0.7952218990510517,0.26720636117466745,0.771894628305421,0.25053229108034697,0.4930199673094902,0.25013509363115105,0.09984982615521076,0.06832698847645828,0.8674712052562931,1.866492164333201,0.7844381848058805,0.465123240824273,0.10599443084168528,0.2617292649833793,0.24574504984951234,0.7278284251129055,0.17568047753944457,0.21122904497482803,0.4250323943203897,0.2170757096945521,0.7664546164748448,0.35589587138100387,0.7797681719043967,0.1692191790630414,0.1059598937185697,0.6779471591350104,0.2665127458611922,0.22290005309354402,0.11510399236783815,0.20812448139226744,0.6923410740026746,0.16872582868676433,0.770018365232243,0.052884214961523145,0.22515156878135759,0.06686650403184305,0.7853836707658716,1.382902068815345,0.04508556567499088,0.33689812361801647,0.1182652431946149,0.2733079539058331,0.21567562449525526,0.5701769383207898,0.27069006162704157,0.376633544257455,0.39424039693615714,0.45544945913486057,1.8163591103325158,0.5055739899613787,0.972112243234787,0.7037802262875339,1.95763824211488,0.136428475340783,0.12056866508241701,0.2932512586619959,0.8785760600877469,0.5332467789010963,0.175572117526159,0.7103601917899279,0.05634192857184692,0.20361129498454317,0.23301539918367234,0.1008887260805251,0.38678669500123747,0.2430650877573926,1.8198167304475101,0.15877355072581661,0.09813134250031395,0.3946784498007468,1.2833190613423535,1.0493005161984408,1.958225566216631,0.5474594508792767,0.3007865559578208,0.7746558154549038,0.9415838606436374,1.884888476216405,0.49589134901154225,0.9280886934179178,0.054726202590600626,0.146875873312181,0.7678004542561878,0.16965474966552027,1.0619126358233837,0.9791354912098471,0.27372972543963836
607647.8013022981,0.9819714637433983,0.1458771444698393,0.9843381784894931,0.6820159722867521,0.07349725066054882,0.2310542311184918,0.8886173051782423,0.8158743310266148,0.2779589218480659,0.651991739730675,0.25355856796881215,0.6866930626129083,0.25176923809937674,0.08926235599655594,0.09773570566562344,0.7932120261684803,2.16841635997663,0.8268440699311743,0.5278051734108121,0.10600564999117619,0.2275522517557501,0.2194709568335833,0.6244395319792723,0.19469470373655318,0.2088678045954641,0.3770847748442337,0.22084510414828373,0.7062958336598983,0.3476985319710579,0.7994250374657563,0.19263392310224492,0.12644688285685818,0.6978397493031203,0.23332460527158355,0.22457493257389918,0.11892759006561297,0.24449690239900312,0.6145674543288212,0.16874368774105597,0.7817434842985648,0.058228455628955934,0.24725562219806818,0.06541487895025114,0.7854668009524302,1.4496843642646275,0.04778881744117426,0.35358463516793637,0.11642126482042858,0.26356596036057467,0.24306826171369844,0.5562865302289246,0.25566704167086934,0.3142974534826101,0.37565261448724957,0.49103766605108046,1.730247775967087,0.5112700485171131,0.9703703274962019,0.7392789861363798,2.19218284767231,0.1265785983598341,0.10697373811894947,0.2712075670130953,0.9108183642030764,0.5019786449753978,0.1737314819299832,0.6778538567475711,0.06306972310687828,0.18822466632579576,0.20632173119751523,0.09917952859022924,0.37061823841611974,0.25349177171803,1.8058640231909138,0.15311927220947671,0.10428663945077875,0.48582287602266067,1.3099106770952653,1.0357720652934486,1.9955358173532733,0.5206055255122208,0.3087799431278244,0.652217968648,0.915235649797554,1.7899336254836733,0.49276565783777054,0.8952973916248227,0.062269053141669924,0.1818038852091412,0.7181509527571232,0.18706378556675832,1.1347443738934864,1.0457555690529186,0.28681853916311734
607648.4013211193,0.9665434151997333,0.14356451190273817,0.997632608202557,0.6636879570017493,0.0801290298992027,0.3031135261616575,0.7827875062406282,0.8008571691006799,0.2879593304784582,0.4744197203792446,0.24965516902819146,0.9293739437197948,0.2450862950076257,0.07798566078667259,0.11114671889244246,0.7205170419916608,2.5070465621415305,0.6953178522424508,0.49373930356870527,0.1175225771854973,0.24501676698067312,0.20113316692443317,0.6714401787451139,0.18262119278062594,0.20652561777903336,0.39579631589185665,0.2160171979418978,0.702338638334652,0.33903032076677,0.8178728700622471,0.20782672199253524,0.10245755094065918,0.7201506326796812,0.22314026992882732,0.18616470040198205,0.16114564289882732,0.22513957893091655,0.6215042640210378,0.1857174962486485,0.667906283067508,0.07232637800814332,0.2686655372114027,0.05451711711038856,0.785549939938036,1.3262375460421756,0.05153037993771286,0.363426356971333,0.12083018645622236,0.2587677079846905,0.2308128964310689,0.5570755233517274,0.22754300068346212,0.3036077329977906,0.41237396910709734,0.4869708243740879,1.6547552284556384,0.5160786233648036,0.9686280321148599,0.6948522376092527,2.166252255513433,0.10500718584885992,0.08932902962837042,0.29084724137993573,0.8819620923736128,0.4677592824176487,0.18766204632803546,0.6979823136627545,0.06798391236291099,0.17577289805135246,0.21212541110194463,0.1219663109970165,0.38745121284594397,0.24163585379993333,1.7542821065070873,0.15485610272654904,0.09960582064756347,0.6159987002815456,1.2732121284174265,1.104640199449383,1.8647267981795048,0.5431656229336747,0.29384257199493774,0.6381712863827156,0.9764505842772214,1.7005514986757615,0.5285206809870715,0.8379314610210521,0.05896596044434303,0.1792805612053706,0.6642768766959128,0.1748296722726678,1.20702540573321,1.0443168272236953,0.3165288377262285
607649.0013400166,0.899709022209715,0.13880817664516917,0.927579092875841,0.6485448747146008,0.056645144962460134,0.43188776081377933,0.5929214459566736,0.8075270834042296,0.2972842509958868,0.40910382472887874,0.23847905738957426,0.760033144402853,0.23962010551105542,0.06595048775533636,0.12300371810745937,0.6493369222677442,2.1756548651757974,0.9189101293910199,0.507279383697273,0.35495806442180194,0.31544676083572326,0.18632279121292572,0.7215146201144305,0.1963799873295325,0.20420225097578223,0.36359753321227406,0.22185524930780076,0.622031472203152,0.3298498249475257,0.8352206822697977,0.24324091660350527,0.10468596410783772,0.7308110760593011,0.261258762277839,0.20605863507556205,0.1675823944178152,0.21585137267574295,0.6282971263319447,0.19186035668603713,0.6937955997008504,0.08235130707053506,0.28941375103249883,0.06476899590421287,0.7856330877236201,1.2656154849587975,0.05008277956396554,0.3593041854248033,0.13884631075963214,0.24626791467679335,0.21205618370562,0.49151006920915014,0.22018613324065975,0.30377194360033716,0.451242791667086,0.4446339335763,1.6075282853228654,0.5683980181800123,0.9708888841848553,0.65290982877783,2.2872508493387387,0.11730767609247063,0.09702777763756111,0.27328182286721786,0.9260891147768873,0.4767278114885743,0.2033220688595073,0.7172927170351844,0.066695090036445,0.20073279525531987,0.21705670922066056,0.13513384255750294,0.3516816544582916,0.24954428433941434,1.7207550450039282,0.1494612861057683,0.12090922755144999,0.6422490151657667,1.3051395431506831,1.1537427180131694,1.727765783694313,0.56548315654832,0.2808242529241996,0.6669509003644499,0.9632713080512761,1.6162648520909244,0.49102067982726255,0.8532736915773756,0.05837157703542572,0.16862978438292653,0.6717549911410214,0.17593271991286097,1.229819571666177,1.049197637311348,0.2948374746709155
607649.6263600108,0.8308335876450759,0.13770143346360952,0.9575830118596064,0.6358248822960119,0.09094343992224119,0.5158299560139615,0.45403341434863276,0.7858179156667797,0.30600027101985205,0.32731770158026535,0.23441949299666684,0.6670041988131015,0.24484087914890212,0.053077984738358584,0.1330976224197737,0.5796243892023663,1.9411142612090784,0.8841965068037996,0.4714297465860686,0.2531605271003242,0.25025601774579875,0.22704888530431983,0.7163915897397267,0.21835919459363698,0.2018974744365973,0.3299000897584134,0.2213773751514461,0.575588840815337,0.3201106288015362,0.8515647637113726,0.26081327128067383,0.10733580554122675,0.6914718004444834,0.22012153123315864,0.20444020392867782,0.11726207090395491,0.186372128629753,0.6349505623661931,0.18836797494191573,0.6759365969506622,0.09347239909768085,0.3095307108596577,0.061793057891597364,0.7857162443101143,1.3660075874034596,0.0536314897932817,0.3517188787635995,0.14391049833849157,0.24450655407389618,0.2231875097039062,0.47534865149919175,0.21790896945014493,0.2757022178695312,0.49245260491553866,0.5004495703902382,1.5170093865872796,0.5856419660627297,0.9573754947888293,0.6939443579029017,2.4073998009622106,0.09328270529420228,0.10903477542862816,0.26788879469104243,0.8731776278982528,0.4802554762888608,0.17673219094200718,0.7251239766751383,0.06519274411865345,0.1782557443121969,0.2212994390926003,0.16721788652738484,0.35507103816530533,0.23651973212579938,1.644904396125328,0.16445395451866773,0.10906507970195461,0.7527456180400719,1.3015461252657803,1.2383535912029136,1.584211148874774,0.587562103656378,0.2693776980033652,0.5939436425719158,0.9224623079093336,1.53664942382164,0.36760295715937497,0.8819098467630876,0.059031131806614956,0.16709225325426133,0.6616853228868749,0.1628416608469161,1.1967418138480879,1.0539771255188348,0.27823159601512326
